,IOC,Breeding Range,Order,Family,Hungarian
9034,Dicaeum haematostictum,OR,PASSERIFORMES,Dicaeidae,Black-belted Flowerpecker
9035,Dicaeum retrocinctum,OR,PASSERIFORMES,Dicaeidae,Scarlet-collared Flowerpecker
9036,Dicaeum quadricolor,OR,PASSERIFORMES,Dicaeidae,cebui virágjáró
9037,Dicaeum trigonostigma,OR,PASSERIFORMES,Dicaeidae,narancshasú virágjáró
9038,Dicaeum hypoleucum,OR,PASSERIFORMES,Dicaeidae,fehérhasú virágjáró
9039,Dicaeum erythrorhynchos,OR,PASSERIFORMES,Dicaeidae,Pale-billed Flowerpecker
9040,Dicaeum concolor,OR,PASSERIFORMES,Dicaeidae,Nilgiri Flowerpecker
9041,Dicaeum minullum,OR,PASSERIFORMES,Dicaeidae,Plain Flowerpecker
9042,Dicaeum virescens,OR,PASSERIFORMES,Dicaeidae,Andaman Flowerpecker
9043,Dicaeum pygmaeum,OR,PASSERIFORMES,Dicaeidae,Pygmy Flowerpecker
9044,Dicaeum nehrkorni,AU,PASSERIFORMES,Dicaeidae,Crimson-crowned Flowerpecker
9045,Dicaeum erythrothorax,AU,PASSERIFORMES,Dicaeidae,Buru Flowerpecker
9046,Dicaeum schistaceiceps,AU,PASSERIFORMES,Dicaeidae,Halmahera Flowerpecker
9047,Dicaeum vulneratum,AU,PASSERIFORMES,Dicaeidae,Ashy Flowerpecker
9048,Dicaeum pectorale,AU,PASSERIFORMES,Dicaeidae,Olive-crowned Flowerpecker
9049,Dicaeum geelvinkianum,AU,PASSERIFORMES,Dicaeidae,Red-capped Flowerpecker
9050,Dicaeum nitidum,AU,PASSERIFORMES,Dicaeidae,Louisiade Flowerpecker
9051,Dicaeum eximium,AU,PASSERIFORMES,Dicaeidae,Red-banded Flowerpecker
9052,Dicaeum aeneum,AU,PASSERIFORMES,Dicaeidae,törpevirágjáró
9053,Dicaeum tristrami,AU,PASSERIFORMES,Dicaeidae,Mottled Flowerpecker
9054,Dicaeum igniferum,AU,PASSERIFORMES,Dicaeidae,feketehomlokú virágjáró
9055,Dicaeum maugei,AU,PASSERIFORMES,Dicaeidae,kékarcú virágjáró
9056,Dicaeum hirundinaceum,AU,PASSERIFORMES,Dicaeidae,fecskefejű virágjáró
9057,Dicaeum celebicum,AU,PASSERIFORMES,Dicaeidae,szürkeoldalú virágjáró
9058,Dicaeum monticolum,OR,PASSERIFORMES,Dicaeidae,Black-sided Flowerpecker
9059,Dicaeum ignipectus,OR,PASSERIFORMES,Dicaeidae,Fire-breasted Flowerpecker
9060,Dicaeum sanguinolentum,OR,PASSERIFORMES,Dicaeidae,Blood-breasted Flowerpecker
9061,Dicaeum cruentatum,OR,PASSERIFORMES,Dicaeidae,skarláthátú virágjáró
9062,Dicaeum trochileum,OR,PASSERIFORMES,Dicaeidae,skarlátfejű virágjáró
9063,Chalcoparia singalensis,OR,PASSERIFORMES,Nectariniidae,rubinarcú nektármadár
9064,Deleornis fraseri,AF,PASSERIFORMES,Nectariniidae,sisakos nektármadár
9065,Deleornis axillaris,AF,PASSERIFORMES,Nectariniidae,szürkefejű nektármadár
9066,Anthreptes reichenowi,AF,PASSERIFORMES,Nectariniidae,Reichenow-nektármadár
9067,Anthreptes anchietae,AF,PASSERIFORMES,Nectariniidae,tarkahasú nektármadár
9068,Anthreptes simplex,OR,PASSERIFORMES,Nectariniidae,fakó nektármadár
9069,Anthreptes malacensis,"OR, AU",PASSERIFORMES,Nectariniidae,barnatorkú nektármadár
9070,Anthreptes griseigularis,OR,PASSERIFORMES,Nectariniidae,Grey-throated Sunbird
9071,Anthreptes rhodolaemus,OR,PASSERIFORMES,Nectariniidae,vöröstorkú nektármadár
9072,Anthreptes gabonicus,AF,PASSERIFORMES,Nectariniidae,gaboni nektármadár
9073,Anthreptes longuemarei,AF,PASSERIFORMES,Nectariniidae,ibolyakékkabátos nektármadár
9074,Anthreptes orientalis,AF,PASSERIFORMES,Nectariniidae,kenyai nektármadár
9075,Anthreptes neglectus,AF,PASSERIFORMES,Nectariniidae,Uluguru-nektármadár
9076,Anthreptes aurantius,AF,PASSERIFORMES,Nectariniidae,ibolyakékfarkú nektármadár
9077,Anthreptes seimundi,AF,PASSERIFORMES,Nectariniidae,kis zöld nektármadár
9078,Anthreptes rectirostris,AF,PASSERIFORMES,Nectariniidae,aranyörves nektármadár
9079,Anthreptes tephrolaemus,AF,PASSERIFORMES,Nectariniidae,Grey-chinned Sunbird
9080,Anthreptes rubritorques,AF,PASSERIFORMES,Nectariniidae,rubinvörös nektármadár
9081,Hedydipna collaris,AF,PASSERIFORMES,Nectariniidae,örves nektármadár
9082,Hedydipna platura,AF,PASSERIFORMES,Nectariniidae,törpenektármadár
9083,Hedydipna metallica,AF,PASSERIFORMES,Nectariniidae,nílusi nektármadár
9084,Hedydipna pallidigaster,AF,PASSERIFORMES,Nectariniidae,Sokoke-nektármadár
9085,Anabathmis reichenbachii,AF,PASSERIFORMES,Nectariniidae,Reichenbach-nektármadár
9086,Anabathmis hartlaubii,AF,PASSERIFORMES,Nectariniidae,princípe-szigeti nektármadár
9087,Anabathmis newtonii,AF,PASSERIFORMES,Nectariniidae,Newton-nektármadár
9088,Dreptes thomensis,AF,PASSERIFORMES,Nectariniidae,óriás-nektármadár
9089,Anthobaphes violacea,AF,PASSERIFORMES,Nectariniidae,fokföldi nektármadár
9090,Cyanomitra verticalis,AF,PASSERIFORMES,Nectariniidae,zöldfejű nektármadár
9091,Cyanomitra bannermani,AF,PASSERIFORMES,Nectariniidae,Bannerman-nektármadár
9092,Cyanomitra cyanolaema,AF,PASSERIFORMES,Nectariniidae,kékhátú nektármadár
9093,Cyanomitra oritis,AF,PASSERIFORMES,Nectariniidae,kameruni nektármadár
9094,Cyanomitra alinae,AF,PASSERIFORMES,Nectariniidae,ruwenzori nektármadár
9095,Cyanomitra olivacea,AF,PASSERIFORMES,Nectariniidae,olajzöld nektármadár
9096,Cyanomitra veroxii,AF,PASSERIFORMES,Nectariniidae,szürke nektármadár
9097,Chalcomitra adelberti,AF,PASSERIFORMES,Nectariniidae,fakótorkú nektármadár
9098,Chalcomitra fuliginosa,AF,PASSERIFORMES,Nectariniidae,karamell nektármadár
9099,Chalcomitra rubescens,AF,PASSERIFORMES,Nectariniidae,zöldtorkú nektármadár
9100,Chalcomitra amethystina,AF,PASSERIFORMES,Nectariniidae,ametiszt nektármadár
9101,Chalcomitra senegalensis,AF,PASSERIFORMES,Nectariniidae,bíbormellű nektármadár
9102,Chalcomitra hunteri,AF,PASSERIFORMES,Nectariniidae,Hunter-nektármadár
9103,Chalcomitra balfouri,AF,PASSERIFORMES,Nectariniidae,szokotrai nektármadár
9104,Leptocoma zeylonica,OR,PASSERIFORMES,Nectariniidae,ceyloni nektármadár
9105,Leptocoma minima,OR,PASSERIFORMES,Nectariniidae,apró nektármadár
9106,Leptocoma sperata,OR,PASSERIFORMES,Nectariniidae,manilai nektármadár
9107,Leptocoma brasiliana,OR,PASSERIFORMES,Nectariniidae,Van Hasselt's Sunbird
9108,Leptocoma aspasia,AU,PASSERIFORMES,Nectariniidae,selymes nektármadár
9109,Leptocoma calcostetha,OR,PASSERIFORMES,Nectariniidae,réztorkú nektármadár
9110,Nectarinia bocagii,AF,PASSERIFORMES,Nectariniidae,Bocage-nektármadár
9111,Nectarinia purpureiventris,AF,PASSERIFORMES,Nectariniidae,bíborhasú nektármadár
9112,Nectarinia tacazze,AF,PASSERIFORMES,Nectariniidae,Tacazze-nektármadár
9113,Nectarinia kilimensis,AF,PASSERIFORMES,Nectariniidae,bronzfényű nektármadár
9114,Nectarinia famosa,AF,PASSERIFORMES,Nectariniidae,malahitnektármadár
9115,Nectarinia johnstoni,AF,PASSERIFORMES,Nectariniidae,lobélia nektármadár
9116,Drepanorhynchus reichenowi,AF,PASSERIFORMES,Nectariniidae,aranyszárnyú nektármadár
9117,Cinnyris chloropygius,AF,PASSERIFORMES,Nectariniidae,olajzöldhasú nektármadár
9118,Cinnyris minullus,AF,PASSERIFORMES,Nectariniidae,Tiny Sunbird
9119,Cinnyris manoensis,AF,PASSERIFORMES,Nectariniidae,miombo nektármadár
9120,Cinnyris gertrudis,AF,PASSERIFORMES,Nectariniidae,Western Miombo Sunbird
9121,Cinnyris chalybeus,AF,PASSERIFORMES,Nectariniidae,kékszalagos nektármadár
9122,Cinnyris neergaardi,AF,PASSERIFORMES,Nectariniidae,Neergaard-nektármadár
9123,Cinnyris stuhlmanni,AF,PASSERIFORMES,Nectariniidae,Stuhlman-nektármadár
9124,Cinnyris whytei,AF,PASSERIFORMES,Nectariniidae,Whyte's Double-collared Sunbird
9125,Cinnyris prigoginei,AF,PASSERIFORMES,Nectariniidae,marungu nektármadár
9126,Cinnyris ludovicensis,AF,PASSERIFORMES,Nectariniidae,hegyi kékszalagos-nektármadár
9127,Cinnyris reichenowi,AF,PASSERIFORMES,Nectariniidae,Preuss-nektármadár
9128,Cinnyris afer,AF,PASSERIFORMES,Nectariniidae,kétörves nektármadár
9129,Cinnyris regius,AF,PASSERIFORMES,Nectariniidae,király nektármadár
9130,Cinnyris rockefelleri,AF,PASSERIFORMES,Nectariniidae,Rockefeller-nektármadár
9131,Cinnyris mediocris,AF,PASSERIFORMES,Nectariniidae,Fülleborn-nektármadár
9132,Cinnyris usambaricus,AF,PASSERIFORMES,Nectariniidae,Usambara Double-collared Sunbird
9133,Cinnyris fuelleborni,AF,PASSERIFORMES,Nectariniidae,Forest Double-collared Sunbird
9134,Cinnyris moreaui,AF,PASSERIFORMES,Nectariniidae,Moreau-nektármadár
9135,Cinnyris loveridgei,AF,PASSERIFORMES,Nectariniidae,Loveridge-nektármadár
9136,Cinnyris pulchellus,AF,PASSERIFORMES,Nectariniidae,pompás nektármadár
9137,Cinnyris mariquensis,AF,PASSERIFORMES,Nectariniidae,Mariqua-nektármadár
9138,Cinnyris shelleyi,AF,PASSERIFORMES,Nectariniidae,Shelley-nektármadár
9139,Cinnyris hofmanni,AF,PASSERIFORMES,Nectariniidae,Hofmann's Sunbird
9140,Cinnyris congensis,AF,PASSERIFORMES,Nectariniidae,kongói nektármadár
9141,Cinnyris erythrocercus,AF,PASSERIFORMES,Nectariniidae,ékszer nektármadár
9142,Cinnyris nectarinioides,AF,PASSERIFORMES,Nectariniidae,Menning-nektármadár
9143,Cinnyris bifasciatus,AF,PASSERIFORMES,Nectariniidae,kétcsíkos nektármadár
9144,Cinnyris tsavoensis,AF,PASSERIFORMES,Nectariniidae,Tsavo Sunbird
9145,Cinnyris chalcomelas,AF,PASSERIFORMES,Nectariniidae,Violet-breasted Sunbird
9146,Cinnyris pembae,IO,PASSERIFORMES,Nectariniidae,pemba-szigeti nektármadár
9147,Cinnyris bouvieri,AF,PASSERIFORMES,Nectariniidae,Bouvier-nektármadár
9148,Cinnyris osea,AF,PASSERIFORMES,Nectariniidae,jerikói nektármadár
9149,Cinnyris hellmayri,PAL,PASSERIFORMES,Nectariniidae,Arabian Sunbird
9150,Cinnyris habessinicus,AF,PASSERIFORMES,Nectariniidae,fénylő nektármadár
9151,Cinnyris coccinigastrus,AF,PASSERIFORMES,Nectariniidae,piroshasú nektármadár
9152,Cinnyris johannae,AF,PASSERIFORMES,Nectariniidae,Johanna-nektármadár
9153,Cinnyris superbus,AF,PASSERIFORMES,Nectariniidae,ragyogó nektármadár
9154,Cinnyris rufipennis,AF,PASSERIFORMES,Nectariniidae,vörösfarkú nektármadár
9155,Cinnyris oustaleti,AF,PASSERIFORMES,Nectariniidae,angolai nektármadár
9156,Cinnyris talatala,AF,PASSERIFORMES,Nectariniidae,fehérhasú nektármadár
9157,Cinnyris venustus,AF,PASSERIFORMES,Nectariniidae,karcsú nektármadár
9158,Cinnyris fuscus,AF,PASSERIFORMES,Nectariniidae,sötét nektármadár
9159,Cinnyris ursulae,AF,PASSERIFORMES,Nectariniidae,szürkemellű nektármadár
9160,Cinnyris batesi,AF,PASSERIFORMES,Nectariniidae,Bates-nektármadár
9161,Cinnyris cupreus,AF,PASSERIFORMES,Nectariniidae,rezes nektármadár
9162,Cinnyris asiaticus,"PAL, OR",PASSERIFORMES,Nectariniidae,bíbor nektármadár
9163,Cinnyris jugularis,"OR, AU",PASSERIFORMES,Nectariniidae,ausztrál nektármadár
9164,Cinnyris buettikoferi,AU,PASSERIFORMES,Nectariniidae,szumbai nektármadár
9165,Cinnyris solaris,AU,PASSERIFORMES,Nectariniidae,napfény nektármadár
9166,Cinnyris sovimanga,AF,PASSERIFORMES,Nectariniidae,madagaszkári nektármadár
9167,Cinnyris notatus,AF,PASSERIFORMES,Nectariniidae,acélos nektármadár
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,seychelles-szigeteki nektármadár
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,Humboldt-nektármadár
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,anjouan szigeti nektármadár
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,Mayotte-i nektármadár
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,lótusz nektármadár
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,szürketorkú nektármadár
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,apo nektármadár
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,Lina's Sunbird
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,tűzmellű nektármadár
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,Maroon-naped Sunbird
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,fényesszárnyú nektármadár
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,Luzon Sunbird
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,Bohol Sunbird
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,elegáns nektármadár
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,aranytorkú nektármadár
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,Handsome Sunbird
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,Gould-nektármadár
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,zöldfarkú nektármadár
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,jávai nektármadár
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,hajnani nektármadár
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,feketetorkú nektármadár
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,skarlát nektármadár
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,Magnificent Sunbird
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,Vigors's Sunbird
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,bajszos nektármadár
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,Temminck's Sunbird
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,tűzfarkú nektármadár
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,csíkos nektármadár
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,fehértorkú pókvadász
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,Orange-tufted Spiderhunter
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,Pale Spiderhunter
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,vastagcsőrű pókvadász
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,hosszúcsőrű pókvadász
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,pápaszemes pókvadász
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,sárgabarkós pókvadász
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,csupaszfejű pókvadász
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,Grey-breasted Spiderhunter
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,szumátrai pókvadász
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,borneói pókvadász
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,nagy pókvadász
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,Whitehead-pókvadász
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,Cinnamon Ibon
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,halvány köviveréb
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,köviveréb
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,White-rumped Snowfinch
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,Tibetan Snowfinch
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,havasi pinty
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,himalájai havasipinty
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,afgán havasipinty
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,vörösnyakú havasipinty
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,Pere David's Snowfinch
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,tibeti havasipinty
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,Yellow-spotted Bush Sparrow
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,sárgatorkú köviveréb
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,Sahel Bush Sparrow
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,barnavállú köviveréb
9224,Passer melanurus,AF,PASSERIFORMES,Passeridae,fokföldi veréb
9225,Passer eminibey,AF,PASSERIFORMES,Passeridae,Chestnut Sparrow
9226,Passer cordofanicus,AF,PASSERIFORMES,Passeridae,Kordofan Sparrow
9227,Passer shelleyi,AF,PASSERIFORMES,Passeridae,Shelley's Sparrow
9228,Passer rufocinctus,AF,PASSERIFORMES,Passeridae,Kenya Sparrow
9229,Passer motitensis,AF,PASSERIFORMES,Passeridae,Great Sparrow
9230,Passer griseus,AF,PASSERIFORMES,Passeridae,szürkefejű veréb
9231,Passer swainsonii,AF,PASSERIFORMES,Passeridae,Swainson-veréb
9232,Passer suahelicus,AF,PASSERIFORMES,Passeridae,Swahili Sparrow
9233,Passer gongonensis,AF,PASSERIFORMES,Passeridae,Parrot-billed Sparrow
9234,Passer diffusus,AF,PASSERIFORMES,Passeridae,Southern Grey-headed Sparrow
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,Sind Sparrow
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,Russet Sparrow
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,mezei veréb
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,szakszaul veréb
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,Plain-backed Sparrow
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,Abd al-Kuri Sparrow
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,socotra-szigeteki veréb
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,berki veréb
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,olasz veréb
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,házi veréb
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,szomáli veréb
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,zöld-foki veréb
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,sivatagi veréb
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,Zarudny's Sparrow
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,sárga aranyveréb
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,barnahátú aranyveréb
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,tamariszkuszveréb
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,fehércsőrű bivalymadár
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,vöröscsőrű bivalymadár
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,fehérfejű szövőmadár
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,mahali szövőveréb
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,bajszos szövőveréb
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,Donaldson Smith's Sparrow-Weaver
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,vöröshátú szövőveréb
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,rozsdásfarkú szövőveréb
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,szürkefejű márványveréb
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,Black-capped Social Weaver
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,telepes veréb
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,pikkelyes szövőmadár
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,akácia-szövőmadár
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,magtörő szövőmadár
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,Baglafecht Weaver
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,Bannerman's Weaver
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,kameruni szövőmadár
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,feketeállú szövőmadár
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,Bertram's Weaver
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,vékonycsőrű szövőmadár
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,Loango Weaver
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,törpeszövőmadár
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,pápaszemes szövőmadár
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,Olive-naped Weaver
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,bandita-szövőmadár
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,ugandai szövőmadár
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,Black-billed Weaver
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,fokföldi szövőmadár
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,Bocage's Weaver
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,Eastern Golden Weaver
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,Holub-szövőmadár
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,narancs-szövőmadár
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,Heuglin-szövőmadár
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,sáfrányos szövőmadár
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,Taveta Weaver
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,Principe Weaver
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,Northern Brown-throated Weaver
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,Southern Brown-throated Weaver
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,Ruvu Weaver
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,Kilombero Weaver
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,Rüppell-szövőmadár
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,Northern Masked Weaver
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,Lesser Masked Weaver
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,kaffer szövőpinty
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,Katanga Masked Weaver
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,Lufira Masked Weaver
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,Tanzanian Masked Weaver
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,feketearcú szövőmadár
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,Speke's Weaver
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,Fox's Weaver
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,málinkó-szövőmadár
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,óriás-szövőmadár
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,Chestnut-and-black Weaver
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,fekete szövőmadár
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,Weyns's Weaver
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,Clark-szövőmadár
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,Juba Weaver
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,feketefejű szövőmadár
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,Golden-backed Weaver
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,Cinnamon Weaver
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,gesztenyebarna szövőmadár
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,Golden-naped Weaver
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,aranyörvös szövőmadár
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,csóka-szövőmadár
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,Nelicourvi Weaver
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,Sakalava szövőmadár
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,Asian Golden Weaver
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,barnahátú püspökmadár
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,bengáli szövőmadár
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,csíkos szövőmadár
9322,Ploceus philippinus,OR,PASSERIFORMES,Ploceidae,bájaszövőmadár
9323,Ploceus megarhynchus,OR,PASSERIFORMES,Ploceidae,nagycsőrű szövőmadár
9324,Ploceus bicolor,AF,PASSERIFORMES,Ploceidae,erdei szövőmadár
9325,Ploceus preussi,AF,PASSERIFORMES,Ploceidae,Preuss-szövőmadár
9326,Ploceus dorsomaculatus,AF,PASSERIFORMES,Ploceidae,Yellow-capped Weaver
