,IOC,Breeding Range,Order,Family,Swedish
9091,Cyanomitra bannermani,AF,PASSERIFORMES,Nectariniidae,bannermansolfågel
9092,Cyanomitra cyanolaema,AF,PASSERIFORMES,Nectariniidae,blåstrupig solfågel
9093,Cyanomitra oritis,AF,PASSERIFORMES,Nectariniidae,kamerunsolfågel
9094,Cyanomitra alinae,AF,PASSERIFORMES,Nectariniidae,blåhuvad solfågel
9095,Cyanomitra olivacea,AF,PASSERIFORMES,Nectariniidae,olivsolfågel
9096,Cyanomitra veroxii,AF,PASSERIFORMES,Nectariniidae,grå solfågel
9097,Chalcomitra adelberti,AF,PASSERIFORMES,Nectariniidae,beigebröstad solfågel
9098,Chalcomitra fuliginosa,AF,PASSERIFORMES,Nectariniidae,karmelitsolfågel
9099,Chalcomitra rubescens,AF,PASSERIFORMES,Nectariniidae,grönstrupig solfågel
9100,Chalcomitra amethystina,AF,PASSERIFORMES,Nectariniidae,ametistsolfågel
9101,Chalcomitra senegalensis,AF,PASSERIFORMES,Nectariniidae,karmosinbröstad solfågel
9102,Chalcomitra hunteri,AF,PASSERIFORMES,Nectariniidae,huntersolfågel
9103,Chalcomitra balfouri,AF,PASSERIFORMES,Nectariniidae,sokotrasolfågel
9104,Leptocoma zeylonica,OR,PASSERIFORMES,Nectariniidae,violettgumpad solfågel
9105,Leptocoma minima,OR,PASSERIFORMES,Nectariniidae,ghatssolfågel
9106,Leptocoma sperata,OR,PASSERIFORMES,Nectariniidae,purpurstrupig solfågel
9107,Leptocoma brasiliana,OR,PASSERIFORMES,Nectariniidae,hasseltsolfågel
9108,Leptocoma aspasia,AU,PASSERIFORMES,Nectariniidae,sorgsolfågel
9109,Leptocoma calcostetha,OR,PASSERIFORMES,Nectariniidae,kopparstrupig solfågel
9110,Nectarinia bocagii,AF,PASSERIFORMES,Nectariniidae,bocagesolfågel
9111,Nectarinia purpureiventris,AF,PASSERIFORMES,Nectariniidae,purpurbröstad solfågel
9112,Nectarinia tacazze,AF,PASSERIFORMES,Nectariniidae,tekezésolfågel
9113,Nectarinia kilimensis,AF,PASSERIFORMES,Nectariniidae,bronssolfågel
9114,Nectarinia famosa,AF,PASSERIFORMES,Nectariniidae,malakitsolfågel
9115,Nectarinia johnstoni,AF,PASSERIFORMES,Nectariniidae,rödtofsad solfågel
9116,Drepanorhynchus reichenowi,AF,PASSERIFORMES,Nectariniidae,guldvingad solfågel
9117,Cinnyris chloropygius,AF,PASSERIFORMES,Nectariniidae,olivbukig solfågel
9118,Cinnyris minullus,AF,PASSERIFORMES,Nectariniidae,pygmésolfågel
9119,Cinnyris manoensis,AF,PASSERIFORMES,Nectariniidae,östlig miombosolfågel
9120,Cinnyris gertrudis,AF,PASSERIFORMES,Nectariniidae,västlig miombosolfågel
9121,Cinnyris chalybeus,AF,PASSERIFORMES,Nectariniidae,kapsolfågel
9122,Cinnyris neergaardi,AF,PASSERIFORMES,Nectariniidae,moçambiquesolfågel
9123,Cinnyris stuhlmanni,AF,PASSERIFORMES,Nectariniidae,ruwenzorisolfågel
9124,Cinnyris whytei,AF,PASSERIFORMES,Nectariniidae,whytesolfågel
9125,Cinnyris prigoginei,AF,PASSERIFORMES,Nectariniidae,marungusolfågel
9126,Cinnyris ludovicensis,AF,PASSERIFORMES,Nectariniidae,angolasolfågel
9127,Cinnyris reichenowi,AF,PASSERIFORMES,Nectariniidae,preussolfågel
9128,Cinnyris afer,AF,PASSERIFORMES,Nectariniidae,sydafrikansk solfågel
9129,Cinnyris regius,AF,PASSERIFORMES,Nectariniidae,kungssolfågel
9130,Cinnyris rockefelleri,AF,PASSERIFORMES,Nectariniidae,rockefellersolfågel
9131,Cinnyris mediocris,AF,PASSERIFORMES,Nectariniidae,höglandssolfågel
9132,Cinnyris usambaricus,AF,PASSERIFORMES,Nectariniidae,usambarasolfågel
9133,Cinnyris fuelleborni,AF,PASSERIFORMES,Nectariniidae,füllebornsolfågel
9134,Cinnyris moreaui,AF,PASSERIFORMES,Nectariniidae,moreausolfågel
9135,Cinnyris loveridgei,AF,PASSERIFORMES,Nectariniidae,ulugurusolfågel
9136,Cinnyris pulchellus,AF,PASSERIFORMES,Nectariniidae,smyckesolfågel
9137,Cinnyris mariquensis,AF,PASSERIFORMES,Nectariniidae,maricosolfågel
9138,Cinnyris shelleyi,AF,PASSERIFORMES,Nectariniidae,malawisolfågel
9139,Cinnyris hofmanni,AF,PASSERIFORMES,Nectariniidae,hofmannsolfågel
9140,Cinnyris congensis,AF,PASSERIFORMES,Nectariniidae,kongosolfågel
9141,Cinnyris erythrocercus,AF,PASSERIFORMES,Nectariniidae,rödbröstad solfågel
9142,Cinnyris nectarinioides,AF,PASSERIFORMES,Nectariniidae,svartbukig solfågel
9143,Cinnyris bifasciatus,AF,PASSERIFORMES,Nectariniidae,purpurbandad solfågel
9144,Cinnyris tsavoensis,AF,PASSERIFORMES,Nectariniidae,tsavosolfågel
9145,Cinnyris chalcomelas,AF,PASSERIFORMES,Nectariniidae,violettbröstad solfågel
9146,Cinnyris pembae,IO,PASSERIFORMES,Nectariniidae,pembasolfågel
9147,Cinnyris bouvieri,AF,PASSERIFORMES,Nectariniidae,orangetofsad solfågel
9148,Cinnyris osea,AF,PASSERIFORMES,Nectariniidae,palestinasolfågel
9149,Cinnyris hellmayri,PAL,PASSERIFORMES,Nectariniidae,arabsolfågel
9150,Cinnyris habessinicus,AF,PASSERIFORMES,Nectariniidae,abessinsolfågel
9151,Cinnyris coccinigastrus,AF,PASSERIFORMES,Nectariniidae,regnbågssolfågel
9152,Cinnyris johannae,AF,PASSERIFORMES,Nectariniidae,johannasolfågel
9153,Cinnyris superbus,AF,PASSERIFORMES,Nectariniidae,praktsolfågel
9154,Cinnyris rufipennis,AF,PASSERIFORMES,Nectariniidae,rostvingad solfågel
9155,Cinnyris oustaleti,AF,PASSERIFORMES,Nectariniidae,oustaletsolfågel
9156,Cinnyris talatala,AF,PASSERIFORMES,Nectariniidae,vitbukig solfågel
9157,Cinnyris venustus,AF,PASSERIFORMES,Nectariniidae,variabel solfågel
9158,Cinnyris fuscus,AF,PASSERIFORMES,Nectariniidae,vitgumpad solfågel
9159,Cinnyris ursulae,AF,PASSERIFORMES,Nectariniidae,ursulasolfågel
9160,Cinnyris batesi,AF,PASSERIFORMES,Nectariniidae,batessolfågel
9161,Cinnyris cupreus,AF,PASSERIFORMES,Nectariniidae,kopparsolfågel
9162,Cinnyris asiaticus,"PAL, OR",PASSERIFORMES,Nectariniidae,purpursolfågel
9163,Cinnyris jugularis,"OR, AU",PASSERIFORMES,Nectariniidae,olivryggig solfågel
9164,Cinnyris buettikoferi,AU,PASSERIFORMES,Nectariniidae,sumbasolfågel
9165,Cinnyris solaris,AU,PASSERIFORMES,Nectariniidae,flambröstad solfågel
9166,Cinnyris sovimanga,AF,PASSERIFORMES,Nectariniidae,souimangasolfågel
9167,Cinnyris notatus,AF,PASSERIFORMES,Nectariniidae,madagaskarsolfågel
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,seychellsolfågel
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,humblotsolfågel
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,anjouansolfågel
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,mayottesolfågel
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,långnäbbad solfågel
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,mindanaosolfågel
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,aposolfågel
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,linasolfågel
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,eldsolfågel
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,brunnackad solfågel
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,smaragdvingad solfågel
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,luzonsolfågel
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,boholsolfågel
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,sangihesolfågel
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,palawansolfågel
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,guldstrupig solfågel
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,gouldsolfågel
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,grönstjärtad solfågel
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,vitsidig solfågel
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,saxstjärtad solfågel
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,svartstrupig solfågel
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,karmosinsolfågel
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,visayasolfågel
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,vigorssolfågel
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,javasolfågel
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,temmincksolfågel
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,rödstjärtad solfågel
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,violettnackad spindeljägare
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,mindre spindeljägare
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,orangetofsad spindeljägare
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,palawanspindeljägare
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,tjocknäbbad spindeljägare
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,långnäbbad spindeljägare
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,glasögonspindeljägare
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,gulörad spindeljägare
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,barkindad spindeljägare
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,gråbröstad spindeljägare
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,javaspindeljägare
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,borneospindeljägare
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,streckad spindeljägare
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,Whiteheads spindeljägare
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,mindanaosparv
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,blek stensparv
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,stensparv
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,vitgumpad snöfink
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,tibetsnöfink
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,snöfink
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,svartvingad snöfink
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,afghansnöfink
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,rödhalsad snöfink
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,mongolsnöfink
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,blek snöfink
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,savannsparv
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,backsparv
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,sahelsparv
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,solsparv
9224,Passer melanurus,AF,PASSERIFORMES,Passeridae,boersparv
9225,Passer eminibey,AF,PASSERIFORMES,Passeridae,kastanjesparv
9226,Passer cordofanicus,AF,PASSERIFORMES,Passeridae,kordofansparv
9227,Passer shelleyi,AF,PASSERIFORMES,Passeridae,shelleysparv
9228,Passer rufocinctus,AF,PASSERIFORMES,Passeridae,kenyasparv
9229,Passer motitensis,AF,PASSERIFORMES,Passeridae,akaciasparv
9230,Passer griseus,AF,PASSERIFORMES,Passeridae,bysparv
9231,Passer swainsonii,AF,PASSERIFORMES,Passeridae,swainsonsparv
9232,Passer suahelicus,AF,PASSERIFORMES,Passeridae,swahilisparv
9233,Passer gongonensis,AF,PASSERIFORMES,Passeridae,tjocknäbbad sparv
9234,Passer diffusus,AF,PASSERIFORMES,Passeridae,sydafrikasparv
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,sindsparv
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,kanelsparv
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,pilfink
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,saxaulsparv
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,pegusparv
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,abdalkurisparv
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,sokotrasparv
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,spansk sparv
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,italiensk sparv
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,gråsparv
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,somaliagråsparv
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,kapverdesparv
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,ökensparv
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,karakumsparv
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,arabguldsparv
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,sudanguldsparv
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,tamarisksparv
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,vitnäbbad buffelvävare
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,rödnäbbad buffelvävare
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,vithuvad buffelvävare
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,vitbrynad sparvvävare
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,brunkronad sparvvävare
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,vitkindad sparvvävare
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,brunryggig sparvvävare
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,serengetivävare
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,gråkronad vävare
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,svartkronad vävare
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,kolonivävare
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,mustaschvävare
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,rostnackad vävare
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,tjocknäbbad vävare
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,baglafechtvävare
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,bamendavävare
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,batesvävare
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,batékévävare
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,bertramvävare
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,smalnäbbad vävare
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,loangovävare
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,dvärgvävare
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,glasögonvävare
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,olivnackad vävare
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,svartnackad vävare
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,albertinevävare
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,svartbukig vävare
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,kapvävare
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,angolavävare
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,guldvävare
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,saffransvävare
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,orange vävare
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,heuglinvävare
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,palmvävare
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,tavetavävare
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,príncipevävare
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,victoriavävare
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,brunstrupig vävare
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,ruvuvävare
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,kilomberovävare
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,rödahavsvävare
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,nordlig maskvävare
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,mindre maskvävare
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,sydlig maskvävare
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,katangavävare
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,lufiravävare
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,tanzaniavävare
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,sahelvävare
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,Spekes vävare
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,ugandavävare
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,byvävare
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,jättevävare
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,kastanjeryggig vävare
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,svartvävare
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,weynsvävare
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,sokokevävare
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,jubavävare
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,svarthuvad vävare
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,gulryggig vävare
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,kanelvävare
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,kastanjevävare
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,iturivävare
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,trefärgad vävare
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,maxwellvävare
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,halsbandsvävare
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,sakalavavävare
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,risvävare
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,kompakt vävare
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,bengalvävare
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,streckad vävare
9322,Ploceus philippinus,OR,PASSERIFORMES,Ploceidae,bayavävare
9323,Ploceus megarhynchus,OR,PASSERIFORMES,Ploceidae,teraivävare
9324,Ploceus bicolor,AF,PASSERIFORMES,Ploceidae,skogsvävare
9325,Ploceus preussi,AF,PASSERIFORMES,Ploceidae,preussvävare
9326,Ploceus dorsomaculatus,AF,PASSERIFORMES,Ploceidae,guldkronad vävare
9327,Ploceus olivaceiceps,AF,PASSERIFORMES,Ploceidae,olivhuvad vävare
9328,Ploceus nicolli,AF,PASSERIFORMES,Ploceidae,usambaravävare
9329,Ploceus insignis,AF,PASSERIFORMES,Ploceidae,brunkronad vävare
9330,Ploceus angolensis,AF,PASSERIFORMES,Ploceidae,miombovävare
9331,Ploceus sanctithomae,AF,PASSERIFORMES,Ploceidae,sãotomévävare
9332,Ploceus flavipes,AF,PASSERIFORMES,Ploceidae,gulbent vävare
9333,Malimbus coronatus,AF,PASSERIFORMES,Ploceidae,rödkronad malimbe
9334,Malimbus cassini,AF,PASSERIFORMES,Ploceidae,cassinmalimbe
9335,Malimbus racheliae,AF,PASSERIFORMES,Ploceidae,eldmalimbe
9336,Malimbus ballmanni,AF,PASSERIFORMES,Ploceidae,golamalimbe
9337,Malimbus scutatus,AF,PASSERIFORMES,Ploceidae,rödgumpad malimbe
9338,Malimbus ibadanensis,AF,PASSERIFORMES,Ploceidae,ibadanmalimbe
9339,Malimbus nitens,AF,PASSERIFORMES,Ploceidae,blånäbbad malimbe
9340,Malimbus rubricollis,AF,PASSERIFORMES,Ploceidae,rödhuvad malimbe
9341,Malimbus erythrogaster,AF,PASSERIFORMES,Ploceidae,rödbukig malimbe
9342,Malimbus malimbicus,AF,PASSERIFORMES,Ploceidae,tofsmalimbe
9343,Anaplectes rubriceps,AF,PASSERIFORMES,Ploceidae,scharlakansvävare
9344,Anaplectes jubaensis,AF,PASSERIFORMES,Ploceidae,rödvävare
9345,Quelea cardinalis,AF,PASSERIFORMES,Ploceidae,kardinalvävare
9346,Quelea erythrops,AF,PASSERIFORMES,Ploceidae,rödhuvad vävare
9347,Quelea quelea,AF,PASSERIFORMES,Ploceidae,blodnäbbsvävare
9348,Foudia madagascariensis,AF,PASSERIFORMES,Ploceidae,röd fody
9349,Foudia eminentissima,AF,PASSERIFORMES,Ploceidae,komorfody
9350,Foudia aldabrana,AF,PASSERIFORMES,Ploceidae,aldabrafody
9351,Foudia omissa,AF,PASSERIFORMES,Ploceidae,skogsfody
9352,Foudia rubra,IO,PASSERIFORMES,Ploceidae,mauritiusfody
9353,Foudia sechellarum,IO,PASSERIFORMES,Ploceidae,seychellfody
9354,Foudia flavicans,IO,PASSERIFORMES,Ploceidae,rodriguesfody
9355,Brachycope anomala,AF,PASSERIFORMES,Ploceidae,kortstjärtad vävare
9356,Euplectes afer,AF,PASSERIFORMES,Ploceidae,gulkronad eldvävare
9357,Euplectes diadematus,AF,PASSERIFORMES,Ploceidae,rödpannad eldvävare
9358,Euplectes gierowii,AF,PASSERIFORMES,Ploceidae,orangekragad eldvävare
9359,Euplectes nigroventris,AF,PASSERIFORMES,Ploceidae,zanzibareldvävare
9360,Euplectes hordeaceus,AF,PASSERIFORMES,Ploceidae,svartvingad eldvävare
9361,Euplectes orix,AF,PASSERIFORMES,Ploceidae,sydlig eldvävare
9362,Euplectes franciscanus,AF,PASSERIFORMES,Ploceidae,svartpannad eldvävare
9363,Euplectes aureus,AF,PASSERIFORMES,Ploceidae,orangeryggig eldvävare
9364,Euplectes capensis,AF,PASSERIFORMES,Ploceidae,gulgumpad eldvävare
9365,Euplectes axillaris,AF,PASSERIFORMES,Ploceidae,kortstjärtad vidafink
9366,Euplectes macroura,AF,PASSERIFORMES,Ploceidae,gulryggig vidafink
9367,Euplectes hartlaubi,AF,PASSERIFORMES,Ploceidae,träskvidafink
9368,Euplectes psammacromius,AF,PASSERIFORMES,Ploceidae,bergvidafink
9369,Euplectes albonotatus,AF,PASSERIFORMES,Ploceidae,vitvingad vidafink
9370,Euplectes ardens,AF,PASSERIFORMES,Ploceidae,rödhalsad vidafink
9371,Euplectes laticauda,AF,PASSERIFORMES,Ploceidae,rödhuvad vidafink
9372,Euplectes progne,AF,PASSERIFORMES,Ploceidae,långstjärtad vidafink
9373,Euplectes jacksoni,AF,PASSERIFORMES,Ploceidae,jacksonvidafink
9374,Heteromunia pectoralis,AU,PASSERIFORMES,Estrildidae,fjällbröstad astrild
9375,Oreostruthus fuliginosus,AU,PASSERIFORMES,Estrildidae,papuaastrild
9376,Stagonopleura guttata,AU,PASSERIFORMES,Estrildidae,diamantastrild
9377,Stagonopleura oculata,AU,PASSERIFORMES,Estrildidae,rödkindad astrild
9378,Stagonopleura bella,AU,PASSERIFORMES,Estrildidae,banditastrild
9379,Neochmia phaeton,AU,PASSERIFORMES,Estrildidae,blodastrild
9380,Neochmia temporalis,AU,PASSERIFORMES,Estrildidae,rödbrynad astrild
9381,Emblema pictum,AU,PASSERIFORMES,Estrildidae,målad astrild
9382,Bathilda ruficauda,AU,PASSERIFORMES,Estrildidae,sävastrild
9383,Aidemosyne modesta,AU,PASSERIFORMES,Estrildidae,plommonhättad astrild
9384,Stizoptera bichenovii,AU,PASSERIFORMES,Estrildidae,ringastrild
9385,Taeniopygia guttata,AU,PASSERIFORMES,Estrildidae,sundazebrafink
9386,Taeniopygia castanotis,AU,PASSERIFORMES,Estrildidae,australisk zebrafink
9387,Poephila personata,AU,PASSERIFORMES,Estrildidae,stenknäcksastrild
9388,Poephila acuticauda,AU,PASSERIFORMES,Estrildidae,långstjärtad astrild
9389,Poephila cincta,AU,PASSERIFORMES,Estrildidae,bältesastrild
9390,Spermestes griseicapilla,AF,PASSERIFORMES,Estrildidae,pärlhalsmunia
9391,Spermestes cucullata,AF,PASSERIFORMES,Estrildidae,bronsmunia
9392,Spermestes fringilloides,AF,PASSERIFORMES,Estrildidae,skatmunia
9393,Spermestes bicolor,AF,PASSERIFORMES,Estrildidae,svartvit munia
9394,Lepidopygia nana,AF,PASSERIFORMES,Estrildidae,madagaskarmunia
9395,Euodice cantans,AF,PASSERIFORMES,Estrildidae,afrikansk silvernäbb
9396,Euodice malabarica,OR,PASSERIFORMES,Estrildidae,indisk silvernäbb
9397,Padda oryzivora,OR,PASSERIFORMES,Estrildidae,risfågel
9398,Padda fuscata,AU,PASSERIFORMES,Estrildidae,timormunia
9399,Mayrimunia tristissima,AU,PASSERIFORMES,Estrildidae,sorgmunia
9400,Mayrimunia leucosticta,AU,PASSERIFORMES,Estrildidae,pärlmunia
9401,Lonchura punctulata,"OR, AU",PASSERIFORMES,Estrildidae,fjällig munia
9402,Lonchura kelaarti,OR,PASSERIFORMES,Estrildidae,svartstrupig munia
9403,Lonchura molucca,AU,PASSERIFORMES,Estrildidae,moluckmunia
9404,Lonchura striata,OR,PASSERIFORMES,Estrildidae,vitgumpsmunia
