,IOC,Breeding Range,Order,Family,Chinese (Traditional)
9972,Atlapetes forbesi,SA,PASSERIFORMES,Passerellidae,亞普里馬克藪雀
9973,Atlapetes melanopsis,SA,PASSERIFORMES,Passerellidae,黑臉藪雀
9974,Atlapetes terborghi,SA,PASSERIFORMES,Passerellidae,維卡班巴藪雀
9975,Atlapetes canigenis,SA,PASSERIFORMES,Passerellidae,庫斯科藪雀
9976,Atlapetes melanolaemus,SA,PASSERIFORMES,Passerellidae,黑臉藪雀
9977,Atlapetes rufinucha,SA,PASSERIFORMES,Passerellidae,玻利維亞藪雀
9978,Atlapetes fulviceps,SA,PASSERIFORMES,Passerellidae,暗黃頭藪雀
9979,Atlapetes citrinellus,SA,PASSERIFORMES,Passerellidae,黃紋藪雀
9980,Zeledonia coronata,MA,PASSERIFORMES,Zeledoniidae,冠鷯鶇
9981,Icteria virens,"NA, MA",PASSERIFORMES,Icteriidae,黃胸巨鵖鶯
9982,Xanthocephalus xanthocephalus,"NA, MA",PASSERIFORMES,Icteridae,黃頭黑鸝
9983,Sturnella neglecta,"NA, MA",PASSERIFORMES,Icteridae,西方草地鷚
9984,Sturnella magna,"NA, MA, SA",PASSERIFORMES,Icteridae,東方草地鷚
9985,Sturnella lilianae,"NA, MA",PASSERIFORMES,Icteridae,Chihuahuan Meadowlark
9986,Leistes militaris,"MA, SA",PASSERIFORMES,Icteridae,紅胸黑雀
9987,Leistes superciliaris,SA,PASSERIFORMES,Icteridae,白眉黑雀
9988,Leistes bellicosus,SA,PASSERIFORMES,Icteridae,紅胸草地鷚
9989,Leistes loyca,SA,PASSERIFORMES,Icteridae,長尾草地鷚
9990,Leistes defilippii,SA,PASSERIFORMES,Icteridae,小紅胸擬椋鳥
9991,Amblycercus holosericeus,"MA, SA",PASSERIFORMES,Icteridae,黃嘴酋長鳥
9992,Cassiculus melanicterus,MA,PASSERIFORMES,Icteridae,黃翅酋長鳥
9993,Psarocolius wagleri,"MA, SA",PASSERIFORMES,Icteridae,栗頭擬椋鳥
9994,Psarocolius angustifrons,SA,PASSERIFORMES,Icteridae,褐背擬椋鳥
9995,Psarocolius atrovirens,SA,PASSERIFORMES,Icteridae,暗綠擬椋鳥
9996,Psarocolius decumanus,SA,PASSERIFORMES,Icteridae,冠擬椋鳥
9997,Psarocolius viridis,SA,PASSERIFORMES,Icteridae,綠色擬椋鳥
9998,Psarocolius bifasciatus,SA,PASSERIFORMES,Icteridae,亞馬遜擬椋鳥
9999,Psarocolius montezuma,MA,PASSERIFORMES,Icteridae,褐色擬椋鳥
10000,Psarocolius guatimozinus,"MA, SA",PASSERIFORMES,Icteridae,黑色擬椋鳥
10001,Psarocolius cassini,SA,PASSERIFORMES,Icteridae,栗背擬椋鳥
10002,Cacicus solitarius,SA,PASSERIFORMES,Icteridae,黑酋長鳥
10003,Cacicus chrysopterus,SA,PASSERIFORMES,Icteridae,金翅酋長鳥
10004,Cacicus koepckeae,SA,PASSERIFORMES,Icteridae,秘魯酋長鳥
10005,Cacicus sclateri,SA,PASSERIFORMES,Icteridae,厄瓜多酋長鳥
10006,Cacicus cela,"MA, SA",PASSERIFORMES,Icteridae,黃腰酋長鳥
10007,Cacicus microrhynchus,"MA, SA",PASSERIFORMES,Icteridae,中美猩紅腰酋長鳥
10008,Cacicus uropygialis,"MA, SA",PASSERIFORMES,Icteridae,猩紅腰酋長鳥
10009,Cacicus chrysonotus,SA,PASSERIFORMES,Icteridae,南方高山酋長鳥
10010,Cacicus latirostris,SA,PASSERIFORMES,Icteridae,斑尾擬椋鳥
10011,Cacicus oseryi,SA,PASSERIFORMES,Icteridae,盔擬椋鳥
10012,Cacicus haemorrhous,SA,PASSERIFORMES,Icteridae,紅腰酋長鳥
10013,Icterus parisorum,"NA, MA",PASSERIFORMES,Icteridae,史考特氏擬黃鸝
10014,Icterus chrysater,"MA, SA",PASSERIFORMES,Icteridae,黃背擬黃鸝
10015,Icterus graduacauda,"NA, MA",PASSERIFORMES,Icteridae,黑頭擬黃鸝
10016,Icterus auratus,MA,PASSERIFORMES,Icteridae,橙色擬黃鸝
10017,Icterus gularis,"NA, MA",PASSERIFORMES,Icteridae,橙頭擬黃鸝
10018,Icterus nigrogularis,SA,PASSERIFORMES,Icteridae,黃色擬黃鸝
10019,Icterus pustulatus,MA,PASSERIFORMES,Icteridae,猩紅頭擬黃鸝
10020,Icterus abeillei,MA,PASSERIFORMES,Icteridae,黑背擬黃鸝
10021,Icterus mesomelas,"MA, SA",PASSERIFORMES,Icteridae,黃尾擬黃鸝
10022,Icterus pectoralis,MA,PASSERIFORMES,Icteridae,斑胸擬黃鸝
10023,Icterus graceannae,SA,PASSERIFORMES,Icteridae,白邊擬黃鸝
10024,Icterus jamacaii,SA,PASSERIFORMES,Icteridae,草原鸝
10025,Icterus icterus,SA,PASSERIFORMES,Icteridae,委內瑞拉擬黃鸝
10026,Icterus croconotus,SA,PASSERIFORMES,Icteridae,橙背擬黃鸝
10027,Icterus maculialatus,MA,PASSERIFORMES,Icteridae,斑翅擬黃鸝
10028,Icterus wagleri,MA,PASSERIFORMES,Icteridae,黑臀擬黃鸝
10029,Icterus cucullatus,"NA, MA",PASSERIFORMES,Icteridae,黑臉擬黃鸝
10030,Icterus prosthemelas,MA,PASSERIFORMES,Icteridae,黑頂擬黃鸝
10031,Icterus spurius,"NA, MA",PASSERIFORMES,Icteridae,果園擬黃鸝
10032,Icterus auricapillus,"MA, SA",PASSERIFORMES,Icteridae,橙冠擬黃鸝
10033,Icterus pyrrhopterus,SA,PASSERIFORMES,Icteridae,善變擬黃鸝
10034,Icterus cayanensis,SA,PASSERIFORMES,Icteridae,黃肩黑色擬黃鸝
10035,Agelaius tricolor,"NA, MA",PASSERIFORMES,Icteridae,三色黑鸝
10036,Agelaius phoeniceus,"NA, MA",PASSERIFORMES,Icteridae,紅翅黑鸝
10037,Molothrus rufoaxillaris,SA,PASSERIFORMES,Icteridae,嘯聲牛鸝
10038,Molothrus oryzivorus,"MA, SA",PASSERIFORMES,Icteridae,巨牛鸝
10039,Molothrus bonariensis,"NA, SA",PASSERIFORMES,Icteridae,紫輝牛鸝
10040,Molothrus aeneus,"NA, MA",PASSERIFORMES,Icteridae,銅色牛鸝
10041,Molothrus armenti,SA,PASSERIFORMES,Icteridae,褐色牛鸝
10042,Molothrus ater,"NA, MA",PASSERIFORMES,Icteridae,褐頭牛鸝
10043,Dives warczewiczi,SA,PASSERIFORMES,Icteridae,叢黑鸝
10044,Dives dives,MA,PASSERIFORMES,Icteridae,華美黑鸝
10045,Quiscalus nicaraguensis,MA,PASSERIFORMES,Icteridae,尼加拉瓜擬八哥
10046,Quiscalus lugubris,"NA, SA",PASSERIFORMES,Icteridae,加勒比擬八哥
10047,Quiscalus mexicanus,"NA, MA, SA",PASSERIFORMES,Icteridae,大尾擬八哥
10048,Hypopyrrhus pyrohypogaster,SA,PASSERIFORMES,Icteridae,紅腹擬鷯哥
10049,Lampropsar tanagrinus,SA,PASSERIFORMES,Icteridae,絨額擬黃鸝
10050,Gymnomystax mexicanus,SA,PASSERIFORMES,Icteridae,黑背黑鸝
10051,Macroagelaius subalaris,SA,PASSERIFORMES,Icteridae,山鷯哥
10052,Macroagelaius imthurni,SA,PASSERIFORMES,Icteridae,金簇鷯哥
10053,Curaeus curaeus,SA,PASSERIFORMES,Icteridae,南美黑鸝
10054,Amblyramphus holosericeus,SA,PASSERIFORMES,Icteridae,猩紅頭黑雀
10055,Anumara forbesi,SA,PASSERIFORMES,Icteridae,弗比斯氏南美黑鸝
10056,Gnorimopsar chopi,SA,PASSERIFORMES,Icteridae,巴西黑鸝
10057,Oreopsar bolivianus,SA,PASSERIFORMES,Icteridae,玻利維亞黑雀
10058,Agelaioides badius,SA,PASSERIFORMES,Icteridae,栗翅牛鸝
10059,Agelaioides fringillarius,SA,PASSERIFORMES,Icteridae,純色栗翅牛鸝
10060,Agelasticus thilius,SA,PASSERIFORMES,Icteridae,黃翅黑鸝
10061,Agelasticus xanthophthalmus,SA,PASSERIFORMES,Icteridae,白眼黑鸝
10062,Agelasticus cyanopus,SA,PASSERIFORMES,Icteridae,純藍黑鸝
10063,Chrysomus ruficapillus,SA,PASSERIFORMES,Icteridae,栗頂黑鸝
10064,Chrysomus icterocephalus,SA,PASSERIFORMES,Icteridae,黃頭黑鸝
10065,Xanthopsar flavus,SA,PASSERIFORMES,Icteridae,橙頭黑鸝
10066,Pseudoleistes virescens,SA,PASSERIFORMES,Icteridae,褐黃沼澤雀
10067,Pseudoleistes guirahuro,SA,PASSERIFORMES,Icteridae,黃腰沼澤雀
10068,Oreothlypis superciliosa,MA,PASSERIFORMES,Parulidae,斑胸蟲森鶯
10069,Oreothlypis gutturalis,MA,PASSERIFORMES,Parulidae,焰喉蟲森鶯
10070,Leiothlypis luciae,"NA, MA",PASSERIFORMES,Parulidae,赤腰蟲森鶯
10071,Geothlypis poliocephala,MA,PASSERIFORMES,Parulidae,灰頂黃喉地鶯
10072,Geothlypis aequinoctialis,SA,PASSERIFORMES,Parulidae,黑臉黃喉地鶯
10073,Geothlypis chiriquensis,MA,PASSERIFORMES,Parulidae,契里基黃喉地鶯
10074,Geothlypis auricularis,SA,PASSERIFORMES,Parulidae,黑眼先黃喉地鶯
10075,Geothlypis velata,SA,PASSERIFORMES,Parulidae,南方黃喉地鶯
10076,Geothlypis semiflava,"MA, SA",PASSERIFORMES,Parulidae,橄綠頂黃喉地鶯
10077,Geothlypis speciosa,MA,PASSERIFORMES,Parulidae,黑頂黃喉地鶯
10078,Geothlypis beldingi,MA,PASSERIFORMES,Parulidae,貝爾丁氏黃喉地鶯
10079,Geothlypis flavovelata,MA,PASSERIFORMES,Parulidae,阿爾塔米拉黃喉地鶯
10080,Geothlypis trichas,"NA, MA",PASSERIFORMES,Parulidae,普通黃喉地鶯
10081,Geothlypis nelsoni,MA,PASSERIFORMES,Parulidae,納爾遜氏黃喉地鶯
10082,Setophaga pitiayumi,"MA, SA",PASSERIFORMES,Parulidae,橄綠背森鶯
10083,Setophaga aestiva,"NA, MA",PASSERIFORMES,Parulidae,黃色林鶯
10084,Setophaga petechia,"NA, MA, SA",PASSERIFORMES,Parulidae,紅樹林黃色林鶯〔黃色林鶯〕
10085,Setophaga auduboni,"NA, MA",PASSERIFORMES,Parulidae,奧杜邦林鶯
10086,Setophaga goldmani,MA,PASSERIFORMES,Parulidae,古德曼林鶯
10087,Myiothlypis luteoviridis,SA,PASSERIFORMES,Parulidae,檸黃王森鶯
10088,Myiothlypis basilica,SA,PASSERIFORMES,Parulidae,聖塔馬塔王森鶯
10089,Myiothlypis leucophrys,SA,PASSERIFORMES,Parulidae,白紋王森鶯
10090,Myiothlypis flaveola,SA,PASSERIFORMES,Parulidae,黃色王森鶯
10091,Myiothlypis leucoblephara,SA,PASSERIFORMES,Parulidae,白眉王森鶯
10092,Myiothlypis signata,SA,PASSERIFORMES,Parulidae,淡腳黃綠王森鶯
10093,Myiothlypis nigrocristata,SA,PASSERIFORMES,Parulidae,黑冠王森鶯
10094,Myiothlypis fulvicauda,"MA, SA",PASSERIFORMES,Parulidae,紅腰王森鶯
10095,Myiothlypis rivularis,SA,PASSERIFORMES,Parulidae,河王森鶯
10096,Myiothlypis bivittata,SA,PASSERIFORMES,Parulidae,二道眉王森鶯
10097,Myiothlypis roraimae,SA,PASSERIFORMES,Parulidae,羅萊曼王森鶯
10098,Myiothlypis chrysogaster,SA,PASSERIFORMES,Parulidae,金腹王森鶯
10099,Myiothlypis chlorophrys,SA,PASSERIFORMES,Parulidae,喬科王森鶯
10100,Myiothlypis conspicillata,SA,PASSERIFORMES,Parulidae,白眼先王森鶯
10101,Myiothlypis cinereicollis,SA,PASSERIFORMES,Parulidae,灰喉王森鶯
10102,Myiothlypis fraseri,SA,PASSERIFORMES,Parulidae,灰金雙色王森鶯
10103,Myiothlypis coronata,SA,PASSERIFORMES,Parulidae,褐頂王森鶯
10104,Myiothlypis griseiceps,SA,PASSERIFORMES,Parulidae,灰頭王森鶯
10105,Basileuterus lachrymosus,MA,PASSERIFORMES,Parulidae,扇尾森鶯
10106,Basileuterus rufifrons,MA,PASSERIFORMES,Parulidae,棕頂王森鶯
10107,Basileuterus delattrii,"MA, SA",PASSERIFORMES,Parulidae,Chestnut-capped Warbler
10108,Basileuterus melanogenys,MA,PASSERIFORMES,Parulidae,黑頰王森鶯
10109,Basileuterus ignotus,"MA, SA",PASSERIFORMES,Parulidae,皮瑞王森鶯
10110,Basileuterus belli,MA,PASSERIFORMES,Parulidae,金眉王森鶯
10111,Basileuterus culicivorus,"MA, SA",PASSERIFORMES,Parulidae,金頂王森鶯
10112,Basileuterus melanotis,MA,PASSERIFORMES,Parulidae,黑耳王森鶯
10113,Basileuterus tacarcunae,"MA, SA",PASSERIFORMES,Parulidae,塔卡庫納王森鶯
10114,Basileuterus trifasciatus,SA,PASSERIFORMES,Parulidae,三道眉王森鶯
10115,Basileuterus punctipectus,SA,PASSERIFORMES,Parulidae,雲蓋王森鶯
10116,Basileuterus tristriatus,SA,PASSERIFORMES,Parulidae,三縱紋王森鶯
10117,Cardellina rubrifrons,"NA, MA",PASSERIFORMES,Parulidae,紅臉山蟲鶯
10118,Cardellina rubra,MA,PASSERIFORMES,Parulidae,紅頭蟲鶯
10119,Cardellina versicolor,MA,PASSERIFORMES,Parulidae,粉紅頭蟲鶯
10120,Myioborus pictus,"NA, MA",PASSERIFORMES,Parulidae,彩鴝鶯
10121,Myioborus miniatus,"MA, SA",PASSERIFORMES,Parulidae,暗灰喉鴝鶯
10122,Myioborus brunniceps,SA,PASSERIFORMES,Parulidae,褐頂鴝鶯
10123,Myioborus flavivertex,SA,PASSERIFORMES,Parulidae,黃頂鴝鶯
10124,Myioborus albifrons,SA,PASSERIFORMES,Parulidae,白額鴝鶯
10125,Myioborus ornatus,SA,PASSERIFORMES,Parulidae,金額鴝鶯
10126,Myioborus melanocephalus,SA,PASSERIFORMES,Parulidae,黑頭鴝鶯
10127,Myioborus torquatus,MA,PASSERIFORMES,Parulidae,黑領鴝鶯
10128,Myioborus pariae,SA,PASSERIFORMES,Parulidae,黃臉鴝鶯
10129,Myioborus albifacies,SA,PASSERIFORMES,Parulidae,白臉鴝鶯
10130,Myioborus cardonai,SA,PASSERIFORMES,Parulidae,桔胸鴝鶯
10131,Myioborus castaneocapilla,SA,PASSERIFORMES,Parulidae,特布伊鴝鶯
10132,Mitrospingus cassinii,"MA, SA",PASSERIFORMES,Mitrospingidae,卡辛氏黑臉唐納雀
10133,Mitrospingus oleagineus,SA,PASSERIFORMES,Mitrospingidae,橄綠背唐納雀
10134,Orthogonys chloricterus,SA,PASSERIFORMES,Mitrospingidae,巴西黃綠唐納雀
10135,Lamprospiza melanoleuca,SA,PASSERIFORMES,Mitrospingidae,紅嘴唐納雀
10136,Piranga bidentata,MA,PASSERIFORMES,Cardinalidae,焰領比藍雀
10137,Piranga lutea,"MA, SA",PASSERIFORMES,Cardinalidae,齒喙比藍雀
10138,Piranga flava,SA,PASSERIFORMES,Cardinalidae,紅褐比藍雀
10139,Piranga hepatica,"NA, MA",PASSERIFORMES,Cardinalidae,褐色比藍雀
10140,Piranga rubra,"NA, MA",PASSERIFORMES,Cardinalidae,玫紅比藍雀
10141,Piranga roseogularis,MA,PASSERIFORMES,Cardinalidae,玫喉比藍雀
10142,Piranga leucoptera,"MA, SA",PASSERIFORMES,Cardinalidae,白翅比藍雀
10143,Piranga erythrocephala,MA,PASSERIFORMES,Cardinalidae,紅頭比藍雀
10144,Piranga rubriceps,SA,PASSERIFORMES,Cardinalidae,紅頂比藍雀
10145,Habia rubica,"MA, SA",PASSERIFORMES,Cardinalidae,紅頭蟻唐納雀
10146,Habia fuscicauda,"MA, SA",PASSERIFORMES,Cardinalidae,紅喉蟻唐納雀
10147,Habia atrimaxillaris,MA,PASSERIFORMES,Cardinalidae,黑頰蟻唐納雀
10148,Habia gutturalis,SA,PASSERIFORMES,Cardinalidae,黑蟻唐納雀
10149,Habia cristata,SA,PASSERIFORMES,Cardinalidae,紅冠蟻唐納雀
10150,Chlorothraupis carmioli,"MA, SA",PASSERIFORMES,Cardinalidae,卡米爾氏橄綠唐納雀
10151,Chlorothraupis frenata,SA,PASSERIFORMES,Cardinalidae,橄綠唐納雀
10152,Chlorothraupis olivacea,"MA, SA",PASSERIFORMES,Cardinalidae,檸黃眉綠唐納雀
10153,Chlorothraupis stolzmanni,SA,PASSERIFORMES,Cardinalidae,赭胸綠唐納雀
10154,Pheucticus chrysopeplus,MA,PASSERIFORMES,Cardinalidae,黃色白翅嶺雀
10155,Pheucticus tibialis,MA,PASSERIFORMES,Cardinalidae,黑腿白翅嶺雀
10156,Pheucticus chrysogaster,SA,PASSERIFORMES,Cardinalidae,金腹白翅嶺雀
10157,Pheucticus aureoventris,SA,PASSERIFORMES,Cardinalidae,黑背白翅嶺雀
10158,Granatellus venustus,MA,PASSERIFORMES,Cardinalidae,紅胸鵖鶯
10159,Granatellus sallaei,MA,PASSERIFORMES,Cardinalidae,灰喉鵖鶯
10160,Granatellus pelzelni,SA,PASSERIFORMES,Cardinalidae,玫紅胸鵖鶯
10161,Cardinalis cardinalis,"NA, MA",PASSERIFORMES,Cardinalidae,主紅雀
10162,Cardinalis phoeniceus,SA,PASSERIFORMES,Cardinalidae,鳳頭主紅雀
10163,Cardinalis sinuatus,"NA, MA",PASSERIFORMES,Cardinalidae,灰額主紅雀
10164,Caryothraustes poliogaster,MA,PASSERIFORMES,Cardinalidae,黑臉錫嘴雀
10165,Caryothraustes canadensis,SA,PASSERIFORMES,Cardinalidae,黃綠錫嘴鳥
10166,Periporphyrus celaeno,MA,PASSERIFORMES,Cardinalidae,朱領錫嘴鳥
10167,Periporphyrus erythromelas,SA,PASSERIFORMES,Cardinalidae,黑頭紅錫嘴雀
10168,Amaurospiza concolor,MA,PASSERIFORMES,Cardinalidae,藍食籽雀
10169,Amaurospiza aequatorialis,SA,PASSERIFORMES,Cardinalidae,厄瓜多食籽雀
10170,Amaurospiza moesta,SA,PASSERIFORMES,Cardinalidae,黑藍食籽雀
10171,Amaurospiza carrizalensis,SA,PASSERIFORMES,Cardinalidae,卡利沙爾食籽雀
10172,Spiza americana,"NA, MA, SA",PASSERIFORMES,Cardinalidae,美洲雀
10173,Cyanoloxia glaucocaerulea,SA,PASSERIFORMES,Cardinalidae,靛藍大彩鵐
10174,Cyanoloxia cyanoides,"MA, SA",PASSERIFORMES,Cardinalidae,藍黑彩鵐
10175,Cyanoloxia rothschildii,SA,PASSERIFORMES,Cardinalidae,羅氏彩鵐
10176,Cyanoloxia brissonii,SA,PASSERIFORMES,Cardinalidae,深藍彩鵐
10177,Cyanocompsa parellina,MA,PASSERIFORMES,Cardinalidae,藍彩鵐
10178,Passerina caerulea,"NA, MA",PASSERIFORMES,Cardinalidae,褐斑翅藍彩鵐
10179,Passerina amoena,"NA, MA",PASSERIFORMES,Cardinalidae,琉璃彩鵐
10180,Passerina versicolor,"NA, MA",PASSERIFORMES,Cardinalidae,雜色彩鵐
10181,Passerina ciris,"NA, MA",PASSERIFORMES,Cardinalidae,麗色彩鵐
10182,Passerina rositae,MA,PASSERIFORMES,Cardinalidae,玫瑰腹藍彩鵐
10183,Passerina leclancherii,MA,PASSERIFORMES,Cardinalidae,橙胸彩鵐
10184,Catamblyrhynchus diadema,SA,PASSERIFORMES,Thraupidae,絨頂雀
10185,Charitospiza eucosma,SA,PASSERIFORMES,Thraupidae,煤冠雀
10186,Orchesticus abeillei,SA,PASSERIFORMES,Thraupidae,褐唐納雀
10187,Parkerthraustes humeralis,SA,PASSERIFORMES,Thraupidae,黃肩臘嘴雀
10188,Nemosia pileata,SA,PASSERIFORMES,Thraupidae,黑頂唐納雀
10189,Nemosia rourei,SA,PASSERIFORMES,Thraupidae,玫喉唐納雀
10190,Cyanicterus cyanicterus,SA,PASSERIFORMES,Thraupidae,藍背唐納雀
10191,Sericossypha albocristata,SA,PASSERIFORMES,Thraupidae,白頂唐納雀
10192,Compsothraupis loricata,SA,PASSERIFORMES,Thraupidae,朱喉唐納雀
10193,Coryphaspiza melanotis,SA,PASSERIFORMES,Thraupidae,黑裝臉雀
10194,Embernagra platensis,SA,PASSERIFORMES,Thraupidae,大潘帕雀
10195,Embernagra longicauda,SA,PASSERIFORMES,Thraupidae,黃喉潘帕雀1900滅絕
10196,Emberizoides ypiranganus,SA,PASSERIFORMES,Thraupidae,小擬草鵐
10197,Emberizoides herbicola,"MA, SA",PASSERIFORMES,Thraupidae,楔尾草鵐
10198,Emberizoides duidae,SA,PASSERIFORMES,Thraupidae,杜伊達草鵐
10199,Incaspiza pulchra,SA,PASSERIFORMES,Thraupidae,大印加雀
10200,Incaspiza personata,SA,PASSERIFORMES,Thraupidae,棕背印加雀
10201,Incaspiza ortizi,SA,PASSERIFORMES,Thraupidae,灰翅印加雀
10202,Incaspiza laeta,SA,PASSERIFORMES,Thraupidae,皮黃紋印加雀
10203,Incaspiza watkinsi,SA,PASSERIFORMES,Thraupidae,小印加雀
10204,Rhopospina fruticeti,SA,PASSERIFORMES,Thraupidae,黑嶺雀
10205,Rhopospina caerulescens,SA,PASSERIFORMES,Thraupidae,黃嘴藍雀
10206,Rhopospina alaudina,SA,PASSERIFORMES,Thraupidae,斑尾嶺雀
10207,Rhopospina carbonaria,SA,PASSERIFORMES,Thraupidae,炭黑嶺雀
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,綠旋蜜雀
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,金領旋蜜雀
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,紅白唐納雀
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,黑黃唐納雀
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,硫黃腰黃眉唐納雀
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,黃眉唐納雀
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,黃背裸鼻雀
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,吉拉裸鼻雀
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,紅頭裸鼻雀
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,燕嘴唐加拉雀
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,紫藍旋蜜雀
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,紅腳旋蜜雀
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,短嘴旋蜜雀
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,輝旋蜜雀
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,朱胸錐嘴雀
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,紅腿錐嘴雀
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,藍錐嘴雀
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,黃腹錐嘴雀
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,青綠錐嘴雀
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,黑臉錐嘴雀
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,黃簇錐嘴雀
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,翠綠錐嘴雀
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,黑腿錐嘴雀
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,白腹錐嘴雀
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,多彩查科雀
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,黑喉舞雀
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,黑臉白眉舞雀
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,綠翅舞雀
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Cinnamon-bellied Saltator
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Olive-grey Saltator
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,灰背舞雀
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,紋腹舞雀
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,黃喉舞雀
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,黑翅舞雀
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,黑頭舞雀
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,黑冠舞雀
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,黑喉錫嘴雀
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,鉛灰食籽雀
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,黑臉舞雀
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,厚嘴舞雀
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,金嘴舞雀
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,蕉森鶯
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,黃臉離草雀
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,黑臉離草雀
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,烏黑離草雀
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,淡色離草雀
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,鶯雀
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,灰鶯雀
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,素食樹雀
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,可可斯島雀
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,紅木樹雀
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,查理樹雀
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,啄木樹雀
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,小樹雀
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,大樹雀
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,小地雀
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,尖嘴地雀
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,吉諾維斯地雀
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,嗜血地雀
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,大仙人掌地雀
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,吉諾維斯仙人掌地雀
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,大嘴地雀
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,仙人掌地雀
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,勇地雀
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,藍黑草鵐
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,黑白錐嘴唐納雀
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,錐嘴唐納雀
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,棕冠唐納雀
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,灰藍唐納雀
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,灰頭黃腹唐納雀
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,黑臉唐拉格雀
