,IOC,Breeding Range,Order,Family,Turkish
8724,Cyanoptila cyanomelana,PAL,PASSERIFORMES,Muscicapidae,Alaca Mavi Sinekkapan
8725,Cyanoptila cumatilis,PAL,PASSERIFORMES,Muscicapidae,Zappey Mavi Sinekkapanı
8726,Eumyias albicaudatus,OR,PASSERIFORMES,Muscicapidae,Nilgiri Sinekkapanı
8727,Eumyias indigo,OR,PASSERIFORMES,Muscicapidae,Çivit Rengi Sinekkapan
8728,Eumyias thalassinus,OR,PASSERIFORMES,Muscicapidae,Gökçe Sinekkapan
8729,Eumyias additus,AU,PASSERIFORMES,Muscicapidae,Buru Boz Sinekkapanı
8730,Eumyias panayensis,AU,PASSERIFORMES,Muscicapidae,Turkuaz Sinekkapan
8731,Eumyias sanfordi,AU,PASSERIFORMES,Muscicapidae,Sanford Sinekkapanı
8732,Eumyias hoevelli,AU,PASSERIFORMES,Muscicapidae,Mavi Alınlı Sinekkapan
8733,Eumyias hyacinthinus,AU,PASSERIFORMES,Muscicapidae,Timor Mavi Sinekkapanı
8734,Eumyias oscillans,AU,PASSERIFORMES,Muscicapidae,Flores Sinekkapanı
8735,Eumyias stresemanni,AU,PASSERIFORMES,Muscicapidae,Sumba Jungle Flycatcher
8736,Eumyias sordidus,OR,PASSERIFORMES,Muscicapidae,Soluk Mavi Sinekkapan
8737,Anthipes monileger,OR,PASSERIFORMES,Muscicapidae,Ak Boğazlı Sinekkapan
8738,Anthipes solitaris,OR,PASSERIFORMES,Muscicapidae,Kızılca Kaşlı Sinekkapan
8739,Cyornis unicolor,OR,PASSERIFORMES,Muscicapidae,Gök Mavi Sinekkapan
8740,Cyornis glaucicomans,OR,PASSERIFORMES,Muscicapidae,Çin Mavi Sinekkapanı
8741,Cyornis rubeculoides,OR,PASSERIFORMES,Muscicapidae,Mavi Boğazlı Mavi Sinekkapan
8742,Cyornis hainanus,OR,PASSERIFORMES,Muscicapidae,Hainan Mavi Sinekkapanı
8743,Cyornis superbus,OR,PASSERIFORMES,Muscicapidae,Borneo Mavi Sinekkapanı
8744,Cyornis turcosus,OR,PASSERIFORMES,Muscicapidae,Küçük Mavi Sinekkapan
8745,Cyornis lemprieri,OR,PASSERIFORMES,Muscicapidae,Palavan Mavi Sinekkapanı
8746,Cyornis caerulatus,OR,PASSERIFORMES,Muscicapidae,Sunda Mavi Sinekkapanı
8747,Cyornis herioti,OR,PASSERIFORMES,Muscicapidae,Heriot Mavi Sinekkapanı
8748,Cyornis camarinensis,OR,PASSERIFORMES,Muscicapidae,Rufous-breasted Blue Flycatcher
8749,Cyornis ruficauda,OR,PASSERIFORMES,Muscicapidae,Kızıl Kuyruklu Sinekkapan
8750,Cyornis ocularis,OR,PASSERIFORMES,Muscicapidae,Sulu Jungle Flycatcher
8751,Cyornis ruficrissa,OR,PASSERIFORMES,Muscicapidae,Crocker Jungle Flycatcher
8752,Cyornis pallidipes,OR,PASSERIFORMES,Muscicapidae,Malabar Mavi Sinekkapanı
8753,Cyornis brunneatus,OR,PASSERIFORMES,Muscicapidae,Pembe Ayaklı Sinekkapan
8754,Cyornis nicobaricus,OR,PASSERIFORMES,Muscicapidae,Nikobar Boz Sinekkapanı
8755,Cyornis umbratilis,OR,PASSERIFORMES,Muscicapidae,Tarçın Rengi Sinekkapan
8756,Cyornis magnirostris,OR,PASSERIFORMES,Muscicapidae,Koca Gagalı Mavi Sinekkapan
8757,Cyornis tickelliae,OR,PASSERIFORMES,Muscicapidae,Tickell Mavi Sinekkapanı
8758,Cyornis sumatrensis,OR,PASSERIFORMES,Muscicapidae,Çinhindi Mavi Sinekkapanı
8759,Cyornis whitei,OR,PASSERIFORMES,Muscicapidae,Bambu Mavi Sinekkapanı
8760,Cyornis rufigastra,OR,PASSERIFORMES,Muscicapidae,Mangrov Mavi Sinekkapanı
8761,Cyornis omissus,AU,PASSERIFORMES,Muscicapidae,Selebes Mavi Sinekkapanı
8762,Cyornis kalaoensis,AU,PASSERIFORMES,Muscicapidae,Kalao Blue Flycatcher
8763,Cyornis banyumas,OR,PASSERIFORMES,Muscicapidae,Java Bambu Sinekkapanı
8764,Cyornis montanus,OR,PASSERIFORMES,Muscicapidae,Borneo Bambu Sinekkapanı
8765,Cyornis kadayangensis,OR,PASSERIFORMES,Muscicapidae,Meratus Blue Flycatcher
8766,Cyornis poliogenys,OR,PASSERIFORMES,Muscicapidae,Brooks Sinekkapanı
8767,Cyornis olivaceus,OR,PASSERIFORMES,Muscicapidae,Sarıca Kuşaklı Sinekkapan
8768,Cyornis pelingensis,AU,PASSERIFORMES,Muscicapidae,Peleng Adası Sinekkapanı
8769,Cyornis colonus,AU,PASSERIFORMES,Muscicapidae,Sula Sinekkapanı
8770,Cyornis ruckii,OR,PASSERIFORMES,Muscicapidae,Rück Mavi Sinekkapanı
8771,Erithacus rubecula,PAL,PASSERIFORMES,Muscicapidae,Kızılgerdan
8772,Swynnertonia swynnertoni,AF,PASSERIFORMES,Muscicapidae,Swynnerton Bülbülü
8773,Pogonocichla stellata,AF,PASSERIFORMES,Muscicapidae,Sarı-Mavi Bülbül
8774,Stiphrornis erythrothorax,AF,PASSERIFORMES,Muscicapidae,Turuncu Göğüslü Bülbül
8775,Cossyphicula roberti,AF,PASSERIFORMES,Muscicapidae,Ak Karınlı Kızılca Bülbül
8776,Cossyphicula isabellae,AF,PASSERIFORMES,Muscicapidae,Kamerun Kızılca Bülbülü
8777,Chamaetylas poliophrys,AF,PASSERIFORMES,Muscicapidae,Kırmızı Gerdanlı Alete
8778,Chamaetylas poliocephala,AF,PASSERIFORMES,Muscicapidae,Krem Göğüslü Alete
8779,Chamaetylas fuelleborni,AF,PASSERIFORMES,Muscicapidae,Beyaz Göğüslü Alete
8780,Chamaetylas choloensis,AF,PASSERIFORMES,Muscicapidae,Çolo Aletesi
8781,Cossypha albicapillus,AF,PASSERIFORMES,Muscicapidae,Büyük Ak Başlıklı Kızılca Bülbül
8782,Cossypha heuglini,AF,PASSERIFORMES,Muscicapidae,Heuglin Kızılca Bülbülü
8783,Cossypha dichroa,AF,PASSERIFORMES,Muscicapidae,Ötücü Kızılca Bülbül
8784,Cossypha semirufa,AF,PASSERIFORMES,Muscicapidae,Rüppell Kızılca Bülbülü
8785,Cossypha niveicapilla,AF,PASSERIFORMES,Muscicapidae,Ak Başlıklı Kızılca Bülbül
8786,Cossypha natalensis,AF,PASSERIFORMES,Muscicapidae,Natal Kızılca Bülbülü
8787,Cossypha heinrichi,AF,PASSERIFORMES,Muscicapidae,Ak Başlı Kızılca Bülbül
8788,Cossypha cyanocampter,AF,PASSERIFORMES,Muscicapidae,Mavi Omuzlu Kızılca Bülbül
8789,Cichladusa arquata,AF,PASSERIFORMES,Muscicapidae,Kolyeli Palmiye Palmiye Ardıcı
8790,Cichladusa ruficauda,AF,PASSERIFORMES,Muscicapidae,Kızıl Kuyruklu Palmiye Ardıcı
8791,Cichladusa guttata,AF,PASSERIFORMES,Muscicapidae,Benekli Palmiye Ardıcı
8792,Xenocopsychus ansorgei,AF,PASSERIFORMES,Muscicapidae,Alaca Kaya Bülbülü
8793,Dessonornis humeralis,AF,PASSERIFORMES,Muscicapidae,Ak Boğazlı Kızılca Bülbül
8794,Dessonornis caffer,AF,PASSERIFORMES,Muscicapidae,Kap Kızılca Bülbülü
8795,Dessonornis archeri,AF,PASSERIFORMES,Muscicapidae,Archer Kızılca Bülbülü
8796,Dessonornis anomalus,AF,PASSERIFORMES,Muscicapidae,Gri-Siyah Kızılca Bülbül
8797,Sheppardia montana,AF,PASSERIFORMES,Muscicapidae,Usambara Akalatı
8798,Sheppardia lowei,AF,PASSERIFORMES,Muscicapidae,Iringa Akalatı
8799,Sheppardia aurantiithorax,AF,PASSERIFORMES,Muscicapidae,Rubeho Akalatı
8800,Sheppardia gunningi,AF,PASSERIFORMES,Muscicapidae,Gunning Akalatı
8801,Sheppardia sharpei,AF,PASSERIFORMES,Muscicapidae,Sharpe Akalatı
8802,Sheppardia bocagei,AF,PASSERIFORMES,Muscicapidae,Bocage Akalatı
8803,Sheppardia poensis,AF,PASSERIFORMES,Muscicapidae,Short-tailed Akalat
8804,Sheppardia cyornithopsis,AF,PASSERIFORMES,Muscicapidae,Ova Akalatı
8805,Sheppardia aequatorialis,AF,PASSERIFORMES,Muscicapidae,Jackson Akalatı
8806,Sheppardia gabela,AF,PASSERIFORMES,Muscicapidae,Gabela Akalatı
8807,Sheppardia polioptera,AF,PASSERIFORMES,Muscicapidae,Gri Kanatlı Kızılca Bülbül
8808,Irania gutturalis,PAL,PASSERIFORMES,Muscicapidae,Taş Bülbülü
8809,Luscinia luscinia,PAL,PASSERIFORMES,Muscicapidae,Benekli Bülbül
8810,Luscinia megarhynchos,PAL,PASSERIFORMES,Muscicapidae,Bülbül
8811,Luscinia svecica,PAL,PASSERIFORMES,Muscicapidae,Mavigerdan
8812,Luscinia phaenicuroides,OR,PASSERIFORMES,Muscicapidae,Kızıl Kuyruklu Mavi Bülbül
8813,Myiomela leucura,OR,PASSERIFORMES,Muscicapidae,Ak Kuyruklu Bülbül
8814,Myiomela sumatrana,OR,PASSERIFORMES,Muscicapidae,Sumatran Blue Robin
8815,Myiomela diana,OR,PASSERIFORMES,Muscicapidae,Sunda Bülbülü
8816,Calliope obscura,PAL,PASSERIFORMES,Muscicapidae,Kara Gerdanlı Bülbül
8817,Calliope pectardens,PAL,PASSERIFORMES,Muscicapidae,Alev Gerdanlı Bülbül
8818,Calliope calliope,PAL,PASSERIFORMES,Muscicapidae,Sibirya Yakut Gerdanlı Bülbülü
8819,Calliope pectoralis,OR,PASSERIFORMES,Muscicapidae,Himalaya Yakut Gerdanlı Bülbül
8820,Calliope tschebaiewi,OR,PASSERIFORMES,Muscicapidae,Çin Yakut Gerdanlı Bülbül
8821,Enicurus scouleri,OR,PASSERIFORMES,Muscicapidae,Küçük Çatalkuyruk
8822,Enicurus immaculatus,OR,PASSERIFORMES,Muscicapidae,Kara Sırtlı Çatalkuyruk
8823,Enicurus schistaceus,OR,PASSERIFORMES,Muscicapidae,Arduvaz Sırtlı Çatalkuyruk
8824,Enicurus maculatus,OR,PASSERIFORMES,Muscicapidae,Benekli Çatalkuyruk
8825,Enicurus leschenaulti,OR,PASSERIFORMES,Muscicapidae,Ak Alınlı Çatalkuyruk
8826,Enicurus borneensis,OR,PASSERIFORMES,Muscicapidae,Bornean Forktail
8827,Enicurus ruficapillus,OR,PASSERIFORMES,Muscicapidae,Kızıl Enseli Çatalkuyruk
8828,Enicurus velatus,OR,PASSERIFORMES,Muscicapidae,Kara Kanatlı Çatalkuyruk
8829,Cinclidium frontale,OR,PASSERIFORMES,Muscicapidae,Mavi Alınlı Bülbül
8830,Myophonus insularis,OR,PASSERIFORMES,Muscicapidae,Tayvan Islıkçı Bülbülü
8831,Myophonus melanurus,OR,PASSERIFORMES,Muscicapidae,Sumatra Islıkçı Bülbülü
8832,Myophonus castaneus,OR,PASSERIFORMES,Muscicapidae,Sumatra Kahverengi Islıkçı Bülbülü
8833,Myophonus caeruleus,OR,PASSERIFORMES,Muscicapidae,Büyük Islıkçı Bülbülü
8834,Myophonus glaucinus,OR,PASSERIFORMES,Muscicapidae,Cava Islıkçı Bülbülü
8835,Myophonus borneensis,OR,PASSERIFORMES,Muscicapidae,Borneo Islıkçı Bülbülü
8836,Myophonus robinsoni,OR,PASSERIFORMES,Muscicapidae,Malay Islıkçı Bülbülü
8837,Myophonus horsfieldii,OR,PASSERIFORMES,Muscicapidae,Malabar Islıkçı Bülbülü
8838,Myophonus blighi,OR,PASSERIFORMES,Muscicapidae,Seylan Islıkçı Bülbülü
8839,Heinrichia calligyna,AU,PASSERIFORMES,Muscicapidae,Büyük Kısakanat
8840,Vauriella gularis,OR,PASSERIFORMES,Muscicapidae,Ak Kaşlı Orman Sinekkapanı
8841,Vauriella albigularis,OR,PASSERIFORMES,Muscicapidae,Negros Orman Sinekkapanı
8842,Vauriella insignis,OR,PASSERIFORMES,Muscicapidae,Kızıl Orman Sinekkapanı
8843,Vauriella goodfellowi,OR,PASSERIFORMES,Muscicapidae,Mindanao Orman Sinekkapanı
8844,Leonardina woodi,OR,PASSERIFORMES,Muscicapidae,Bagobo Gevezeardıcı
8845,Brachypteryx cruralis,OR,PASSERIFORMES,Muscicapidae,Mavi Kısakanat
8846,Brachypteryx sinensis,OR,PASSERIFORMES,Muscicapidae,Gri-Mavi Kısakanat
8847,Brachypteryx goodfellowi,OR,PASSERIFORMES,Muscicapidae,Tayvan Kısakanadı
8848,Brachypteryx hyperythra,OR,PASSERIFORMES,Muscicapidae,Pas Karınlı Kısakanat
8849,Brachypteryx leucophris,"OR, AU",PASSERIFORMES,Muscicapidae,Küçük Kısakanat
8850,Brachypteryx poliogyna,OR,PASSERIFORMES,Muscicapidae,Philippine Shortwing
8851,Brachypteryx erythrogyna,OR,PASSERIFORMES,Muscicapidae,Bornean Shortwing
8852,Brachypteryx saturata,OR,PASSERIFORMES,Muscicapidae,Sumatran Shortwing
8853,Brachypteryx montana,OR,PASSERIFORMES,Muscicapidae,Kurşuni Kısakanat
8854,Brachypteryx floris,OR,PASSERIFORMES,Muscicapidae,Flores Shortwing
8855,Larvivora cyane,PAL,PASSERIFORMES,Muscicapidae,Mavi Bülbül
8856,Larvivora brunnea,OR,PASSERIFORMES,Muscicapidae,Maskeli Mavi Bülbül
8857,Larvivora akahige,PAL,PASSERIFORMES,Muscicapidae,Japon Bülbülü
8858,Larvivora tanensis,PAL,PASSERIFORMES,Muscicapidae,Izu Robin
8859,Larvivora komadori,PAL,PASSERIFORMES,Muscicapidae,Ryukyu Bülbülü
8860,Larvivora namiyei,PAL,PASSERIFORMES,Muscicapidae,Okinawa Robin
8861,Larvivora sibilans,PAL,PASSERIFORMES,Muscicapidae,İncili Bülbül
8862,Larvivora ruficeps,PAL,PASSERIFORMES,Muscicapidae,Kestane Kafalı Bülbül
8863,Ficedula zanthopygia,PAL,PASSERIFORMES,Muscicapidae,Sarı Belli Sinekkapan
8864,Ficedula elisae,PAL,PASSERIFORMES,Muscicapidae,Yeşil Sırtlı Sinekkapan
8865,Ficedula narcissina,PAL,PASSERIFORMES,Muscicapidae,Nergis Sinekkapanı
8866,Ficedula owstoni,PAL,PASSERIFORMES,Muscicapidae,Ryuku Nergis Sinekkapanı
8867,Ficedula tricolor,OR,PASSERIFORMES,Muscicapidae,Üç Renkli Sinekkapan
8868,Ficedula hyperythra,"OR, AU",PASSERIFORMES,Muscicapidae,Akça Kaşlı Sinekkapan
8869,Ficedula mugimaki,PAL,PASSERIFORMES,Muscicapidae,Mugimaki Sinekkapanı
8870,Ficedula erithacus,OR,PASSERIFORMES,Muscicapidae,Kurşuni Sırtlı Sinekkapan
8871,Ficedula hodgsoni,OR,PASSERIFORMES,Muscicapidae,Küçük Mavi Sırtlı Sinekkapan
8872,Ficedula strophiata,OR,PASSERIFORMES,Muscicapidae,Kırmızı Gerdanlı Sinekkapan
8873,Ficedula sapphira,OR,PASSERIFORMES,Muscicapidae,Safir Sinekkapan
8874,Ficedula superciliaris,OR,PASSERIFORMES,Muscicapidae,Duru Mavi Sinekkapan
8875,Ficedula westermanni,"OR, AU",PASSERIFORMES,Muscicapidae,Küçük Alaca Sinekkapan
8876,Ficedula ruficauda,PAL,PASSERIFORMES,Muscicapidae,Al Kuyruklu Sinekkapan
8877,Ficedula subrubra,OR,PASSERIFORMES,Muscicapidae,Kaşmir Sinekkapanı
8878,Ficedula parva,PAL,PASSERIFORMES,Muscicapidae,Küçük Sinekkapan
8879,Ficedula albicilla,PAL,PASSERIFORMES,Muscicapidae,Tayga Sinekkapanı
8880,Ficedula semitorquata,PAL,PASSERIFORMES,Muscicapidae,Alaca Sinekkapan
8881,Ficedula speculigera,AF,PASSERIFORMES,Muscicapidae,Atlas Sinekkapanı
8882,Ficedula hypoleuca,PAL,PASSERIFORMES,Muscicapidae,Kara Sinekkapan
8883,Ficedula albicollis,PAL,PASSERIFORMES,Muscicapidae,Halkalı Sinekkapan
8884,Ficedula nigrorufa,OR,PASSERIFORMES,Muscicapidae,Turuncu-Siyah Sinekkapan
8885,Ficedula riedeli,AU,PASSERIFORMES,Muscicapidae,Tanimbar Sinekkapanı
8886,Ficedula dumetoria,OR,PASSERIFORMES,Muscicapidae,Kızıl Göğüslü Sinekkapan
8887,Ficedula disposita,OR,PASSERIFORMES,Muscicapidae,Sinsi Sinekkapan
8888,Ficedula platenae,OR,PASSERIFORMES,Muscicapidae,Palavan Sinekkapanı
8889,Ficedula rufigula,AU,PASSERIFORMES,Muscicapidae,Kızıl Gerdanlı Sinekkapan
8890,Ficedula buruensis,AU,PASSERIFORMES,Muscicapidae,Maluku Sinekkapanı
8891,Ficedula harterti,AU,PASSERIFORMES,Muscicapidae,Sumba Sinekkapanı
8892,Ficedula timorensis,AU,PASSERIFORMES,Muscicapidae,Kara Kolyeli Sinekkapan
8893,Ficedula basilanica,OR,PASSERIFORMES,Muscicapidae,Küçük Kurşuni Sinekkapan
8894,Ficedula luzoniensis,OR,PASSERIFORMES,Muscicapidae,Bundok Sinekkapanı
8895,Ficedula crypta,OR,PASSERIFORMES,Muscicapidae,Vaurie Sinekkapanı
8896,Ficedula bonthaina,AU,PASSERIFORMES,Muscicapidae,Lompobattang Sinekkapanı
8897,Ficedula henrici,AU,PASSERIFORMES,Muscicapidae,Damar Adası Sinekkapanı
8898,Tarsiger indicus,OR,PASSERIFORMES,Muscicapidae,Ak Kaşlı Mavi Kuyruklu Bülbül
8899,Tarsiger chrysaeus,OR,PASSERIFORMES,Muscicapidae,Altın Rengi Bülbül
8900,Tarsiger johnstoniae,OR,PASSERIFORMES,Muscicapidae,Yakalı Mavi Kuyruklu Bülbül
8901,Tarsiger hyperythrus,OR,PASSERIFORMES,Muscicapidae,Kızıl Mavi Kuyruklu Bülbül
8902,Tarsiger cyanurus,PAL,PASSERIFORMES,Muscicapidae,Mavi Kuyruklu Bülbül
8903,Tarsiger rufilatus,OR,PASSERIFORMES,Muscicapidae,Himalaya Mavi Kuyruklu Bülbülü
8904,Heteroxenicus stellatus,OR,PASSERIFORMES,Muscicapidae,Yıldızlı Kısakanat
8905,Phoenicurus erythronotus,PAL,PASSERIFORMES,Muscicapidae,Kızıl Sırtlı Kızılkuyruk
8906,Phoenicurus frontalis,OR,PASSERIFORMES,Muscicapidae,Mavi Alınlı Kızılkuyruk
8907,Phoenicurus coeruleocephala,PAL,PASSERIFORMES,Muscicapidae,Alaca Kızılkuyruk
8908,Phoenicurus schisticeps,PAL,PASSERIFORMES,Muscicapidae,Ak Boğazlı Kızılkuyruk
8909,Phoenicurus fuliginosus,OR,PASSERIFORMES,Muscicapidae,Kurşuni Kızılkuyruk
8910,Phoenicurus bicolor,OR,PASSERIFORMES,Muscicapidae,Kesmeli Kızılkuyruk
8911,Phoenicurus leucocephalus,PAL,PASSERIFORMES,Muscicapidae,Ak Başlı Kızılkuyruk
8912,Phoenicurus alaschanicus,PAL,PASSERIFORMES,Muscicapidae,Przewalski Kızılkuyruğu
8913,Phoenicurus ochruros,"PAL, OR",PASSERIFORMES,Muscicapidae,Kara Kızılkuyruk
8914,Phoenicurus phoenicurus,PAL,PASSERIFORMES,Muscicapidae,Kızılkuyruk
8915,Phoenicurus moussieri,AF,PASSERIFORMES,Muscicapidae,Taçlı Kızılkuyruk
8916,Phoenicurus auroreus,PAL,PASSERIFORMES,Muscicapidae,Gri Başlı Kızılkuyruk
8917,Phoenicurus hodgsoni,OR,PASSERIFORMES,Muscicapidae,Hodgson Kızılkuyruğu
8918,Phoenicurus erythrogastrus,PAL,PASSERIFORMES,Muscicapidae,Büyük Kızılkuyruk
8919,Monticola cinclorhyncha,OR,PASSERIFORMES,Muscicapidae,Maskeli Taşkızılı
8920,Monticola gularis,PAL,PASSERIFORMES,Muscicapidae,Ak Boğazlı Taşkızılı
8921,Monticola rufiventris,OR,PASSERIFORMES,Muscicapidae,Kestane Karınlı Taşkızılı
8922,Monticola brevipes,AF,PASSERIFORMES,Muscicapidae,Kır Başlı Taşkızılı
8923,Monticola explorator,AF,PASSERIFORMES,Muscicapidae,Kaşif Taşkızılı
8924,Monticola erythronotus,AF,PASSERIFORMES,Muscicapidae,Amber Mountain Rock Thrush
8925,Monticola sharpei,AF,PASSERIFORMES,Muscicapidae,Madagaskar Taşkızılı
8926,Monticola imerina,AF,PASSERIFORMES,Muscicapidae,Sahil Taşkızılı
8927,Monticola rufocinereus,AF,PASSERIFORMES,Muscicapidae,Küçük Taşkızılı
8928,Monticola saxatilis,PAL,PASSERIFORMES,Muscicapidae,Taşkızılı
8929,Monticola solitarius,"PAL, OR",PASSERIFORMES,Muscicapidae,Gökardıç
8930,Monticola semirufus,AF,PASSERIFORMES,Muscicapidae,Ak Kanatlı İncirkızılı
8931,Monticola rupestris,AF,PASSERIFORMES,Muscicapidae,Kap Taşkızılı
8932,Monticola angolensis,AF,PASSERIFORMES,Muscicapidae,Miombo Taşkızılı
8933,Saxicola jerdoni,OR,PASSERIFORMES,Muscicapidae,Jerdon Taşkuşu
8934,Saxicola ferreus,OR,PASSERIFORMES,Muscicapidae,Gri Taşkuşu
8935,Saxicola rubetra,PAL,PASSERIFORMES,Muscicapidae,Çayır Taşkuşu
8936,Saxicola macrorhynchus,OR,PASSERIFORMES,Muscicapidae,Çöl Taşkuşu
8937,Saxicola gutturalis,AU,PASSERIFORMES,Muscicapidae,Timor Taşkuşu
8938,Saxicola caprata,"PAL, OR, AU",PASSERIFORMES,Muscicapidae,Kara Taşkuşu
8939,Saxicola insignis,PAL,PASSERIFORMES,Muscicapidae,Hodgson Taşkuşu
8940,Saxicola leucurus,OR,PASSERIFORMES,Muscicapidae,Ak Kuyruklu Taşkuşu
8941,Saxicola stejnegeri,PAL,PASSERIFORMES,Muscicapidae,Amur Taşkuşu
8942,Saxicola torquatus,AF,PASSERIFORMES,Muscicapidae,Afrika Taşkuşu
8943,Saxicola sibilla,AF,PASSERIFORMES,Muscicapidae,Madagascar Stonechat
8944,Saxicola tectes,IO,PASSERIFORMES,Muscicapidae,Reünyon Taşkuşu
8945,Saxicola maurus,PAL,PASSERIFORMES,Muscicapidae,Sibirya Taşkuşu
8946,Saxicola rubicola,PAL,PASSERIFORMES,Muscicapidae,Taşkuşu
8947,Saxicola dacotiae,AF,PASSERIFORMES,Muscicapidae,Kanarya Adası Taşkuşu
8948,Campicoloides bifasciatus,AF,PASSERIFORMES,Muscicapidae,Taş Alacası
8949,Emarginata schlegelii,AF,PASSERIFORMES,Muscicapidae,Karu Yer Bülbülü
8950,Emarginata tractrac,AF,PASSERIFORMES,Muscicapidae,Traktrak Bülbülü
8951,Emarginata sinuata,AF,PASSERIFORMES,Muscicapidae,Yer Bülbülü
8952,Pinarochroa sordida,AF,PASSERIFORMES,Muscicapidae,Afrika Çayır Bülbülü
8953,Thamnolaea cinnamomeiventris,AF,PASSERIFORMES,Muscicapidae,İncirkızılı
8954,Thamnolaea coronata,AF,PASSERIFORMES,Muscicapidae,White-crowned Cliff Chat
8955,Myrmecocichla aethiops,AF,PASSERIFORMES,Muscicapidae,Kuzeyli Termit Bülbülü
8956,Myrmecocichla tholloni,AF,PASSERIFORMES,Muscicapidae,Ala Gri Bülbül
8957,Myrmecocichla formicivora,AF,PASSERIFORMES,Muscicapidae,Güneyli Termit Bülbülü
8958,Myrmecocichla monticola,AF,PASSERIFORMES,Muscicapidae,Dağ Esmer Bülbülü
8959,Myrmecocichla nigra,AF,PASSERIFORMES,Muscicapidae,Termit Bülbülü
8960,Myrmecocichla melaena,AF,PASSERIFORMES,Muscicapidae,Rüppell Esmer Bülbülü
8961,Myrmecocichla collaris,AF,PASSERIFORMES,Muscicapidae,Ruaha Esmer Bülbülü
8962,Myrmecocichla arnotti,AF,PASSERIFORMES,Muscicapidae,Arnot Esmer Bülbülü
8963,Oenanthe oenanthe,PAL,PASSERIFORMES,Muscicapidae,Kuyrukkakan
8964,Oenanthe seebohmi,AF,PASSERIFORMES,Muscicapidae,Atlas Wheatear
8965,Oenanthe pileata,AF,PASSERIFORMES,Muscicapidae,Takkeli Kuyrukkakan
8966,Oenanthe bottae,PAL,PASSERIFORMES,Muscicapidae,Kızıl Göğüslü Kuyrukkakan
8967,Oenanthe frenata,AF,PASSERIFORMES,Muscicapidae,Rusty-breasted Wheatear
8968,Oenanthe isabellina,PAL,PASSERIFORMES,Muscicapidae,Boz Kuyrukkakan
8969,Oenanthe heuglinii,AF,PASSERIFORMES,Muscicapidae,Heuglin Kuyrukkakanı
8970,Oenanthe monacha,PAL,PASSERIFORMES,Muscicapidae,Keşiş Kuyrukkakanı
8971,Oenanthe deserti,PAL,PASSERIFORMES,Muscicapidae,Çöl Kuyrukkakanı
8972,Oenanthe hispanica,PAL,PASSERIFORMES,Muscicapidae,Batılı Kara Kulaklı Kuyrukkakan
8973,Oenanthe pleschanka,PAL,PASSERIFORMES,Muscicapidae,Alaca Kuyrukkakan
8974,Oenanthe melanoleuca,PAL,PASSERIFORMES,Muscicapidae,Kara Kulaklı Kuyrukkakan
8975,Oenanthe cypriaca,PAL,PASSERIFORMES,Muscicapidae,Kıbrıs Kuyrukkakanı
8976,Oenanthe albifrons,AF,PASSERIFORMES,Muscicapidae,Ak Alınlı Kuyrukkakan
8977,Oenanthe phillipsi,AF,PASSERIFORMES,Muscicapidae,Somali Kuyrukkakanı
8978,Oenanthe moesta,"PAL, AF",PASSERIFORMES,Muscicapidae,Kızıl Kuyrukkakan
8979,Oenanthe melanura,"PAL, AF",PASSERIFORMES,Muscicapidae,Karakuyruk
8980,Oenanthe familiaris,AF,PASSERIFORMES,Muscicapidae,Paskuyruk
8981,Oenanthe scotocerca,AF,PASSERIFORMES,Muscicapidae,Solgun Kuyrukkakan
8982,Oenanthe dubia,AF,PASSERIFORMES,Muscicapidae,Kül Rengi Kuyrukkakan
8983,Oenanthe fusca,OR,PASSERIFORMES,Muscicapidae,Esmer Kuyrukkakan
8984,Oenanthe picata,PAL,PASSERIFORMES,Muscicapidae,Doğu Kuyrukkakanı
8985,Oenanthe finschii,PAL,PASSERIFORMES,Muscicapidae,Ak Sırtlı Kuyrukkakan
8986,Oenanthe halophila,AF,PASSERIFORMES,Muscicapidae,Maghreb Wheatear
8987,Oenanthe lugens,"PAL, AF",PASSERIFORMES,Muscicapidae,Kara Sırtlı Kuyrukkakan
8988,Oenanthe warriae,PAL,PASSERIFORMES,Muscicapidae,Basalt Wheatear
8989,Oenanthe xanthoprymna,PAL,PASSERIFORMES,Muscicapidae,Kızılca Kuyrukkakan
8990,Oenanthe chrysopygia,PAL,PASSERIFORMES,Muscicapidae,İran Kuyrukkakanı
8991,Oenanthe leucopyga,"AF, PAL",PASSERIFORMES,Muscicapidae,Ak Tepeli Kuyrukkakan
8992,Oenanthe albonigra,PAL,PASSERIFORMES,Muscicapidae,Hume Kuyrukkakanı
8993,Oenanthe leucura,PAL,PASSERIFORMES,Muscicapidae,Kara Kuyrukkakan
8994,Oenanthe lugentoides,PAL,PASSERIFORMES,Muscicapidae,Arabistan Kuyrukkakanı
8995,Oenanthe lugubris,AF,PASSERIFORMES,Muscicapidae,Habeş Kuyrukkakanı
8996,Cinclus cinclus,PAL,PASSERIFORMES,Cinclidae,Derekuşu
8997,Cinclus pallasii,PAL,PASSERIFORMES,Cinclidae,Kahverengi Derekuşu
8998,Cinclus mexicanus,"NA, MA",PASSERIFORMES,Cinclidae,Amerika Derekuşu
8999,Cinclus leucocephalus,SA,PASSERIFORMES,Cinclidae,Ak Başlı Derekuşu
9000,Cinclus schulzii,SA,PASSERIFORMES,Cinclidae,Kızıl Gerdanlı Derekuşu
9001,Chloropsis flavipennis,OR,PASSERIFORMES,Chloropseidae,Filipin Yaprakkuşu
