,IOC,Breeding Range,Order,Family,Finnish
7946,Pomatorhinus horsfieldii,OR,PASSERIFORMES,Timaliidae,intiansirppitimali
7947,Pomatorhinus melanurus,OR,PASSERIFORMES,Timaliidae,Sri Lanka Scimitar Babbler
7948,Pomatorhinus bornensis,OR,PASSERIFORMES,Timaliidae,Sunda Scimitar Babbler
7949,Pomatorhinus montanus,OR,PASSERIFORMES,Timaliidae,kastanjasirppitimali
7950,Erythrogenys hypoleucos,OR,PASSERIFORMES,Timaliidae,isosirppitimali
7951,Erythrogenys erythrogenys,OR,PASSERIFORMES,Timaliidae,punakylkitimali
7952,Erythrogenys mcclellandi,OR,PASSERIFORMES,Timaliidae,Spot-breasted Scimitar Babbler
7953,Erythrogenys gravivox,OR,PASSERIFORMES,Timaliidae,Black-streaked Scimitar Babbler
7954,Erythrogenys swinhoei,OR,PASSERIFORMES,Timaliidae,Grey-sided Scimitar Babbler
7955,Erythrogenys erythrocnemis,OR,PASSERIFORMES,Timaliidae,viirurintatimali
7956,Stachyris nigricollis,OR,PASSERIFORMES,Timaliidae,viiruotsatimali
7957,Stachyris grammiceps,OR,PASSERIFORMES,Timaliidae,jaavanlymytimali
7958,Stachyris maculata,OR,PASSERIFORMES,Timaliidae,siniohjastimali
7959,Stachyris nigriceps,OR,PASSERIFORMES,Timaliidae,viirulakkitimali
7960,Stachyris poliocephala,OR,PASSERIFORMES,Timaliidae,huppulymytimali
7961,Stachyris nonggangensis,OR,PASSERIFORMES,Timaliidae,kuuposkitimali
7962,Stachyris herberti,OR,PASSERIFORMES,Timaliidae,laosinlymytimali
7963,Stachyris humei,OR,PASSERIFORMES,Timaliidae,kiilanokkatimali
7964,Stachyris roberti,OR,PASSERIFORMES,Timaliidae,Cachar Wedge-billed Babbler
7965,Stachyris leucotis,OR,PASSERIFORMES,Timaliidae,harmaaotsatimali
7966,Stachyris thoracica,OR,PASSERIFORMES,Timaliidae,valkokaulustimali
7967,Stachyris oglei,OR,PASSERIFORMES,Timaliidae,assaminlymytimali
7968,Stachyris strialata,OR,PASSERIFORMES,Timaliidae,pisarakaulatimali
7969,Graminicola bengalensis,OR,PASSERIFORMES,Pellorneidae,tummapyrstökerttunen
7970,Graminicola striatus,OR,PASSERIFORMES,Pellorneidae,Chinese Grassbird
7971,Turdinus macrodactylus,OR,PASSERIFORMES,Pellorneidae,leukalapputimali
7972,Turdinus marmoratus,OR,PASSERIFORMES,Pellorneidae,marmoritimali
7973,Turdinus atrigularis,OR,PASSERIFORMES,Pellorneidae,borneonpeukaloistimali
7974,Malacopteron affine,OR,PASSERIFORMES,Pellorneidae,viheltäjätimali
7975,Malacopteron albogulare,OR,PASSERIFORMES,Pellorneidae,harmaarintatimali
7976,Malacopteron cinereum,OR,PASSERIFORMES,Pellorneidae,suomulakkitimali
7977,Malacopteron magnum,OR,PASSERIFORMES,Pellorneidae,punalakkitimali
7978,Malacopteron magnirostre,OR,PASSERIFORMES,Pellorneidae,viiksiviheltäjätimali
7979,Malacopteron palawanense,OR,PASSERIFORMES,Pellorneidae,palawaninviheltäjätimali
7980,Gampsorhynchus rufulus,OR,PASSERIFORMES,Pellorneidae,valkohupputimali
7981,Gampsorhynchus torquatus,OR,PASSERIFORMES,Pellorneidae,Collared Babbler
7982,Schoeniparus cinereus,OR,PASSERIFORMES,Pellorneidae,kultarintatimali
7983,Schoeniparus castaneceps,OR,PASSERIFORMES,Pellorneidae,tulisiipitimali
7984,Schoeniparus klossi,OR,PASSERIFORMES,Pellorneidae,Black-crowned Fulvetta
7985,Schoeniparus variegaticeps,OR,PASSERIFORMES,Pellorneidae,kwangsintimali
7986,Schoeniparus rufogularis,OR,PASSERIFORMES,Pellorneidae,bambutiaistimali
7987,Schoeniparus dubius,OR,PASSERIFORMES,Pellorneidae,burmantiaistimali
7988,Schoeniparus brunneus,OR,PASSERIFORMES,Pellorneidae,ruskolakkitimali
7989,Pellorneum ruficeps,OR,PASSERIFORMES,Pellorneidae,rastasviidakkotimali
7990,Pellorneum fuscocapillus,OR,PASSERIFORMES,Pellorneidae,srilankanviidakkotimali
7991,Pellorneum palustre,OR,PASSERIFORMES,Pellorneidae,viiruviidakkotimali
7992,Pellorneum nigrocapitatum,OR,PASSERIFORMES,Pellorneidae,Malayan Black-capped Babbler
7993,Pellorneum capistratum,OR,PASSERIFORMES,Pellorneidae,maaviidakkotimali
7994,Pellorneum capistratoides,OR,PASSERIFORMES,Pellorneidae,Bornean Black-capped Babbler
7995,Pellorneum malaccense,OR,PASSERIFORMES,Pellorneidae,lyhytpyrstötimali
7996,Pellorneum cinereiceps,OR,PASSERIFORMES,Pellorneidae,palawanintimali
7997,Pellorneum albiventre,OR,PASSERIFORMES,Pellorneidae,nuoliviidakkotimali
7998,Pellorneum tickelli,OR,PASSERIFORMES,Pellorneidae,viidakkotimali
7999,Pellorneum buettikoferi,OR,PASSERIFORMES,Pellorneidae,sumatranviidakkotimali
8000,Pellorneum pyrrogenys,OR,PASSERIFORMES,Pellorneidae,sundanviidakkotimali
8001,Pellorneum rostratum,OR,PASSERIFORMES,Pellorneidae,jokitimali
8002,Pellorneum bicolor,OR,PASSERIFORMES,Pellorneidae,punapyrstötimali
8003,Pellorneum celebense,AU,PASSERIFORMES,Pellorneidae,celebesintimali
8004,Laticilla burnesii,OR,PASSERIFORMES,Pellorneidae,luhtapriinia
8005,Laticilla cinerascens,OR,PASSERIFORMES,Pellorneidae,Swamp Grass Babbler
8006,Illadopsis fulvescens,AF,PASSERIFORMES,Pellorneidae,ruskokerttutimali
8007,Illadopsis rufipennis,AF,PASSERIFORMES,Pellorneidae,oliivikerttutimali
8008,Illadopsis distans,AF,PASSERIFORMES,Pellorneidae,Tanzanian Illadopsis
8009,Illadopsis pyrrhoptera,AF,PASSERIFORMES,Pellorneidae,vuorikerttutimali
8010,Illadopsis cleaveri,AF,PASSERIFORMES,Pellorneidae,mustalakkitimali
8011,Illadopsis albipectus,AF,PASSERIFORMES,Pellorneidae,suomurintatimali
8012,Illadopsis turdina,AF,PASSERIFORMES,Pellorneidae,afrikansavannitimali
8013,Illadopsis puveli,AF,PASSERIFORMES,Pellorneidae,metsäkerttutimali
8014,Illadopsis rufescens,AF,PASSERIFORMES,Pellorneidae,rusosiipitimali
8015,Kenopia striata,OR,PASSERIFORMES,Pellorneidae,malesianhelmitimali
8016,Malacocincla abbotti,OR,PASSERIFORMES,Pellorneidae,oliivitimali
8017,Malacocincla sepiaria,OR,PASSERIFORMES,Pellorneidae,köynnöstimali
8018,Malacocincla perspicillata,OR,PASSERIFORMES,Pellorneidae,säderintatimali
8019,Gypsophila crassa,OR,PASSERIFORMES,Pellorneidae,vuoripeukaloistimali
8020,Gypsophila brevicaudata,OR,PASSERIFORMES,Pellorneidae,kalliopeukaloistimali
8021,Gypsophila annamensis,OR,PASSERIFORMES,Pellorneidae,Annam Limestone Babbler
8022,Gypsophila calcicola,OR,PASSERIFORMES,Pellorneidae,Rufous Limestone Babbler
8023,Gypsophila crispifrons,OR,PASSERIFORMES,Pellorneidae,kalkkipeukaloistimali
8024,Gypsophila rufipectus,OR,PASSERIFORMES,Pellorneidae,sumatranpeukaloistimali
8025,Ptilocichla mindanensis,OR,PASSERIFORMES,Pellorneidae,filippiinienhelmitimali
8026,Ptilocichla leucogrammica,OR,PASSERIFORMES,Pellorneidae,borneonhelmitimali
8027,Ptilocichla falcata,OR,PASSERIFORMES,Pellorneidae,palawaninhelmitimali
8028,Napothera epilepidota,OR,PASSERIFORMES,Pellorneidae,pikkupeukaloistimali
8029,Napothera malacoptila,OR,PASSERIFORMES,Pellorneidae,naskalitimali
8030,Napothera albostriata,OR,PASSERIFORMES,Pellorneidae,Sumatran Wren-Babbler
8031,Napothera pasquieri,OR,PASSERIFORMES,Pellorneidae,White-throated Wren-Babbler
8032,Napothera naungmungensis,OR,PASSERIFORMES,Pellorneidae,Naung Mung Scimitar Babbler
8033,Napothera danjoui,OR,PASSERIFORMES,Pellorneidae,vietnamintimali
8034,Alcippe poioicephala,OR,PASSERIFORMES,Alcippeidae,isotiaistimali
8035,Alcippe grotei,OR,PASSERIFORMES,Alcippeidae,mustakulmatimali
8036,Alcippe brunneicauda,OR,PASSERIFORMES,Alcippeidae,harmaatiaistimali
8037,Alcippe pyrrhoptera,OR,PASSERIFORMES,Alcippeidae,jaavantiaistimali
8038,Alcippe nipalensis,OR,PASSERIFORMES,Alcippeidae,vuoritiaistimali
8039,Alcippe davidi,OR,PASSERIFORMES,Alcippeidae,David's Fulvetta
8040,Alcippe hueti,OR,PASSERIFORMES,Alcippeidae,Huet's Fulvetta
8041,Alcippe morrisonia,OR,PASSERIFORMES,Alcippeidae,pensastiaistimali
8042,Alcippe fratercula,OR,PASSERIFORMES,Alcippeidae,Yunnan Fulvetta
8043,Alcippe peracensis,OR,PASSERIFORMES,Alcippeidae,mustajuovatimali
8044,Grammatoptila striata,OR,PASSERIFORMES,Leiothrichidae,viirutöyhtötimali
8045,Cutia nipalensis,OR,PASSERIFORMES,Leiothrichidae,sinilakkitimali
8046,Cutia legalleni,OR,PASSERIFORMES,Leiothrichidae,Vietnamese Cutia
8047,Laniellus langbianis,OR,PASSERIFORMES,Leiothrichidae,juovaselkätimali
8048,Laniellus albonotatus,OR,PASSERIFORMES,Leiothrichidae,viiruselkätimali
8049,Trochalopteron subunicolor,OR,PASSERIFORMES,Leiothrichidae,oliivisiipinauruli
8050,Trochalopteron austeni,OR,PASSERIFORMES,Leiothrichidae,huilunauruli
8051,Trochalopteron squamatum,OR,PASSERIFORMES,Leiothrichidae,sinisiipinauruli
8052,Trochalopteron lineatum,PAL,PASSERIFORMES,Leiothrichidae,pikkunauruli
8053,Trochalopteron imbricatum,OR,PASSERIFORMES,Leiothrichidae,Bhutan Laughingthrush
8054,Trochalopteron virgatum,OR,PASSERIFORMES,Leiothrichidae,valkoviirunauruli
8055,Trochalopteron variegatum,PAL,PASSERIFORMES,Leiothrichidae,kirjonauruli
8056,Trochalopteron affine,OR,PASSERIFORMES,Leiothrichidae,valittajanauruli
8057,Trochalopteron morrisonianum,OR,PASSERIFORMES,Leiothrichidae,valkokulmanauruli
8058,Trochalopteron henrici,PAL,PASSERIFORMES,Leiothrichidae,hiirinauruli
8059,Trochalopteron elliotii,PAL,PASSERIFORMES,Leiothrichidae,keltasiipinauruli
8060,Trochalopteron milnei,OR,PASSERIFORMES,Leiothrichidae,punanauruli
8061,Trochalopteron yersini,OR,PASSERIFORMES,Leiothrichidae,sepelnauruli
8062,Trochalopteron erythrocephalum,OR,PASSERIFORMES,Leiothrichidae,kultasiipinauruli
8063,Trochalopteron chrysopterum,OR,PASSERIFORMES,Leiothrichidae,Assam Laughingthrush
8064,Trochalopteron formosum,OR,PASSERIFORMES,Leiothrichidae,punasiipinauruli
8065,Trochalopteron melanostigma,OR,PASSERIFORMES,Leiothrichidae,Silver-eared Laughingthrush
8066,Trochalopteron ngoclinhense,OR,PASSERIFORMES,Leiothrichidae,Golden-winged Laughingthrush
8067,Trochalopteron peninsulae,OR,PASSERIFORMES,Leiothrichidae,Malayan Laughingthrush
8068,Montecincla jerdoni,OR,PASSERIFORMES,Leiothrichidae,Banasura Laughingthrush
8069,Montecincla cachinnans,OR,PASSERIFORMES,Leiothrichidae,keralannauruli
8070,Montecincla fairbanki,OR,PASSERIFORMES,Leiothrichidae,vatukkanauruli
8071,Montecincla meridionalis,OR,PASSERIFORMES,Leiothrichidae,Ashambu Laughingthrush
8072,Heterophasia picaoides,OR,PASSERIFORMES,Leiothrichidae,harakkasibia
8073,Heterophasia auricularis,OR,PASSERIFORMES,Leiothrichidae,taiwaninsibia
8074,Heterophasia capistrata,OR,PASSERIFORMES,Leiothrichidae,himalajansibia
8075,Heterophasia pulchella,OR,PASSERIFORMES,Leiothrichidae,sinisibia
8076,Heterophasia gracilis,OR,PASSERIFORMES,Leiothrichidae,harmaasibia
8077,Heterophasia melanoleuca,OR,PASSERIFORMES,Leiothrichidae,mustavalkosibia
8078,Heterophasia desgodinsi,OR,PASSERIFORMES,Leiothrichidae,mustapääsibia
8079,Actinodura nipalensis,OR,PASSERIFORMES,Leiothrichidae,nepalinraitatimali
8080,Actinodura morrisoniana,OR,PASSERIFORMES,Leiothrichidae,taiwaninraitatimali
8081,Actinodura waldeni,OR,PASSERIFORMES,Leiothrichidae,burmanraitatimali
8082,Actinodura souliei,OR,PASSERIFORMES,Leiothrichidae,täpläraitatimali
8083,Actinodura cyanouroptera,OR,PASSERIFORMES,Leiothrichidae,siniminla
8084,Actinodura strigula,OR,PASSERIFORMES,Leiothrichidae,keltaminla
8085,Actinodura egertoni,OR,PASSERIFORMES,Leiothrichidae,ruosteotsatimali
8086,Actinodura ramsayi,OR,PASSERIFORMES,Leiothrichidae,rilliraitatimali
8087,Actinodura sodangorum,OR,PASSERIFORMES,Leiothrichidae,vietnaminraitatimali
8088,Leiothrix lutea,OR,PASSERIFORMES,Leiothrichidae,tulirintatimali
8089,Leiothrix argentauris,OR,PASSERIFORMES,Leiothrichidae,hopeakorvatimali
8090,Minla ignotincta,OR,PASSERIFORMES,Leiothrichidae,kirjominla
8091,Leioptila annectens,OR,PASSERIFORMES,Leiothrichidae,isominla
8092,Liocichla bugunorum,OR,PASSERIFORMES,Leiothrichidae,arunachalintimali
8093,Liocichla omeiensis,OR,PASSERIFORMES,Leiothrichidae,emeintimali
8094,Liocichla steerii,OR,PASSERIFORMES,Leiothrichidae,taiwaninmetsätimali
8095,Liocichla phoenicea,OR,PASSERIFORMES,Leiothrichidae,punanaamatimali
8096,Liocichla ripponi,OR,PASSERIFORMES,Leiothrichidae,hehkunaamatimali
8097,Argya malcolmi,OR,PASSERIFORMES,Leiothrichidae,isopensastimali
8098,Argya cinereifrons,OR,PASSERIFORMES,Leiothrichidae,srilankannauruli
8099,Argya longirostris,OR,PASSERIFORMES,Leiothrichidae,brahmaputrantimali
8100,Argya subrufa,OR,PASSERIFORMES,Leiothrichidae,malabarintimali
8101,Argya rufescens,OR,PASSERIFORMES,Leiothrichidae,srilankantimali
8102,Argya striata,OR,PASSERIFORMES,Leiothrichidae,metsäpensastimali
8103,Argya affinis,OR,PASSERIFORMES,Leiothrichidae,valkopäätimali
8104,Argya rubiginosa,AF,PASSERIFORMES,Leiothrichidae,ruostelörppötimali
8105,Argya aylmeri,AF,PASSERIFORMES,Leiothrichidae,lörppötimali
8106,Argya altirostris,PAL,PASSERIFORMES,Leiothrichidae,persiantimali
8107,Argya huttoni,PAL,PASSERIFORMES,Leiothrichidae,Afghan Babbler
8108,Argya caudata,OR,PASSERIFORMES,Leiothrichidae,pensastimali
8109,Argya fulva,AF,PASSERIFORMES,Leiothrichidae,saharantimali
8110,Argya squamiceps,PAL,PASSERIFORMES,Leiothrichidae,arabiantimali
8111,Argya earlei,OR,PASSERIFORMES,Leiothrichidae,viirupensastimali
8112,Argya gularis,OR,PASSERIFORMES,Leiothrichidae,burmanpensastimali
8113,Turdoides nipalensis,OR,PASSERIFORMES,Leiothrichidae,nepalintimali
8114,Turdoides atripennis,AF,PASSERIFORMES,Leiothrichidae,munkkitimali
8115,Turdoides gilberti,AF,PASSERIFORMES,Leiothrichidae,kamerunintimali
8116,Turdoides chapini,AF,PASSERIFORMES,Leiothrichidae,sieppotimali
8117,Turdoides rufocinctus,AF,PASSERIFORMES,Leiothrichidae,punakaulustimali
8118,Turdoides plebejus,AF,PASSERIFORMES,Leiothrichidae,valkosuomutimali
8119,Turdoides leucopygia,AF,PASSERIFORMES,Leiothrichidae,valkoperätimali
8120,Turdoides hindei,AF,PASSERIFORMES,Leiothrichidae,keniantimali
8121,Turdoides squamulata,AF,PASSERIFORMES,Leiothrichidae,rannikkotimali
8122,Turdoides jardineii,AF,PASSERIFORMES,Leiothrichidae,nuolitimali
8123,Turdoides gymnogenys,AF,PASSERIFORMES,Leiothrichidae,namibiantimali
8124,Turdoides leucocephala,AF,PASSERIFORMES,Leiothrichidae,valkolakkitimali
8125,Turdoides reinwardtii,AF,PASSERIFORMES,Leiothrichidae,valkokurkkutimali
8126,Turdoides tenebrosa,AF,PASSERIFORMES,Leiothrichidae,piilopensastimali
8127,Turdoides bicolor,AF,PASSERIFORMES,Leiothrichidae,pulmustimali
8128,Turdoides hartlaubii,AF,PASSERIFORMES,Leiothrichidae,punasilmätimali
8129,Turdoides sharpei,AF,PASSERIFORMES,Leiothrichidae,valkosilmätimali
8130,Turdoides melanops,AF,PASSERIFORMES,Leiothrichidae,rantapensastimali
8131,Turdoides hypoleuca,AF,PASSERIFORMES,Leiothrichidae,akasiatimali
8132,Garrulax merulinus,OR,PASSERIFORMES,Leiothrichidae,täplärintanauruli
8133,Garrulax annamensis,OR,PASSERIFORMES,Leiothrichidae,Orange-breasted Laughingthrush
8134,Garrulax canorus,OR,PASSERIFORMES,Leiothrichidae,laulunauruli
8135,Garrulax taewanus,OR,PASSERIFORMES,Leiothrichidae,Taiwan Hwamei
8136,Garrulax monileger,OR,PASSERIFORMES,Leiothrichidae,pikkukorunauruli
8137,Garrulax rufifrons,OR,PASSERIFORMES,Leiothrichidae,jaavannauruli
8138,Garrulax palliatus,OR,PASSERIFORMES,Leiothrichidae,sundannauruli
8139,Garrulax leucolophus,OR,PASSERIFORMES,Leiothrichidae,valkotöyhtönauruli
8140,Garrulax bicolor,OR,PASSERIFORMES,Leiothrichidae,mustavalkonauruli
8141,Garrulax milleti,OR,PASSERIFORMES,Leiothrichidae,vietnaminnauruli
8142,Garrulax strepitans,OR,PASSERIFORMES,Leiothrichidae,mustakaulanauruli
8143,Garrulax ferrarius,OR,PASSERIFORMES,Leiothrichidae,kambodzannauruli
8144,Garrulax maesi,OR,PASSERIFORMES,Leiothrichidae,harmaakorvanauruli
8145,Garrulax castanotis,OR,PASSERIFORMES,Leiothrichidae,Rufous-cheeked Laughingthrush
8146,Ianthocincla sukatschewi,PAL,PASSERIFORMES,Leiothrichidae,kansunnauruli
8147,Ianthocincla rufogularis,OR,PASSERIFORMES,Leiothrichidae,oranssikurkkunauruli
8148,Ianthocincla konkakinhensis,OR,PASSERIFORMES,Leiothrichidae,konkakinhinnauruli
8149,Ianthocincla cineracea,OR,PASSERIFORMES,Leiothrichidae,hopeasiipinauruli
8150,Ianthocincla ocellata,OR,PASSERIFORMES,Leiothrichidae,täplänauruli
8151,Ianthocincla maxima,PAL,PASSERIFORMES,Leiothrichidae,isonauruli
8152,Ianthocincla bieti,OR,PASSERIFORMES,Leiothrichidae,sichuaninnauruli
8153,Ianthocincla lunulata,PAL,PASSERIFORMES,Leiothrichidae,sisäkiinannauruli
8154,Pterorhinus delesserti,OR,PASSERIFORMES,Leiothrichidae,naamionauruli
8155,Pterorhinus gularis,OR,PASSERIFORMES,Leiothrichidae,keltakurkkunauruli
8156,Pterorhinus vassali,OR,PASSERIFORMES,Leiothrichidae,annaminnauruli
8157,Pterorhinus galbanus,OR,PASSERIFORMES,Leiothrichidae,keltarintanauruli
8158,Pterorhinus courtoisi,OR,PASSERIFORMES,Leiothrichidae,Blue-crowned Laughingthrush
8159,Pterorhinus mitratus,OR,PASSERIFORMES,Leiothrichidae,pillinauruli
8160,Pterorhinus treacheri,OR,PASSERIFORMES,Leiothrichidae,Chestnut-hooded Laughingthrush
8161,Pterorhinus ruficollis,OR,PASSERIFORMES,Leiothrichidae,ruostelaikkunauruli
8162,Pterorhinus nuchalis,OR,PASSERIFORMES,Leiothrichidae,burmannauruli
8163,Pterorhinus chinensis,OR,PASSERIFORMES,Leiothrichidae,valkoposkinauruli
8164,Pterorhinus sannio,OR,PASSERIFORMES,Leiothrichidae,rusokurkkunauruli
8165,Pterorhinus perspicillatus,OR,PASSERIFORMES,Leiothrichidae,kiinannauruli
8166,Pterorhinus pectoralis,OR,PASSERIFORMES,Leiothrichidae,korunauruli
8167,Pterorhinus davidi,PAL,PASSERIFORMES,Leiothrichidae,tuhkanauruli
8168,Pterorhinus woodi,OR,PASSERIFORMES,Leiothrichidae,Mount Victoria Babax
8169,Pterorhinus lanceolatus,OR,PASSERIFORMES,Leiothrichidae,viirunauruli
8170,Pterorhinus waddelli,PAL,PASSERIFORMES,Leiothrichidae,tiibetinnauruli
8171,Pterorhinus koslowi,PAL,PASSERIFORMES,Leiothrichidae,pikkukiinannauruli
8172,Pterorhinus albogularis,OR,PASSERIFORMES,Leiothrichidae,himalajannauruli
8173,Pterorhinus ruficeps,OR,PASSERIFORMES,Leiothrichidae,Rufous-crowned Laughingthrush
8174,Pterorhinus caerulatus,OR,PASSERIFORMES,Leiothrichidae,viheltäjänauruli
8175,Pterorhinus berthemyi,OR,PASSERIFORMES,Leiothrichidae,Buffy Laughingthrush
8176,Pterorhinus poecilorhynchus,OR,PASSERIFORMES,Leiothrichidae,taiwaninnauruli
8177,Modulatrix stictigula,AF,PASSERIFORMES,Modulatricidae,rokkorastas
8178,Arcanator orostruthus,AF,PASSERIFORMES,Modulatricidae,bulbulirastas
8179,Kakamega poliothorax,AF,PASSERIFORMES,Modulatricidae,kastanjatimali
8180,Promerops cafer,AF,PASSERIFORMES,Promeropidae,kapinmesikko
8181,Promerops gurneyi,AF,PASSERIFORMES,Promeropidae,natalinmesikko
8182,Irena puella,OR,PASSERIFORMES,Irenidae,sini-irena
8183,Irena tweeddalii,OR,PASSERIFORMES,Irenidae,Palawan Fairy-bluebird
8184,Irena cyanogastra,OR,PASSERIFORMES,Irenidae,filippiinienirena
8185,Regulus ignicapilla,PAL,PASSERIFORMES,Regulidae,tulipäähippiäinen
8186,Regulus madeirensis,PAL,PASSERIFORMES,Regulidae,madeiranhippiäinen
8187,Regulus satrapa,"NA, MA",PASSERIFORMES,Regulidae,amerikanhippiäinen
8188,Regulus goodfellowi,OR,PASSERIFORMES,Regulidae,taiwaninhippiäinen
8189,Regulus regulus,PAL,PASSERIFORMES,Regulidae,hippiäinen
8190,Elachura formosa,OR,PASSERIFORMES,Elachuridae,saniaisvuoritimali
8191,Hyliota flavigaster,AF,PASSERIFORMES,Hyliotidae,rusokorpraalikerttu
8192,Hyliota australis,AF,PASSERIFORMES,Hyliotidae,korpraalikerttu
8193,Hyliota usambara,AF,PASSERIFORMES,Hyliotidae,Usambara Hyliota
8194,Hyliota violacea,AF,PASSERIFORMES,Hyliotidae,sinikorpraalikerttu
8195,Campylorhynchus albobrunneus,"MA, SA",PASSERIFORMES,Troglodytidae,valkopääpeukaloinen
8196,Campylorhynchus zonatus,"MA, SA",PASSERIFORMES,Troglodytidae,köynnöspeukaloinen
8197,Campylorhynchus megalopterus,MA,PASSERIFORMES,Troglodytidae,mäntypeukaloinen
8198,Campylorhynchus nuchalis,SA,PASSERIFORMES,Troglodytidae,viiruselkäpeukaloinen
8199,Campylorhynchus fasciatus,SA,PASSERIFORMES,Troglodytidae,piilopeukaloinen
8200,Campylorhynchus chiapensis,MA,PASSERIFORMES,Troglodytidae,isopeukaloinen
8201,Campylorhynchus griseus,SA,PASSERIFORMES,Troglodytidae,tyrannipeukaloinen
8202,Campylorhynchus rufinucha,MA,PASSERIFORMES,Troglodytidae,kauluspeukaloinen
8203,Campylorhynchus humilis,MA,PASSERIFORMES,Troglodytidae,Sclater's Wren
8204,Campylorhynchus capistratus,MA,PASSERIFORMES,Troglodytidae,Rufous-backed Wren
8205,Campylorhynchus gularis,MA,PASSERIFORMES,Troglodytidae,täpläpeukaloinen
8206,Campylorhynchus jocosus,MA,PASSERIFORMES,Troglodytidae,helmipeukaloinen
8207,Campylorhynchus yucatanicus,MA,PASSERIFORMES,Troglodytidae,jukataninpeukaloinen
8208,Campylorhynchus brunneicapillus,"NA, MA",PASSERIFORMES,Troglodytidae,kaktuspeukaloinen
8209,Campylorhynchus turdinus,SA,PASSERIFORMES,Troglodytidae,rastaspeukaloinen
8210,Odontorchilus branickii,SA,PASSERIFORMES,Troglodytidae,andienkerttupeukaloinen
8211,Odontorchilus cinereus,SA,PASSERIFORMES,Troglodytidae,brasiliankerttupeukaloinen
8212,Salpinctes obsoletus,"NA, MA",PASSERIFORMES,Troglodytidae,kalliopeukaloinen
8213,Catherpes mexicanus,"NA, MA",PASSERIFORMES,Troglodytidae,kanjonipeukaloinen
8214,Hylorchilus sumichrasti,MA,PASSERIFORMES,Troglodytidae,naskalipeukaloinen
8215,Hylorchilus navai,MA,PASSERIFORMES,Troglodytidae,valkokurkkupeukaloinen
8216,Cinnycerthia unirufa,SA,PASSERIFORMES,Troglodytidae,kanelipeukaloinen
8217,Cinnycerthia olivascens,SA,PASSERIFORMES,Troglodytidae,pilvimetsäpeukaloinen
8218,Cinnycerthia peruana,SA,PASSERIFORMES,Troglodytidae,seepiapeukaloinen
8219,Cinnycerthia fulva,SA,PASSERIFORMES,Troglodytidae,punanpeukaloinen
8220,Cistothorus meridae,SA,PASSERIFORMES,Troglodytidae,venezuelanpeukaloinen
8221,Cistothorus apolinari,SA,PASSERIFORMES,Troglodytidae,kolumbianpeukaloinen
8222,Cistothorus platensis,"MA, SA",PASSERIFORMES,Troglodytidae,sarapeukaloinen
8223,Cistothorus palustris,"NA, MA",PASSERIFORMES,Troglodytidae,suopeukaloinen
8224,Thryomanes bewickii,"NA, MA",PASSERIFORMES,Troglodytidae,tarhapeukaloinen
8225,Pheugopedius atrogularis,MA,PASSERIFORMES,Troglodytidae,mustarintapeukaloinen
8226,Pheugopedius spadix,"MA, SA",PASSERIFORMES,Troglodytidae,nokipääpeukaloinen
8227,Pheugopedius fasciatoventris,"MA, SA",PASSERIFORMES,Troglodytidae,valkorintapeukaloinen
8228,Pheugopedius euophrys,SA,PASSERIFORMES,Troglodytidae,ecuadorinpeukaloinen
8229,Pheugopedius eisenmanni,SA,PASSERIFORMES,Troglodytidae,inkapeukaloinen
8230,Pheugopedius genibarbis,SA,PASSERIFORMES,Troglodytidae,viiksipeukaloinen
8231,Pheugopedius mystacalis,SA,PASSERIFORMES,Troglodytidae,kolumbianviiksipeukaloinen
8232,Pheugopedius coraya,SA,PASSERIFORMES,Troglodytidae,mustaposkipeukaloinen
8233,Pheugopedius felix,MA,PASSERIFORMES,Troglodytidae,mayapeukaloinen
8234,Pheugopedius maculipectus,MA,PASSERIFORMES,Troglodytidae,pisamapeukaloinen
8235,Pheugopedius rutilus,"MA, SA",PASSERIFORMES,Troglodytidae,punarintapeukaloinen
8236,Pheugopedius sclateri,SA,PASSERIFORMES,Troglodytidae,kirjorintapeukaloinen
8237,Thryophilus pleurostictus,MA,PASSERIFORMES,Troglodytidae,kiipijäpeukaloinen
8238,Thryophilus rufalbus,"MA, SA",PASSERIFORMES,Troglodytidae,taituripeukaloinen
8239,Thryophilus sernai,SA,PASSERIFORMES,Troglodytidae,caucanpeukaloiset
8240,Thryophilus nicefori,SA,PASSERIFORMES,Troglodytidae,kahvipeukaloinen
8241,Thryophilus sinaloa,MA,PASSERIFORMES,Troglodytidae,sinaloanpeukaloinen
