,IOC,Breeding Range,Order,Family,Italian
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Saltatore beccodorato
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Bananero
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Erbero facciagialla
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Erbero faccianera
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Erbero fuligginoso
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Erbero scialbo
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Fringuello canterino
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Fringuello cantore grigio
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Fringuello vegetariano
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Fringuello di Cocos
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Fringuello delle mangrovie
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Fringuello arboricolo intermedio
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Fringuello picchio
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Fringuello arboricolo minore
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Fringuello arboricolo maggiore
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Fringuello terragnolo minore
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Fringuello terragnolo beccoaguzzo
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Genovesa Ground Finch
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Vampire Ground Finch
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Fringuello dei cactus maggiore
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Genovesa Cactus Finch
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Fringuello terragnolo maggiore
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Fringuello dei cactus comune
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Fringuello terragnolo intermedio
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Erbero neroblu
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Tanagra bianconera
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Tanagra conibecca
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Tanagra averla crestarossiccia
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Tanagra ardesia
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra testagrigia
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Tanagra occhineri
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Inti Tanager
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Tanagra crestaflammea
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra spallebianche
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Tanagra crestagialla
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Fringuello pileato
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Fringuello crestarossa
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Tanagra crestafulva
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra crestarancio
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra lineata
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Tanagra spallerosse
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Tanagra caporubino
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Fringuello pettocremisi
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Tanagra averla alibianche
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Tanagra averla fulva
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Tanagra averla golanera
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Tanagra averla golabianca
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Tanagra collocremisi
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Tanagra groppaflammea
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Lemon-rumped Tanager
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Tanagra groppascarlatta
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Tanagra del Brasile
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra dorsocremisi
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Tanagra cremisi
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Tanagra del Huallaga
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Tanagra beccoargento
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Beccasemi di Lesson
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Beccasemi lineato
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Beccasemi collobianco
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Morelet's Seedeater
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Beccasemi variabile
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Beccasemi grigio
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Beccasemi alibarrate
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Beccasemi nucabianca
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Beccasemi bianconero
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Beccasemi duecollari
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Beccasemi panciagialla
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Beccasemi di Dubois
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Beccasemi beccospesso
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Beccasemi minore
10318,Sporophila nuttingi,MA,PASSERIFORMES,Thraupidae,Beccasemi del Nicaragua
10319,Sporophila maximiliani,SA,PASSERIFORMES,Thraupidae,Beccasemi beccogrosso
10320,Sporophila crassirostris,SA,PASSERIFORMES,Thraupidae,Beccasemi beccolargo
10321,Sporophila atrirostris,SA,PASSERIFORMES,Thraupidae,Beccasemi becconero
10322,Sporophila schistacea,"MA, SA",PASSERIFORMES,Thraupidae,Beccasemi ardesia
10323,Sporophila falcirostris,SA,PASSERIFORMES,Thraupidae,Beccasemi di Temminck
10324,Sporophila frontalis,SA,PASSERIFORMES,Thraupidae,Beccasemi frontecamoscio
10325,Sporophila plumbea,SA,PASSERIFORMES,Thraupidae,Beccasemi piombato
10326,Sporophila beltoni,SA,PASSERIFORMES,Thraupidae,Tropeiro Seedeater
10327,Sporophila collaris,SA,PASSERIFORMES,Thraupidae,Beccasemi colloruggine
10328,Sporophila albogularis,SA,PASSERIFORMES,Thraupidae,Beccasemi golabianca
10329,Sporophila leucoptera,SA,PASSERIFORMES,Thraupidae,Beccasemi panciabianca
10330,Sporophila peruviana,SA,PASSERIFORMES,Thraupidae,Beccasemi pappagallo
10331,Sporophila telasco,SA,PASSERIFORMES,Thraupidae,Beccasemi golacastana
10332,Sporophila simplex,SA,PASSERIFORMES,Thraupidae,Beccasemi scialbo
10333,Sporophila castaneiventris,SA,PASSERIFORMES,Thraupidae,Beccasemi panciacastana
10334,Sporophila minuta,"MA, SA",PASSERIFORMES,Thraupidae,Beccasemi panciarossiccia
10335,Sporophila bouvreuil,SA,PASSERIFORMES,Thraupidae,Beccasemi pileato
10336,Sporophila nigrorufa,SA,PASSERIFORMES,Thraupidae,Beccasemi nerofulvo
10337,Sporophila hypoxantha,SA,PASSERIFORMES,Thraupidae,Beccasemi panciafulva
10338,Sporophila ruficollis,SA,PASSERIFORMES,Thraupidae,Beccasemi golascura
10339,Sporophila iberaensis,SA,PASSERIFORMES,Thraupidae,Ibera Seedeater
10340,Sporophila pileata,SA,PASSERIFORMES,Thraupidae,Pearly-bellied Seedeater
10341,Sporophila hypochroma,SA,PASSERIFORMES,Thraupidae,Beccasemi grigiocastano
10342,Sporophila cinnamomea,SA,PASSERIFORMES,Thraupidae,Beccasemi castano
10343,Sporophila palustris,SA,PASSERIFORMES,Thraupidae,Beccasemi di palude
10344,Sporophila melanogaster,SA,PASSERIFORMES,Thraupidae,Beccasemi pancianera
10345,Piezorina cinerea,SA,PASSERIFORMES,Thraupidae,Fringuello cenerino
10346,Xenospingus concolor,SA,PASSERIFORMES,Thraupidae,Fringuello beccosottile
10347,Cnemoscopus rubrirostris,SA,PASSERIFORMES,Thraupidae,Tanagra di macchia monaca
10348,Pseudospingus verticalis,SA,PASSERIFORMES,Thraupidae,Emispingo testanera
10349,Pseudospingus xanthophthalmus,SA,PASSERIFORMES,Thraupidae,Emispingo scialbo
10350,Poospiza boliviana,SA,PASSERIFORMES,Thraupidae,Fringuello cantore della Bolivia
10351,Poospiza ornata,SA,PASSERIFORMES,Thraupidae,Fringuello cantore cannella
10352,Poospiza nigrorufa,SA,PASSERIFORMES,Thraupidae,Fringuello cantore nerorossiccio
10353,Poospiza whitii,SA,PASSERIFORMES,Thraupidae,Fringuello cantore nerocastano
10354,Poospiza hispaniolensis,SA,PASSERIFORMES,Thraupidae,Fringuello cantore dal collare
10355,Poospiza rubecula,SA,PASSERIFORMES,Thraupidae,Fringuello cantore pettorossiccio
10356,Poospiza baeri,SA,PASSERIFORMES,Thraupidae,Fringuello montano del Tucuman
10357,Poospiza garleppi,SA,PASSERIFORMES,Thraupidae,Fringuello montano del Cochabamba
10358,Poospiza goeringi,SA,PASSERIFORMES,Thraupidae,Emispingo dorsoardesia
10359,Poospiza rufosuperciliaris,SA,PASSERIFORMES,Thraupidae,Emispingo cigliarossicce
10360,Kleinothraupis reyi,SA,PASSERIFORMES,Thraupidae,Emispingo capogrigio
10361,Kleinothraupis atropileus,SA,PASSERIFORMES,Thraupidae,Emispingo capinero
10362,Kleinothraupis auricularis,SA,PASSERIFORMES,Thraupidae,Emispingo cigliabianche
10363,Kleinothraupis calophrys,SA,PASSERIFORMES,Thraupidae,Emispingo cigliarancio
10364,Kleinothraupis parodii,SA,PASSERIFORMES,Thraupidae,Emispingo di Parodi
10365,Sphenopsis frontalis,SA,PASSERIFORMES,Thraupidae,Emispingo olivaceo
10366,Sphenopsis melanotis,SA,PASSERIFORMES,Thraupidae,Emispingo guancenere
10367,Sphenopsis ochracea,SA,PASSERIFORMES,Thraupidae,Western Hemispingus
10368,Sphenopsis piurae,SA,PASSERIFORMES,Thraupidae,Emispingo del Piura
10369,Thlypopsis fulviceps,SA,PASSERIFORMES,Thraupidae,Tanagra testafulva
10370,Thlypopsis inornata,SA,PASSERIFORMES,Thraupidae,Tanagra panciacamoscio
10371,Thlypopsis sordida,SA,PASSERIFORMES,Thraupidae,Tanagra testarancio
10372,Thlypopsis pyrrhocoma,SA,PASSERIFORMES,Thraupidae,Tanagra testacastana
10373,Thlypopsis ruficeps,SA,PASSERIFORMES,Thraupidae,Tanagra gialloruggine
10374,Thlypopsis superciliaris,SA,PASSERIFORMES,Thraupidae,Emispingo dai sopraccigli
10375,Thlypopsis ornata,SA,PASSERIFORMES,Thraupidae,Tanagra pettorossiccio
10376,Thlypopsis pectoralis,SA,PASSERIFORMES,Thraupidae,Tanagra fianchibruni
10377,Castanozoster thoracicus,SA,PASSERIFORMES,Thraupidae,Fringuello cantore pettobaio
10378,Donacospiza albifrons,SA,PASSERIFORMES,Thraupidae,Fringuello codalunga
10379,Cypsnagra hirundinacea,SA,PASSERIFORMES,Thraupidae,Tanagra groppabianca
10380,Poospizopsis hypocondria,SA,PASSERIFORMES,Thraupidae,Fringuello cantore fianchirossicci
10381,Poospizopsis caesar,SA,PASSERIFORMES,Thraupidae,Fringuello montano pettocastano
10382,Urothraupis stolzmanni,SA,PASSERIFORMES,Thraupidae,Tanagra di macchia dorsonero
10383,Nephelornis oneilli,SA,PASSERIFORMES,Thraupidae,Pardusco
10384,Microspingus lateralis,SA,PASSERIFORMES,Thraupidae,Fringuello cantore gropparossa
10385,Microspingus cabanisi,SA,PASSERIFORMES,Thraupidae,Fringuello cantore golagrigia
10386,Microspingus erythrophrys,SA,PASSERIFORMES,Thraupidae,Fringuello cantore cigliaruggine
10387,Microspingus alticola,SA,PASSERIFORMES,Thraupidae,Fringuello cantore codauniforme
10388,Microspingus torquatus,SA,PASSERIFORMES,Thraupidae,Fringuello cantore fasciato
10389,Microspingus trifasciatus,SA,PASSERIFORMES,Thraupidae,Emispingo tristriato
10390,Microspingus melanoleucus,SA,PASSERIFORMES,Thraupidae,Fringuello cantore capinero
10391,Microspingus cinereus,SA,PASSERIFORMES,Thraupidae,Fringuello cantore cenerino
10392,Conirostrum margaritae,SA,PASSERIFORMES,Thraupidae,Conibecco pettoperla
10393,Conirostrum bicolor,SA,PASSERIFORMES,Thraupidae,Conibecco bicolore
10394,Conirostrum speciosum,SA,PASSERIFORMES,Thraupidae,Conibecco culcastano
10395,Conirostrum leucogenys,"MA, SA",PASSERIFORMES,Thraupidae,Conibecco guancebianche
10396,Conirostrum albifrons,SA,PASSERIFORMES,Thraupidae,Conibecco pileato
10397,Conirostrum binghami,SA,PASSERIFORMES,Thraupidae,Conibecco gigante
10398,Conirostrum sitticolor,SA,PASSERIFORMES,Thraupidae,Conibecco dorsoblu
10399,Conirostrum ferrugineiventre,SA,PASSERIFORMES,Thraupidae,Conibecco cigliabianche
10400,Conirostrum tamarugense,SA,PASSERIFORMES,Thraupidae,Conibecco del tamarugo
10401,Conirostrum rufum,SA,PASSERIFORMES,Thraupidae,Conibecco cigliarossicce
10402,Conirostrum cinereum,SA,PASSERIFORMES,Thraupidae,Conibecco cenerino
10403,Sicalis citrina,SA,PASSERIFORMES,Thraupidae,Fringuello giallo codastriata
10404,Sicalis taczanowskii,SA,PASSERIFORMES,Thraupidae,Fringuello golazolfo
10405,Sicalis uropigyalis,SA,PASSERIFORMES,Thraupidae,Fringuello giallo groppabrillante
10406,Sicalis flaveola,SA,PASSERIFORMES,Thraupidae,Fringuello zafferano
10407,Sicalis columbiana,SA,PASSERIFORMES,Thraupidae,Fringuello giallo frontearancio
10408,Sicalis luteola,"MA, SA",PASSERIFORMES,Thraupidae,Fringuello giallo di prateria
10409,Sicalis luteocephala,SA,PASSERIFORMES,Thraupidae,Fringuello giallo testacitrina
10410,Sicalis lebruni,SA,PASSERIFORMES,Thraupidae,Fringuello giallo di Patagonia
10411,Sicalis olivascens,SA,PASSERIFORMES,Thraupidae,Fringuello giallo verdastro
10412,Sicalis mendozae,SA,PASSERIFORMES,Thraupidae,Monte Yellow Finch
10413,Sicalis auriventris,SA,PASSERIFORMES,Thraupidae,Fringuello giallo maggiore
10414,Sicalis raimondii,SA,PASSERIFORMES,Thraupidae,Fringuello giallo di Raimondi
10415,Sicalis lutea,SA,PASSERIFORMES,Thraupidae,Fringuello giallo della puna
10416,Phrygilus gayi,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra testagrigia
10417,Phrygilus patagonicus,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra di Patagonia
10418,Phrygilus atriceps,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra testanera
10419,Phrygilus punensis,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra del Perù
10420,Nesospiza acunhae,AO,PASSERIFORMES,Thraupidae,Fringuello di Nightingale
10421,Nesospiza wilkinsi,AO,PASSERIFORMES,Thraupidae,Fringuello di Wilkins
10422,Nesospiza questi,AO,PASSERIFORMES,Thraupidae,Nightingale Island Finch
10423,Rowettia goughensis,AO,PASSERIFORMES,Thraupidae,Fringuello di Gough
10424,Melanodera melanodera,SA,PASSERIFORMES,Thraupidae,Fringuello alicanarino
10425,Melanodera xanthogramma,SA,PASSERIFORMES,Thraupidae,Fringuello dalle redini
10426,Geospizopsis plebejus,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra pettocenere
10427,Geospizopsis unicolor,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra piombato
10428,Haplospiza unicolor,SA,PASSERIFORMES,Thraupidae,Fringuello uniforme
10429,Haplospiza rustica,"MA, SA",PASSERIFORMES,Thraupidae,Fringuello ardesia
10430,Acanthidops bairdi,MA,PASSERIFORMES,Thraupidae,Fringuello becco a piolo
10431,Xenodacnis petersi,SA,PASSERIFORMES,Thraupidae,Streaked Dacnis
10432,Xenodacnis parina,SA,PASSERIFORMES,Thraupidae,Dacne cincia
10433,Idiopsar dorsalis,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra dorsorosso
10434,Idiopsar erythronotus,SA,PASSERIFORMES,Thraupidae,Fringuello di sierra golabianca
10435,Idiopsar speculifer,SA,PASSERIFORMES,Thraupidae,Diuca alibianche
10436,Idiopsar brachyurus,SA,PASSERIFORMES,Thraupidae,Fringuello codacorta
10437,Catamenia analis,SA,PASSERIFORMES,Thraupidae,Beccasemi codafasciata
10438,Catamenia inornata,SA,PASSERIFORMES,Thraupidae,Beccasemi disadorno
10439,Catamenia homochroa,SA,PASSERIFORMES,Thraupidae,Beccasemi del paramo
10440,Diglossa glauca,SA,PASSERIFORMES,Thraupidae,Bucafiori blu
10441,Diglossa caerulescens,SA,PASSERIFORMES,Thraupidae,Bucafiori bluastro
10442,Diglossa cyanea,SA,PASSERIFORMES,Thraupidae,Bucafiori mascherato
10443,Diglossa indigotica,SA,PASSERIFORMES,Thraupidae,Bucafiori indaco
10444,Diglossa sittoides,SA,PASSERIFORMES,Thraupidae,Bucafiori rugginoso
10445,Diglossa plumbea,MA,PASSERIFORMES,Thraupidae,Bucafiori ardesia
10446,Diglossa baritula,MA,PASSERIFORMES,Thraupidae,Bucafiori panciacannella
10447,Diglossa mystacalis,SA,PASSERIFORMES,Thraupidae,Bucafiori dai mustacchi
10448,Diglossa lafresnayii,SA,PASSERIFORMES,Thraupidae,Bucafiori lucente
10449,Diglossa gloriosissima,SA,PASSERIFORMES,Thraupidae,Bucafiori panciacastana
10450,Diglossa duidae,SA,PASSERIFORMES,Thraupidae,Bucafiori squamato
10451,Diglossa major,SA,PASSERIFORMES,Thraupidae,Bucafiori maggiore
10452,Diglossa venezuelensis,SA,PASSERIFORMES,Thraupidae,Bucafiori del Venezuela
10453,Diglossa albilatera,SA,PASSERIFORMES,Thraupidae,Bucafiori fianchibianchi
10454,Diglossa carbonaria,SA,PASSERIFORMES,Thraupidae,Bucafiori panciagrigia
10455,Diglossa brunneiventris,SA,PASSERIFORMES,Thraupidae,Bucafiori golanera
10456,Diglossa gloriosa,SA,PASSERIFORMES,Thraupidae,Bucafiori del Merida
10457,Diglossa humeralis,SA,PASSERIFORMES,Thraupidae,Bucafiori nero
10458,Calochaetes coccineus,SA,PASSERIFORMES,Thraupidae,Tanagra vermiglia
10459,Iridosornis porphyrocephalus,SA,PASSERIFORMES,Thraupidae,Tanagra mantoviola
10460,Iridosornis analis,SA,PASSERIFORMES,Thraupidae,Tanagra golagialla
10461,Iridosornis jelskii,SA,PASSERIFORMES,Thraupidae,Tanagra collodorato
10462,Iridosornis reinhardti,SA,PASSERIFORMES,Thraupidae,Tanagra sciarpagialla
10463,Iridosornis rufivertex,SA,PASSERIFORMES,Thraupidae,Tanagra capodorato
10464,Pipraeidea melanonota,SA,PASSERIFORMES,Thraupidae,Tanagra pettofulvo
10465,Rauenia bonariensis,SA,PASSERIFORMES,Thraupidae,Tanagra gialloblu
10466,Pseudosaltator rufiventris,SA,PASSERIFORMES,Thraupidae,Saltatore panciarossiccia
10467,Dubusia carrikeri,SA,PASSERIFORMES,Thraupidae,Carriker's Mountain Tanager
10468,Dubusia taeniata,SA,PASSERIFORMES,Thraupidae,Tanagra montana pettocamoscio
10469,Dubusia stictocephala,SA,PASSERIFORMES,Thraupidae,Streak-crowned Mountain Tanager
10470,Dubusia castaneoventris,SA,PASSERIFORMES,Thraupidae,Tanagra montana panciacastana
10471,Buthraupis montana,SA,PASSERIFORMES,Thraupidae,Tanagra montana monaca
10472,Sporathraupis cyanocephala,SA,PASSERIFORMES,Thraupidae,Tanagra capoblu
10473,Tephrophilus wetmorei,SA,PASSERIFORMES,Thraupidae,Tanagra montana mascherata
10474,Chlorornis riefferii,SA,PASSERIFORMES,Thraupidae,Tanagra verderba
10475,Cnemathraupis eximia,SA,PASSERIFORMES,Thraupidae,Tanagra montana pettonero
10476,Cnemathraupis aureodorsalis,SA,PASSERIFORMES,Thraupidae,Tanagra montana dorsodorato
10477,Anisognathus somptuosus,SA,PASSERIFORMES,Thraupidae,Tanagra montana aliazzurre
10478,Anisognathus notabilis,SA,PASSERIFORMES,Thraupidae,Tanagra montana mentonero
10479,Anisognathus melanogenys,SA,PASSERIFORMES,Thraupidae,Tanagra montana di Santa Marta
10480,Anisognathus igniventris,SA,PASSERIFORMES,Thraupidae,Tanagra montana panciascarlatta
10481,Anisognathus lacrymosus,SA,PASSERIFORMES,Thraupidae,Tanagra montana lacrimosa
10482,Chlorochrysa phoenicotis,SA,PASSERIFORMES,Thraupidae,Tanagra verdebrillante
10483,Chlorochrysa nitidissima,SA,PASSERIFORMES,Thraupidae,Tanagra multicolore
10484,Chlorochrysa calliparaea,SA,PASSERIFORMES,Thraupidae,Tanagra guancearancio
10485,Wetmorethraupis sterrhopteron,SA,PASSERIFORMES,Thraupidae,Tanagra golarancio
10486,Bangsia flavovirens,SA,PASSERIFORMES,Thraupidae,Tanagra di macchia gialloverde
10487,Bangsia arcaei,MA,PASSERIFORMES,Thraupidae,Tanagra bludorata
10488,Bangsia aureocincta,SA,PASSERIFORMES,Thraupidae,Tanagra cerchiata
10489,Bangsia edwardsi,SA,PASSERIFORMES,Thraupidae,Tanagra dorsomuschio
10490,Bangsia rothschildi,SA,PASSERIFORMES,Thraupidae,Tanagra crestadorata
10491,Bangsia melanochlamys,SA,PASSERIFORMES,Thraupidae,Tanagra nerodorata
10492,Lophospingus griseocristatus,SA,PASSERIFORMES,Thraupidae,Fringuello crestagrigia
10493,Lophospingus pusillus,SA,PASSERIFORMES,Thraupidae,Fringuello crestanera
10494,Neothraupis fasciata,SA,PASSERIFORMES,Thraupidae,Tanagra bandabianca
10495,Diuca diuca,SA,PASSERIFORMES,Thraupidae,Diuca comune
10496,Gubernatrix cristata,SA,PASSERIFORMES,Thraupidae,Cardinale giallo
10497,Stephanophorus diadematus,SA,PASSERIFORMES,Thraupidae,Tanagra diademata
10498,Cissopis leverianus,SA,PASSERIFORMES,Thraupidae,Tanagra gazza
10499,Schistochlamys melanopis,SA,PASSERIFORMES,Thraupidae,Tanagra faccianera
10500,Schistochlamys ruficapillus,SA,PASSERIFORMES,Thraupidae,Tanagra cannella
10501,Paroaria coronata,SA,PASSERIFORMES,Thraupidae,Cardinale crestarossa
10502,Paroaria dominicana,SA,PASSERIFORMES,Thraupidae,Cardinale monaco
10503,Paroaria baeri,SA,PASSERIFORMES,Thraupidae,Cardinale frontecremisi
10504,Paroaria capitata,SA,PASSERIFORMES,Thraupidae,Cardinale beccogiallo
10505,Paroaria nigrogenis,SA,PASSERIFORMES,Thraupidae,Masked Cardinal
10506,Paroaria gularis,SA,PASSERIFORMES,Thraupidae,Cardinale capirosso
10507,Ixothraupis varia,SA,PASSERIFORMES,Thraupidae,Tanagra punteggiata
10508,Ixothraupis rufigula,SA,PASSERIFORMES,Thraupidae,Tanagra golarossiccia
10509,Ixothraupis punctata,SA,PASSERIFORMES,Thraupidae,Tanagra macchiata
10510,Ixothraupis guttata,MA,PASSERIFORMES,Thraupidae,Tanagra marezzata
10511,Ixothraupis xanthogastra,SA,PASSERIFORMES,Thraupidae,Tanagra panciagialla
10512,Chalcothraupis ruficervix,SA,PASSERIFORMES,Thraupidae,Tanagra nucadorata
10513,Poecilostreptus cabanisi,MA,PASSERIFORMES,Thraupidae,Tanagra groppazzurra
10514,Poecilostreptus palmeri,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra grigiodorata
10515,Thraupis episcopus,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra grigiazzurra
10516,Thraupis sayaca,SA,PASSERIFORMES,Thraupidae,Tanagra sayaca
10517,Thraupis glaucocolpa,SA,PASSERIFORMES,Thraupidae,Tanagra glauca
10518,Thraupis cyanoptera,SA,PASSERIFORMES,Thraupidae,Tanagra spalleazzurre
10519,Thraupis abbas,MA,PASSERIFORMES,Thraupidae,Tanagra aligialle
10520,Thraupis ornata,SA,PASSERIFORMES,Thraupidae,Tanagra squamata
10521,Thraupis palmarum,"MA, SA",PASSERIFORMES,Thraupidae,Tanagra dei palmeti
