,IOC,Breeding Range,Order,Family,German
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,Dschungelsperling
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,Rötelsperling
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,Feldsperling
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,Saxaulsperling
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,Gelbbauchsperling
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,Abd-al-Kuri-Sperling
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,Sokotrasperling
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,Weidensperling
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,Italiensperling
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,Haussperling
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,Somalisperling
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,Kapverdensperling
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,Wüstensperling
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,Turkmeniensperling
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,Jemengoldsperling
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,Braunrücken-Goldsperling
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,Moabsperling
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,Alektoweber
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,Büffelweber
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,Starweber
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,Weißbrauenweber
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,Kastanienscheitelweber
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,Dornbuschweber
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,Rotrückenweber
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,Rotschwanzweber
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,Marmorweber
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,Schwarzkappenweber
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,Siedelweber
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,Bartweber
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,Fleckstirnweber
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,Weißstirnweber
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,Baglafechtweber
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,Hochlandweber
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,Braunwangenweber
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,Schwarzkinnweber
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,Malawiweber
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,Mönchsweber
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,Loangoweber
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,Zwergweber
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,Brillenweber
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,Olivnackenweber
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,Kurzflügelweber
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,Meisenweber
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,Schwarzbauchweber
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,Kapweber
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,Bocageweber
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,Goldweber
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,Safranweber
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,Königsweber
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,Heuglinweber
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,Palmenweber
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,Tavetaweber
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,Prinzenweber
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,Riedweber
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,Braunkehlweber
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,Ruvuweber
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,Kilomberoweber
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,Gilbweber
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,Goldmantelweber
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,Cabanisweber
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,Maskenweber
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,Katangaweber
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,Ruwetweber
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,Reichardweber
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,Dotterweber
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,Somaliweber
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,Ugandaweber
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,Dorfweber
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,Riesenweber
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,Fuchsweber
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,Vieillotweber
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,Weynsweber
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,Golandweber
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,Gelbrückenweber
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,Schwarzkopfweber
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,Jacksonweber
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,Zimtweber
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,Maronenweber
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,Goldnackenweber
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,Dreifarbweber
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,Rußweber
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,Grünweber
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,Sakalavaweber
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,Kernbeißerweber
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,Brauenweber
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,Bengalenweber
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,Manyarweber
9322,Ploceus philippinus,OR,PASSERIFORMES,Ploceidae,Bayaweber
9323,Ploceus megarhynchus,OR,PASSERIFORMES,Ploceidae,Großschnabelweber
9324,Ploceus bicolor,AF,PASSERIFORMES,Ploceidae,Waldweber
9325,Ploceus preussi,AF,PASSERIFORMES,Ploceidae,Preussweber
9326,Ploceus dorsomaculatus,AF,PASSERIFORMES,Ploceidae,Gelbkappenweber
9327,Ploceus olivaceiceps,AF,PASSERIFORMES,Ploceidae,Olivkopfweber
9328,Ploceus nicolli,AF,PASSERIFORMES,Ploceidae,Usambaraweber
9329,Ploceus insignis,AF,PASSERIFORMES,Ploceidae,Braunkappenweber
9330,Ploceus angolensis,AF,PASSERIFORMES,Ploceidae,Miomboweber
9331,Ploceus sanctithomae,AF,PASSERIFORMES,Ploceidae,São-Tomé-Weber
9332,Ploceus flavipes,AF,PASSERIFORMES,Ploceidae,Gelbfußweber
9333,Malimbus coronatus,AF,PASSERIFORMES,Ploceidae,Kronenweber
9334,Malimbus cassini,AF,PASSERIFORMES,Ploceidae,Cassinweber
9335,Malimbus racheliae,AF,PASSERIFORMES,Ploceidae,Rachelweber
9336,Malimbus ballmanni,AF,PASSERIFORMES,Ploceidae,Ballmannweber
9337,Malimbus scutatus,AF,PASSERIFORMES,Ploceidae,Rotsteißweber
9338,Malimbus ibadanensis,AF,PASSERIFORMES,Ploceidae,Ibadanweber
9339,Malimbus nitens,AF,PASSERIFORMES,Ploceidae,Rotkehlweber
9340,Malimbus rubricollis,AF,PASSERIFORMES,Ploceidae,Kletterweber
9341,Malimbus erythrogaster,AF,PASSERIFORMES,Ploceidae,Rotbauchweber
9342,Malimbus malimbicus,AF,PASSERIFORMES,Ploceidae,Haubenweber
9343,Anaplectes rubriceps,AF,PASSERIFORMES,Ploceidae,Scharlachweber
9344,Anaplectes jubaensis,AF,PASSERIFORMES,Ploceidae,Rotweber
9345,Quelea cardinalis,AF,PASSERIFORMES,Ploceidae,Kardinalweber
9346,Quelea erythrops,AF,PASSERIFORMES,Ploceidae,Rotkopfweber
9347,Quelea quelea,AF,PASSERIFORMES,Ploceidae,Blutschnabelweber
9348,Foudia madagascariensis,AF,PASSERIFORMES,Ploceidae,Madagaskarweber
9349,Foudia eminentissima,AF,PASSERIFORMES,Ploceidae,Komorenweber
9350,Foudia aldabrana,AF,PASSERIFORMES,Ploceidae,Aldabraweber
9351,Foudia omissa,AF,PASSERIFORMES,Ploceidae,Rothschildweber
9352,Foudia rubra,IO,PASSERIFORMES,Ploceidae,Mauritiusweber
9353,Foudia sechellarum,IO,PASSERIFORMES,Ploceidae,Seychellenweber
9354,Foudia flavicans,IO,PASSERIFORMES,Ploceidae,Rodriguesweber
9355,Brachycope anomala,AF,PASSERIFORMES,Ploceidae,Kurzschwanzweber
9356,Euplectes afer,AF,PASSERIFORMES,Ploceidae,Tahaweber
9357,Euplectes diadematus,AF,PASSERIFORMES,Ploceidae,Diademweber
9358,Euplectes gierowii,AF,PASSERIFORMES,Ploceidae,Bischofsweber
9359,Euplectes nigroventris,AF,PASSERIFORMES,Ploceidae,Brandweber
9360,Euplectes hordeaceus,AF,PASSERIFORMES,Ploceidae,Flammenweber
9361,Euplectes orix,AF,PASSERIFORMES,Ploceidae,Oryxweber
9362,Euplectes franciscanus,AF,PASSERIFORMES,Ploceidae,Feuerweber
9363,Euplectes aureus,AF,PASSERIFORMES,Ploceidae,Goldrückenweber
9364,Euplectes capensis,AF,PASSERIFORMES,Ploceidae,Samtweber
9365,Euplectes axillaris,AF,PASSERIFORMES,Ploceidae,Stummelweber
9366,Euplectes macroura,AF,PASSERIFORMES,Ploceidae,Gelbschulterweber
9367,Euplectes hartlaubi,AF,PASSERIFORMES,Ploceidae,Hartlaubweber
9368,Euplectes psammacromius,AF,PASSERIFORMES,Ploceidae,Reichenowweber
9369,Euplectes albonotatus,AF,PASSERIFORMES,Ploceidae,Spiegelweber
9370,Euplectes ardens,AF,PASSERIFORMES,Ploceidae,Schildweber
9371,Euplectes laticauda,AF,PASSERIFORMES,Ploceidae,Kapuzenweber
9372,Euplectes progne,AF,PASSERIFORMES,Ploceidae,Hahnenschweifweber
9373,Euplectes jacksoni,AF,PASSERIFORMES,Ploceidae,Leierschwanzweber
9374,Heteromunia pectoralis,AU,PASSERIFORMES,Estrildidae,Weißbrustnonne
9375,Oreostruthus fuliginosus,AU,PASSERIFORMES,Estrildidae,Bergamadine
9376,Stagonopleura guttata,AU,PASSERIFORMES,Estrildidae,Diamantamadine
9377,Stagonopleura oculata,AU,PASSERIFORMES,Estrildidae,Rotohramadine
9378,Stagonopleura bella,AU,PASSERIFORMES,Estrildidae,Feuerschwanzamadine
9379,Neochmia phaeton,AU,PASSERIFORMES,Estrildidae,Sonnenamadine
9380,Neochmia temporalis,AU,PASSERIFORMES,Estrildidae,Dornamadine
9381,Emblema pictum,AU,PASSERIFORMES,Estrildidae,Maleramadine
9382,Bathilda ruficauda,AU,PASSERIFORMES,Estrildidae,Binsenamadine
9383,Aidemosyne modesta,AU,PASSERIFORMES,Estrildidae,Zeresamadine
9384,Stizoptera bichenovii,AU,PASSERIFORMES,Estrildidae,Ringelamadine
9385,Taeniopygia guttata,AU,PASSERIFORMES,Estrildidae,Sundaamadine
9386,Taeniopygia castanotis,AU,PASSERIFORMES,Estrildidae,Zebraamadine
9387,Poephila personata,AU,PASSERIFORMES,Estrildidae,Maskenamadine
9388,Poephila acuticauda,AU,PASSERIFORMES,Estrildidae,Spitzschwanzamadine
9389,Poephila cincta,AU,PASSERIFORMES,Estrildidae,Gürtelamadine
9390,Spermestes griseicapilla,AF,PASSERIFORMES,Estrildidae,Graukopfelsterchen
9391,Spermestes cucullata,AF,PASSERIFORMES,Estrildidae,Kleinelsterchen
9392,Spermestes fringilloides,AF,PASSERIFORMES,Estrildidae,Riesenelsterchen
9393,Spermestes bicolor,AF,PASSERIFORMES,Estrildidae,Glanzelsterchen
9394,Lepidopygia nana,AF,PASSERIFORMES,Estrildidae,Zwergelsterchen
9395,Euodice cantans,AF,PASSERIFORMES,Estrildidae,Afrikasilberschnabel
9396,Euodice malabarica,OR,PASSERIFORMES,Estrildidae,Indiensilberschnabel
9397,Padda oryzivora,OR,PASSERIFORMES,Estrildidae,Reisamadine
9398,Padda fuscata,AU,PASSERIFORMES,Estrildidae,Timorreisamadine
9399,Mayrimunia tristissima,AU,PASSERIFORMES,Estrildidae,Trauerbronzemännchen
9400,Mayrimunia leucosticta,AU,PASSERIFORMES,Estrildidae,Perlbronzemännchen
9401,Lonchura punctulata,"OR, AU",PASSERIFORMES,Estrildidae,Muskatbronzemännchen
9402,Lonchura kelaarti,OR,PASSERIFORMES,Estrildidae,Bergbronzemännchen
9403,Lonchura molucca,AU,PASSERIFORMES,Estrildidae,Wellenbauch-Bronzemännchen
9404,Lonchura striata,OR,PASSERIFORMES,Estrildidae,Spitzschwanz-Bronzemännchen
9405,Lonchura fuscans,OR,PASSERIFORMES,Estrildidae,Borneobronzemännchen
9406,Lonchura leucogastra,OR,PASSERIFORMES,Estrildidae,Weißbauch-Bronzemännchen
9407,Lonchura leucogastroides,OR,PASSERIFORMES,Estrildidae,Javabronzemännchen
9408,Lonchura malacca,OR,PASSERIFORMES,Estrildidae,Dreifarbnonne
9409,Lonchura atricapilla,"OR, AU",PASSERIFORMES,Estrildidae,Schwarzkappennonne
9410,Lonchura ferruginosa,OR,PASSERIFORMES,Estrildidae,Weißkappennonne
9411,Lonchura maja,OR,PASSERIFORMES,Estrildidae,Weißkopfnonne
9412,Lonchura pallida,AU,PASSERIFORMES,Estrildidae,Blasskopfnonne
9413,Lonchura grandis,AU,PASSERIFORMES,Estrildidae,Dickschnabelnonne
9414,Lonchura teerinki,AU,PASSERIFORMES,Estrildidae,Schwarzbrustnonne
9415,Lonchura montana,AU,PASSERIFORMES,Estrildidae,Höhennonne
9416,Lonchura monticola,AU,PASSERIFORMES,Estrildidae,Bergnonne
9417,Lonchura vana,AU,PASSERIFORMES,Estrildidae,Arfaknonne
9418,Lonchura nevermanni,AU,PASSERIFORMES,Estrildidae,Weißscheitelnonne
9419,Lonchura caniceps,AU,PASSERIFORMES,Estrildidae,Graukopfnonne
9420,Lonchura spectabilis,AU,PASSERIFORMES,Estrildidae,Prachtnonne
9421,Lonchura forbesi,AU,PASSERIFORMES,Estrildidae,Forbesnonne
9422,Lonchura hunsteini,AU,PASSERIFORMES,Estrildidae,Hunsteinnonne
9423,Lonchura nigerrima,AU,PASSERIFORMES,Estrildidae,New Hanover Mannikin
9424,Lonchura flaviprymna,AU,PASSERIFORMES,Estrildidae,Gelbbrustnonne
9425,Lonchura quinticolor,AU,PASSERIFORMES,Estrildidae,Fünffarbennonne
9426,Lonchura castaneothorax,AU,PASSERIFORMES,Estrildidae,Braunbrustnonne
9427,Lonchura stygia,AU,PASSERIFORMES,Estrildidae,Hadesnonne
9428,Lonchura melaena,AU,PASSERIFORMES,Estrildidae,Dickkopfnonne
9429,Chloebia gouldiae,AU,PASSERIFORMES,Estrildidae,Gouldamadine
9430,Erythrura prasina,OR,PASSERIFORMES,Estrildidae,Lauchpapageiamadine
9431,Erythrura viridifacies,OR,PASSERIFORMES,Estrildidae,Manilapapageiamadine
9432,Erythrura hyperythra,"OR, AU",PASSERIFORMES,Estrildidae,Bambuspapageiamadine
9433,Erythrura psittacea,AU,PASSERIFORMES,Estrildidae,Rotkopf-Papageiamadine
9434,Erythrura pealii,PO,PASSERIFORMES,Estrildidae,Fidschipapageiamadine
9435,Erythrura regia,PO,PASSERIFORMES,Estrildidae,Königspapageiamadine
9436,Erythrura cyaneovirens,PO,PASSERIFORMES,Estrildidae,Samoapapageiamadine
9437,Erythrura kleinschmidti,PO,PASSERIFORMES,Estrildidae,Schwarzmasken-Papageiamadine
9438,Erythrura tricolor,AU,PASSERIFORMES,Estrildidae,Forbespapageiamadine
9439,Erythrura coloria,OR,PASSERIFORMES,Estrildidae,Buntkopf-Papageiamadine
9440,Erythrura papuana,AU,PASSERIFORMES,Estrildidae,Papuapapageiamadine
9441,Erythrura trichroa,AU,PASSERIFORMES,Estrildidae,Dreifarben-Papageiamadine
9442,Nesocharis shelleyi,AF,PASSERIFORMES,Estrildidae,Meisenastrild
9443,Nesocharis ansorgei,AF,PASSERIFORMES,Estrildidae,Halsbandastrild
9444,Coccopygia quartinia,AF,PASSERIFORMES,Estrildidae,Gelbbauchastrild
9445,Coccopygia bocagei,AF,PASSERIFORMES,Estrildidae,Angolagrünastrild
9446,Coccopygia melanotis,AF,PASSERIFORMES,Estrildidae,Kapgrünastrild
9447,Mandingoa nitidula,AF,PASSERIFORMES,Estrildidae,Tropfengrünastrild
9448,Cryptospiza shelleyi,AF,PASSERIFORMES,Estrildidae,Rotmantelastrild
9449,Cryptospiza jacksoni,AF,PASSERIFORMES,Estrildidae,Jacksonastrild
9450,Cryptospiza salvadorii,AF,PASSERIFORMES,Estrildidae,Salvadoriastrild
9451,Cryptospiza reichenovii,AF,PASSERIFORMES,Estrildidae,Reichenowastrild
9452,Parmoptila rubrifrons,AF,PASSERIFORMES,Estrildidae,Rotstirn-Ameisenpicker
9453,Parmoptila woodhousei,AF,PASSERIFORMES,Estrildidae,Woodhouse-Ameisenpicker
9454,Parmoptila jamesoni,AF,PASSERIFORMES,Estrildidae,Kongoameisenpicker
9455,Nigrita fusconotus,AF,PASSERIFORMES,Estrildidae,Mantelschwärzling
9456,Nigrita bicolor,AF,PASSERIFORMES,Estrildidae,Zweifarbenschwärzling
9457,Nigrita canicapillus,AF,PASSERIFORMES,Estrildidae,Graunackenschwärzling
9458,Nigrita luteifrons,AF,PASSERIFORMES,Estrildidae,Blassstirnschwärzling
9459,Delacourella capistrata,AF,PASSERIFORMES,Estrildidae,Weißwangenastrild
9460,Brunhilda charmosyna,AF,PASSERIFORMES,Estrildidae,Feenastrild
9461,Brunhilda erythronotos,AF,PASSERIFORMES,Estrildidae,Elfenastrild
9462,Glaucestrilda caerulescens,AF,PASSERIFORMES,Estrildidae,Lavendelastrild
9463,Glaucestrilda perreini,AF,PASSERIFORMES,Estrildidae,Schwarzschwanzastrild
9464,Glaucestrilda thomensis,AF,PASSERIFORMES,Estrildidae,Cinderellaastrild
9465,Estrilda nonnula,AF,PASSERIFORMES,Estrildidae,Schwarzscheitelastrild
9466,Estrilda atricapilla,AF,PASSERIFORMES,Estrildidae,Kappenastrild
9467,Estrilda kandti,AF,PASSERIFORMES,Estrildidae,Kandtastrild
9468,Estrilda melpoda,AF,PASSERIFORMES,Estrildidae,Orangewangenastrild
9469,Estrilda poliopareia,AF,PASSERIFORMES,Estrildidae,Anambraastrild
9470,Estrilda paludicola,AF,PASSERIFORMES,Estrildidae,Sumpfastrild
9471,Estrilda astrild,AF,PASSERIFORMES,Estrildidae,Wellenastrild
9472,Estrilda nigriloris,AF,PASSERIFORMES,Estrildidae,Schwarzzügelastrild
9473,Estrilda troglodytes,AF,PASSERIFORMES,Estrildidae,Grauastrild
9474,Estrilda rhodopyga,AF,PASSERIFORMES,Estrildidae,Zügelastrild
9475,Estrilda rufibarba,PAL,PASSERIFORMES,Estrildidae,Jemenastrild
9476,Ortygospiza atricollis,AF,PASSERIFORMES,Estrildidae,Wachtelastrild
9477,Paludipasser locustella,AF,PASSERIFORMES,Estrildidae,Heuschreckenastrild
9478,Amadina fasciata,AF,PASSERIFORMES,Estrildidae,Bandastrild
9479,Amadina erythrocephala,AF,PASSERIFORMES,Estrildidae,Rotkopfastrild
9480,Amandava formosa,OR,PASSERIFORMES,Estrildidae,Olivastrild
9481,Amandava subflava,"AF, PAL",PASSERIFORMES,Estrildidae,Goldbrustastrild
9482,Amandava amandava,OR,PASSERIFORMES,Estrildidae,Tüpfelastrild
9483,Granatina ianthinogaster,AF,PASSERIFORMES,Estrildidae,Veilchenastrild
9484,Granatina granatina,AF,PASSERIFORMES,Estrildidae,Granatastrild
9485,Uraeginthus angolensis,AF,PASSERIFORMES,Estrildidae,Blauastrild
9486,Uraeginthus bengalus,AF,PASSERIFORMES,Estrildidae,Schmetterlingsastrild
9487,Uraeginthus cyanocephalus,AF,PASSERIFORMES,Estrildidae,Blaukopfastrild
9488,Spermophaga poliogenys,AF,PASSERIFORMES,Estrildidae,Grantsamenknacker
9489,Spermophaga haematina,AF,PASSERIFORMES,Estrildidae,Rotbrust-Samenknacker
9490,Spermophaga ruficapilla,AF,PASSERIFORMES,Estrildidae,Rotkopf-Samenknacker
9491,Pyrenestes minor,AF,PASSERIFORMES,Estrildidae,Kleinastrild
9492,Pyrenestes sanguineus,AF,PASSERIFORMES,Estrildidae,Karmesinastrild
9493,Pyrenestes ostrinus,AF,PASSERIFORMES,Estrildidae,Purpurastrild
9494,Pytilia melba,AF,PASSERIFORMES,Estrildidae,Buntastrild
9495,Pytilia afra,AF,PASSERIFORMES,Estrildidae,Wienerastrild
9496,Pytilia phoenicoptera,AF,PASSERIFORMES,Estrildidae,Auroraastrild
9497,Pytilia lineata,AF,PASSERIFORMES,Estrildidae,Streifenastrild
9498,Pytilia hypogrammica,AF,PASSERIFORMES,Estrildidae,Rotmaskenastrild
9499,Euschistospiza dybowskii,AF,PASSERIFORMES,Estrildidae,Dybowskiastrild
9500,Euschistospiza cinereovinacea,AF,PASSERIFORMES,Estrildidae,Schieferastrild
9501,Hypargos niveoguttatus,AF,PASSERIFORMES,Estrildidae,Tropfenastrild
9502,Hypargos margaritatus,AF,PASSERIFORMES,Estrildidae,Perlastrild
9503,Clytospiza monteiri,AF,PASSERIFORMES,Estrildidae,Monteiroastrild
9504,Lagonosticta senegala,AF,PASSERIFORMES,Estrildidae,Senegalamarant
9505,Lagonosticta rubricata,AF,PASSERIFORMES,Estrildidae,Dunkelamarant
9506,Lagonosticta rhodopareia,AF,PASSERIFORMES,Estrildidae,Rosenamarant
9507,Lagonosticta virata,AF,PASSERIFORMES,Estrildidae,Maliamarant
9508,Lagonosticta sanguinodorsalis,AF,PASSERIFORMES,Estrildidae,Felsenamarant
9509,Lagonosticta umbrinodorsalis,AF,PASSERIFORMES,Estrildidae,Tschadamarant
9510,Lagonosticta rara,AF,PASSERIFORMES,Estrildidae,Schwarzbauchamarant
9511,Lagonosticta rufopicta,AF,PASSERIFORMES,Estrildidae,Pünktchenamarant
9512,Lagonosticta nitidula,AF,PASSERIFORMES,Estrildidae,Braunbürzelamarant
9513,Lagonosticta larvata,AF,PASSERIFORMES,Estrildidae,Larvenamarant
9514,Vidua chalybeata,AF,PASSERIFORMES,Viduidae,Rotfußwitwe
9515,Vidua purpurascens,AF,PASSERIFORMES,Viduidae,Purpurwitwe
9516,Vidua raricola,AF,PASSERIFORMES,Viduidae,Jambanduwitwe
9517,Vidua larvaticola,AF,PASSERIFORMES,Viduidae,Barkawitwe
9518,Vidua funerea,AF,PASSERIFORMES,Viduidae,Trauerwitwe
9519,Vidua codringtoni,AF,PASSERIFORMES,Viduidae,Sambesiwitwe
9520,Vidua wilsoni,AF,PASSERIFORMES,Viduidae,Wilsonwitwe
9521,Vidua nigeriae,AF,PASSERIFORMES,Viduidae,Grünschwanzwitwe
9522,Vidua maryae,AF,PASSERIFORMES,Viduidae,Jos-Plateau-Witwe
9523,Vidua camerunensis,AF,PASSERIFORMES,Viduidae,Kamerunwitwe
9524,Vidua macroura,AF,PASSERIFORMES,Viduidae,Dominikanerwitwe
9525,Vidua hypocherina,AF,PASSERIFORMES,Viduidae,Glanzwitwe
9526,Vidua fischeri,AF,PASSERIFORMES,Viduidae,Strohwitwe
9527,Vidua regia,AF,PASSERIFORMES,Viduidae,Königswitwe
9528,Vidua paradisaea,AF,PASSERIFORMES,Viduidae,Schmalschwanzwitwe
9529,Vidua orientalis,AF,PASSERIFORMES,Viduidae,Senegalwitwe
9530,Vidua interjecta,AF,PASSERIFORMES,Viduidae,Langschwanzwitwe
9531,Vidua togoensis,AF,PASSERIFORMES,Viduidae,Togowitwe
9532,Vidua obtusa,AF,PASSERIFORMES,Viduidae,Breitschwanzwitwe
9533,Anomalospiza imberbis,AF,PASSERIFORMES,Viduidae,Kuckuckswitwe
9534,Peucedramus taeniatus,"NA, MA",PASSERIFORMES,Peucedramidae,Trugwaldsänger
9535,Prunella collaris,PAL,PASSERIFORMES,Prunellidae,Alpenbraunelle
9536,Prunella himalayana,PAL,PASSERIFORMES,Prunellidae,Himalajabraunelle
9537,Prunella rubeculoides,OR,PASSERIFORMES,Prunellidae,Rostbrustbraunelle
9538,Prunella strophiata,OR,PASSERIFORMES,Prunellidae,Strichelbraunelle
9539,Prunella montanella,PAL,PASSERIFORMES,Prunellidae,Bergbraunelle
9540,Prunella fulvescens,PAL,PASSERIFORMES,Prunellidae,Fahlbraunelle
9541,Prunella ocularis,PAL,PASSERIFORMES,Prunellidae,Steinbraunelle
9542,Prunella atrogularis,PAL,PASSERIFORMES,Prunellidae,Schwarzkehlbraunelle
9543,Prunella koslowi,PAL,PASSERIFORMES,Prunellidae,Steppenbraunelle
9544,Prunella modularis,PAL,PASSERIFORMES,Prunellidae,Heckenbraunelle
9545,Prunella rubida,PAL,PASSERIFORMES,Prunellidae,Rötelbraunelle
9546,Prunella immaculata,OR,PASSERIFORMES,Prunellidae,Waldbraunelle
9547,Dendronanthus indicus,PAL,PASSERIFORMES,Motacillidae,Baumstelze
9548,Motacilla flava,PAL,PASSERIFORMES,Motacillidae,Schafstelze
9549,Motacilla tschutschensis,"PAL, NA",PASSERIFORMES,Motacillidae,Tschuktschenstelze
9550,Motacilla citreola,PAL,PASSERIFORMES,Motacillidae,Zitronenstelze
9551,Motacilla capensis,AF,PASSERIFORMES,Motacillidae,Kapstelze
9552,Motacilla flaviventris,AF,PASSERIFORMES,Motacillidae,Madagaskarstelze
9553,Motacilla bocagii,AF,PASSERIFORMES,Motacillidae,Stummelschwanzstelze
9554,Motacilla cinerea,"PAL, OR",PASSERIFORMES,Motacillidae,Gebirgsstelze
9555,Motacilla clara,AF,PASSERIFORMES,Motacillidae,Langschwanzstelze
9556,Motacilla alba,PAL,PASSERIFORMES,Motacillidae,Bachstelze
9557,Motacilla aguimp,AF,PASSERIFORMES,Motacillidae,Witwenstelze
9558,Motacilla samveasnae,OR,PASSERIFORMES,Motacillidae,Mekongstelze
9559,Motacilla grandis,PAL,PASSERIFORMES,Motacillidae,Japanstelze
9560,Motacilla maderaspatensis,OR,PASSERIFORMES,Motacillidae,Weißbrauenstelze
9561,Tmetothylacus tenellus,AF,PASSERIFORMES,Motacillidae,Goldpieper
