,IOC,Breeding Range,Order,Family,Dutch
5978,Malaconotus alius,AF,PASSERIFORMES,Malaconotidae,Uluguruklauwier
5979,Chlorophoneus kupeensis,AF,PASSERIFORMES,Malaconotidae,Serles Bosklauwier
5980,Chlorophoneus multicolor,AF,PASSERIFORMES,Malaconotidae,Veelkleurige Bosklauwier
5981,Chlorophoneus nigrifrons,AF,PASSERIFORMES,Malaconotidae,Reichenows Bosklauwier
5982,Chlorophoneus olivaceus,AF,PASSERIFORMES,Malaconotidae,Olijfgroene Bosklauwier
5983,Chlorophoneus bocagei,AF,PASSERIFORMES,Malaconotidae,Grijze Bosklauwier
5984,Chlorophoneus sulfureopectus,AF,PASSERIFORMES,Malaconotidae,Oranje Bosklauwier
5985,Telophorus viridis,AF,PASSERIFORMES,Malaconotidae,Bonte Bosklauwier
5986,Telophorus dohertyi,AF,PASSERIFORMES,Malaconotidae,Doherty's Bosklauwier
5987,Telophorus zeylonus,AF,PASSERIFORMES,Malaconotidae,Bokmakierieklauwier
5988,Telophorus cruentus,AF,PASSERIFORMES,Malaconotidae,Roodbuikklauwier
5989,Bocagia minuta,AF,PASSERIFORMES,Malaconotidae,Kleine Tsjagra
5990,Tchagra australis,AF,PASSERIFORMES,Malaconotidae,Bruinkoptsjagra
5991,Tchagra jamesi,AF,PASSERIFORMES,Malaconotidae,Somalische Tsjagra
5992,Tchagra tchagra,AF,PASSERIFORMES,Malaconotidae,Kaapse Tsjagra
5993,Tchagra senegalus,AF,PASSERIFORMES,Malaconotidae,Zwartkruintsjagra
5994,Dryoscopus sabini,AF,PASSERIFORMES,Malaconotidae,Sabines Poederdonsklauwier
5995,Dryoscopus angolensis,AF,PASSERIFORMES,Malaconotidae,Gabonpoederdonsklauwier
5996,Dryoscopus senegalensis,AF,PASSERIFORMES,Malaconotidae,Bospoederdonsklauwier
5997,Dryoscopus cubla,AF,PASSERIFORMES,Malaconotidae,Poederdonsklauwier
5998,Dryoscopus gambensis,AF,PASSERIFORMES,Malaconotidae,Gambiapoederdonsklauwier
5999,Dryoscopus pringlii,AF,PASSERIFORMES,Malaconotidae,Dwergpoederdonsklauwier
6000,Laniarius leucorhynchus,AF,PASSERIFORMES,Malaconotidae,Zwarte Fiskaal
6001,Laniarius poensis,AF,PASSERIFORMES,Malaconotidae,Bergfiskaal
6002,Laniarius holomelas,AF,PASSERIFORMES,Malaconotidae,Albertinebergfiskaal
6003,Laniarius willardi,AF,PASSERIFORMES,Malaconotidae,Willards Fiskaal
6004,Laniarius fuelleborni,AF,PASSERIFORMES,Malaconotidae,Fülleborns Fiskaal
6005,Laniarius funebris,AF,PASSERIFORMES,Malaconotidae,Leikleurige Fiskaal
6006,Laniarius luehderi,AF,PASSERIFORMES,Malaconotidae,Lühders Fiskaal
6007,Laniarius brauni,AF,PASSERIFORMES,Malaconotidae,Angolese Fiskaal
6008,Laniarius amboimensis,AF,PASSERIFORMES,Malaconotidae,Gabelafiskaal
6009,Laniarius ruficeps,AF,PASSERIFORMES,Malaconotidae,Roodkruinfiskaal
6010,Laniarius nigerrimus,AF,PASSERIFORMES,Malaconotidae,Erlangers Fiskaal
6011,Laniarius aethiopicus,AF,PASSERIFORMES,Malaconotidae,Ethiopische Fiskaal
6012,Laniarius major,AF,PASSERIFORMES,Malaconotidae,Tropische Fiskaal
6013,Laniarius sublacteus,AF,PASSERIFORMES,Malaconotidae,Cassins Fiskaal
6014,Laniarius ferrugineus,AF,PASSERIFORMES,Malaconotidae,Waterfiskaal
6015,Laniarius bicolor,AF,PASSERIFORMES,Malaconotidae,Moerasfiskaal
6016,Laniarius turatii,AF,PASSERIFORMES,Malaconotidae,Turati's Fiskaal
6017,Laniarius barbarus,AF,PASSERIFORMES,Malaconotidae,Goudkapfiskaal
6018,Laniarius mufumbiri,AF,PASSERIFORMES,Malaconotidae,Papyrusfiskaal
6019,Laniarius erythrogaster,AF,PASSERIFORMES,Malaconotidae,Zwartkopfiskaal
6020,Laniarius atrococcineus,AF,PASSERIFORMES,Malaconotidae,Burchells Fiskaal
6021,Laniarius atroflavus,AF,PASSERIFORMES,Malaconotidae,Zwart-gele Fiskaal
6022,Nilaus afer,AF,PASSERIFORMES,Malaconotidae,Broebroe
6023,Machaerirhynchus flaviventer,AU,PASSERIFORMES,Machaerirhynchidae,Geelborstbootsnavel
6024,Machaerirhynchus nigripectus,AU,PASSERIFORMES,Machaerirhynchidae,Zwartborstbootsnavel
6025,Calicalicus madagascariensis,AF,PASSERIFORMES,Vangidae,Roodstaartvanga
6026,Calicalicus rufocarpalis,AF,PASSERIFORMES,Vangidae,Roodschoudervanga
6027,Vanga curvirostris,AF,PASSERIFORMES,Vangidae,Haaksnavelvanga
6028,Oriolia bernieri,AF,PASSERIFORMES,Vangidae,Zwarte Vanga
6029,Xenopirostris xenopirostris,AF,PASSERIFORMES,Vangidae,Lafresnayes Vanga
6030,Xenopirostris damii,AF,PASSERIFORMES,Vangidae,Van Dams Vanga
6031,Xenopirostris polleni,AF,PASSERIFORMES,Vangidae,Pollens Vanga
6032,Falculea palliata,AF,PASSERIFORMES,Vangidae,Sikkelvanga
6033,Artamella viridis,AF,PASSERIFORMES,Vangidae,Witkopvanga
6034,Leptopterus chabert,AF,PASSERIFORMES,Vangidae,Brilvanga
6035,Cyanolanius comorensis,AF,PASSERIFORMES,Vangidae,Comorese Blauwe Vanga
6036,Cyanolanius madagascarinus,AF,PASSERIFORMES,Vangidae,Malagassische Blauwe Vanga
6037,Schetba rufa,AF,PASSERIFORMES,Vangidae,Rosse Vanga
6038,Euryceros prevostii,AF,PASSERIFORMES,Vangidae,Helmvanga
6039,Tylas eduardi,AF,PASSERIFORMES,Vangidae,Kinkimavo
6040,Hypositta corallirostris,AF,PASSERIFORMES,Vangidae,Boomklevervanga
6041,Newtonia amphichroa,AF,PASSERIFORMES,Vangidae,Groene Newtonia
6042,Newtonia brunneicauda,AF,PASSERIFORMES,Vangidae,Roodbuiknewtonia
6043,Newtonia archboldi,AF,PASSERIFORMES,Vangidae,Archbolds Newtonia
6044,Newtonia fanovanae,AF,PASSERIFORMES,Vangidae,Fanovananewtonia
6045,Pseudobias wardi,AF,PASSERIFORMES,Vangidae,Wards Vliegenvanger
6046,Mystacornis crossleyi,AF,PASSERIFORMES,Vangidae,Crossleys Vanga
6047,Prionops plumatus,AF,PASSERIFORMES,Vangidae,Helmklauwier
6048,Prionops poliolophus,AF,PASSERIFORMES,Vangidae,Grijskuifklauwier
6049,Prionops alberti,AF,PASSERIFORMES,Vangidae,Geelkuifklauwier
6050,Prionops caniceps,AF,PASSERIFORMES,Vangidae,Roodsnavelklauwier
6051,Prionops rufiventris,AF,PASSERIFORMES,Vangidae,Roestbuikklauwier
6052,Prionops retzii,AF,PASSERIFORMES,Vangidae,Retz' Klauwier
6053,Prionops gabela,AF,PASSERIFORMES,Vangidae,Gabelaklauwier
6054,Prionops scopifrons,AF,PASSERIFORMES,Vangidae,Stekelkopklauwier
6055,Hemipus picatus,OR,PASSERIFORMES,Vangidae,Bonte Dwergtriller
6056,Hemipus hirundinaceus,OR,PASSERIFORMES,Vangidae,Zwartvleugeldwergtriller
6057,Tephrodornis virgatus,OR,PASSERIFORMES,Vangidae,Grote Rupsklauwier
6058,Tephrodornis sylvicola,OR,PASSERIFORMES,Vangidae,Malabarrupsklauwier
6059,Tephrodornis pondicerianus,OR,PASSERIFORMES,Vangidae,Kleine Rupsklauwier
6060,Tephrodornis affinis,OR,PASSERIFORMES,Vangidae,Ceylonrupsklauwier
6061,Philentoma pyrhoptera,OR,PASSERIFORMES,Vangidae,Vuurvleugelphilentoma
6062,Philentoma velata,OR,PASSERIFORMES,Vangidae,Roodborstphilentoma
6063,Megabyas flammulatus,AF,PASSERIFORMES,Vangidae,Afrikaanse Klauwiervliegenvanger
6064,Bias musicus,AF,PASSERIFORMES,Vangidae,Zwart-witte Klauwiervliegenvanger
6065,Pityriasis gymnocephala,OR,PASSERIFORMES,Pityriasidae,Borneoborstelkop
6066,Artamus fuscus,OR,PASSERIFORMES,Artamidae,Grijze Spitsvogel
6067,Artamus leucorynchus,"AU, OR",PASSERIFORMES,Artamidae,Witborstspitsvogel
6068,Artamus mentalis,PO,PASSERIFORMES,Artamidae,Fijispitsvogel
6069,Artamus monachus,AU,PASSERIFORMES,Artamidae,Witrugspitsvogel
6070,Artamus maximus,AU,PASSERIFORMES,Artamidae,Grote Spitsvogel
6071,Artamus insignis,AU,PASSERIFORMES,Artamidae,Bismarckspitsvogel
6072,Artamus personatus,AU,PASSERIFORMES,Artamidae,Maskerspitsvogel
6073,Artamus superciliosus,AU,PASSERIFORMES,Artamidae,Wenkbrauwspitsvogel
6074,Artamus cinereus,AU,PASSERIFORMES,Artamidae,Zwartteugelspitsvogel
6075,Artamus cyanopterus,AU,PASSERIFORMES,Artamidae,Blauwvleugelspitsvogel
6076,Artamus minor,AU,PASSERIFORMES,Artamidae,Roetspitsvogel
6077,Peltops blainvillii,AU,PASSERIFORMES,Artamidae,Bospeltops
6078,Peltops montanus,AU,PASSERIFORMES,Artamidae,Bergpeltops
6079,Melloria quoyi,AU,PASSERIFORMES,Artamidae,Zwarte Orgelvogel
6080,Gymnorhina tibicen,AU,PASSERIFORMES,Artamidae,Zwartrugfluitvogel
6081,Cracticus torquatus,AU,PASSERIFORMES,Artamidae,Grijsrugorgelvogel
6082,Cracticus argenteus,AU,PASSERIFORMES,Artamidae,Zilverrugorgelvogel
6083,Cracticus mentalis,AU,PASSERIFORMES,Artamidae,Zwartrugorgelvogel
6084,Cracticus nigrogularis,AU,PASSERIFORMES,Artamidae,Zwartkeelorgelvogel
6085,Cracticus cassicus,AU,PASSERIFORMES,Artamidae,Papoeaorgelvogel
6086,Cracticus louisiadensis,AU,PASSERIFORMES,Artamidae,Tagulaorgelvogel
6087,Strepera graculina,AU,PASSERIFORMES,Artamidae,Bonte Klauwierkraai
6088,Strepera fuliginosa,AU,PASSERIFORMES,Artamidae,Zwarte Klauwierkraai
6089,Strepera versicolor,AU,PASSERIFORMES,Artamidae,Grijze Klauwierkraai
6090,Rhagologus leucostigma,AU,PASSERIFORMES,Rhagologidae,Geschubde Dikkop
6091,Aegithina tiphia,OR,PASSERIFORMES,Aegithinidae,Gewone Iora
6092,Aegithina nigrolutea,OR,PASSERIFORMES,Aegithinidae,Zwartkapiora
6093,Aegithina viridissima,OR,PASSERIFORMES,Aegithinidae,Groene Iora
6094,Aegithina lafresnayei,OR,PASSERIFORMES,Aegithinidae,Grote Iora
6095,Pericrocotus erythropygius,OR,PASSERIFORMES,Campephagidae,Witbuikmenievogel
6096,Pericrocotus albifrons,OR,PASSERIFORMES,Campephagidae,Jerdons Menievogel
6097,Pericrocotus igneus,OR,PASSERIFORMES,Campephagidae,Soendamenievogel
6098,Pericrocotus cinnamomeus,OR,PASSERIFORMES,Campephagidae,Kleine Menievogel
6099,Pericrocotus solaris,OR,PASSERIFORMES,Campephagidae,Grijskeelmenievogel
6100,Pericrocotus miniatus,OR,PASSERIFORMES,Campephagidae,Bergmenievogel
6101,Pericrocotus brevirostris,OR,PASSERIFORMES,Campephagidae,Kortsnavelmenievogel
6102,Pericrocotus lansbergei,AU,PASSERIFORMES,Campephagidae,Floresmenievogel
6103,Pericrocotus ethologus,OR,PASSERIFORMES,Campephagidae,Langstaartmenievogel
6104,Pericrocotus flammeus,OR,PASSERIFORMES,Campephagidae,Oranje Menievogel
6105,Pericrocotus speciosus,OR,PASSERIFORMES,Campephagidae,Scharlaken Menievogel
6106,Pericrocotus divaricatus,PAL,PASSERIFORMES,Campephagidae,Grijze Menievogel
6107,Pericrocotus tegimae,PAL,PASSERIFORMES,Campephagidae,Ryukyumenievogel
6108,Pericrocotus cantonensis,PAL,PASSERIFORMES,Campephagidae,Swinhoes Menievogel
6109,Pericrocotus roseus,OR,PASSERIFORMES,Campephagidae,Roze Menievogel
6110,Ceblepyris cinereus,AF,PASSERIFORMES,Campephagidae,Madagaskarrupsvogel
6111,Ceblepyris cucullatus,AF,PASSERIFORMES,Campephagidae,Comorenrupsvogel
6112,Ceblepyris graueri,AF,PASSERIFORMES,Campephagidae,Grauers Rupsvogel
6113,Ceblepyris pectoralis,AF,PASSERIFORMES,Campephagidae,Witborstrupsvogel
6114,Ceblepyris caesius,AF,PASSERIFORMES,Campephagidae,Bosrupsvogel
6115,Coracina caeruleogrisea,AU,PASSERIFORMES,Campephagidae,Dikbekrupsvogel
6116,Coracina longicauda,AU,PASSERIFORMES,Campephagidae,Langstaartrupsvogel
6117,Coracina temminckii,AU,PASSERIFORMES,Campephagidae,Donkerblauwe Rupsvogel
6118,Coracina bicolor,AU,PASSERIFORMES,Campephagidae,Bonte Rupsvogel
6119,Coracina maxima,AU,PASSERIFORMES,Campephagidae,Grondrupsvogel
6120,Coracina lineata,AU,PASSERIFORMES,Campephagidae,Geeloogrupsvogel
6121,Coracina novaehollandiae,AU,PASSERIFORMES,Campephagidae,Australische Rupsvogel
6122,Coracina boyeri,AU,PASSERIFORMES,Campephagidae,Witteugelrupsvogel
6123,Coracina fortis,AU,PASSERIFORMES,Campephagidae,Bururupsvogel
6124,Coracina personata,AU,PASSERIFORMES,Campephagidae,Wallacearupsvogel
6125,Coracina welchmani,AU,PASSERIFORMES,Campephagidae,Noord-Melanesische Rupsvogel
6126,Coracina caledonica,AU,PASSERIFORMES,Campephagidae,Zuid-Melanesische Rupsvogel
6127,Coracina striata,OR,PASSERIFORMES,Campephagidae,Gebandeerde Rupsvogel
6128,Coracina javensis,OR,PASSERIFORMES,Campephagidae,Javaanse Rupsvogel
6129,Coracina macei,OR,PASSERIFORMES,Campephagidae,Grote Rupsvogel
6130,Coracina dobsoni,OR,PASSERIFORMES,Campephagidae,Andamanenrupsvogel
6131,Coracina schistacea,AU,PASSERIFORMES,Campephagidae,Pelengrupsvogel
6132,Coracina leucopygia,AU,PASSERIFORMES,Campephagidae,Witstuitrupsvogel
6133,Coracina larvata,OR,PASSERIFORMES,Campephagidae,Zwartmaskerrupsvogel
6134,Coracina papuensis,AU,PASSERIFORMES,Campephagidae,Papoearupsvogel
6135,Coracina ingens,AU,PASSERIFORMES,Campephagidae,Manusrupsvogel
6136,Coracina atriceps,AU,PASSERIFORMES,Campephagidae,Molukse Rupsvogel
6137,Campephaga flava,AF,PASSERIFORMES,Campephagidae,Kaapse Rupsvogel
6138,Campephaga phoenicea,AF,PASSERIFORMES,Campephagidae,Roodschouderrupsvogel
6139,Campephaga petiti,AF,PASSERIFORMES,Campephagidae,Congolese Rupsvogel
6140,Campephaga quiscalina,AF,PASSERIFORMES,Campephagidae,Purperrupsvogel
6141,Lobotos lobatus,AF,PASSERIFORMES,Campephagidae,Lelrupsvogel
6142,Lobotos oriolinus,AF,PASSERIFORMES,Campephagidae,Gabonrupsvogel
6143,Campochaera sloetii,AU,PASSERIFORMES,Campephagidae,Gouden Rupsvogel
6144,Malindangia mcgregori,OR,PASSERIFORMES,Campephagidae,Pijlstaartrupsvogel
6145,Edolisoma anale,AU,PASSERIFORMES,Campephagidae,Roodstuitrupsvogel
6146,Edolisoma ostentum,OR,PASSERIFORMES,Campephagidae,Witvleugelrupsvogel
6147,Edolisoma coerulescens,OR,PASSERIFORMES,Campephagidae,Luzonrupsvogel
6148,Edolisoma montanum,AU,PASSERIFORMES,Campephagidae,Bergrupsvogel
6149,Edolisoma dohertyi,AU,PASSERIFORMES,Campephagidae,Soembarupsvogel
6150,Edolisoma dispar,AU,PASSERIFORMES,Campephagidae,Kairupsvogel
6151,Edolisoma schisticeps,AU,PASSERIFORMES,Campephagidae,Grays Rupsvogel
6152,Edolisoma ceramense,AU,PASSERIFORMES,Campephagidae,Vale Rupsvogel
6153,Edolisoma mindanense,OR,PASSERIFORMES,Campephagidae,Filipijnse Rupsvogel
6154,Edolisoma salomonis,AU,PASSERIFORMES,Campephagidae,Salomonsrupsvogel
6155,Edolisoma holopolium,AU,PASSERIFORMES,Campephagidae,Zwartbuikrupsvogel
6156,Edolisoma morio,AU,PASSERIFORMES,Campephagidae,Müllers Rupsvogel
6157,Edolisoma incertum,AU,PASSERIFORMES,Campephagidae,Nieuw-Guinese Rupsvogel
6158,Edolisoma remotum,AU,PASSERIFORMES,Campephagidae,Grijskaprupsvogel
6159,Edolisoma sula,AU,PASSERIFORMES,Campephagidae,Sularupsvogel
6160,Edolisoma tenuirostre,AU,PASSERIFORMES,Campephagidae,Monniksrupsvogel
6161,Edolisoma admiralitatis,AU,PASSERIFORMES,Campephagidae,Admiraliteitsrupsvogel
6162,Edolisoma monacha,PO,PASSERIFORMES,Campephagidae,Palaurupsvogel
6163,Edolisoma nesiotis,PO,PASSERIFORMES,Campephagidae,Yaprupsvogel
6164,Edolisoma insperatum,PO,PASSERIFORMES,Campephagidae,Ponapérupsvogel
6165,Edolisoma melas,AU,PASSERIFORMES,Campephagidae,Zwarte Rupsvogel
6166,Edolisoma parvulum,AU,PASSERIFORMES,Campephagidae,Halmaherarupsvogel
6167,Celebesica abbotti,AU,PASSERIFORMES,Campephagidae,Abbotts Rupsvogel
6168,Cyanograucalus azureus,AF,PASSERIFORMES,Campephagidae,Blauwe Rupsvogel
6169,Lalage maculosa,"AU, PO",PASSERIFORMES,Campephagidae,Gevlekte Triller
6170,Lalage sharpei,PO,PASSERIFORMES,Campephagidae,Samoatriller
6171,Lalage sueurii,"OR, AU",PASSERIFORMES,Campephagidae,Witvleugeltriller
6172,Lalage leucopyga,AU,PASSERIFORMES,Campephagidae,Langstaarttriller
6173,Lalage tricolor,AU,PASSERIFORMES,Campephagidae,Grijsstuittriller
6174,Lalage aurea,AU,PASSERIFORMES,Campephagidae,Roodbuiktriller
6175,Lalage atrovirens,AU,PASSERIFORMES,Campephagidae,Zwartbrauwtriller
6176,Lalage leucoptera,AU,PASSERIFORMES,Campephagidae,Biaktriller
6177,Lalage moesta,AU,PASSERIFORMES,Campephagidae,Tanimbartriller
6178,Lalage leucomela,AU,PASSERIFORMES,Campephagidae,Witbrauwtriller
6179,Lalage conjuncta,AU,PASSERIFORMES,Campephagidae,Sint-Matthiastriller
6180,Lalage melanoleuca,OR,PASSERIFORMES,Campephagidae,Filipijnse Triller
6181,Lalage nigra,OR,PASSERIFORMES,Campephagidae,Bonte Triller
6182,Lalage leucopygialis,AU,PASSERIFORMES,Campephagidae,Witstuittriller
6183,Lalage melaschistos,OR,PASSERIFORMES,Campephagidae,Rouwrupsvogel
6184,Lalage melanoptera,OR,PASSERIFORMES,Campephagidae,Zwartkoprupsvogel
6185,Lalage polioptera,OR,PASSERIFORMES,Campephagidae,Indochinese Rupsvogel
6186,Lalage fimbriata,OR,PASSERIFORMES,Campephagidae,Dwergrupsvogel
6187,Lalage typica,IO,PASSERIFORMES,Campephagidae,Mauritiusrupsvogel
6188,Lalage newtoni,IO,PASSERIFORMES,Campephagidae,Réunionrupsvogel
6189,Mohoua ochrocephala,AU,PASSERIFORMES,Mohouidae,Mohoua
6190,Mohoua albicilla,AU,PASSERIFORMES,Mohouidae,Witkopmohoua
6191,Mohoua novaeseelandiae,AU,PASSERIFORMES,Mohouidae,Finschia
6192,Daphoenositta chrysoptera,AU,PASSERIFORMES,Neosittidae,Australische Boomloper
6193,Daphoenositta papuensis,AU,PASSERIFORMES,Neosittidae,Papoeaboomloper
6194,Daphoenositta miranda,AU,PASSERIFORMES,Neosittidae,Zwart-roze Boomloper
6195,Eulacestoma nigropectus,AU,PASSERIFORMES,Eulacestomatidae,Leldikkop
6196,Aleadryas rufinucha,AU,PASSERIFORMES,Oreoicidae,Roodnekoreoica
6197,Ornorectes cristatus,AU,PASSERIFORMES,Oreoicidae,Fluitoreoica
6198,Oreoica gutturalis,AU,PASSERIFORMES,Oreoicidae,Kuiforeoica
6199,Falcunculus whitei,AU,PASSERIFORMES,Falcunculidae,Noordelijke Harlekijndikkop
6200,Falcunculus leucogaster,AU,PASSERIFORMES,Falcunculidae,Westelijke Harlekijndikkop
6201,Falcunculus frontatus,AU,PASSERIFORMES,Falcunculidae,Oostelijke Harlekijndikkop
6202,Coracornis raveni,AU,PASSERIFORMES,Pachycephalidae,Roodrugfluiter
6203,Coracornis sanghirensis,AU,PASSERIFORMES,Pachycephalidae,Sangirfluiter
6204,Melanorectes nigrescens,AU,PASSERIFORMES,Pachycephalidae,Zwarte Pitohui
6205,Pachycephala olivacea,AU,PASSERIFORMES,Pachycephalidae,Bruine Fluiter
6206,Pachycephala rufogularis,AU,PASSERIFORMES,Pachycephalidae,Roodteugelfluiter
6207,Pachycephala inornata,AU,PASSERIFORMES,Pachycephalidae,Zwartteugelfluiter
6208,Pachycephala cinerea,OR,PASSERIFORMES,Pachycephalidae,Mangrovefluiter
6209,Pachycephala albiventris,OR,PASSERIFORMES,Pachycephalidae,Groenrugfluiter
6210,Pachycephala homeyeri,OR,PASSERIFORMES,Pachycephalidae,Bruinborstfluiter
6211,Pachycephala phaionota,AU,PASSERIFORMES,Pachycephalidae,Eilandfluiter
6212,Pachycephala melanorhyncha,AU,PASSERIFORMES,Pachycephalidae,Biakfluiter
6213,Pachycephala hyperythra,AU,PASSERIFORMES,Pachycephalidae,Roodbuikfluiter
6214,Pachycephala modesta,AU,PASSERIFORMES,Pachycephalidae,Bruinrugfluiter
6215,Pachycephala philippinensis,OR,PASSERIFORMES,Pachycephalidae,Filipijnse Fluiter
6216,Pachycephala sulfuriventer,AU,PASSERIFORMES,Pachycephalidae,Zwavelbuikfluiter
6217,Pachycephala hypoxantha,OR,PASSERIFORMES,Pachycephalidae,Borneofluiter
6218,Pachycephala meyeri,AU,PASSERIFORMES,Pachycephalidae,Vogelkopfluiter
6219,Pachycephala simplex,AU,PASSERIFORMES,Pachycephalidae,Grauwe Fluiter
6220,Pachycephala orpheus,AU,PASSERIFORMES,Pachycephalidae,Orpheusfluiter
6221,Pachycephala soror,AU,PASSERIFORMES,Pachycephalidae,Sclaters Fluiter
6222,Pachycephala fulvotincta,"OR, AU",PASSERIFORMES,Pachycephalidae,Roestborstfluiter
6223,Pachycephala macrorhyncha,AU,PASSERIFORMES,Pachycephalidae,Geelkeelfluiter
6224,Pachycephala balim,AU,PASSERIFORMES,Pachycephalidae,Baliemfluiter
6225,Pachycephala mentalis,AU,PASSERIFORMES,Pachycephalidae,Zwartkinfluiter
6226,Pachycephala pectoralis,AU,PASSERIFORMES,Pachycephalidae,Gouden Fluiter
6227,Pachycephala fuliginosa,AU,PASSERIFORMES,Pachycephalidae,Westelijke Fluiter
6228,Pachycephala citreogaster,AU,PASSERIFORMES,Pachycephalidae,Bismarckfluiter
6229,Pachycephala orioloides,AU,PASSERIFORMES,Pachycephalidae,Wielewaalfluiter
6230,Pachycephala collaris,AU,PASSERIFORMES,Pachycephalidae,Louisiadenfluiter
6231,Pachycephala feminina,AU,PASSERIFORMES,Pachycephalidae,Rennellfluiter
6232,Pachycephala chlorura,AU,PASSERIFORMES,Pachycephalidae,Melanesische Fluiter
6233,Pachycephala caledonica,AU,PASSERIFORMES,Pachycephalidae,Nieuw-Caledonische Fluiter
6234,Pachycephala vitiensis,PO,PASSERIFORMES,Pachycephalidae,Fijifluiter
6235,Pachycephala vanikorensis,AU,PASSERIFORMES,Pachycephalidae,Santa-Cruzfluiter
6236,Pachycephala jacquinoti,PO,PASSERIFORMES,Pachycephalidae,Tongafluiter
6237,Pachycephala melanura,AU,PASSERIFORMES,Pachycephalidae,Zwartstaartfluiter
6238,Pachycephala flavifrons,PO,PASSERIFORMES,Pachycephalidae,Diadeemfluiter
6239,Pachycephala implicata,AU,PASSERIFORMES,Pachycephalidae,Guadalcanalfluiter
6240,Pachycephala richardsi,AU,PASSERIFORMES,Pachycephalidae,Bougainvillefluiter
6241,Pachycephala nudigula,AU,PASSERIFORMES,Pachycephalidae,Naaktkeelfluiter
6242,Pachycephala lorentzi,AU,PASSERIFORMES,Pachycephalidae,Lorentz' Fluiter
6243,Pachycephala schlegelii,AU,PASSERIFORMES,Pachycephalidae,Schlegels Fluiter
6244,Pachycephala aurea,AU,PASSERIFORMES,Pachycephalidae,Geelrugfluiter
6245,Pachycephala rufiventris,AU,PASSERIFORMES,Pachycephalidae,Grijsrugfluiter
6246,Pachycephala monacha,AU,PASSERIFORMES,Pachycephalidae,Monniksfluiter
6247,Pachycephala leucogastra,AU,PASSERIFORMES,Pachycephalidae,Witbuikfluiter
6248,Pachycephala arctitorquis,AU,PASSERIFORMES,Pachycephalidae,Withalsfluiter
6249,Pachycephala griseonota,AU,PASSERIFORMES,Pachycephalidae,Molukse Fluiter
6250,Pachycephala johni,AU,PASSERIFORMES,Pachycephalidae,Kaneelborstfluiter
6251,Pachycephala lanioides,AU,PASSERIFORMES,Pachycephalidae,Krabbenfluiter
6252,Pachycephala tenebrosa,PO,PASSERIFORMES,Pachycephalidae,Palaupitohui
6253,Pseudorectes incertus,AU,PASSERIFORMES,Pachycephalidae,Vlekborstpitohui
6254,Pseudorectes ferrugineus,AU,PASSERIFORMES,Pachycephalidae,Roestpitohui
6255,Colluricincla boweri,AU,PASSERIFORMES,Pachycephalidae,Grijsruglijsterdikkop
6256,Colluricincla tenebrosa,AU,PASSERIFORMES,Pachycephalidae,Roetbruine Lijsterdikkop
6257,Colluricincla megarhyncha,AU,PASSERIFORMES,Pachycephalidae,Arafuralijsterdikkop
6258,Colluricincla fortis,AU,PASSERIFORMES,Pachycephalidae,Oost-Nieuw-Guinese Lijsterdikkop
6259,Colluricincla affinis,AU,PASSERIFORMES,Pachycephalidae,Waigeolijsterdikkop
6260,Colluricincla obscura,AU,PASSERIFORMES,Pachycephalidae,Mamberamolijsterdikkop
6261,Colluricincla discolor,AU,PASSERIFORMES,Pachycephalidae,Tagulalijsterdikkop
6262,Colluricincla tappenbecki,AU,PASSERIFORMES,Pachycephalidae,Sepik-Ramulijsterdikkop
6263,Colluricincla rufogaster,AU,PASSERIFORMES,Pachycephalidae,Rosse Lijsterdikkop
6264,Colluricincla harmonica,AU,PASSERIFORMES,Pachycephalidae,Grijze Lijsterdikkop
6265,Colluricincla woodwardi,AU,PASSERIFORMES,Pachycephalidae,Rotslijsterdikkop
6266,Pteruthius xanthochlorus,OR,PASSERIFORMES,Vireonidae,Groene Briltimalia
6267,Pteruthius melanotis,OR,PASSERIFORMES,Vireonidae,Zwartoorbriltimalia
6268,Pteruthius rufiventer,OR,PASSERIFORMES,Vireonidae,Zwartkopklauwiertimalia
6269,Pteruthius aeralatus,OR,PASSERIFORMES,Vireonidae,Blyths Klauwiertimalia
6270,Pteruthius flaviscapis,OR,PASSERIFORMES,Vireonidae,Javaanse Klauwiertimalia
6271,Pteruthius intermedius,OR,PASSERIFORMES,Vireonidae,Humes Briltimalia
6272,Pteruthius aenobarbus,OR,PASSERIFORMES,Vireonidae,Javaanse Briltimalia
6273,Erpornis zantholeuca,OR,PASSERIFORMES,Vireonidae,Groene Meestimalia
6274,Cyclarhis gujanensis,"MA, SA",PASSERIFORMES,Vireonidae,Roodbrauwpeperklauwier
6275,Cyclarhis nigrirostris,SA,PASSERIFORMES,Vireonidae,Zwartsnavelpeperklauwier
6276,Vireolanius melitophrys,MA,PASSERIFORMES,Vireonidae,Bruinflankklauwiervireo
6277,Vireolanius pulchellus,MA,PASSERIFORMES,Vireonidae,Groene Klauwiervireo
6278,Vireolanius eximius,"MA, SA",PASSERIFORMES,Vireonidae,Geelbrauwklauwiervireo
6279,Vireolanius leucotis,SA,PASSERIFORMES,Vireonidae,Grijskapklauwiervireo
6280,Hylophilus amaurocephalus,SA,PASSERIFORMES,Vireonidae,Grijsoogvireo
