,IOC,Breeding Range,Order,Family,Spanish
6700,Ifrita kowaldi,AU,PASSERIFORMES,Ifritidae,Ifrita
6701,Lycocorax pyrrhopterus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso corvina de Halmahera
6702,Lycocorax obiensis,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso corvina de Obi
6703,Manucodia ater,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso negra
6704,Manucodia alter,AU,PASSERIFORMES,Paradisaeidae,Tagula Manucode
6705,Manucodia jobiensis,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de la Jobi
6706,Manucodia chalybatus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso metálica
6707,Manucodia comrii,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Comrie
6708,Phonygammus keraudrenii,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso trompetera
6709,Paradigalla carunculata,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso carunculada
6710,Paradigalla brevicauda,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso colicorta
6711,Astrapia nigra,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de las Arfak
6712,Astrapia splendidissima,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso espléndida
6713,Astrapia mayeri,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso cuelgacintas
6714,Astrapia stephaniae,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Estefanía
6715,Astrapia rothschildi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Rothschild
6716,Parotia sefilata,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Pennant
6717,Parotia carolae,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Carola
6718,Parotia berlepschi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Berlepsch
6719,Parotia lawesii,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Lawes
6720,Parotia helenae,AU,PASSERIFORMES,Paradisaeidae,Ave-del-paraíso de Helena
6721,Parotia wahnesi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Wahnes
6722,Pteridophora alberti,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Alberto
6723,Lophorina superba,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso soberbia mayor
6724,Lophorina niedda,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso soberbia de Vogelkop
6725,Lophorina minor,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso soberbia menor
6726,Ptiloris paradiseus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso festoneada
6727,Ptiloris victoriae,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Victoria
6728,Ptiloris magnificus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso goliazul
6729,Ptiloris intercedens,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso gruñidora
6730,Epimachus fastosus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso fastuosa
6731,Epimachus meyeri,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Meyer
6732,Drepanornis albertisi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Albertis
6733,Drepanornis bruijnii,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso piquiblanca
6734,Diphyllodes magnificus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso magnífica
6735,Diphyllodes respublica,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso republicana
6736,Cicinnurus regius,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso real
6737,Semioptera wallacii,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Wallace
6738,Seleucidis melanoleucus,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso filamentosa
6739,Paradisaea apoda,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso esmeralda grande
6740,Paradisaea raggiana,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Raggi
6741,Paradisaea minor,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso esmeralda chica
6742,Paradisaea decora,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso de Goldie
6743,Paradisaea rubra,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso roja
6744,Paradisaea guilielmi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso imperial
6745,Paradisornis rudolphi,AU,PASSERIFORMES,Paradisaeidae,Ave del paraíso azul
6746,Tregellasia leucops,AU,PASSERIFORMES,Petroicidae,Petroica cariblanca
6747,Tregellasia capito,AU,PASSERIFORMES,Petroicidae,Petroica amarillenta
6748,Quoyornis georgianus,AU,PASSERIFORMES,Petroicidae,Petroica pechiblanca
6749,Eopsaltria australis,AU,PASSERIFORMES,Petroicidae,Petroica amarilla
6750,Eopsaltria griseogularis,AU,PASSERIFORMES,Petroicidae,Petroica pechigrís
6751,Gennaeodryas placens,AU,PASSERIFORMES,Petroicidae,Petroica bandeada
6752,Melanodryas cucullata,AU,PASSERIFORMES,Petroicidae,Petroica encapuchada
6753,Melanodryas vittata,AU,PASSERIFORMES,Petroicidae,Petroica de Tasmania
6754,Peneothello sigillata,AU,PASSERIFORMES,Petroicidae,Petroica aliblanca
6755,Peneothello cryptoleuca,AU,PASSERIFORMES,Petroicidae,Petroica sombría
6756,Peneothello cyanus,AU,PASSERIFORMES,Petroicidae,Petroica azulada
6757,Peneothello bimaculata,AU,PASSERIFORMES,Petroicidae,Petroica culiblanca
6758,Peneothello pulverulenta,AU,PASSERIFORMES,Petroicidae,Petroica de manglar
6759,Poecilodryas brachyura,AU,PASSERIFORMES,Petroicidae,Petroica barbinegra
6760,Poecilodryas hypoleuca,AU,PASSERIFORMES,Petroicidae,Petroica flanquinegra
6761,Poecilodryas superciliosa,AU,PASSERIFORMES,Petroicidae,Petroica cejuda
6762,Poecilodryas cerviniventris,AU,PASSERIFORMES,Petroicidae,Petroica ventricanela
6763,Plesiodryas albonotata,AU,PASSERIFORMES,Petroicidae,Petroica gorjinegra
6764,Heteromyias albispecularis,AU,PASSERIFORMES,Petroicidae,Petroica ceniza
6765,Heteromyias armiti,AU,PASSERIFORMES,Petroicidae,Petroica cabecinegra
6766,Heteromyias cinereifrons,AU,PASSERIFORMES,Petroicidae,Petroica cabecigrís
6767,Drymodes beccarii,AU,PASSERIFORMES,Petroicidae,Petroica matorralera papú
6768,Drymodes superciliaris,AU,PASSERIFORMES,Petroicidae,Petroica matorralera norteña
6769,Drymodes brunneopygia,AU,PASSERIFORMES,Petroicidae,Petroica matorralera sureña
6770,Microeca flavigaster,AU,PASSERIFORMES,Petroicidae,Petroica limón
6771,Microeca hemixantha,AU,PASSERIFORMES,Petroicidae,Petroica de las Tanimbar
6772,Microeca fascinans,AU,PASSERIFORMES,Petroicidae,Petroica fascinante
6773,Monachella muelleriana,AU,PASSERIFORMES,Petroicidae,Petroica torrentera de Nueva Guinea
6774,Cryptomicroeca flaviventris,AU,PASSERIFORMES,Petroicidae,Petroica ventrigualda
6775,Kempiella griseoceps,AU,PASSERIFORMES,Petroicidae,Petroica patigualda
6776,Kempiella flavovirescens,AU,PASSERIFORMES,Petroicidae,Petroica olivácea
6777,Devioeca papuana,AU,PASSERIFORMES,Petroicidae,Petroica papú
6778,Eugerygone rubra,AU,PASSERIFORMES,Petroicidae,Petroica granate
6779,Petroica rosea,AU,PASSERIFORMES,Petroicidae,Petroica rosada
6780,Petroica rodinogaster,AU,PASSERIFORMES,Petroicidae,Petroica encarnada
6781,Petroica archboldi,AU,PASSERIFORMES,Petroicidae,Petroica roquera
6782,Petroica bivittata,AU,PASSERIFORMES,Petroicidae,Petroica montañesa
6783,Petroica phoenicea,AU,PASSERIFORMES,Petroicidae,Petroica flamígera
6784,Petroica polymorpha,PO,PASSERIFORMES,Petroicidae,Solomons Robin
6785,Petroica pusilla,"AU, PO",PASSERIFORMES,Petroicidae,Petroica del Pacífico
6786,Petroica multicolor,AU,PASSERIFORMES,Petroicidae,Petroica de la Norfolk
6787,Petroica boodang,AU,PASSERIFORMES,Petroicidae,Petroica escarlata
6788,Petroica goodenovii,AU,PASSERIFORMES,Petroicidae,Petroica frentirroja
6789,Petroica macrocephala,AU,PASSERIFORMES,Petroicidae,Petroica carbonera
6790,Petroica longipes,AU,PASSERIFORMES,Petroicidae,Petroica de Isla Norte
6791,Petroica australis,AU,PASSERIFORMES,Petroicidae,Petroica de Isla Sur
6792,Petroica traversi,AU,PASSERIFORMES,Petroicidae,Petroica de las Chatham
6793,Pachycephalopsis hattamensis,AU,PASSERIFORMES,Petroicidae,Petroica dorsiverde
6794,Pachycephalopsis poliosoma,AU,PASSERIFORMES,Petroicidae,Petroica ojiblanca
6795,Amalocichla sclateriana,AU,PASSERIFORMES,Petroicidae,Petroica terrestre grande
6796,Amalocichla incerta,AU,PASSERIFORMES,Petroicidae,Petroica terrestre chica
6797,Picathartes gymnocephalus,AF,PASSERIFORMES,Picathartidae,Picatartes cuelliblanco
6798,Picathartes oreas,AF,PASSERIFORMES,Picathartidae,Picatartes cuelligrís
6799,Chaetops frenatus,AF,PASSERIFORMES,Chaetopidae,Saltarrocas de El Cabo
6800,Chaetops aurantius,AF,PASSERIFORMES,Chaetopidae,Saltarrocas del Drakensberg
6801,Eupetes macrocerus,OR,PASSERIFORMES,Eupetidae,Zordala colilarga
6802,Bombycilla garrulus,"PAL, NA",PASSERIFORMES,Bombycillidae,Ampelis europeo
6803,Bombycilla japonica,PAL,PASSERIFORMES,Bombycillidae,Ampelis japonés
6804,Bombycilla cedrorum,"NA, MA, SA",PASSERIFORMES,Bombycillidae,Ampelis americano
6805,Phainoptila melanoxantha,MA,PASSERIFORMES,Ptiliogonatidae,Capulinero negrigualdo
6806,Ptiliogonys cinereus,MA,PASSERIFORMES,Ptiliogonatidae,Capulinero gris
6807,Ptiliogonys caudatus,MA,PASSERIFORMES,Ptiliogonatidae,Capulinero colilargo
6808,Phainopepla nitens,"NA, MA",PASSERIFORMES,Ptiliogonatidae,Capulinero negro
6809,Hypocolius ampelinus,PAL,PASSERIFORMES,Hypocoliidae,Hipocolio
6810,Hylocitrea bonensis,AU,PASSERIFORMES,Hylocitreidae,Silbador de los Bone
6811,Chelidorhynx hypoxanthus,OR,PASSERIFORMES,Stenostiridae,Papamoscas ventrigualdo
6812,Stenostira scita,AF,PASSERIFORMES,Stenostiridae,Papamoscas duende
6813,Culicicapa ceylonensis,OR,PASSERIFORMES,Stenostiridae,Papamoscas cabecigrís
6814,Culicicapa helianthea,"OR, AU",PASSERIFORMES,Stenostiridae,Papamoscas citrino
6815,Elminia longicauda,AF,PASSERIFORMES,Stenostiridae,Elminia azul
6816,Elminia albicauda,AF,PASSERIFORMES,Stenostiridae,Elminia blanquiazul
6817,Elminia nigromitrata,AF,PASSERIFORMES,Stenostiridae,Elminia cabecinegra
6818,Elminia albiventris,AF,PASSERIFORMES,Stenostiridae,Elminia ventriblanca
6819,Elminia albonotata,AF,PASSERIFORMES,Stenostiridae,Elminia coliblanca
6820,Cephalopyrus flammiceps,OR,PASSERIFORMES,Paridae,Pájaro moscón carirrojo
6821,Sylviparus modestus,OR,PASSERIFORMES,Paridae,Herrerillo modesto
6822,Melanochlora sultanea,OR,PASSERIFORMES,Paridae,Carbonero sultán
6823,Periparus rufonuchalis,PAL,PASSERIFORMES,Paridae,Carbonero nuquirrufo
6824,Periparus rubidiventris,OR,PASSERIFORMES,Paridae,Carbonero culirrufo
6825,Periparus ater,PAL,PASSERIFORMES,Paridae,Carbonero garrapinos
6826,Pardaliparus venustulus,PAL,PASSERIFORMES,Paridae,Carbonero ventrigualdo
6827,Pardaliparus elegans,OR,PASSERIFORMES,Paridae,Carbonero elegante
6828,Pardaliparus amabilis,OR,PASSERIFORMES,Paridae,Carbonero de Palawan
6829,Lophophanes cristatus,PAL,PASSERIFORMES,Paridae,Herrerillo capuchino
6830,Lophophanes dichrous,OR,PASSERIFORMES,Paridae,Herrerillo crestigrís
6831,Baeolophus wollweberi,"NA, MA",PASSERIFORMES,Paridae,Herrerillo embridado
6832,Baeolophus inornatus,"NA, MA",PASSERIFORMES,Paridae,Herrerillo unicolor
6833,Baeolophus ridgwayi,"NA, MA",PASSERIFORMES,Paridae,Herrerillo de Ridgway
6834,Baeolophus atricristatus,"NA, MA",PASSERIFORMES,Paridae,Herrerillo crestinegro
6835,Sittiparus varius,PAL,PASSERIFORMES,Paridae,Carbonero variado
6836,Sittiparus owstoni,PAL,PASSERIFORMES,Paridae,Carbonero de las Izu
6837,Sittiparus olivaceus,PAL,PASSERIFORMES,Paridae,Carbonero de Iriomote
6838,Sittiparus castaneoventris,PAL,PASSERIFORMES,Paridae,Carbonero ventricastaño
6839,Sittiparus semilarvatus,OR,PASSERIFORMES,Paridae,Carbonero frentiblanco
6840,Poecile superciliosus,PAL,PASSERIFORMES,Paridae,Carbonero cejiblanco
6841,Poecile lugubris,PAL,PASSERIFORMES,Paridae,Carbonero lúgubre
6842,Poecile cinctus,PAL,PASSERIFORMES,Paridae,Carbonero lapón
6843,Poecile sclateri,"NA, MA",PASSERIFORMES,Paridae,Carbonero mexicano
6844,Poecile davidi,PAL,PASSERIFORMES,Paridae,Carbonero de David
6845,Poecile hypermelaenus,OR,PASSERIFORMES,Paridae,Carbonero barbinegro
6846,Poecile palustris,PAL,PASSERIFORMES,Paridae,Carbonero palustre
6847,Poecile weigoldicus,PAL,PASSERIFORMES,Paridae,Carbonero de Sichuán
6848,Poecile hyrcanus,PAL,PASSERIFORMES,Paridae,Carbonero del Caspio
6849,Poecile montanus,PAL,PASSERIFORMES,Paridae,Carbonero montano
6850,Cyanistes teneriffae,AF,PASSERIFORMES,Paridae,Herrerillo canario
6851,Cyanistes caeruleus,PAL,PASSERIFORMES,Paridae,Herrerillo común
6852,Cyanistes cyanus,PAL,PASSERIFORMES,Paridae,Herrerillo azul
6853,Pseudopodoces humilis,PAL,PASSERIFORMES,Paridae,Carbonero terrestre
6854,Parus major,PAL,PASSERIFORMES,Paridae,Carbonero común
6855,Parus minor,PAL,PASSERIFORMES,Paridae,Carbonero japonés
6856,Parus cinereus,OR,PASSERIFORMES,Paridae,Carbonero indio
6857,Parus monticolus,"PAL, OR",PASSERIFORMES,Paridae,Carbonero dorsiverde
6858,Machlolophus nuchalis,OR,PASSERIFORMES,Paridae,Carbonero nuquiblanco
6859,Machlolophus holsti,OR,PASSERIFORMES,Paridae,Carbonero de Formosa
6860,Machlolophus xanthogenys,OR,PASSERIFORMES,Paridae,Carbonero carigualdo indio
6861,Machlolophus aplonotus,OR,PASSERIFORMES,Paridae,Carbonero Carigualdo Indio
6862,Machlolophus spilonotus,OR,PASSERIFORMES,Paridae,Carbonero carigualdo chino
6863,Melaniparus guineensis,AF,PASSERIFORMES,Paridae,Carbonero guineano
6864,Melaniparus leucomelas,AF,PASSERIFORMES,Paridae,Carbonero aliblanco
6865,Melaniparus niger,AF,PASSERIFORMES,Paridae,Carbonero negro
6866,Melaniparus carpi,AF,PASSERIFORMES,Paridae,Carbonero de Carp
6867,Melaniparus albiventris,AF,PASSERIFORMES,Paridae,Carbonero ventriblanco
6868,Melaniparus leuconotus,AF,PASSERIFORMES,Paridae,Carbonero dorsiblanco
6869,Melaniparus funereus,AF,PASSERIFORMES,Paridae,Carbonero cenizo
6870,Melaniparus rufiventris,AF,PASSERIFORMES,Paridae,Carbonero ventrirrufo
6871,Melaniparus pallidiventris,AF,PASSERIFORMES,Paridae,Carbonero ventripálido
6872,Melaniparus fringillinus,AF,PASSERIFORMES,Paridae,Carbonero gorjirrufo
6873,Melaniparus fasciiventer,AF,PASSERIFORMES,Paridae,Carbonero del Ruwenzori
6874,Melaniparus thruppi,AF,PASSERIFORMES,Paridae,Carbonero somalí
6875,Melaniparus griseiventris,AF,PASSERIFORMES,Paridae,Carbonero del miombo
6876,Melaniparus cinerascens,AF,PASSERIFORMES,Paridae,Carbonero cinéreo
6877,Melaniparus afer,AF,PASSERIFORMES,Paridae,Carbonero gris
6878,Remiz pendulinus,PAL,PASSERIFORMES,Remizidae,Pájaro moscón europeo
6879,Remiz macronyx,PAL,PASSERIFORMES,Remizidae,Pájaro moscón cabecinegro
6880,Remiz coronatus,PAL,PASSERIFORMES,Remizidae,Pájaro moscón coronado
6881,Remiz consobrinus,PAL,PASSERIFORMES,Remizidae,Pájaro moscón chino
6882,Anthoscopus punctifrons,AF,PASSERIFORMES,Remizidae,Pájaro moscón sudanés
6883,Anthoscopus parvulus,AF,PASSERIFORMES,Remizidae,Pájaro moscón amarillo
6884,Anthoscopus musculus,AF,PASSERIFORMES,Remizidae,Pájaro moscón gris
6885,Anthoscopus flavifrons,AF,PASSERIFORMES,Remizidae,Pájaro moscón frentigualdo
6886,Anthoscopus caroli,AF,PASSERIFORMES,Remizidae,Pájaro moscón africano
6887,Anthoscopus minutus,AF,PASSERIFORMES,Remizidae,Pájaro moscón de El Cabo
6888,Auriparus flaviceps,"NA, MA",PASSERIFORMES,Remizidae,Pájaro moscón baloncito
6889,Nicator chloris,AF,PASSERIFORMES,Nicatoridae,Conquistador occidental
6890,Nicator gularis,AF,PASSERIFORMES,Nicatoridae,Conquistador oriental
6891,Nicator vireo,AF,PASSERIFORMES,Nicatoridae,Conquistador gorjiamarillo
6892,Panurus biarmicus,PAL,PASSERIFORMES,Panuridae,Bigotudo
6893,Alaemon alaudipes,"AF, PAL",PASSERIFORMES,Alaudidae,Alondra ibis
6894,Alaemon hamertoni,AF,PASSERIFORMES,Alaudidae,Alondra de Hamerton
6895,Chersomanes beesleyi,AF,PASSERIFORMES,Alaudidae,Alondra de Beesley
6896,Chersomanes albofasciata,AF,PASSERIFORMES,Alaudidae,Alondra espolada
6897,Ammomanopsis grayi,AF,PASSERIFORMES,Alaudidae,Alondra de Gray
6898,Certhilauda chuana,AF,PASSERIFORMES,Alaudidae,Alondra chuana
6899,Certhilauda subcoronata,AF,PASSERIFORMES,Alaudidae,Alondra piquilarga
6900,Certhilauda benguelensis,AF,PASSERIFORMES,Alaudidae,Alondra de Benguela
6901,Certhilauda semitorquata,AF,PASSERIFORMES,Alaudidae,Alondra de Transvaal
6902,Certhilauda curvirostris,AF,PASSERIFORMES,Alaudidae,Alondra de El Cabo
6903,Certhilauda brevirostris,AF,PASSERIFORMES,Alaudidae,Alondra de Agulhas
6904,Pinarocorys nigricans,AF,PASSERIFORMES,Alaudidae,Alondra oscura
6905,Pinarocorys erythropygia,AF,PASSERIFORMES,Alaudidae,Alondra colirrufa
6906,Ramphocoris clotbey,AF,PASSERIFORMES,Alaudidae,Calandria picogorda
6907,Ammomanes deserti,"AF, PAL",PASSERIFORMES,Alaudidae,Terrera sahariana
6908,Ammomanes cinctura,"AF, PAL",PASSERIFORMES,Alaudidae,Terrera colinegra
6909,Ammomanes phoenicura,OR,PASSERIFORMES,Alaudidae,Terrera colirroja
6910,Eremopterix australis,AF,PASSERIFORMES,Alaudidae,Terrera orejinegra
6911,Eremopterix hova,AF,PASSERIFORMES,Alaudidae,Alondra malgache
6912,Eremopterix nigriceps,"AF, PAL",PASSERIFORMES,Alaudidae,Terrera negrita
6913,Eremopterix leucotis,AF,PASSERIFORMES,Alaudidae,Terrera orejiblanca
6914,Eremopterix griseus,OR,PASSERIFORMES,Alaudidae,Terrera coronigrís
6915,Eremopterix signatus,AF,PASSERIFORMES,Alaudidae,Terrera señalada
6916,Eremopterix verticalis,AF,PASSERIFORMES,Alaudidae,Terrera dorsigrís
6917,Eremopterix leucopareia,AF,PASSERIFORMES,Alaudidae,Terrera cariblanca
6918,Calendulauda sabota,AF,PASSERIFORMES,Alaudidae,Alondra sabota
6919,Calendulauda poecilosterna,AF,PASSERIFORMES,Alaudidae,Alondra pechirrosa
6920,Calendulauda alopex,AF,PASSERIFORMES,Alaudidae,Alondra vulpina
6921,Calendulauda africanoides,AF,PASSERIFORMES,Alaudidae,Alondra leonada
6922,Calendulauda albescens,AF,PASSERIFORMES,Alaudidae,Alondra del Karoo
6923,Calendulauda burra,AF,PASSERIFORMES,Alaudidae,Alondra roja
6924,Calendulauda erythrochlamys,AF,PASSERIFORMES,Alaudidae,Alondra de las dunas
6925,Calendulauda barlowi,AF,PASSERIFORMES,Alaudidae,Alondra de Barlow
6926,Heteromirafra ruddi,AF,PASSERIFORMES,Alaudidae,Alondra de Rudd
6927,Heteromirafra archeri,AF,PASSERIFORMES,Alaudidae,Alondra de Archer
6928,Mirafra fasciolata,AF,PASSERIFORMES,Alaudidae,Alondra aplaudidora oriental
6929,Mirafra apiata,AF,PASSERIFORMES,Alaudidae,Alondra aplaudidora de El Cabo
6930,Mirafra hypermetra,AF,PASSERIFORMES,Alaudidae,Alondra alirroja
6931,Mirafra africana,AF,PASSERIFORMES,Alaudidae,Alondra nuquirrufa
6932,Mirafra sharpii,AF,PASSERIFORMES,Alaudidae,Alondra de Sharpe
6933,Mirafra rufocinnamomea,AF,PASSERIFORMES,Alaudidae,Alondra aplaudidora canela
6934,Mirafra angolensis,AF,PASSERIFORMES,Alaudidae,Alondra angoleña
6935,Mirafra williamsi,AF,PASSERIFORMES,Alaudidae,Alondra de Williams
6936,Mirafra passerina,AF,PASSERIFORMES,Alaudidae,Alondra monótona
6937,Mirafra cheniana,AF,PASSERIFORMES,Alaudidae,Alondra melodiosa
6938,Mirafra javanica,"AF, OR, AU",PASSERIFORMES,Alaudidae,Alondra de Java
6939,Mirafra microptera,OR,PASSERIFORMES,Alaudidae,Alondra birmana
6940,Mirafra assamica,OR,PASSERIFORMES,Alaudidae,Alondra de Assam
6941,Mirafra erythrocephala,OR,PASSERIFORMES,Alaudidae,Alondra indochina
6942,Mirafra erythroptera,OR,PASSERIFORMES,Alaudidae,Alondra india
6943,Mirafra affinis,OR,PASSERIFORMES,Alaudidae,Alondra de Jerdon
6944,Mirafra gilletti,AF,PASSERIFORMES,Alaudidae,Alondra de Gillett
6945,Mirafra rufa,AF,PASSERIFORMES,Alaudidae,Alondra rufa
6946,Mirafra collaris,AF,PASSERIFORMES,Alaudidae,Alondra acollarada
6947,Mirafra ashi,AF,PASSERIFORMES,Alaudidae,Alondra de Ash
6948,Mirafra somalica,AF,PASSERIFORMES,Alaudidae,Alondra somalí
6949,Mirafra pulpa,AF,PASSERIFORMES,Alaudidae,Alondra de Friedmann
6950,Mirafra cordofanica,AF,PASSERIFORMES,Alaudidae,Alondra del Kordofán
6951,Mirafra albicauda,AF,PASSERIFORMES,Alaudidae,Alondra coliblanca
6952,Lullula arborea,PAL,PASSERIFORMES,Alaudidae,Alondra totovía
6953,Spizocorys obbiensis,AF,PASSERIFORMES,Alaudidae,Alondra de Obbia
6954,Spizocorys sclateri,AF,PASSERIFORMES,Alaudidae,Alondra de Sclater
6955,Spizocorys starki,AF,PASSERIFORMES,Alaudidae,Alondra de Stark
6956,Spizocorys fremantlii,AF,PASSERIFORMES,Alaudidae,Alondra colicorta
6957,Spizocorys personata,AF,PASSERIFORMES,Alaudidae,Alondra enmascarada
6958,Spizocorys fringillaris,AF,PASSERIFORMES,Alaudidae,Alondra de Botha
6959,Spizocorys conirostris,AF,PASSERIFORMES,Alaudidae,Alondra piquirrosa
6960,Alauda leucoptera,PAL,PASSERIFORMES,Alaudidae,Calandria aliblanca
6961,Alauda razae,AF,PASSERIFORMES,Alaudidae,Alondra de Razo
6962,Alauda gulgula,OR,PASSERIFORMES,Alaudidae,Alondra oriental
6963,Alauda arvensis,PAL,PASSERIFORMES,Alaudidae,Alondra común
6964,Galerida deva,OR,PASSERIFORMES,Alaudidae,Cogujada de Deva
6965,Galerida modesta,AF,PASSERIFORMES,Alaudidae,Cogujada modesta
6966,Galerida magnirostris,AF,PASSERIFORMES,Alaudidae,Cogujada picogorda
6967,Galerida theklae,AF,PASSERIFORMES,Alaudidae,Cogujada montesina
6968,Galerida cristata,"PAL, AF",PASSERIFORMES,Alaudidae,Cogujada común
6969,Galerida malabarica,OR,PASSERIFORMES,Alaudidae,Cogujada malabar
6970,Galerida macrorhyncha,AF,PASSERIFORMES,Alaudidae,Maghreb Lark
6971,Eremophila alpestris,"NA, MA, PAL",PASSERIFORMES,Alaudidae,Alondra cornuda
6972,Eremophila bilopha,"AF, PAL",PASSERIFORMES,Alaudidae,Alondra sahariana
6973,Calandrella acutirostris,PAL,PASSERIFORMES,Alaudidae,Terrera de Hume
6974,Calandrella dukhunensis,PAL,PASSERIFORMES,Alaudidae,Terrera oriental
6975,Calandrella blanfordi,AF,PASSERIFORMES,Alaudidae,Terrera de Blanford
6976,Calandrella eremica,AF,PASSERIFORMES,Alaudidae,Terrera capirrufa
6977,Calandrella cinerea,AF,PASSERIFORMES,Alaudidae,Terrera capirotada
6978,Calandrella brachydactyla,PAL,PASSERIFORMES,Alaudidae,Terrera común
6979,Melanocorypha bimaculata,PAL,PASSERIFORMES,Alaudidae,Calandria bimaculada
6980,Melanocorypha calandra,PAL,PASSERIFORMES,Alaudidae,Calandria común
6981,Melanocorypha yeltoniensis,PAL,PASSERIFORMES,Alaudidae,Calandria negra
6982,Melanocorypha mongolica,PAL,PASSERIFORMES,Alaudidae,Calandria de Mongolia
6983,Melanocorypha maxima,PAL,PASSERIFORMES,Alaudidae,Calandria tibetana
6984,Chersophilus duponti,AF,PASSERIFORMES,Alaudidae,Alondra ricotí
6985,Eremalauda dunni,AF,PASSERIFORMES,Alaudidae,Alondra de Dunn
6986,Eremalauda eremodites,PAL,PASSERIFORMES,Alaudidae,Alondra árabe
6987,Alaudala athensis,AF,PASSERIFORMES,Alaudidae,Terrera de Athi
6988,Alaudala cheleensis,PAL,PASSERIFORMES,Alaudidae,Terrera de Mongolia
6989,Alaudala somalica,AF,PASSERIFORMES,Alaudidae,Terrera somalí
6990,Alaudala rufescens,PAL,PASSERIFORMES,Alaudidae,Terrera marismeña
6991,Alaudala heinei,PAL,PASSERIFORMES,Alaudidae,Terrera pálida
6992,Alaudala raytal,OR,PASSERIFORMES,Alaudidae,Terrera raytal
6993,Andropadus importunus,AF,PASSERIFORMES,Pycnonotidae,Bulbul de Zanzibar
6994,Stelgidillas gracilirostris,AF,PASSERIFORMES,Pycnonotidae,Bulbul picofino
6995,Calyptocichla serinus,AF,PASSERIFORMES,Pycnonotidae,Bulbul dorado
6996,Neolestes torquatus,AF,PASSERIFORMES,Pycnonotidae,Bulbul acollarado
6997,Bleda syndactylus,AF,PASSERIFORMES,Pycnonotidae,Bulbul bigotudo
6998,Bleda eximius,AF,PASSERIFORMES,Pycnonotidae,Bulbul coliverde
6999,Bleda canicapillus,AF,PASSERIFORMES,Pycnonotidae,Bulbul hormiguero
7000,Bleda notatus,AF,PASSERIFORMES,Pycnonotidae,Bulbul manchado
