,IOC,Breeding Range,Order,Family,Czech
9759,Loxia scotica,PAL,PASSERIFORMES,Fringillidae,křivka skotská
9760,Loxia curvirostra,"PAL, OR, NA, MA",PASSERIFORMES,Fringillidae,křivka obecná
9761,Loxia leucoptera,"PAL, NA",PASSERIFORMES,Fringillidae,křivka bělokřídlá
9762,Chrysocorythus estherae,"OR, AU",PASSERIFORMES,Fringillidae,zvonohlík pruhokřídlý
9763,Chrysocorythus mindanensis,OR,PASSERIFORMES,Fringillidae,Mindanao Serin
9764,Carduelis carduelis,PAL,PASSERIFORMES,Fringillidae,stehlík obecný
9765,Carduelis citrinella,PAL,PASSERIFORMES,Fringillidae,zvonohlík citronový
9766,Carduelis corsicana,PAL,PASSERIFORMES,Fringillidae,zvonohlík korsický
9767,Serinus pusillus,PAL,PASSERIFORMES,Fringillidae,zvonohlík královský
9768,Serinus serinus,"PAL, AF",PASSERIFORMES,Fringillidae,zvonohlík zahradní
9769,Serinus syriacus,"PAL, AF",PASSERIFORMES,Fringillidae,zvonohlík levantský
9770,Serinus canaria,AF,PASSERIFORMES,Fringillidae,kanár divoký
9771,Serinus canicollis,AF,PASSERIFORMES,Fringillidae,zvonohlík šedokrký
9772,Serinus flavivertex,AF,PASSERIFORMES,Fringillidae,Yellow-crowned Canary
9773,Serinus nigriceps,AF,PASSERIFORMES,Fringillidae,zvonohlík černohlavý
9774,Serinus alario,AF,PASSERIFORMES,Fringillidae,zvonohlík alario
9775,Spinus thibetanus,OR,PASSERIFORMES,Fringillidae,zvonohlík tibetský
9776,Spinus lawrencei,"NA, MA",PASSERIFORMES,Fringillidae,čížek kalifornský
9777,Spinus tristis,"NA, MA",PASSERIFORMES,Fringillidae,čížek žlutý
9778,Spinus psaltria,"NA, MA, SA",PASSERIFORMES,Fringillidae,čížek mexický
9779,Spinus spinus,PAL,PASSERIFORMES,Fringillidae,čížek lesní
9780,Spinus pinus,"NA, MA",PASSERIFORMES,Fringillidae,čížek severoamerický
9781,Spinus atriceps,MA,PASSERIFORMES,Fringillidae,čížek černotemenný
9782,Spinus notatus,MA,PASSERIFORMES,Fringillidae,čížek černohlavý
9783,Spinus barbatus,SA,PASSERIFORMES,Fringillidae,čížek vousatý
9784,Spinus xanthogastrus,"MA, SA",PASSERIFORMES,Fringillidae,čížek černožlutý
9785,Spinus olivaceus,SA,PASSERIFORMES,Fringillidae,čížek horský
9786,Spinus magellanicus,SA,PASSERIFORMES,Fringillidae,čížek jihoamerický
9787,Spinus siemiradzkii,SA,PASSERIFORMES,Fringillidae,čížek ekvádorský
9788,Spinus yarrellii,SA,PASSERIFORMES,Fringillidae,čížek žlutolící
9789,Spinus cucullatus,SA,PASSERIFORMES,Fringillidae,čížek ohnivý
9790,Spinus atratus,SA,PASSERIFORMES,Fringillidae,čížek černý
9791,Spinus uropygialis,SA,PASSERIFORMES,Fringillidae,čížek západní
9792,Spinus crassirostris,SA,PASSERIFORMES,Fringillidae,čížek tlustozobý
9793,Spinus spinescens,SA,PASSERIFORMES,Fringillidae,čížek andský
9794,Chlorophonia elegantissima,MA,PASSERIFORMES,Fringillidae,libohlásek hnědočelý
9795,Chlorophonia cyanocephala,SA,PASSERIFORMES,Fringillidae,libohlásek černočelý
9796,Chlorophonia cyanea,SA,PASSERIFORMES,Fringillidae,libohlásek zelený
9797,Chlorophonia pyrrhophrys,SA,PASSERIFORMES,Fringillidae,libohlásek kaštanovoprsý
9798,Chlorophonia flavirostris,SA,PASSERIFORMES,Fringillidae,libohlásek žlutozobý
9799,Chlorophonia occipitalis,MA,PASSERIFORMES,Fringillidae,libohlásek modrohlavý
9800,Chlorophonia callophrys,MA,PASSERIFORMES,Fringillidae,libohlásek malachitový
9801,Euphonia saturata,SA,PASSERIFORMES,Fringillidae,libohlásek oranžovotemenný
9802,Euphonia plumbea,SA,PASSERIFORMES,Fringillidae,libohlásek šedý
9803,Euphonia chlorotica,SA,PASSERIFORMES,Fringillidae,libohlásek nachovohrdlý
9804,Euphonia finschi,SA,PASSERIFORMES,Fringillidae,libohlásek Finschův
9805,Euphonia concinna,SA,PASSERIFORMES,Fringillidae,libohlásek sametočelý
9806,Euphonia trinitatis,SA,PASSERIFORMES,Fringillidae,libohlásek trinidadský
9807,Euphonia godmani,MA,PASSERIFORMES,Fringillidae,West Mexican Euphonia
9808,Euphonia affinis,MA,PASSERIFORMES,Fringillidae,libohlásek křovištní
9809,Euphonia luteicapilla,MA,PASSERIFORMES,Fringillidae,libohlásek žlutotemenný
9810,Euphonia chrysopasta,SA,PASSERIFORMES,Fringillidae,libohlásek uzdičkový
9811,Euphonia minuta,"MA, SA",PASSERIFORMES,Fringillidae,libohlásek malý
9812,Euphonia chalybea,SA,PASSERIFORMES,Fringillidae,libohlásek bronzový
9813,Euphonia violacea,SA,PASSERIFORMES,Fringillidae,libohlásek fialový
9814,Euphonia hirundinacea,MA,PASSERIFORMES,Fringillidae,libohlásek Bonapartův
9815,Euphonia laniirostris,"MA, SA",PASSERIFORMES,Fringillidae,libohlásek tlustozobý
9816,Euphonia imitans,MA,PASSERIFORMES,Fringillidae,libohlásek skvrnitočelý
9817,Euphonia gouldi,MA,PASSERIFORMES,Fringillidae,libohlásek Gouldův
9818,Euphonia fulvicrissa,"MA, SA",PASSERIFORMES,Fringillidae,libohlásek rezavobřichý
9819,Euphonia anneae,"MA, SA",PASSERIFORMES,Fringillidae,libohlásek hnědokorunkatý
9820,Euphonia xanthogaster,"MA, SA",PASSERIFORMES,Fringillidae,libohlásek zlatobřichý
9821,Euphonia mesochrysa,SA,PASSERIFORMES,Fringillidae,libohlásek zelenotemenný
9822,Euphonia cayennensis,SA,PASSERIFORMES,Fringillidae,libohlásek černomodrý
9823,Euphonia rufiventris,SA,PASSERIFORMES,Fringillidae,libohlásek dvoubarvý
9824,Euphonia pectoralis,SA,PASSERIFORMES,Fringillidae,libohlásek hnědobřichý
9825,Calcarius lapponicus,"NA, PAL",PASSERIFORMES,Calcariidae,ostružka severní
9826,Plectrophenax nivalis,"NA, PAL",PASSERIFORMES,Calcariidae,sněhule severní
9827,Rhodinocichla rosea,"MA, SA",PASSERIFORMES,Rhodinocichlidae,tangara růžová
9828,Emberiza lathami,OR,PASSERIFORMES,Emberizidae,strnad chocholatý
9829,Emberiza siemsseni,PAL,PASSERIFORMES,Emberizidae,strnad modrý
9830,Emberiza calandra,PAL,PASSERIFORMES,Emberizidae,strnad luční
9831,Emberiza citrinella,PAL,PASSERIFORMES,Emberizidae,strnad obecný
9832,Emberiza leucocephalos,PAL,PASSERIFORMES,Emberizidae,strnad bělohlavý
9833,Emberiza cia,PAL,PASSERIFORMES,Emberizidae,strnad viničný
9834,Emberiza godlewskii,PAL,PASSERIFORMES,Emberizidae,strnad pruhohlavý
9835,Emberiza cioides,PAL,PASSERIFORMES,Emberizidae,strnad čínský
9836,Emberiza stewarti,OR,PASSERIFORMES,Emberizidae,strnad bělolící
9837,Emberiza jankowskii,PAL,PASSERIFORMES,Emberizidae,strnad Jankowského
9838,Emberiza buchanani,PAL,PASSERIFORMES,Emberizidae,strnad pustinný
9839,Emberiza cineracea,PAL,PASSERIFORMES,Emberizidae,strnad šedý
9840,Emberiza hortulana,PAL,PASSERIFORMES,Emberizidae,strnad zahradní
9841,Emberiza caesia,PAL,PASSERIFORMES,Emberizidae,strnad šedokrký
9842,Emberiza cirlus,"PAL, AF",PASSERIFORMES,Emberizidae,strnad cvrčivý
9843,Emberiza striolata,"PAL, AF",PASSERIFORMES,Emberizidae,strnad pruhovaný
9844,Emberiza sahari,AF,PASSERIFORMES,Emberizidae,strnad saharský
9845,Emberiza impetuani,AF,PASSERIFORMES,Emberizidae,strnad skřivanovitý
9846,Emberiza tahapisi,AF,PASSERIFORMES,Emberizidae,strnad skalní
9847,Emberiza goslingi,AF,PASSERIFORMES,Emberizidae,strnad šedohrdlý
9848,Emberiza socotrana,AF,PASSERIFORMES,Emberizidae,strnad sokoterský
9849,Emberiza capensis,AF,PASSERIFORMES,Emberizidae,strnad kapský
9850,Emberiza tristrami,PAL,PASSERIFORMES,Emberizidae,strnad černohrdlý
9851,Emberiza fucata,PAL,PASSERIFORMES,Emberizidae,strnad hnědolící
9852,Emberiza pusilla,PAL,PASSERIFORMES,Emberizidae,strnad malinký
9853,Emberiza chrysophrys,PAL,PASSERIFORMES,Emberizidae,strnad zlatobrvý
9854,Emberiza rustica,PAL,PASSERIFORMES,Emberizidae,strnad tajgový
9855,Emberiza elegans,PAL,PASSERIFORMES,Emberizidae,strnad žlutohrdlý
9856,Emberiza aureola,PAL,PASSERIFORMES,Emberizidae,strnad obojkový
9857,Emberiza poliopleura,AF,PASSERIFORMES,Emberizidae,strnad somálský
9858,Emberiza flaviventris,AF,PASSERIFORMES,Emberizidae,strnad zlatoprsý
9859,Emberiza affinis,AF,PASSERIFORMES,Emberizidae,strnad hnědohřbetý
9860,Emberiza cabanisi,AF,PASSERIFORMES,Emberizidae,strnad savanový
9861,Emberiza rutila,PAL,PASSERIFORMES,Emberizidae,strnad rezavý
9862,Emberiza koslowi,PAL,PASSERIFORMES,Emberizidae,strnad bělohrdlý
9863,Emberiza melanocephala,PAL,PASSERIFORMES,Emberizidae,strnad černohlavý
9864,Emberiza bruniceps,PAL,PASSERIFORMES,Emberizidae,strnad hnědohlavý
9865,Emberiza sulphurata,PAL,PASSERIFORMES,Emberizidae,strnad podhorský
9866,Emberiza spodocephala,PAL,PASSERIFORMES,Emberizidae,strnad šedokápý
9867,Emberiza personata,PAL,PASSERIFORMES,Emberizidae,Masked Bunting
9868,Emberiza variabilis,PAL,PASSERIFORMES,Emberizidae,strnad lesní
9869,Emberiza pallasi,PAL,PASSERIFORMES,Emberizidae,strnad tundrový
9870,Emberiza yessoensis,PAL,PASSERIFORMES,Emberizidae,strnad japonský
9871,Emberiza schoeniclus,PAL,PASSERIFORMES,Emberizidae,strnad rákosní
9872,Oreothraupis arremonops,SA,PASSERIFORMES,Passerellidae,pitpit tangarovitý
9873,Chlorospingus flavigularis,"MA, SA",PASSERIFORMES,Passerellidae,tangara žlutohrdlá
9874,Chlorospingus parvirostris,SA,PASSERIFORMES,Passerellidae,tangara krátkozobá
9875,Chlorospingus canigularis,"MA, SA",PASSERIFORMES,Passerellidae,tangara kouřová
9876,Chlorospingus pileatus,MA,PASSERIFORMES,Passerellidae,tangara hnědobílá
9877,Chlorospingus flavopectus,"MA, SA",PASSERIFORMES,Passerellidae,Common Chlorospingus
9878,Chlorospingus tacarcunae,"MA, SA",PASSERIFORMES,Passerellidae,tangara panamská
9879,Chlorospingus inornatus,MA,PASSERIFORMES,Passerellidae,tangara černolící
9880,Chlorospingus semifuscus,SA,PASSERIFORMES,Passerellidae,tangara šedoprsá
9881,Rhynchospiza stolzmanni,SA,PASSERIFORMES,Passerellidae,strnádka Stolzmannova
9882,Rhynchospiza dabbenei,SA,PASSERIFORMES,Passerellidae,Yungas Sparrow
9883,Rhynchospiza strigiceps,SA,PASSERIFORMES,Passerellidae,strnádka proužkohlavá
9884,Peucaea carpalis,"NA, MA",PASSERIFORMES,Passerellidae,strnádka rezavokřídlá
9885,Peucaea sumichrasti,MA,PASSERIFORMES,Passerellidae,strnádka skořicová
9886,Peucaea ruficauda,MA,PASSERIFORMES,Passerellidae,strnádka bělobrvá
9887,Peucaea humeralis,MA,PASSERIFORMES,Passerellidae,strnádka černoprsá
9888,Peucaea mystacalis,MA,PASSERIFORMES,Passerellidae,strnádka vousatá
9889,Peucaea botterii,"NA, MA",PASSERIFORMES,Passerellidae,strnádka Botteriova
9890,Peucaea cassinii,"NA, MA",PASSERIFORMES,Passerellidae,strnádka Cassinova
9891,Ammodramus savannarum,"NA, MA",PASSERIFORMES,Passerellidae,strnadec pustinný
9892,Ammodramus humeralis,SA,PASSERIFORMES,Passerellidae,strnadec savanový
9893,Ammodramus aurifrons,SA,PASSERIFORMES,Passerellidae,strnadec zlatobrvý
9894,Arremonops rufivirgatus,"NA, MA",PASSERIFORMES,Passerellidae,habije olivová
9895,Arremonops chloronotus,MA,PASSERIFORMES,Passerellidae,habije zelenohřbetá
9896,Arremonops conirostris,"MA, SA",PASSERIFORMES,Passerellidae,habije černopásá
9897,Arremonops tocuyensis,SA,PASSERIFORMES,Passerellidae,habije tokuánská
9898,Amphispizopsis quinquestriata,MA,PASSERIFORMES,Passerellidae,strnádka pětipruhá
9899,Amphispiza bilineata,"NA, MA",PASSERIFORMES,Passerellidae,strnádka černohrdlá
9900,Spizella passerina,"NA, MA",PASSERIFORMES,Passerellidae,strnádka vrabcovitá
9901,Spizella atrogularis,"NA, MA",PASSERIFORMES,Passerellidae,strnádka černobradá
9902,Spizella wortheni,MA,PASSERIFORMES,Passerellidae,strnádka Worthenova
9903,Arremon basilicus,SA,PASSERIFORMES,Passerellidae,Sierra Nevada Brushfinch
9904,Arremon perijanus,SA,PASSERIFORMES,Passerellidae,Perija Brushfinch
9905,Arremon costaricensis,MA,PASSERIFORMES,Passerellidae,Costa Rican Brushfinch
9906,Arremon atricapillus,"MA, SA",PASSERIFORMES,Passerellidae,pipilo černočapkový
9907,Arremon phaeopleurus,SA,PASSERIFORMES,Passerellidae,Caracas Brushfinch
9908,Arremon phygas,SA,PASSERIFORMES,Passerellidae,Paria Brushfinch
9909,Arremon assimilis,SA,PASSERIFORMES,Passerellidae,Grey-browed Brushfinch
9910,Arremon torquatus,SA,PASSERIFORMES,Passerellidae,pipilo pruhohlavý
9911,Arremon aurantiirostris,"MA, SA",PASSERIFORMES,Passerellidae,habije oranžovozobá
9912,Arremon abeillei,SA,PASSERIFORMES,Passerellidae,habije černotemenná
9913,Arremon schlegeli,SA,PASSERIFORMES,Passerellidae,habije zlatoramenná
9914,Arremon taciturnus,SA,PASSERIFORMES,Passerellidae,habije pruhoprsá
9915,Arremon franciscanus,SA,PASSERIFORMES,Passerellidae,habije bahijská
9916,Arremon semitorquatus,SA,PASSERIFORMES,Passerellidae,habije brazilská
9917,Arremon dorbignii,SA,PASSERIFORMES,Passerellidae,Moss-backed Sparrow
9918,Arremon flavirostris,SA,PASSERIFORMES,Passerellidae,habije šafránová
9919,Arremon virenticeps,MA,PASSERIFORMES,Passerellidae,pipilo zelenopruhý
9920,Arremon brunneinucha,"MA, SA",PASSERIFORMES,Passerellidae,pipilo kaštanovotýlý
9921,Arremon crassirostris,MA,PASSERIFORMES,Passerellidae,strnádek tlustozobý
9922,Arremon castaneiceps,SA,PASSERIFORMES,Passerellidae,strnádek olivový
9923,Junco vulcani,MA,PASSERIFORMES,Passerellidae,strnadec vulkánový
9924,Junco insularis,MA,PASSERIFORMES,Passerellidae,strnadec guadalupský
9925,Junco hyemalis,"NA, MA",PASSERIFORMES,Passerellidae,strnadec zimní
9926,Junco phaeonotus,"NA, MA",PASSERIFORMES,Passerellidae,strnadec žlutooký
9927,Junco bairdi,MA,PASSERIFORMES,Passerellidae,Baird's Junco
9928,Zonotrichia capensis,"MA, SA",PASSERIFORMES,Passerellidae,strnadec ranní
9929,Artemisiospiza belli,"NA, MA",PASSERIFORMES,Passerellidae,strnádka pelyňková
9930,Oriturus superciliosus,MA,PASSERIFORMES,Passerellidae,strnádka páskovaná
9931,Passerculus sandwichensis,"NA, MA",PASSERIFORMES,Passerellidae,strnadec luční
9932,Xenospiza baileyi,MA,PASSERIFORMES,Passerellidae,strnadec mexický
9933,Pezopetes capitalis,MA,PASSERIFORMES,Passerellidae,pipilo velkonohý
9934,Melozone kieneri,MA,PASSERIFORMES,Passerellidae,pipilo rezavotemenný
9935,Melozone fusca,"NA, MA",PASSERIFORMES,Passerellidae,pipilo šedozelený
9936,Melozone albicollis,MA,PASSERIFORMES,Passerellidae,pipilo bělohrdlý
9937,Melozone aberti,"NA, MA",PASSERIFORMES,Passerellidae,pipilo hnědošedý
9938,Melozone crissalis,"NA, MA",PASSERIFORMES,Passerellidae,pipilo kalifornský
9939,Melozone leucotis,MA,PASSERIFORMES,Passerellidae,pipilo bělouchý
9940,Melozone biarcuata,MA,PASSERIFORMES,Passerellidae,pipilo Prévostův
9941,Melozone cabanisi,MA,PASSERIFORMES,Passerellidae,Cabanis's Ground Sparrow
9942,Aimophila rufescens,MA,PASSERIFORMES,Passerellidae,strnádka rezavá
9943,Aimophila ruficeps,"NA, MA",PASSERIFORMES,Passerellidae,strnádka rezavotemenná
9944,Aimophila notosticta,MA,PASSERIFORMES,Passerellidae,strnádka mexická
9945,Pipilo maculatus,"NA, MA",PASSERIFORMES,Passerellidae,pipilo skvrnitý
9946,Pipilo ocai,MA,PASSERIFORMES,Passerellidae,pipilo obojkový
9947,Atlapetes pileatus,MA,PASSERIFORMES,Passerellidae,strnádek čepičatý
9948,Atlapetes albinucha,"MA, SA",PASSERIFORMES,Passerellidae,strnádek bělošíjný
9949,Atlapetes tibialis,MA,PASSERIFORMES,Passerellidae,pipilo žlutostehenný
9950,Atlapetes luteoviridis,MA,PASSERIFORMES,Passerellidae,pipilo žlutozelený
9951,Atlapetes albofrenatus,SA,PASSERIFORMES,Passerellidae,strnádek bělovousý
9952,Atlapetes meridae,SA,PASSERIFORMES,Passerellidae,Merida Brushfinch
9953,Atlapetes personatus,SA,PASSERIFORMES,Passerellidae,strnádek hnědohlavý
9954,Atlapetes melanocephalus,SA,PASSERIFORMES,Passerellidae,strnádek černohlavý
9955,Atlapetes semirufus,SA,PASSERIFORMES,Passerellidae,strnádek hnědovousý
9956,Atlapetes flaviceps,SA,PASSERIFORMES,Passerellidae,strnádek kolumbijský
9957,Atlapetes fuscoolivaceus,SA,PASSERIFORMES,Passerellidae,strnádek hnědoolivový
9958,Atlapetes leucopis,SA,PASSERIFORMES,Passerellidae,strnádek obroučkový
9959,Atlapetes albiceps,SA,PASSERIFORMES,Passerellidae,strnádek bělohlavý
9960,Atlapetes rufigenis,SA,PASSERIFORMES,Passerellidae,strnádek rezavohlavý
9961,Atlapetes crassus,SA,PASSERIFORMES,Passerellidae,Choco Brushfinch
9962,Atlapetes tricolor,SA,PASSERIFORMES,Passerellidae,strnádek tříbarvý
9963,Atlapetes schistaceus,SA,PASSERIFORMES,Passerellidae,strnádek šedočerný
9964,Atlapetes pallidinucha,SA,PASSERIFORMES,Passerellidae,strnádek šedotýlý
9965,Atlapetes blancae,SA,PASSERIFORMES,Passerellidae,Antioquia Brushfinch
9966,Atlapetes latinuchus,SA,PASSERIFORMES,Passerellidae,Yellow-breasted Brushfinch
9967,Atlapetes nigrifrons,SA,PASSERIFORMES,Passerellidae,Black-fronted Brushfinch
9968,Atlapetes leucopterus,SA,PASSERIFORMES,Passerellidae,strnádek běloskvrnný
9969,Atlapetes pallidiceps,SA,PASSERIFORMES,Passerellidae,strnádek bledý
9970,Atlapetes seebohmi,SA,PASSERIFORMES,Passerellidae,strnádek ekvádorský
9971,Atlapetes nationi,SA,PASSERIFORMES,Passerellidae,strnádek rezavobřichý
9972,Atlapetes forbesi,SA,PASSERIFORMES,Passerellidae,Apurimac Brushfinch
9973,Atlapetes melanopsis,SA,PASSERIFORMES,Passerellidae,strnádek peruánský
9974,Atlapetes terborghi,SA,PASSERIFORMES,Passerellidae,strnádek vilcabambský
9975,Atlapetes canigenis,SA,PASSERIFORMES,Passerellidae,Cuzco Brushfinch
9976,Atlapetes melanolaemus,SA,PASSERIFORMES,Passerellidae,Grey-eared Brushfinch
9977,Atlapetes rufinucha,SA,PASSERIFORMES,Passerellidae,strnádek rezavotýlý
9978,Atlapetes fulviceps,SA,PASSERIFORMES,Passerellidae,strnádek žlutovousý
9979,Atlapetes citrinellus,SA,PASSERIFORMES,Passerellidae,strnádek žlutopásý
9980,Zeledonia coronata,MA,PASSERIFORMES,Zeledoniidae,lesňáček střízlíkovitý
9981,Icteria virens,"NA, MA",PASSERIFORMES,Icteriidae,lesníček žlutoprsý
9982,Xanthocephalus xanthocephalus,"NA, MA",PASSERIFORMES,Icteridae,vlhovec žlutohlavý
9983,Sturnella neglecta,"NA, MA",PASSERIFORMES,Icteridae,vlhovec západní
9984,Sturnella magna,"NA, MA, SA",PASSERIFORMES,Icteridae,vlhovec východní
9985,Sturnella lilianae,"NA, MA",PASSERIFORMES,Icteridae,Chihuahuan Meadowlark
9986,Leistes militaris,"MA, SA",PASSERIFORMES,Icteridae,vlhovec červenoprsý
9987,Leistes superciliaris,SA,PASSERIFORMES,Icteridae,vlhovec rudoprsý
9988,Leistes bellicosus,SA,PASSERIFORMES,Icteridae,vlhovec pacifický
9989,Leistes loyca,SA,PASSERIFORMES,Icteridae,vlhovec dlouhoocasý
9990,Leistes defilippii,SA,PASSERIFORMES,Icteridae,vlhovec pampový
9991,Amblycercus holosericeus,"MA, SA",PASSERIFORMES,Icteridae,trupiál žlutozobý
9992,Cassiculus melanicterus,MA,PASSERIFORMES,Icteridae,vlhovec mexický
9993,Psarocolius wagleri,"MA, SA",PASSERIFORMES,Icteridae,vlhovec kaštanovohlavý
9994,Psarocolius angustifrons,SA,PASSERIFORMES,Icteridae,vlhovec kordillerský
9995,Psarocolius atrovirens,SA,PASSERIFORMES,Icteridae,vlhovec temnozelený
9996,Psarocolius decumanus,SA,PASSERIFORMES,Icteridae,vlhovec chocholatý
9997,Psarocolius viridis,SA,PASSERIFORMES,Icteridae,vlhovec zelený
9998,Psarocolius bifasciatus,SA,PASSERIFORMES,Icteridae,vlhovec žlutoocasý
9999,Psarocolius montezuma,MA,PASSERIFORMES,Icteridae,vlhovec aztécký
10000,Psarocolius guatimozinus,"MA, SA",PASSERIFORMES,Icteridae,vlhovec modrolící
10001,Psarocolius cassini,SA,PASSERIFORMES,Icteridae,vlhovec kolumbijský
10002,Cacicus solitarius,SA,PASSERIFORMES,Icteridae,vlhovec černý
10003,Cacicus chrysopterus,SA,PASSERIFORMES,Icteridae,vlhovec žlutokřídlý
10004,Cacicus koepckeae,SA,PASSERIFORMES,Icteridae,vlhovec peruánský
10005,Cacicus sclateri,SA,PASSERIFORMES,Icteridae,vlhovec modrooký
10006,Cacicus cela,"MA, SA",PASSERIFORMES,Icteridae,vlhovec žlutokostřecový
10007,Cacicus microrhynchus,"MA, SA",PASSERIFORMES,Icteridae,Scarlet-rumped Cacique
10008,Cacicus uropygialis,"MA, SA",PASSERIFORMES,Icteridae,vlhovec andský
10009,Cacicus chrysonotus,SA,PASSERIFORMES,Icteridae,vlhovec zlatohřbetý
10010,Cacicus latirostris,SA,PASSERIFORMES,Icteridae,vlhovec pruhoocasý
10011,Cacicus oseryi,SA,PASSERIFORMES,Icteridae,vlhovec helmicový
10012,Cacicus haemorrhous,SA,PASSERIFORMES,Icteridae,vlhovec červenohřbetý
10013,Icterus parisorum,"NA, MA",PASSERIFORMES,Icteridae,trupiál černokápý
10014,Icterus chrysater,"MA, SA",PASSERIFORMES,Icteridae,trupiál žlutočerný
10015,Icterus graduacauda,"NA, MA",PASSERIFORMES,Icteridae,trupiál Audubonův
10016,Icterus auratus,MA,PASSERIFORMES,Icteridae,trupiál oranžový
10017,Icterus gularis,"NA, MA",PASSERIFORMES,Icteridae,trupiál altamirský
10018,Icterus nigrogularis,SA,PASSERIFORMES,Icteridae,trupiál černohrdlý
10019,Icterus pustulatus,MA,PASSERIFORMES,Icteridae,trupiál žluví
10020,Icterus abeillei,MA,PASSERIFORMES,Icteridae,trupiál černohřbetý
10021,Icterus mesomelas,"MA, SA",PASSERIFORMES,Icteridae,trupiál žlutopruhý
10022,Icterus pectoralis,MA,PASSERIFORMES,Icteridae,trupiál černoprsý
10023,Icterus graceannae,SA,PASSERIFORMES,Icteridae,trupiál ekvádorský
10024,Icterus jamacaii,SA,PASSERIFORMES,Icteridae,Campo Troupial
10025,Icterus icterus,SA,PASSERIFORMES,Icteridae,trupiál žlutooký
10026,Icterus croconotus,SA,PASSERIFORMES,Icteridae,Orange-backed Troupial
10027,Icterus maculialatus,MA,PASSERIFORMES,Icteridae,trupiál pruhokřídlý
10028,Icterus wagleri,MA,PASSERIFORMES,Icteridae,trupiál oranžovobřichý
10029,Icterus cucullatus,"NA, MA",PASSERIFORMES,Icteridae,trupiál oranžovokápý
10030,Icterus prosthemelas,MA,PASSERIFORMES,Icteridae,trupiál mexický
10031,Icterus spurius,"NA, MA",PASSERIFORMES,Icteridae,trupiál zahradní
10032,Icterus auricapillus,"MA, SA",PASSERIFORMES,Icteridae,trupiál oranžovohlavý
10033,Icterus pyrrhopterus,SA,PASSERIFORMES,Icteridae,Variable Oriole
10034,Icterus cayanensis,SA,PASSERIFORMES,Icteridae,trupiál žlutoramenný
