,IOC,Breeding Range,Order,Family,Lithuanian
8114,Turdoides atripennis,AF,PASSERIFORMES,Leiothrichidae,kapucininis plepys
8115,Turdoides gilberti,AF,PASSERIFORMES,Leiothrichidae,baltagurklė plepioji musinukė
8116,Turdoides chapini,AF,PASSERIFORMES,Leiothrichidae,Čapino plepioji musinukė
8117,Turdoides rufocinctus,AF,PASSERIFORMES,Leiothrichidae,rusvakaklė plepioji musinukė
8118,Turdoides plebejus,AF,PASSERIFORMES,Leiothrichidae,sudaninė strazdinė timalija
8119,Turdoides leucopygia,AF,PASSERIFORMES,Leiothrichidae,baltasturplė strazdinė timalija
8120,Turdoides hindei,AF,PASSERIFORMES,Leiothrichidae,raiboji strazdinė timalija
8121,Turdoides squamulata,AF,PASSERIFORMES,Leiothrichidae,žvynuotoji strazdinė timalija
8122,Turdoides jardineii,AF,PASSERIFORMES,Leiothrichidae,rudoji strazdinė timalija
8123,Turdoides gymnogenys,AF,PASSERIFORMES,Leiothrichidae,plikaskruostė strazdinė timalija
8124,Turdoides leucocephala,AF,PASSERIFORMES,Leiothrichidae,baltagalvė strazdinė timalija
8125,Turdoides reinwardtii,AF,PASSERIFORMES,Leiothrichidae,juodagalvė strazdinė timalija
8126,Turdoides tenebrosa,AF,PASSERIFORMES,Leiothrichidae,dėmėtagurklė strazdinė timalija
8127,Turdoides bicolor,AF,PASSERIFORMES,Leiothrichidae,juodbaltė strazdinė timalija
8128,Turdoides hartlaubii,AF,PASSERIFORMES,Leiothrichidae,Hartlaubo strazdinė timalija
8129,Turdoides sharpei,AF,PASSERIFORMES,Leiothrichidae,Šarpo strazdinė timalija
8130,Turdoides melanops,AF,PASSERIFORMES,Leiothrichidae,juodbruvė strazdinė timalija
8131,Turdoides hypoleuca,AF,PASSERIFORMES,Leiothrichidae,karolinė strazdinė timalija
8132,Garrulax merulinus,OR,PASSERIFORMES,Leiothrichidae,dryžakrūtis rudasis garulaksas
8133,Garrulax annamensis,OR,PASSERIFORMES,Leiothrichidae,rusvakrūtis rudasis garulaksas
8134,Garrulax canorus,OR,PASSERIFORMES,Leiothrichidae,kininis rusvasis garulaksas
8135,Garrulax taewanus,OR,PASSERIFORMES,Leiothrichidae,taivaninis rusvasis garulaksas
8136,Garrulax monileger,OR,PASSERIFORMES,Leiothrichidae,apykaklėtasis garulaksas
8137,Garrulax rufifrons,OR,PASSERIFORMES,Leiothrichidae,rudakaktis garulaksas
8138,Garrulax palliatus,OR,PASSERIFORMES,Leiothrichidae,melsvagalvis garulaksas
8139,Garrulax leucolophus,OR,PASSERIFORMES,Leiothrichidae,baltakuodis garulaksas
8140,Garrulax bicolor,OR,PASSERIFORMES,Leiothrichidae,juodbaltis garulaksas
8141,Garrulax milleti,OR,PASSERIFORMES,Leiothrichidae,juodagalvis garulaksas
8142,Garrulax strepitans,OR,PASSERIFORMES,Leiothrichidae,rudakepuris garulaksas
8143,Garrulax ferrarius,OR,PASSERIFORMES,Leiothrichidae,kambodžinis garulaksas
8144,Garrulax maesi,OR,PASSERIFORMES,Leiothrichidae,pilkasis garulaksas
8145,Garrulax castanotis,OR,PASSERIFORMES,Leiothrichidae,rusvaskruostis garulaksas
8146,Ianthocincla sukatschewi,PAL,PASSERIFORMES,Leiothrichidae,Sukačevo raibasis kvatoklis
8147,Ianthocincla rufogularis,OR,PASSERIFORMES,Leiothrichidae,rausvagurklis raibasis kvatoklis
8148,Ianthocincla konkakinhensis,OR,PASSERIFORMES,Leiothrichidae,rudaausis raibasis kvatoklis
8149,Ianthocincla cineracea,OR,PASSERIFORMES,Leiothrichidae,ūsuotasis raibasis kvatoklis
8150,Ianthocincla ocellata,OR,PASSERIFORMES,Leiothrichidae,akiniuotasis raibasis kvatoklis
8151,Ianthocincla maxima,PAL,PASSERIFORMES,Leiothrichidae,didysis raibasis kvatoklis
8152,Ianthocincla bieti,OR,PASSERIFORMES,Leiothrichidae,baltadėmis raibasis kvatoklis
8153,Ianthocincla lunulata,PAL,PASSERIFORMES,Leiothrichidae,banguotasis raibasis kvatoklis
8154,Pterorhinus delesserti,OR,PASSERIFORMES,Leiothrichidae,rusvašonis strazdas kvatoklis
8155,Pterorhinus gularis,OR,PASSERIFORMES,Leiothrichidae,rusvauodegis strazdas kvatoklis
8156,Pterorhinus vassali,OR,PASSERIFORMES,Leiothrichidae,baltaskruostis strazdas kvatoklis
8157,Pterorhinus galbanus,OR,PASSERIFORMES,Leiothrichidae,geltongurklis strazdas kvatoklis
8158,Pterorhinus courtoisi,OR,PASSERIFORMES,Leiothrichidae,mėlynvainikis strazdas kvatoklis
8159,Pterorhinus mitratus,OR,PASSERIFORMES,Leiothrichidae,rausvakepuris melsvasis garulaksas
8160,Pterorhinus treacheri,OR,PASSERIFORMES,Leiothrichidae,rausvagalvis melsvasis garulaksas
8161,Pterorhinus ruficollis,OR,PASSERIFORMES,Leiothrichidae,rusvadėmis strazdas kvatoklis
8162,Pterorhinus nuchalis,OR,PASSERIFORMES,Leiothrichidae,rudnugaris strazdas kvatoklis
8163,Pterorhinus chinensis,OR,PASSERIFORMES,Leiothrichidae,juodagurklis strazdas kvatoklis
8164,Pterorhinus sannio,OR,PASSERIFORMES,Leiothrichidae,baltabruvis pterorinas
8165,Pterorhinus perspicillatus,OR,PASSERIFORMES,Leiothrichidae,kaukėtasis garulaksas
8166,Pterorhinus pectoralis,OR,PASSERIFORMES,Leiothrichidae,juodakarolis garulaksas
8167,Pterorhinus davidi,PAL,PASSERIFORMES,Leiothrichidae,vienspalvis pterorinas
8168,Pterorhinus woodi,OR,PASSERIFORMES,Leiothrichidae,Mount Victoria Babax
8169,Pterorhinus lanceolatus,OR,PASSERIFORMES,Leiothrichidae,kininis babaksas
8170,Pterorhinus waddelli,PAL,PASSERIFORMES,Leiothrichidae,didysis babaksas
8171,Pterorhinus koslowi,PAL,PASSERIFORMES,Leiothrichidae,tibetinis babaksas
8172,Pterorhinus albogularis,OR,PASSERIFORMES,Leiothrichidae,baltagurklis garulaksas
8173,Pterorhinus ruficeps,OR,PASSERIFORMES,Leiothrichidae,rusvakepuris garulaksas
8174,Pterorhinus caerulatus,OR,PASSERIFORMES,Leiothrichidae,pilkašonis strazdas kvatoklis
8175,Pterorhinus berthemyi,OR,PASSERIFORMES,Leiothrichidae,rudasparnis strazdas kvatoklis
8176,Pterorhinus poecilorhynchus,OR,PASSERIFORMES,Leiothrichidae,rusvakaklis strazdas kvatoklis
8177,Modulatrix stictigula,AF,PASSERIFORMES,Modulatricidae,dėmėtagurklis
8178,Arcanator orostruthus,AF,PASSERIFORMES,Modulatricidae,raibagurklis
8179,Kakamega poliothorax,AF,PASSERIFORMES,Modulatricidae,kakamega
8180,Promerops cafer,AF,PASSERIFORMES,Promeropidae,kapinis cukrapaukštis
8181,Promerops gurneyi,AF,PASSERIFORMES,Promeropidae,Gurnėjaus cukrapaukštis
8182,Irena puella,OR,PASSERIFORMES,Irenidae,mėlynoji irena
8183,Irena tweeddalii,OR,PASSERIFORMES,Irenidae,Palawan Fairy-bluebird
8184,Irena cyanogastra,OR,PASSERIFORMES,Irenidae,žydroji irena
8185,Regulus ignicapilla,PAL,PASSERIFORMES,Regulidae,baltabruvis nykštukas
8186,Regulus madeirensis,PAL,PASSERIFORMES,Regulidae,madeirinis nykštukas
8187,Regulus satrapa,"NA, MA",PASSERIFORMES,Regulidae,auksajuostis nykštukas
8188,Regulus goodfellowi,OR,PASSERIFORMES,Regulidae,taivaninis nykštukas
8189,Regulus regulus,PAL,PASSERIFORMES,Regulidae,paprastasis nykštukas
8190,Elachura formosa,OR,PASSERIFORMES,Elachuridae,dėmėtasis karietaitinis plepys
8191,Hyliota flavigaster,AF,PASSERIFORMES,Hyliotidae,geltonpilvė hiliota
8192,Hyliota australis,AF,PASSERIFORMES,Hyliotidae,pietinė hiliota
8193,Hyliota usambara,AF,PASSERIFORMES,Hyliotidae,usambarinė hiliota
8194,Hyliota violacea,AF,PASSERIFORMES,Hyliotidae,violetinė hiliota
8195,Campylorhynchus albobrunneus,"MA, SA",PASSERIFORMES,Troglodytidae,baltagalvė kaktusinė karietaitė
8196,Campylorhynchus zonatus,"MA, SA",PASSERIFORMES,Troglodytidae,tigrinė kaktusinė karietaitė
8197,Campylorhynchus megalopterus,MA,PASSERIFORMES,Troglodytidae,pilkadryžė kaktusinė karietaitė
8198,Campylorhynchus nuchalis,SA,PASSERIFORMES,Troglodytidae,dryžanugarė kaktusinė karietaitė
8199,Campylorhynchus fasciatus,SA,PASSERIFORMES,Troglodytidae,marmurinė kaktusinė karietaitė
8200,Campylorhynchus chiapensis,MA,PASSERIFORMES,Troglodytidae,didžioji kaktusinė karietaitė
8201,Campylorhynchus griseus,SA,PASSERIFORMES,Troglodytidae,dvispalvė kaktusinė karietaitė
8202,Campylorhynchus rufinucha,MA,PASSERIFORMES,Troglodytidae,rusvasprandė kaktusinė karietaitė
8203,Campylorhynchus humilis,MA,PASSERIFORMES,Troglodytidae,Sclater's Wren
8204,Campylorhynchus capistratus,MA,PASSERIFORMES,Troglodytidae,Rufous-backed Wren
8205,Campylorhynchus gularis,MA,PASSERIFORMES,Troglodytidae,meksikinė kaktusinė karietaitė
8206,Campylorhynchus jocosus,MA,PASSERIFORMES,Troglodytidae,spalvingoji kaktusinė karietaitė
8207,Campylorhynchus yucatanicus,MA,PASSERIFORMES,Troglodytidae,jukataninė kaktusinė karietaitė
8208,Campylorhynchus brunneicapillus,"NA, MA",PASSERIFORMES,Troglodytidae,tamsiakrūtė kaktusinė karietaitė
8209,Campylorhynchus turdinus,SA,PASSERIFORMES,Troglodytidae,strazdinė kaktusinė karietaitė
8210,Odontorchilus branickii,SA,PASSERIFORMES,Troglodytidae,baltagurklė pilkanugarė karietaitė
8211,Odontorchilus cinereus,SA,PASSERIFORMES,Troglodytidae,rusvagurklė pilkanugarė karietaitė
8212,Salpinctes obsoletus,"NA, MA",PASSERIFORMES,Troglodytidae,uolinė ilgasnapė karietaitė
8213,Catherpes mexicanus,"NA, MA",PASSERIFORMES,Troglodytidae,kanjoninė karietaitė
8214,Hylorchilus sumichrasti,MA,PASSERIFORMES,Troglodytidae,paprastoji plonasnapė karietaitė
8215,Hylorchilus navai,MA,PASSERIFORMES,Troglodytidae,Navos plonasnapė karietaitė
8216,Cinnycerthia unirufa,SA,PASSERIFORMES,Troglodytidae,andinė kaštoninė karietaitė
8217,Cinnycerthia olivascens,SA,PASSERIFORMES,Troglodytidae,Šarpo kaštoninė karietaitė
8218,Cinnycerthia peruana,SA,PASSERIFORMES,Troglodytidae,peruvinė kaštoninė karietaitė
8219,Cinnycerthia fulva,SA,PASSERIFORMES,Troglodytidae,mažoji kaštoninė karietaitė
8220,Cistothorus meridae,SA,PASSERIFORMES,Troglodytidae,meridinė trumpasnapė karietaitė
8221,Cistothorus apolinari,SA,PASSERIFORMES,Troglodytidae,didžioji trumpasnapė karietaitė
8222,Cistothorus platensis,"MA, SA",PASSERIFORMES,Troglodytidae,pievinė trumpasnapė karietaitė
8223,Cistothorus palustris,"NA, MA",PASSERIFORMES,Troglodytidae,pelkinė trumpasnapė karietaitė
8224,Thryomanes bewickii,"NA, MA",PASSERIFORMES,Troglodytidae,ilgauodegė karietaitė
8225,Pheugopedius atrogularis,MA,PASSERIFORMES,Troglodytidae,juodagurklė krūmyninė karietaitė
8226,Pheugopedius spadix,"MA, SA",PASSERIFORMES,Troglodytidae,tamsiagalvė krūmyninė karietaitė
8227,Pheugopedius fasciatoventris,"MA, SA",PASSERIFORMES,Troglodytidae,juodapilvė krūmyninė karietaitė
8228,Pheugopedius euophrys,SA,PASSERIFORMES,Troglodytidae,rusvauodegė krūmyninė karietaitė
8229,Pheugopedius eisenmanni,SA,PASSERIFORMES,Troglodytidae,peruvinė krūmyninė karietaitė
8230,Pheugopedius genibarbis,SA,PASSERIFORMES,Troglodytidae,mažoji ūsuotoji krūmyninė karietaitė
8231,Pheugopedius mystacalis,SA,PASSERIFORMES,Troglodytidae,didžioji ūsuotoji krūmyninė karietaitė
8232,Pheugopedius coraya,SA,PASSERIFORMES,Troglodytidae,korėjinė krūmyninė karietaitė
8233,Pheugopedius felix,MA,PASSERIFORMES,Troglodytidae,žvitrioji krūmyninė karietaitė
8234,Pheugopedius maculipectus,MA,PASSERIFORMES,Troglodytidae,dėmėtakrūtė krūmyninė karietaitė
8235,Pheugopedius rutilus,"MA, SA",PASSERIFORMES,Troglodytidae,rusvakrūtė krūmyninė karietaitė
8236,Pheugopedius sclateri,SA,PASSERIFORMES,Troglodytidae,Skleterio krūmyninė karietaitė
8237,Thryophilus pleurostictus,MA,PASSERIFORMES,Troglodytidae,dėmėtoji krūmyninė karietaitė
8238,Thryophilus rufalbus,"MA, SA",PASSERIFORMES,Troglodytidae,rudnugarė krūmyninė karietaitė
8239,Thryophilus sernai,SA,PASSERIFORMES,Troglodytidae,dryžaskruostė krūmyninė karietaitė
8240,Thryophilus nicefori,SA,PASSERIFORMES,Troglodytidae,kolumbinė krūmyninė karietaitė
8241,Thryophilus sinaloa,MA,PASSERIFORMES,Troglodytidae,sinaloavinė krūmyninė karietaitė
8242,Cantorchilus modestus,MA,PASSERIFORMES,Troglodytidae,paprastoji krūmyninė karietaitė
8243,Cantorchilus zeledoni,MA,PASSERIFORMES,Troglodytidae,Seledono krūmyninė karietaitė
8244,Cantorchilus elutus,MA,PASSERIFORMES,Troglodytidae,Isthmian Wren
8245,Cantorchilus leucotis,"MA, SA",PASSERIFORMES,Troglodytidae,geltonkrūtė krūmyninė karietaitė
8246,Cantorchilus superciliaris,SA,PASSERIFORMES,Troglodytidae,ilgablakstienė krūmyninė karietaitė
8247,Cantorchilus guarayanus,SA,PASSERIFORMES,Troglodytidae,rudakrūtė krūmyninė karietaitė
8248,Cantorchilus longirostris,SA,PASSERIFORMES,Troglodytidae,ilgasnapė krūmyninė karietaitė
8249,Cantorchilus griseus,SA,PASSERIFORMES,Troglodytidae,pilkoji krūmyninė karietaitė
8250,Cantorchilus semibadius,MA,PASSERIFORMES,Troglodytidae,krantinė krūmyninė karietaitė
8251,Cantorchilus nigricapillus,"MA, SA",PASSERIFORMES,Troglodytidae,juodakepurė krūmyninė karietaitė
8252,Cantorchilus thoracicus,MA,PASSERIFORMES,Troglodytidae,margakrūtė krūmyninė karietaitė
8253,Cantorchilus leucopogon,"MA, SA",PASSERIFORMES,Troglodytidae,dryžagurklė krūmyninė karietaitė
8254,Thryothorus ludovicianus,"NA, MA",PASSERIFORMES,Troglodytidae,karolininė krūmyninė karietaitė
8255,Troglodytes troglodytes,PAL,PASSERIFORMES,Troglodytidae,paprastoji karietaitė
8256,Troglodytes tanneri,MA,PASSERIFORMES,Troglodytidae,klarjoninė karietaitė
8257,Troglodytes aedon,"NA, MA, SA",PASSERIFORMES,Troglodytidae,naminė karietaitė
8258,Troglodytes cobbi,SA,PASSERIFORMES,Troglodytidae,Kobo karietaitė
8259,Troglodytes sissonii,MA,PASSERIFORMES,Troglodytidae,sokorinė karietaitė
8260,Troglodytes rufociliatus,MA,PASSERIFORMES,Troglodytidae,rusvabruvė karietaitė
8261,Troglodytes ochraceus,MA,PASSERIFORMES,Troglodytidae,rusvoji karietaitė
8262,Troglodytes solstitialis,SA,PASSERIFORMES,Troglodytidae,kalninė rusvabruvė karietaitė
8263,Troglodytes monticola,SA,PASSERIFORMES,Troglodytidae,santamartinė karietaitė
8264,Troglodytes rufulus,SA,PASSERIFORMES,Troglodytidae,roraiminė karietaitė
8265,Thryorchilus browni,MA,PASSERIFORMES,Troglodytidae,kalninė karietaitė
8266,Uropsila leucogastra,MA,PASSERIFORMES,Troglodytidae,baltapilvė karietaitė
8267,Henicorhina leucosticta,"MA, SA",PASSERIFORMES,Troglodytidae,baltakrūtė miškinė karietaitė
8268,Henicorhina leucophrys,"MA, SA",PASSERIFORMES,Troglodytidae,pilkakrūtė miškinė karietaitė
8269,Henicorhina anachoreta,SA,PASSERIFORMES,Troglodytidae,Hermit Wood Wren
8270,Henicorhina leucoptera,SA,PASSERIFORMES,Troglodytidae,dryžasparnė miškinė karietaitė
8271,Henicorhina negreti,SA,PASSERIFORMES,Troglodytidae,Negreto miškinė karietaitė
8272,Microcerculus philomela,MA,PASSERIFORMES,Troglodytidae,šiaurinė fleitinė karietaitė
8273,Microcerculus marginatus,"MA, SA",PASSERIFORMES,Troglodytidae,pietinė fleitinė karietaitė
8274,Microcerculus ustulatus,SA,PASSERIFORMES,Troglodytidae,paprastoji fleitinė karietaitė
8275,Microcerculus bambla,SA,PASSERIFORMES,Troglodytidae,baltadryžė fleitinė karietaitė
8276,Cyphorhinus thoracicus,SA,PASSERIFORMES,Troglodytidae,kaštoninė storasnapė karietaitė
8277,Cyphorhinus arada,SA,PASSERIFORMES,Troglodytidae,balsingoji storasnapė karietaitė
8278,Cyphorhinus phaeocephalus,"MA, SA",PASSERIFORMES,Troglodytidae,giedančioji storasnapė karietaitė
8279,Ramphocaenus sticturus,SA,PASSERIFORMES,Polioptilidae,Chattering Gnatwren
8280,Ramphocaenus melanurus,"MA, SA",PASSERIFORMES,Polioptilidae,ilgasnapis mašalinukas
8281,Microbates cinereiventris,"MA, SA",PASSERIFORMES,Polioptilidae,pilkapilvė karietaitinė nendrinukė
8282,Microbates collaris,SA,PASSERIFORMES,Polioptilidae,apykaklėtoji karietaitinė nendrinukė
8283,Polioptila facilis,SA,PASSERIFORMES,Polioptilidae,rionegrinis mašalinukas
8284,Polioptila guianensis,SA,PASSERIFORMES,Polioptilidae,kajeninis mašalinukas
8285,Polioptila schistaceigula,"MA, SA",PASSERIFORMES,Polioptilidae,pilkagurklis mašalinukas
8286,Polioptila paraensis,SA,PASSERIFORMES,Polioptilidae,parinis mašalinukas
8287,Polioptila clementsi,SA,PASSERIFORMES,Polioptilidae,peruvinis mašalinukas
8288,Polioptila attenboroughi,SA,PASSERIFORMES,Polioptilidae,Inambari mašalinukas
8289,Polioptila plumbea,SA,PASSERIFORMES,Polioptilidae,juodakepuris mašalinukas
8290,Polioptila lactea,SA,PASSERIFORMES,Polioptilidae,balsvapilvis mašalinukas
8291,Polioptila dumicola,SA,PASSERIFORMES,Polioptilidae,kaukėtasis mašalinukas
8292,Polioptila albiventris,MA,PASSERIFORMES,Polioptilidae,Yucatan Gnatcatcher
8293,Polioptila bilineata,"MA, SA",PASSERIFORMES,Polioptilidae,White-browed Gnatcatcher
8294,Polioptila caerulea,"NA, MA",PASSERIFORMES,Polioptilidae,melsvasis mašalinukas
8295,Polioptila melanura,"NA, MA",PASSERIFORMES,Polioptilidae,juodauodegis mašalinukas
8296,Polioptila californica,"NA, MA",PASSERIFORMES,Polioptilidae,kaliforninis mašalinukas
8297,Polioptila nigriceps,"NA, MA",PASSERIFORMES,Polioptilidae,juodagalvis mašalinukas
8298,Polioptila albiloris,MA,PASSERIFORMES,Polioptilidae,baltaskruostis mašalinukas
8299,Sitta leucopsis,OR,PASSERIFORMES,Sittidae,baltaskruostis bukutis
8300,Sitta przewalskii,PAL,PASSERIFORMES,Sittidae,Prževalskio bukutis
8301,Sitta magna,OR,PASSERIFORMES,Sittidae,milžiniškasis bukutis
8302,Sitta carolinensis,"NA, MA",PASSERIFORMES,Sittidae,karolininis bukutis
8303,Sitta formosa,OR,PASSERIFORMES,Sittidae,puošnusis bukutis
8304,Sitta azurea,OR,PASSERIFORMES,Sittidae,mėlynasis bukutis
8305,Sitta frontalis,OR,PASSERIFORMES,Sittidae,juodakaktis bukutis
8306,Sitta solangiae,OR,PASSERIFORMES,Sittidae,geltonsnapis bukutis
8307,Sitta oenochlamys,OR,PASSERIFORMES,Sittidae,filipininis bukutis
8308,Sitta pygmaea,"NA, MA",PASSERIFORMES,Sittidae,nykštukinis bukutis
8309,Sitta yunnanensis,OR,PASSERIFORMES,Sittidae,junaninis bukutis
8310,Sitta ledanti,AF,PASSERIFORMES,Sittidae,alžyrinis bukutis
8311,Sitta krueperi,PAL,PASSERIFORMES,Sittidae,rusvakrūtis bukutis
8312,Sitta whiteheadi,PAL,PASSERIFORMES,Sittidae,korsikinis bukutis
8313,Sitta villosa,PAL,PASSERIFORMES,Sittidae,kininis bukutis
8314,Sitta neumayer,PAL,PASSERIFORMES,Sittidae,kaukazinis bukutis
8315,Sitta tephronota,PAL,PASSERIFORMES,Sittidae,uolinis bukutis
8316,Sitta arctica,PAL,PASSERIFORMES,Sittidae,Siberian Nuthatch
8317,Sitta victoriae,OR,PASSERIFORMES,Sittidae,baltabruvis bukutis
8318,Sitta himalayensis,OR,PASSERIFORMES,Sittidae,baltauodegis bukutis
8319,Sitta europaea,PAL,PASSERIFORMES,Sittidae,eurazinis bukutis
8320,Sitta nagaensis,OR,PASSERIFORMES,Sittidae,rudauodegis bukutis
8321,Sitta cashmirensis,OR,PASSERIFORMES,Sittidae,kašmyrinis bukutis
8322,Sitta castanea,OR,PASSERIFORMES,Sittidae,kaštoninis bukutis
8323,Sitta cinnamoventris,OR,PASSERIFORMES,Sittidae,rusvapilvis bukutis
8324,Sitta neglecta,OR,PASSERIFORMES,Sittidae,indokininis bukutis
8325,Tichodroma muraria,PAL,PASSERIFORMES,Tichodromidae,lipikas
8326,Certhia familiaris,PAL,PASSERIFORMES,Certhiidae,eurazinis liputis
8327,Certhia hodgsoni,OR,PASSERIFORMES,Certhiidae,Hodžsono liputis
8328,Certhia americana,"NA, MA",PASSERIFORMES,Certhiidae,amerikinis liputis
8329,Certhia brachydactyla,PAL,PASSERIFORMES,Certhiidae,sodinis liputis
8330,Certhia himalayana,PAL,PASSERIFORMES,Certhiidae,himalajinis liputis
8331,Certhia nipalensis,OR,PASSERIFORMES,Certhiidae,nepalinis liputis
8332,Certhia discolor,OR,PASSERIFORMES,Certhiidae,sikiminis liputis
8333,Certhia manipurensis,OR,PASSERIFORMES,Certhiidae,manipurinis liputis
8334,Certhia tianquanensis,OR,PASSERIFORMES,Certhiidae,sičuaninis liputis
8335,Salpornis spilonota,OR,PASSERIFORMES,Certhiidae,dėmėtasis liputis
8336,Salpornis salvadori,AF,PASSERIFORMES,Certhiidae,African Spotted Creeper
8337,Melanoptila glabrirostris,MA,PASSERIFORMES,Mimidae,violetinis katstrazdis
8338,Mimus polyglottos,"NA, MA",PASSERIFORMES,Mimidae,amerikinis mėgdžiotojas
8339,Mimus gilvus,"MA, SA",PASSERIFORMES,Mimidae,atogrąžinis mėgdžiotojas
8340,Mimus thenca,SA,PASSERIFORMES,Mimidae,čilinis mėgdžiotojas
8341,Mimus longicaudatus,SA,PASSERIFORMES,Mimidae,ilgauodegis mėgdžiotojas
8342,Mimus saturninus,SA,PASSERIFORMES,Mimidae,baltabruvis mėgdžiotojas
8343,Mimus patagonicus,SA,PASSERIFORMES,Mimidae,patagoninis mėgdžiotojas
8344,Mimus triurus,SA,PASSERIFORMES,Mimidae,baltadryžis mėgdžiotojas
8345,Mimus dorsalis,SA,PASSERIFORMES,Mimidae,rudnugaris mėgdžiotojas
8346,Mimus parvulus,SA,PASSERIFORMES,Mimidae,juodaausis mėgdžiotojas
8347,Mimus trifasciatus,SA,PASSERIFORMES,Mimidae,floreaninis mėgdžiotojas
8348,Mimus macdonaldi,SA,PASSERIFORMES,Mimidae,ispaninis mėgdžiotojas
8349,Mimus melanotis,SA,PASSERIFORMES,Mimidae,sankristobalinis mėgdžiotojas
8350,Mimus graysoni,MA,PASSERIFORMES,Mimidae,sokorinis mėgdžiotojas
8351,Toxostoma longirostre,"NA, MA",PASSERIFORMES,Mimidae,didžioji pašaipa
8352,Toxostoma guttatum,MA,PASSERIFORMES,Mimidae,kosumelinė pašaipa
8353,Toxostoma cinereum,MA,PASSERIFORMES,Mimidae,pilkoji pašaipa
8354,Toxostoma bendirei,"NA, MA",PASSERIFORMES,Mimidae,kaktusinė pašaipa
8355,Toxostoma ocellatum,MA,PASSERIFORMES,Mimidae,dėmėtapilvė pašaipa
8356,Toxostoma curvirostre,"NA, MA",PASSERIFORMES,Mimidae,peleninė pašaipa
8357,Toxostoma redivivum,"NA, MA",PASSERIFORMES,Mimidae,kaliforninė pašaipa
8358,Toxostoma crissale,"NA, MA",PASSERIFORMES,Mimidae,raudonsturplė pašaipa
8359,Toxostoma lecontei,"NA, MA",PASSERIFORMES,Mimidae,dykuminė pašaipa
8360,Melanotis caerulescens,MA,PASSERIFORMES,Mimidae,paprastasis mėgdžiotojas
8361,Melanotis hypoleucus,MA,PASSERIFORMES,Mimidae,baltapilvis mėgdžiotojas
8362,Aplonis metallica,AU,PASSERIFORMES,Sturnidae,blizgusis aplonis
8363,Aplonis circumscripta,AU,PASSERIFORMES,Sturnidae,Violet-hooded Starling
8364,Aplonis mystacea,AU,PASSERIFORMES,Sturnidae,geltonakis aplonis
8365,Aplonis cantoroides,AU,PASSERIFORMES,Sturnidae,aplonis giesmininkas
8366,Aplonis crassa,AU,PASSERIFORMES,Sturnidae,tanimbarinis aplonis
8367,Aplonis feadensis,AU,PASSERIFORMES,Sturnidae,atolinis aplonis
8368,Aplonis insularis,AU,PASSERIFORMES,Sturnidae,saliamoninis aplonis
8369,Aplonis magna,AU,PASSERIFORMES,Sturnidae,ilgauodegis aplonis
8370,Aplonis brunneicapillus,AU,PASSERIFORMES,Sturnidae,baltaakis aplonis
8371,Aplonis grandis,AU,PASSERIFORMES,Sturnidae,didysis aplonis
8372,Aplonis dichroa,AU,PASSERIFORMES,Sturnidae,sankristobalinis aplonis
