,IOC,Breeding Range,Order,Family,Portuguese
8941,Saxicola stejnegeri,PAL,PASSERIFORMES,Muscicapidae,cartaxo-siberiano
8942,Saxicola torquatus,AF,PASSERIFORMES,Muscicapidae,cartaxo-africano
8943,Saxicola sibilla,AF,PASSERIFORMES,Muscicapidae,cartaxo-de-madagáscar
8944,Saxicola tectes,IO,PASSERIFORMES,Muscicapidae,cartaxo-da-reunião
8945,Saxicola maurus,PAL,PASSERIFORMES,Muscicapidae,cartaxo-asiático
8946,Saxicola rubicola,PAL,PASSERIFORMES,Muscicapidae,cartaxo-europeu
8947,Saxicola dacotiae,AF,PASSERIFORMES,Muscicapidae,caldeireta
8948,Campicoloides bifasciatus,AF,PASSERIFORMES,Muscicapidae,chasco-estriado
8949,Emarginata schlegelii,AF,PASSERIFORMES,Muscicapidae,chasco-do-carru
8950,Emarginata tractrac,AF,PASSERIFORMES,Muscicapidae,chasco-pálido
8951,Emarginata sinuata,AF,PASSERIFORMES,Muscicapidae,chasco-pardo
8952,Pinarochroa sordida,AF,PASSERIFORMES,Muscicapidae,chasco-abissínio
8953,Thamnolaea cinnamomeiventris,AF,PASSERIFORMES,Muscicapidae,chasco-poliglota
8954,Thamnolaea coronata,AF,PASSERIFORMES,Muscicapidae,chasco-coroado
8955,Myrmecocichla aethiops,AF,PASSERIFORMES,Muscicapidae,chasco-formigueiro-setentrional
8956,Myrmecocichla tholloni,AF,PASSERIFORMES,Muscicapidae,chasco-formigueiro-do-congo
8957,Myrmecocichla formicivora,AF,PASSERIFORMES,Muscicapidae,chasco-formigueiro-meridional
8958,Myrmecocichla monticola,AF,PASSERIFORMES,Muscicapidae,chasco-montês
8959,Myrmecocichla nigra,AF,PASSERIFORMES,Muscicapidae,chasco-formigueiro-preto
8960,Myrmecocichla melaena,AF,PASSERIFORMES,Muscicapidae,chasco-formigueiro-etíope
8961,Myrmecocichla collaris,AF,PASSERIFORMES,Muscicapidae,chasco-do-ruaha
8962,Myrmecocichla arnotti,AF,PASSERIFORMES,Muscicapidae,chasco-de-asa-branca
8963,Oenanthe oenanthe,PAL,PASSERIFORMES,Muscicapidae,chasco-cinzento
8964,Oenanthe seebohmi,AF,PASSERIFORMES,Muscicapidae,chasco-de-garganta-preta
8965,Oenanthe pileata,AF,PASSERIFORMES,Muscicapidae,chasco-de-barrete-preto
8966,Oenanthe bottae,PAL,PASSERIFORMES,Muscicapidae,chasco-de-peito-vermelho
8967,Oenanthe frenata,AF,PASSERIFORMES,Muscicapidae,Rusty-breasted Wheatear
8968,Oenanthe isabellina,PAL,PASSERIFORMES,Muscicapidae,chasco-isabel
8969,Oenanthe heuglinii,AF,PASSERIFORMES,Muscicapidae,chasco-do-sael
8970,Oenanthe monacha,PAL,PASSERIFORMES,Muscicapidae,chasco-de-capuz
8971,Oenanthe deserti,PAL,PASSERIFORMES,Muscicapidae,chasco-do-deserto
8972,Oenanthe hispanica,PAL,PASSERIFORMES,Muscicapidae,chasco-ruivo
8973,Oenanthe pleschanka,PAL,PASSERIFORMES,Muscicapidae,chasco-malhado
8974,Oenanthe melanoleuca,PAL,PASSERIFORMES,Muscicapidae,chasco-do-levante
8975,Oenanthe cypriaca,PAL,PASSERIFORMES,Muscicapidae,chasco-de-chipre
8976,Oenanthe albifrons,AF,PASSERIFORMES,Muscicapidae,chasco-de-testa-branca
8977,Oenanthe phillipsi,AF,PASSERIFORMES,Muscicapidae,chasco-somali
8978,Oenanthe moesta,"PAL, AF",PASSERIFORMES,Muscicapidae,chasco-triste
8979,Oenanthe melanura,"PAL, AF",PASSERIFORMES,Muscicapidae,rabinegro
8980,Oenanthe familiaris,AF,PASSERIFORMES,Muscicapidae,chasco-familiar
8981,Oenanthe scotocerca,AF,PASSERIFORMES,Muscicapidae,chasco-de-rabo-pardo
8982,Oenanthe dubia,AF,PASSERIFORMES,Muscicapidae,chasco-sombrio
8983,Oenanthe fusca,OR,PASSERIFORMES,Muscicapidae,chasco-indiano
8984,Oenanthe picata,PAL,PASSERIFORMES,Muscicapidae,chasco-oriental
8985,Oenanthe finschii,PAL,PASSERIFORMES,Muscicapidae,chasco-de-dorso-branco
8986,Oenanthe halophila,AF,PASSERIFORMES,Muscicapidae,chasco-do-magrebe
8987,Oenanthe lugens,"PAL, AF",PASSERIFORMES,Muscicapidae,chasco-fúnebre
8988,Oenanthe warriae,PAL,PASSERIFORMES,Muscicapidae,chasco-do-basalto
8989,Oenanthe xanthoprymna,PAL,PASSERIFORMES,Muscicapidae,chasco-curdo
8990,Oenanthe chrysopygia,PAL,PASSERIFORMES,Muscicapidae,chasco-de-cauda-ruiva
8991,Oenanthe leucopyga,"AF, PAL",PASSERIFORMES,Muscicapidae,chasco-de-barrete-branco
8992,Oenanthe albonigra,PAL,PASSERIFORMES,Muscicapidae,chasco-alvinegro
8993,Oenanthe leucura,PAL,PASSERIFORMES,Muscicapidae,chasco-preto
8994,Oenanthe lugentoides,PAL,PASSERIFORMES,Muscicapidae,chasco-arábico
8995,Oenanthe lugubris,AF,PASSERIFORMES,Muscicapidae,chasco-da-abissínia
8996,Cinclus cinclus,PAL,PASSERIFORMES,Cinclidae,melro-de-água-eurasiático
8997,Cinclus pallasii,PAL,PASSERIFORMES,Cinclidae,melro-de-água-castanho
8998,Cinclus mexicanus,"NA, MA",PASSERIFORMES,Cinclidae,melro-de-água-americano
8999,Cinclus leucocephalus,SA,PASSERIFORMES,Cinclidae,melro-de-água-coroado
9000,Cinclus schulzii,SA,PASSERIFORMES,Cinclidae,melro-de-água-de-garganta-ruiva
9001,Chloropsis flavipennis,OR,PASSERIFORMES,Chloropseidae,verdim-filipino
9002,Chloropsis palawanensis,OR,PASSERIFORMES,Chloropseidae,melro-de-água-de-garganta-amarela
9003,Chloropsis sonnerati,OR,PASSERIFORMES,Chloropseidae,verdim-grande
9004,Chloropsis cyanopogon,OR,PASSERIFORMES,Chloropseidae,verdim-pequeno
9005,Chloropsis moluccensis,OR,PASSERIFORMES,Chloropseidae,verdim-de-asa-azul
9006,Chloropsis cochinchinensis,OR,PASSERIFORMES,Chloropseidae,verdim-de-java
9007,Chloropsis kinabaluensis,OR,PASSERIFORMES,Chloropseidae,verdim-de-bornéu
9008,Chloropsis jerdoni,OR,PASSERIFORMES,Chloropseidae,verdim-indiano
9009,Chloropsis aurifrons,OR,PASSERIFORMES,Chloropseidae,verdim-de-testa-dourada
9010,Chloropsis media,OR,PASSERIFORMES,Chloropseidae,verdim-de-testa-amarela
9011,Chloropsis hardwickii,OR,PASSERIFORMES,Chloropseidae,verdim-de-barriga-laranja
9012,Chloropsis venusta,OR,PASSERIFORMES,Chloropseidae,verdim-de-cara-azul
9013,Prionochilus olivaceus,OR,PASSERIFORMES,Dicaeidae,pica-flor-oliváceo
9014,Prionochilus maculatus,OR,PASSERIFORMES,Dicaeidae,pica-flor-manchado
9015,Prionochilus percussus,OR,PASSERIFORMES,Dicaeidae,pica-flor-apunhalado
9016,Prionochilus plateni,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-palauã
9017,Prionochilus xanthopygius,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-rabadilha-amarela
9018,Prionochilus thoracicus,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-peito-escarlate
9019,Dicaeum dayakorum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-óculos
9020,Dicaeum annae,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-rabadilha-dourada
9021,Dicaeum agile,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-bico-grosso
9022,Dicaeum aeruginosum,OR,PASSERIFORMES,Dicaeidae,pica-flor-raiado
9023,Dicaeum everetti,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-dorso-pardo
9024,Dicaeum proprium,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-bigodes
9025,Dicaeum chrysorrheum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-peito-estriado
9026,Dicaeum melanozanthum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-barriga-amarela
9027,Dicaeum vincens,OR,PASSERIFORMES,Dicaeidae,pica-flor-cingalês
9028,Dicaeum aureolimbatum,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-flancos-amarelos
9029,Dicaeum nigrilore,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-mindanau
9030,Dicaeum anthonyi,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-coroa-dourada
9031,Dicaeum kampalili,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-coroa-de-fogo
9032,Dicaeum bicolor,OR,PASSERIFORMES,Dicaeidae,pica-flor-bicolor
9033,Dicaeum australe,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-barriga-encarnada
9034,Dicaeum haematostictum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-avental
9035,Dicaeum retrocinctum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-colar
9036,Dicaeum quadricolor,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-cebu
9037,Dicaeum trigonostigma,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-barriga-laranja
9038,Dicaeum hypoleucum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-barriga-branca
9039,Dicaeum erythrorhynchos,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-bico-rosado
9040,Dicaeum concolor,OR,PASSERIFORMES,Dicaeidae,pica-flor-dos-nilguiri
9041,Dicaeum minullum,OR,PASSERIFORMES,Dicaeidae,pica-flor-liso
9042,Dicaeum virescens,OR,PASSERIFORMES,Dicaeidae,pica-flor-das-andamão
9043,Dicaeum pygmaeum,OR,PASSERIFORMES,Dicaeidae,pica-flor-cerúleo
9044,Dicaeum nehrkorni,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-coroa-vermelha
9045,Dicaeum erythrothorax,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-buru
9046,Dicaeum schistaceiceps,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-halmahera
9047,Dicaeum vulneratum,AU,PASSERIFORMES,Dicaeidae,pica-flor-cinzento
9048,Dicaeum pectorale,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-peitilho
9049,Dicaeum geelvinkianum,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-barrete-encarnado
9050,Dicaeum nitidum,AU,PASSERIFORMES,Dicaeidae,pica-flor-das-luisíadas
9051,Dicaeum eximium,AU,PASSERIFORMES,Dicaeidae,pica-flor-das-bismarck
9052,Dicaeum aeneum,AU,PASSERIFORMES,Dicaeidae,pica-flor-das-salomão
9053,Dicaeum tristrami,AU,PASSERIFORMES,Dicaeidae,pica-flor-mosqueado
9054,Dicaeum igniferum,AU,PASSERIFORMES,Dicaeidae,pica-flor-inflamado
9055,Dicaeum maugei,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-peito-vermelho
9056,Dicaeum hirundinaceum,AU,PASSERIFORMES,Dicaeidae,pica-flor-australiano
9057,Dicaeum celebicum,AU,PASSERIFORMES,Dicaeidae,pica-flor-de-flancos-cinzentos
9058,Dicaeum monticolum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-bornéu
9059,Dicaeum ignipectus,OR,PASSERIFORMES,Dicaeidae,pica-flor-flamejante
9060,Dicaeum sanguinolentum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-peito-sanguíneo
9061,Dicaeum cruentatum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-dorso-encarnado
9062,Dicaeum trochileum,OR,PASSERIFORMES,Dicaeidae,pica-flor-de-cabeça-encarnada
9063,Chalcoparia singalensis,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-orelha-rubi
9064,Deleornis fraseri,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-óculos
9065,Deleornis axillaris,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-cabeça-cinzenta
9066,Anthreptes reichenowi,AF,PASSERIFORMES,Nectariniidae,nectarínia-clara-de-garganta-azul
9067,Anthreptes anchietae,AF,PASSERIFORMES,Nectariniidae,nectarínia-ensanguentada
9068,Anthreptes simplex,OR,PASSERIFORMES,Nectariniidae,nectarínia-modesta
9069,Anthreptes malacensis,"OR, AU",PASSERIFORMES,Nectariniidae,nectarínia-de-garganta-castanha
9070,Anthreptes griseigularis,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-garganta-cinzenta
9071,Anthreptes rhodolaemus,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-garganta-vermelha
9072,Anthreptes gabonicus,AF,PASSERIFORMES,Nectariniidae,nectarínia-dos-mangais
9073,Anthreptes longuemarei,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-manto-violeta
9074,Anthreptes orientalis,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-rabadilha-turquesa
9075,Anthreptes neglectus,AF,PASSERIFORMES,Nectariniidae,nectarínia-da-costa-leste
9076,Anthreptes aurantius,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-cauda-violeta
9077,Anthreptes seimundi,AF,PASSERIFORMES,Nectariniidae,nectarínia-verde-pequena
9078,Anthreptes rectirostris,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-queixo-amarelo
9079,Anthreptes tephrolaemus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-bico-direito
9080,Anthreptes rubritorques,AF,PASSERIFORMES,Nectariniidae,nectarínia-cintada
9081,Hedydipna collaris,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-colar
9082,Hedydipna platura,AF,PASSERIFORMES,Nectariniidae,nectarínia-rabilonga
9083,Hedydipna metallica,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-nilo
9084,Hedydipna pallidigaster,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-amani
9085,Anabathmis reichenbachii,AF,PASSERIFORMES,Nectariniidae,nectarínia-ribeirinha
9086,Anabathmis hartlaubii,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-príncipe
9087,Anabathmis newtonii,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-são-tomé
9088,Dreptes thomensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-grandiosa
9089,Anthobaphes violacea,AF,PASSERIFORMES,Nectariniidae,nectarínia-alaranjada
9090,Cyanomitra verticalis,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-cabeça-verde
9091,Cyanomitra bannermani,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-cabeça-cobalto
9092,Cyanomitra cyanolaema,AF,PASSERIFORMES,Nectariniidae,nectarínia-castanha-de-garganta-azul
9093,Cyanomitra oritis,AF,PASSERIFORMES,Nectariniidae,nectarínia-camaronesa
9094,Cyanomitra alinae,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-cabeça-azul
9095,Cyanomitra olivacea,AF,PASSERIFORMES,Nectariniidae,nectarínia-olivácea
9096,Cyanomitra veroxii,AF,PASSERIFORMES,Nectariniidae,nectarínia-cinzenta
9097,Chalcomitra adelberti,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-papo-claro
9098,Chalcomitra fuliginosa,AF,PASSERIFORMES,Nectariniidae,nectarínia-fuliginosa
9099,Chalcomitra rubescens,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-papo-verde
9100,Chalcomitra amethystina,AF,PASSERIFORMES,Nectariniidae,nectarínia-ametista
9101,Chalcomitra senegalensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-escarlate
9102,Chalcomitra hunteri,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-rubi
9103,Chalcomitra balfouri,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-socotorá
9104,Leptocoma zeylonica,OR,PASSERIFORMES,Nectariniidae,nectarínia-indiana
9105,Leptocoma minima,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-dorso-vermelho
9106,Leptocoma sperata,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-papo-roxo
9107,Leptocoma brasiliana,OR,PASSERIFORMES,Nectariniidae,nectarínia-vinácea
9108,Leptocoma aspasia,AU,PASSERIFORMES,Nectariniidae,nectarínia-acetinada
9109,Leptocoma calcostetha,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-papo-acobreado
9110,Nectarinia bocagii,AF,PASSERIFORMES,Nectariniidae,nectarínia-angolana
9111,Nectarinia purpureiventris,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-violeta
9112,Nectarinia tacazze,AF,PASSERIFORMES,Nectariniidae,nectarínia-violácea
9113,Nectarinia kilimensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-bronzeada
9114,Nectarinia famosa,AF,PASSERIFORMES,Nectariniidae,nectarínia-malaquite
9115,Nectarinia johnstoni,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-tufos-escarlates
9116,Drepanorhynchus reichenowi,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-asa-dourada
9117,Cinnyris chloropygius,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-olivácea
9118,Cinnyris minullus,AF,PASSERIFORMES,Nectariniidae,nectarínia-anã
9119,Cinnyris manoensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-pequena-do-miombo
9120,Cinnyris gertrudis,AF,PASSERIFORMES,Nectariniidae,nectarínia-grande-do-miombo
9121,Cinnyris chalybeus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-austral
9122,Cinnyris neergaardi,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-de-moçambique
9123,Cinnyris stuhlmanni,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-dos-ruvenzóri
9124,Cinnyris whytei,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-dos-udzungwa
9125,Cinnyris prigoginei,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-do-marungu
9126,Cinnyris ludovicensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-das-montanhas
9127,Cinnyris reichenowi,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-nortenha
9128,Cinnyris afer,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-grande
9129,Cinnyris regius,AF,PASSERIFORMES,Nectariniidae,nectarínia-régia
9130,Cinnyris rockefelleri,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-quivu
9131,Cinnyris mediocris,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-oriental
9132,Cinnyris usambaricus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-dos-usambara
9133,Cinnyris fuelleborni,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-dupla-coleira-da-floresta
9134,Cinnyris moreaui,AF,PASSERIFORMES,Nectariniidae,nectarínia-serrana-da-tanzânia
9135,Cinnyris loveridgei,AF,PASSERIFORMES,Nectariniidae,nectarínia-dos-uluguru
9136,Cinnyris pulchellus,AF,PASSERIFORMES,Nectariniidae,nectarínia-linda
9137,Cinnyris mariquensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-marico
9138,Cinnyris shelleyi,AF,PASSERIFORMES,Nectariniidae,nectarínia-esmeralda-da-zâmbia
9139,Cinnyris hofmanni,AF,PASSERIFORMES,Nectariniidae,nectarínia-esmeralda-da-tanzânia
9140,Cinnyris congensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-congo
9141,Cinnyris erythrocercus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-encarnado
9142,Cinnyris nectarinioides,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-negra
9143,Cinnyris bifasciatus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-roxo
9144,Cinnyris tsavoensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-do-tsavo
9145,Cinnyris chalcomelas,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-violeta
9146,Cinnyris pembae,IO,PASSERIFORMES,Nectariniidae,nectarínia-de-pemba
9147,Cinnyris bouvieri,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-castanha
9148,Cinnyris osea,AF,PASSERIFORMES,Nectariniidae,nectarínia-da-palestina
9149,Cinnyris hellmayri,PAL,PASSERIFORMES,Nectariniidae,nectarínia-arábica
9150,Cinnyris habessinicus,AF,PASSERIFORMES,Nectariniidae,nectarínia-brilhante
9151,Cinnyris coccinigastrus,AF,PASSERIFORMES,Nectariniidae,nectarínia-esplêndida
9152,Cinnyris johannae,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-coroa-verde
9153,Cinnyris superbus,AF,PASSERIFORMES,Nectariniidae,nectarínia-soberba
9154,Cinnyris rufipennis,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-asa-ruiva
9155,Cinnyris oustaleti,AF,PASSERIFORMES,Nectariniidae,nectarínia-turquesa
9156,Cinnyris talatala,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-alva
9157,Cinnyris venustus,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-barriga-amarela
9158,Cinnyris fuscus,AF,PASSERIFORMES,Nectariniidae,nectarínia-sombria
9159,Cinnyris ursulae,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-cinzento
9160,Cinnyris batesi,AF,PASSERIFORMES,Nectariniidae,nectarínia-parda
9161,Cinnyris cupreus,AF,PASSERIFORMES,Nectariniidae,nectarínia-cobreada
9162,Cinnyris asiaticus,"PAL, OR",PASSERIFORMES,Nectariniidae,nectarínia-asiática
9163,Cinnyris jugularis,"OR, AU",PASSERIFORMES,Nectariniidae,nectarínia-de-dorso-oliváceo
9164,Cinnyris buettikoferi,AU,PASSERIFORMES,Nectariniidae,nectarínia-de-sumba
9165,Cinnyris solaris,AU,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-laranja
9166,Cinnyris sovimanga,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-madagáscar
9167,Cinnyris notatus,AF,PASSERIFORMES,Nectariniidae,nectarínia-verde-malgaxe
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,nectarínia-das-seicheles
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,nectarínia-das-comores
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-anjuã
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,nectarínia-de-maiote
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-bico-comprido
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-capuz
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,nectarínia-do-apo
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-davau
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,nectarínia-flamejante
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-nuca-castanha
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-asa-metálica
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-lução
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-bojol
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,nectarínia-elegante
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-palauã
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,nectarínia-filipina
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-barrete-roxo
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-cabeça-turquesa
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-flancos-brancos
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,nectarínia-rabiforcada
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-peito-preto
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,nectarínia-carmim
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,nectarínia-rubra
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,nectarínia-dos-gates-ocidentais
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-java
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,nectarínia-vermelhaça
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,nectarínia-cauda-de-fogo
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,nectarínia-de-nuca-azul
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,aranheiro-pequeno
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-peito-branco
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-palauã
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-bico-grosso
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-bico-comprido
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-óculos
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-orelha-amarela
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-faces-nuas
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,aranheiro-modesto
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-peito-riscado
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,aranheiro-de-peito-listrado
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,aranheiro-estriado
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,aranheiro-zebrado
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,ibone-canela
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,pardal-pálido
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,pardal-francês
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,pardal-das-marmotas
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,pardal-tibetano
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,pardal-alpino
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,pardal-das-neves
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,pardal-afegão
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,pardal-de-pescoço-ruivo
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,pardal-mongol
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,pardal-das-estepes
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,pardal-de-pinta-amarela
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,pardal-de-sobrancelha-branca
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,pardal-de-sobrancelha-ruiva
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,pardal-de-garganta-amarela
