,IOC,Breeding Range,Order,Family,Ukrainian
10401,Conirostrum rufum,SA,PASSERIFORMES,Thraupidae,тамаруго колумбійський
10402,Conirostrum cinereum,SA,PASSERIFORMES,Thraupidae,тамаруго сірий
10403,Sicalis citrina,SA,PASSERIFORMES,Thraupidae,посвірж лимонний
10404,Sicalis taczanowskii,SA,PASSERIFORMES,Thraupidae,посвірж еквадорський
10405,Sicalis uropigyalis,SA,PASSERIFORMES,Thraupidae,посвірж золотогузий
10406,Sicalis flaveola,SA,PASSERIFORMES,Thraupidae,посвірж золотоголовий
10407,Sicalis columbiana,SA,PASSERIFORMES,Thraupidae,посвірж червонолобий
10408,Sicalis luteola,"MA, SA",PASSERIFORMES,Thraupidae,посвірж короткодзьобий
10409,Sicalis luteocephala,SA,PASSERIFORMES,Thraupidae,посвірж болівійський
10410,Sicalis lebruni,SA,PASSERIFORMES,Thraupidae,посвірж патагонський
10411,Sicalis olivascens,SA,PASSERIFORMES,Thraupidae,посвірж оливковий
10412,Sicalis mendozae,SA,PASSERIFORMES,Thraupidae,посвірж чагарниковий
10413,Sicalis auriventris,SA,PASSERIFORMES,Thraupidae,посвірж великий
10414,Sicalis raimondii,SA,PASSERIFORMES,Thraupidae,посвірж перуанський
10415,Sicalis lutea,SA,PASSERIFORMES,Thraupidae,посвірж жовтий
10416,Phrygilus gayi,SA,PASSERIFORMES,Thraupidae,вівсянчик чилійський
10417,Phrygilus patagonicus,SA,PASSERIFORMES,Thraupidae,вівсянчик патагонський
10418,Phrygilus atriceps,SA,PASSERIFORMES,Thraupidae,вівсянчик чорноголовий
10419,Phrygilus punensis,SA,PASSERIFORMES,Thraupidae,вівсянчик сіроголовий
10420,Nesospiza acunhae,AO,PASSERIFORMES,Thraupidae,тристанка мала
10421,Nesospiza wilkinsi,AO,PASSERIFORMES,Thraupidae,тристанка велика
10422,Nesospiza questi,AO,PASSERIFORMES,Thraupidae,тристанка жовта
10423,Rowettia goughensis,AO,PASSERIFORMES,Thraupidae,шиферець гузький
10424,Melanodera melanodera,SA,PASSERIFORMES,Thraupidae,магеланник жовтокрилий
10425,Melanodera xanthogramma,SA,PASSERIFORMES,Thraupidae,магеланник жовтовусий
10426,Geospizopsis plebejus,SA,PASSERIFORMES,Thraupidae,вівсянчик сіроволий
10427,Geospizopsis unicolor,SA,PASSERIFORMES,Thraupidae,вівсянчик сірий
10428,Haplospiza unicolor,SA,PASSERIFORMES,Thraupidae,шиферка парагвайська
10429,Haplospiza rustica,"MA, SA",PASSERIFORMES,Thraupidae,шиферка андійська
10430,Acanthidops bairdi,MA,PASSERIFORMES,Thraupidae,шиферка гостродзьоба
10431,Xenodacnis petersi,SA,PASSERIFORMES,Thraupidae,Streaked Dacnis
10432,Xenodacnis parina,SA,PASSERIFORMES,Thraupidae,цукрист перуанський
10433,Idiopsar dorsalis,SA,PASSERIFORMES,Thraupidae,вівсянчик рудоспинний
10434,Idiopsar erythronotus,SA,PASSERIFORMES,Thraupidae,вівсянчик білогорлий
10435,Idiopsar speculifer,SA,PASSERIFORMES,Thraupidae,діука білокрила
10436,Idiopsar brachyurus,SA,PASSERIFORMES,Thraupidae,діука короткохвоста
10437,Catamenia analis,SA,PASSERIFORMES,Thraupidae,насіннєїд малий
10438,Catamenia inornata,SA,PASSERIFORMES,Thraupidae,насіннєїд великий
10439,Catamenia homochroa,SA,PASSERIFORMES,Thraupidae,насіннєїд тонкодзьобий
10440,Diglossa glauca,SA,PASSERIFORMES,Thraupidae,квіткокол ультрамариновий
10441,Diglossa caerulescens,SA,PASSERIFORMES,Thraupidae,квіткокол блакитний
10442,Diglossa cyanea,SA,PASSERIFORMES,Thraupidae,квіткокол масковий
10443,Diglossa indigotica,SA,PASSERIFORMES,Thraupidae,квіткокол індиговий
10444,Diglossa sittoides,SA,PASSERIFORMES,Thraupidae,квіткокол рудочеревий
10445,Diglossa plumbea,MA,PASSERIFORMES,Thraupidae,квіткокол попелястий
10446,Diglossa baritula,MA,PASSERIFORMES,Thraupidae,квіткокол садовий
10447,Diglossa mystacalis,SA,PASSERIFORMES,Thraupidae,квіткокол рудовусий
10448,Diglossa lafresnayii,SA,PASSERIFORMES,Thraupidae,квіткокол блискотливий
10449,Diglossa gloriosissima,SA,PASSERIFORMES,Thraupidae,квіткокол колумбійський
10450,Diglossa duidae,SA,PASSERIFORMES,Thraupidae,квіткокол сизий
10451,Diglossa major,SA,PASSERIFORMES,Thraupidae,квіткокол великий
10452,Diglossa venezuelensis,SA,PASSERIFORMES,Thraupidae,квіткокол венесуельський
10453,Diglossa albilatera,SA,PASSERIFORMES,Thraupidae,квіткокол білобокий
10454,Diglossa carbonaria,SA,PASSERIFORMES,Thraupidae,квіткокол сіробокий
10455,Diglossa brunneiventris,SA,PASSERIFORMES,Thraupidae,квіткокол чорногорлий
10456,Diglossa gloriosa,SA,PASSERIFORMES,Thraupidae,квіткокол мериданський
10457,Diglossa humeralis,SA,PASSERIFORMES,Thraupidae,квіткокол чорний
10458,Calochaetes coccineus,SA,PASSERIFORMES,Thraupidae,тапіранга чорногорла
10459,Iridosornis porphyrocephalus,SA,PASSERIFORMES,Thraupidae,блакитар золотогорлий
10460,Iridosornis analis,SA,PASSERIFORMES,Thraupidae,блакитар жовтогорлий
10461,Iridosornis jelskii,SA,PASSERIFORMES,Thraupidae,блакитар золотошиїй
10462,Iridosornis reinhardti,SA,PASSERIFORMES,Thraupidae,блакитар інкійський
10463,Iridosornis rufivertex,SA,PASSERIFORMES,Thraupidae,блакитар золотоголовий
10464,Pipraeidea melanonota,SA,PASSERIFORMES,Thraupidae,блакитар вохристочеревий
10465,Rauenia bonariensis,SA,PASSERIFORMES,Thraupidae,саяка жовто-синя
10466,Pseudosaltator rufiventris,SA,PASSERIFORMES,Thraupidae,зернолуск болівійський
10467,Dubusia carrikeri,SA,PASSERIFORMES,Thraupidae,Carriker's Mountain Tanager
10468,Dubusia taeniata,SA,PASSERIFORMES,Thraupidae,блакитар вохристоволий
10469,Dubusia stictocephala,SA,PASSERIFORMES,Thraupidae,Streak-crowned Mountain Tanager
10470,Dubusia castaneoventris,SA,PASSERIFORMES,Thraupidae,блакитар рудочеревий
10471,Buthraupis montana,SA,PASSERIFORMES,Thraupidae,танагра-короткодзьоб гірська
10472,Sporathraupis cyanocephala,SA,PASSERIFORMES,Thraupidae,саяка синьоголова
10473,Tephrophilus wetmorei,SA,PASSERIFORMES,Thraupidae,танагра-короткодзьоб маскова
10474,Chlorornis riefferii,SA,PASSERIFORMES,Thraupidae,танагра червононога
10475,Cnemathraupis eximia,SA,PASSERIFORMES,Thraupidae,танагра-короткодзьоб чорновола
10476,Cnemathraupis aureodorsalis,SA,PASSERIFORMES,Thraupidae,танагра-короткодзьоб перуанська
10477,Anisognathus somptuosus,SA,PASSERIFORMES,Thraupidae,андагра жовтоголова
10478,Anisognathus notabilis,SA,PASSERIFORMES,Thraupidae,андагра чорногорла
10479,Anisognathus melanogenys,SA,PASSERIFORMES,Thraupidae,андагра чорнощока
10480,Anisognathus igniventris,SA,PASSERIFORMES,Thraupidae,андагра червонощока
10481,Anisognathus lacrymosus,SA,PASSERIFORMES,Thraupidae,андагра сиза
10482,Chlorochrysa phoenicotis,SA,PASSERIFORMES,Thraupidae,танагра-білозір зелена
10483,Chlorochrysa nitidissima,SA,PASSERIFORMES,Thraupidae,танагра-білозір колумбійська
10484,Chlorochrysa calliparaea,SA,PASSERIFORMES,Thraupidae,танагра-білозір чорногорла
10485,Wetmorethraupis sterrhopteron,SA,PASSERIFORMES,Thraupidae,танагра вогнистогорла
10486,Bangsia flavovirens,SA,PASSERIFORMES,Thraupidae,аркея еквадорська
10487,Bangsia arcaei,MA,PASSERIFORMES,Thraupidae,аркея жовто-синя
10488,Bangsia aureocincta,SA,PASSERIFORMES,Thraupidae,аркея золотощока
10489,Bangsia edwardsi,SA,PASSERIFORMES,Thraupidae,аркея синьощока
10490,Bangsia rothschildi,SA,PASSERIFORMES,Thraupidae,аркея золотовола
10491,Bangsia melanochlamys,SA,PASSERIFORMES,Thraupidae,аркея колумбійська
10492,Lophospingus griseocristatus,SA,PASSERIFORMES,Thraupidae,шиферець болівійський
10493,Lophospingus pusillus,SA,PASSERIFORMES,Thraupidae,шиферець масковий
10494,Neothraupis fasciata,SA,PASSERIFORMES,Thraupidae,тангар сивий
10495,Diuca diuca,SA,PASSERIFORMES,Thraupidae,діука південна
10496,Gubernatrix cristata,SA,PASSERIFORMES,Thraupidae,пароарія жовта
10497,Stephanophorus diadematus,SA,PASSERIFORMES,Thraupidae,танагра діадемова
10498,Cissopis leverianus,SA,PASSERIFORMES,Thraupidae,тангар строкатий
10499,Schistochlamys melanopis,SA,PASSERIFORMES,Thraupidae,тангар чорнощокий
10500,Schistochlamys ruficapillus,SA,PASSERIFORMES,Thraupidae,тангар рудощокий
10501,Paroaria coronata,SA,PASSERIFORMES,Thraupidae,пароарія чубата
10502,Paroaria dominicana,SA,PASSERIFORMES,Thraupidae,пароарія бразильська
10503,Paroaria baeri,SA,PASSERIFORMES,Thraupidae,пароарія червонолоба
10504,Paroaria capitata,SA,PASSERIFORMES,Thraupidae,пароарія жовтодзьоба
10505,Paroaria nigrogenis,SA,PASSERIFORMES,Thraupidae,пароарія чорнощока
10506,Paroaria gularis,SA,PASSERIFORMES,Thraupidae,пароарія амазонійська
10507,Ixothraupis varia,SA,PASSERIFORMES,Thraupidae,танагра гаянська
10508,Ixothraupis rufigula,SA,PASSERIFORMES,Thraupidae,танагра рудогорла
10509,Ixothraupis punctata,SA,PASSERIFORMES,Thraupidae,танагра дроздова
10510,Ixothraupis guttata,MA,PASSERIFORMES,Thraupidae,танагра цяткована
10511,Ixothraupis xanthogastra,SA,PASSERIFORMES,Thraupidae,танагра жовточерева
10512,Chalcothraupis ruficervix,SA,PASSERIFORMES,Thraupidae,танагра блакитна
10513,Poecilostreptus cabanisi,MA,PASSERIFORMES,Thraupidae,танагра лазурова
10514,Poecilostreptus palmeri,"MA, SA",PASSERIFORMES,Thraupidae,танагра еквадорська
10515,Thraupis episcopus,"MA, SA",PASSERIFORMES,Thraupidae,саяка блакитна
10516,Thraupis sayaca,SA,PASSERIFORMES,Thraupidae,саяка синя
10517,Thraupis glaucocolpa,SA,PASSERIFORMES,Thraupidae,саяка венесуельська
10518,Thraupis cyanoptera,SA,PASSERIFORMES,Thraupidae,саяка лазурова
10519,Thraupis abbas,MA,PASSERIFORMES,Thraupidae,саяка жовтокрила
10520,Thraupis ornata,SA,PASSERIFORMES,Thraupidae,саяка бразильська
10521,Thraupis palmarum,"MA, SA",PASSERIFORMES,Thraupidae,саяка пальмова
10522,Stilpnia cyanoptera,SA,PASSERIFORMES,Thraupidae,танагра синьокрила
10523,Stilpnia viridicollis,SA,PASSERIFORMES,Thraupidae,танагра сріблиста
