,IOC,Breeding Range,Order,Family,Slovak
8115,Turdoides gilberti,AF,PASSERIFORMES,Leiothrichidae,timáliovec gaštanový
8116,Turdoides chapini,AF,PASSERIFORMES,Leiothrichidae,timáliovec hnedokrídly
8117,Turdoides rufocinctus,AF,PASSERIFORMES,Leiothrichidae,timáliovec červenokrký
8118,Turdoides plebejus,AF,PASSERIFORMES,Leiothrichidae,timáliovec fŕkaný
8119,Turdoides leucopygia,AF,PASSERIFORMES,Leiothrichidae,timáliovec trávový
8120,Turdoides hindei,AF,PASSERIFORMES,Leiothrichidae,timáliovec krovinový
8121,Turdoides squamulata,AF,PASSERIFORMES,Leiothrichidae,timáliovec šupinatý
8122,Turdoides jardineii,AF,PASSERIFORMES,Leiothrichidae,timáliovec hnedý
8123,Turdoides gymnogenys,AF,PASSERIFORMES,Leiothrichidae,timáliovec naholíci
8124,Turdoides leucocephala,AF,PASSERIFORMES,Leiothrichidae,timáliovec savanový
8125,Turdoides reinwardtii,AF,PASSERIFORMES,Leiothrichidae,timáliovec bielooký
8126,Turdoides tenebrosa,AF,PASSERIFORMES,Leiothrichidae,timáliovec lužný
8127,Turdoides bicolor,AF,PASSERIFORMES,Leiothrichidae,timáliovec družný
8128,Turdoides hartlaubii,AF,PASSERIFORMES,Leiothrichidae,timáliovec bahenný
8129,Turdoides sharpei,AF,PASSERIFORMES,Leiothrichidae,timáliovec akáciový
8130,Turdoides melanops,AF,PASSERIFORMES,Leiothrichidae,timáliovec uzdičkový
8131,Turdoides hypoleuca,AF,PASSERIFORMES,Leiothrichidae,timáliovec záhradný
8132,Garrulax merulinus,OR,PASSERIFORMES,Leiothrichidae,timáliovec škvrnitoprsý
8133,Garrulax annamensis,OR,PASSERIFORMES,Leiothrichidae,timáliovec vietnamský
8134,Garrulax canorus,OR,PASSERIFORMES,Leiothrichidae,timáliovec spevavý
8135,Garrulax taewanus,OR,PASSERIFORMES,Leiothrichidae,timáliovec taiwanský
8136,Garrulax monileger,OR,PASSERIFORMES,Leiothrichidae,timáliovec goliernatý
8137,Garrulax rufifrons,OR,PASSERIFORMES,Leiothrichidae,timáliovec červenočelý
8138,Garrulax palliatus,OR,PASSERIFORMES,Leiothrichidae,timáliovec pláštikový
8139,Garrulax leucolophus,OR,PASSERIFORMES,Leiothrichidae,timáliovec bielohlavý
8140,Garrulax bicolor,OR,PASSERIFORMES,Leiothrichidae,timáliovec sumatranský
8141,Garrulax milleti,OR,PASSERIFORMES,Leiothrichidae,timáliovec kapucňový
8142,Garrulax strepitans,OR,PASSERIFORMES,Leiothrichidae,timáliovec vrieskavý
8143,Garrulax ferrarius,OR,PASSERIFORMES,Leiothrichidae,timáliovec kambodžský
8144,Garrulax maesi,OR,PASSERIFORMES,Leiothrichidae,timáliovec popolavý
8145,Garrulax castanotis,OR,PASSERIFORMES,Leiothrichidae,timáliovec hrdzavolíci
8146,Ianthocincla sukatschewi,PAL,PASSERIFORMES,Leiothrichidae,timáliovec trasohlavý
8147,Ianthocincla rufogularis,OR,PASSERIFORMES,Leiothrichidae,timáliovec červenobradý
8148,Ianthocincla konkakinhensis,OR,PASSERIFORMES,Leiothrichidae,timáliovec hnedosluchý
8149,Ianthocincla cineracea,OR,PASSERIFORMES,Leiothrichidae,timáliovec fúzatý
8150,Ianthocincla ocellata,OR,PASSERIFORMES,Leiothrichidae,timáliovec okavý
8151,Ianthocincla maxima,PAL,PASSERIFORMES,Leiothrichidae,timáliovec obrí
8152,Ianthocincla bieti,OR,PASSERIFORMES,Leiothrichidae,timáliovec bodkovaný
8153,Ianthocincla lunulata,PAL,PASSERIFORMES,Leiothrichidae,timáliovec vlnkovaný
8154,Pterorhinus delesserti,OR,PASSERIFORMES,Leiothrichidae,timáliovec tmavosluchý
8155,Pterorhinus gularis,OR,PASSERIFORMES,Leiothrichidae,timáliovec žltobradý
8156,Pterorhinus vassali,OR,PASSERIFORMES,Leiothrichidae,timáliovec škraboškový
8157,Pterorhinus galbanus,OR,PASSERIFORMES,Leiothrichidae,timáliovec žltobruchý
8158,Pterorhinus courtoisi,OR,PASSERIFORMES,Leiothrichidae,timáliovec modrohlavý
8159,Pterorhinus mitratus,OR,PASSERIFORMES,Leiothrichidae,timáliovec mitrový
8160,Pterorhinus treacheri,OR,PASSERIFORMES,Leiothrichidae,timáliovec hnedohlavý
8161,Pterorhinus ruficollis,OR,PASSERIFORMES,Leiothrichidae,timáliovec hrdzavokrký
8162,Pterorhinus nuchalis,OR,PASSERIFORMES,Leiothrichidae,timáliovec vestičkový
8163,Pterorhinus chinensis,OR,PASSERIFORMES,Leiothrichidae,timáliovec bielolíci
8164,Pterorhinus sannio,OR,PASSERIFORMES,Leiothrichidae,timáliovec klaun
8165,Pterorhinus perspicillatus,OR,PASSERIFORMES,Leiothrichidae,timáliovec maskový
8166,Pterorhinus pectoralis,OR,PASSERIFORMES,Leiothrichidae,timáliovec pásoprsý
8167,Pterorhinus davidi,PAL,PASSERIFORMES,Leiothrichidae,timáliovec Davidov
8168,Pterorhinus woodi,OR,PASSERIFORMES,Leiothrichidae,timáliovec hvízdavý
8169,Pterorhinus lanceolatus,OR,PASSERIFORMES,Leiothrichidae,timáliovec škvrnitý
8170,Pterorhinus waddelli,PAL,PASSERIFORMES,Leiothrichidae,timáliovec veľký
8171,Pterorhinus koslowi,PAL,PASSERIFORMES,Leiothrichidae,timáliovec škoricový
8172,Pterorhinus albogularis,OR,PASSERIFORMES,Leiothrichidae,timáliovec bielohrdlý
8173,Pterorhinus ruficeps,OR,PASSERIFORMES,Leiothrichidae,timáliovec hrdzavohlavý
8174,Pterorhinus caerulatus,OR,PASSERIFORMES,Leiothrichidae,timáliovec sivoboký
8175,Pterorhinus berthemyi,OR,PASSERIFORMES,Leiothrichidae,timáliovec modrooký
8176,Pterorhinus poecilorhynchus,OR,PASSERIFORMES,Leiothrichidae,timáliovec hnedkavý
8177,Modulatrix stictigula,AF,PASSERIFORMES,Modulatricidae,podrastník okuliarnatý
8178,Arcanator orostruthus,AF,PASSERIFORMES,Modulatricidae,podrastník hôrny
8179,Kakamega poliothorax,AF,PASSERIFORMES,Modulatricidae,podrastník sivoprsý
8180,Promerops cafer,AF,PASSERIFORMES,Promeropidae,medosaj dlhochvostý
8181,Promerops gurneyi,AF,PASSERIFORMES,Promeropidae,medosaj hnedoprsý
8182,Irena puella,OR,PASSERIFORMES,Irenidae,irena fialová
8183,Irena tweeddalii,OR,PASSERIFORMES,Irenidae,irena palawanská
8184,Irena cyanogastra,OR,PASSERIFORMES,Irenidae,irena kobaltová
8185,Regulus ignicapilla,PAL,PASSERIFORMES,Regulidae,králik ohnivohlavý
8186,Regulus madeirensis,PAL,PASSERIFORMES,Regulidae,králik madeirský
8187,Regulus satrapa,"NA, MA",PASSERIFORMES,Regulidae,králik satrapa
8188,Regulus goodfellowi,OR,PASSERIFORMES,Regulidae,králik pestrý
8189,Regulus regulus,PAL,PASSERIFORMES,Regulidae,králik zlatohlavý
8190,Elachura formosa,OR,PASSERIFORMES,Elachuridae,orieškovec vločkatý
8191,Hyliota flavigaster,AF,PASSERIFORMES,Hyliotidae,tmavopláštnik žltobruchý
8192,Hyliota australis,AF,PASSERIFORMES,Hyliotidae,tmavopláštnik savanový
8193,Hyliota usambara,AF,PASSERIFORMES,Hyliotidae,tmavopláštnik lesný
8194,Hyliota violacea,AF,PASSERIFORMES,Hyliotidae,tmavopláštnik fialový
8195,Campylorhynchus albobrunneus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok bielohlavý
8196,Campylorhynchus zonatus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok tigrovaný
8197,Campylorhynchus megalopterus,MA,PASSERIFORMES,Troglodytidae,oriešok sivopásy
8198,Campylorhynchus nuchalis,SA,PASSERIFORMES,Troglodytidae,oriešok venezuelský
8199,Campylorhynchus fasciatus,SA,PASSERIFORMES,Troglodytidae,oriešok pruhovaný
8200,Campylorhynchus chiapensis,MA,PASSERIFORMES,Troglodytidae,oriešok veľký
8201,Campylorhynchus griseus,SA,PASSERIFORMES,Troglodytidae,oriešok dvojfarebný
8202,Campylorhynchus rufinucha,MA,PASSERIFORMES,Troglodytidae,oriešok hrdzavotylový
8203,Campylorhynchus humilis,MA,PASSERIFORMES,Troglodytidae,oriešok mexický
8204,Campylorhynchus capistratus,MA,PASSERIFORMES,Troglodytidae,oriešok hrdzavochrbtý
8205,Campylorhynchus gularis,MA,PASSERIFORMES,Troglodytidae,oriešok dúbravový
8206,Campylorhynchus jocosus,MA,PASSERIFORMES,Troglodytidae,oriešok bodkastý
8207,Campylorhynchus yucatanicus,MA,PASSERIFORMES,Troglodytidae,oriešok opunciový
8208,Campylorhynchus brunneicapillus,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok kaktusový
8209,Campylorhynchus turdinus,SA,PASSERIFORMES,Troglodytidae,oriešok drozdí
8210,Odontorchilus branickii,SA,PASSERIFORMES,Troglodytidae,oriešok pláštikový
8211,Odontorchilus cinereus,SA,PASSERIFORMES,Troglodytidae,oriešok zúbkozobý
8212,Salpinctes obsoletus,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok skalný
8213,Catherpes mexicanus,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok kaňonový
8214,Hylorchilus sumichrasti,MA,PASSERIFORMES,Troglodytidae,oriešok tmavý
8215,Hylorchilus navai,MA,PASSERIFORMES,Troglodytidae,oriešok krasový
8216,Cinnycerthia unirufa,SA,PASSERIFORMES,Troglodytidae,oriešok hrdzavý
8217,Cinnycerthia olivascens,SA,PASSERIFORMES,Troglodytidae,oriešok tizianový
8218,Cinnycerthia peruana,SA,PASSERIFORMES,Troglodytidae,oriešok peruánsky
8219,Cinnycerthia fulva,SA,PASSERIFORMES,Troglodytidae,oriešok škoricový
8220,Cistothorus meridae,SA,PASSERIFORMES,Troglodytidae,oriešok hôľny
8221,Cistothorus apolinari,SA,PASSERIFORMES,Troglodytidae,oriešok mokrinový
8222,Cistothorus platensis,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok bahenný
8223,Cistothorus palustris,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok močiarny
8224,Thryomanes bewickii,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok záhradný
8225,Pheugopedius atrogularis,MA,PASSERIFORMES,Troglodytidae,oriešok čiernohrdlý
8226,Pheugopedius spadix,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok mníšsky
8227,Pheugopedius fasciatoventris,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok čiernobruchý
8228,Pheugopedius euophrys,SA,PASSERIFORMES,Troglodytidae,oriešok bambusový
8229,Pheugopedius eisenmanni,SA,PASSERIFORMES,Troglodytidae,oriešok inkský
8230,Pheugopedius genibarbis,SA,PASSERIFORMES,Troglodytidae,oriešok pruholíci
8231,Pheugopedius mystacalis,SA,PASSERIFORMES,Troglodytidae,oriešok fúzatý
8232,Pheugopedius coraya,SA,PASSERIFORMES,Troglodytidae,oriešok koraja
8233,Pheugopedius felix,MA,PASSERIFORMES,Troglodytidae,oriešok hnedkavý
8234,Pheugopedius maculipectus,MA,PASSERIFORMES,Troglodytidae,oriešok škvrnitý
8235,Pheugopedius rutilus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok hrdzavoprsý
8236,Pheugopedius sclateri,SA,PASSERIFORMES,Troglodytidae,oriešok škvrnitoprsý
8237,Thryophilus pleurostictus,MA,PASSERIFORMES,Troglodytidae,oriešok pruhoboký
8238,Thryophilus rufalbus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok hrdzavo-biely
8239,Thryophilus sernai,SA,PASSERIFORMES,Troglodytidae,oriešok Sernov
8240,Thryophilus nicefori,SA,PASSERIFORMES,Troglodytidae,oriešok bronzový
8241,Thryophilus sinaloa,MA,PASSERIFORMES,Troglodytidae,oriešok krovinový
8242,Cantorchilus modestus,MA,PASSERIFORMES,Troglodytidae,oriešok úhorový
8243,Cantorchilus zeledoni,MA,PASSERIFORMES,Troglodytidae,oriešok trstinový
8244,Cantorchilus elutus,MA,PASSERIFORMES,Troglodytidae,oriešok žltooký
8245,Cantorchilus leucotis,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok vodný
8246,Cantorchilus superciliaris,SA,PASSERIFORMES,Troglodytidae,oriešok bieloprsý
8247,Cantorchilus guarayanus,SA,PASSERIFORMES,Troglodytidae,oriešok škvrnitolíci
8248,Cantorchilus longirostris,SA,PASSERIFORMES,Troglodytidae,oriešok dlhozobý
8249,Cantorchilus griseus,SA,PASSERIFORMES,Troglodytidae,oriešok sivý
8250,Cantorchilus semibadius,MA,PASSERIFORMES,Troglodytidae,oriešok lužný
8251,Cantorchilus nigricapillus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok čiernohlavý
8252,Cantorchilus thoracicus,MA,PASSERIFORMES,Troglodytidae,oriešok žilkovaný
8253,Cantorchilus leucopogon,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok kŕdlikový
8254,Thryothorus ludovicianus,"NA, MA",PASSERIFORMES,Troglodytidae,oriešok karolínsky
8255,Troglodytes troglodytes,PAL,PASSERIFORMES,Troglodytidae,oriešok obyčajný
8256,Troglodytes tanneri,MA,PASSERIFORMES,Troglodytidae,oriešok pustovnícky
8257,Troglodytes aedon,"NA, MA, SA",PASSERIFORMES,Troglodytidae,oriešok domový
8258,Troglodytes cobbi,SA,PASSERIFORMES,Troglodytidae,oriešok falklandský
8259,Troglodytes sissonii,MA,PASSERIFORMES,Troglodytidae,oriešok ostrovný
8260,Troglodytes rufociliatus,MA,PASSERIFORMES,Troglodytidae,oriešok machový
8261,Troglodytes ochraceus,MA,PASSERIFORMES,Troglodytidae,oriešok okrový
8262,Troglodytes solstitialis,SA,PASSERIFORMES,Troglodytidae,oriešok horský
8263,Troglodytes monticola,SA,PASSERIFORMES,Troglodytidae,oriešok vrchovský
8264,Troglodytes rufulus,SA,PASSERIFORMES,Troglodytidae,oriešok gaštanový
8265,Thryorchilus browni,MA,PASSERIFORMES,Troglodytidae,oriešok vulkánový
8266,Uropsila leucogastra,MA,PASSERIFORMES,Troglodytidae,oriešok bielobruchý
8267,Henicorhina leucosticta,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok lesný
8268,Henicorhina leucophrys,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok sivoprsý
8269,Henicorhina anachoreta,SA,PASSERIFORMES,Troglodytidae,oriešok anachoréta
8270,Henicorhina leucoptera,SA,PASSERIFORMES,Troglodytidae,oriešok andský
8271,Henicorhina negreti,SA,PASSERIFORMES,Troglodytidae,oriešok kolumbijský
8272,Microcerculus philomela,MA,PASSERIFORMES,Troglodytidae,oriešok slávičí
8273,Microcerculus marginatus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok spevavý
8274,Microcerculus ustulatus,SA,PASSERIFORMES,Troglodytidae,oriešok flautový
8275,Microcerculus bambla,SA,PASSERIFORMES,Troglodytidae,oriešok páskový
8276,Cyphorhinus thoracicus,SA,PASSERIFORMES,Troglodytidae,oriešok hudobník
8277,Cyphorhinus arada,SA,PASSERIFORMES,Troglodytidae,oriešok arada
8278,Cyphorhinus phaeocephalus,"MA, SA",PASSERIFORMES,Troglodytidae,oriešok koledníček
8279,Ramphocaenus sticturus,SA,PASSERIFORMES,Polioptilidae,zobálik bambusový
8280,Ramphocaenus melanurus,"MA, SA",PASSERIFORMES,Polioptilidae,zobálik lianový
8281,Microbates cinereiventris,"MA, SA",PASSERIFORMES,Polioptilidae,zobálik hrdzavolíci
8282,Microbates collaris,SA,PASSERIFORMES,Polioptilidae,zobálik obojkový
8283,Polioptila facilis,SA,PASSERIFORMES,Polioptilidae,sivuška džungľová
8284,Polioptila guianensis,SA,PASSERIFORMES,Polioptilidae,sivuška sivá
8285,Polioptila schistaceigula,"MA, SA",PASSERIFORMES,Polioptilidae,sivuška bridlicová
8286,Polioptila paraensis,SA,PASSERIFORMES,Polioptilidae,sivuška amazonská
8287,Polioptila clementsi,SA,PASSERIFORMES,Polioptilidae,sivuška popolavá
8288,Polioptila attenboroughi,SA,PASSERIFORMES,Polioptilidae,sivuška Attenboroughova
8289,Polioptila plumbea,SA,PASSERIFORMES,Polioptilidae,sivuška tropická
8290,Polioptila lactea,SA,PASSERIFORMES,Polioptilidae,sivuška krémová
8291,Polioptila dumicola,SA,PASSERIFORMES,Polioptilidae,sivuška škrabošková
8292,Polioptila albiventris,MA,PASSERIFORMES,Polioptilidae,sivuška yucatánska
8293,Polioptila bilineata,"MA, SA",PASSERIFORMES,Polioptilidae,sivuška bielobrvá
8294,Polioptila caerulea,"NA, MA",PASSERIFORMES,Polioptilidae,sivuška modrá
8295,Polioptila melanura,"NA, MA",PASSERIFORMES,Polioptilidae,sivuška čiernochvostá
8296,Polioptila californica,"NA, MA",PASSERIFORMES,Polioptilidae,sivuška kalifornská
8297,Polioptila nigriceps,"NA, MA",PASSERIFORMES,Polioptilidae,sivuška čiernohlavá
8298,Polioptila albiloris,MA,PASSERIFORMES,Polioptilidae,sivuška bielolíca
8299,Sitta leucopsis,OR,PASSERIFORMES,Sittidae,brhlík bielolíci
8300,Sitta przewalskii,PAL,PASSERIFORMES,Sittidae,brhlík levanduľový
8301,Sitta magna,OR,PASSERIFORMES,Sittidae,brhlík veľký
8302,Sitta carolinensis,"NA, MA",PASSERIFORMES,Sittidae,brhlík bieloprsý
8303,Sitta formosa,OR,PASSERIFORMES,Sittidae,brhlík pestrý
8304,Sitta azurea,OR,PASSERIFORMES,Sittidae,brhlík čiernobruchý
8305,Sitta frontalis,OR,PASSERIFORMES,Sittidae,brhlík čiernočelý
8306,Sitta solangiae,OR,PASSERIFORMES,Sittidae,brhlík žltozobý
8307,Sitta oenochlamys,OR,PASSERIFORMES,Sittidae,brhlík taka
8308,Sitta pygmaea,"NA, MA",PASSERIFORMES,Sittidae,brhlík drobný
8309,Sitta yunnanensis,OR,PASSERIFORMES,Sittidae,brhlík borovicový
8310,Sitta ledanti,AF,PASSERIFORMES,Sittidae,brhlík dubový
8311,Sitta krueperi,PAL,PASSERIFORMES,Sittidae,brhlík červenoprsý
8312,Sitta whiteheadi,PAL,PASSERIFORMES,Sittidae,brhlík korzický
8313,Sitta villosa,PAL,PASSERIFORMES,Sittidae,brhlík plavý
8314,Sitta neumayer,PAL,PASSERIFORMES,Sittidae,brhlík skalný
8315,Sitta tephronota,PAL,PASSERIFORMES,Sittidae,brhlík dlhozobý
8316,Sitta arctica,PAL,PASSERIFORMES,Sittidae,brhlík sibírsky
8317,Sitta victoriae,OR,PASSERIFORMES,Sittidae,brhlík hrdzavosluchý
8318,Sitta himalayensis,OR,PASSERIFORMES,Sittidae,brhlík bielochvostý
8319,Sitta europaea,PAL,PASSERIFORMES,Sittidae,brhlík obyčajný
8320,Sitta nagaensis,OR,PASSERIFORMES,Sittidae,brhlík tehlovoboký
8321,Sitta cashmirensis,OR,PASSERIFORMES,Sittidae,brhlík kašmírsky
8322,Sitta castanea,OR,PASSERIFORMES,Sittidae,brhlík gaštanový
8323,Sitta cinnamoventris,OR,PASSERIFORMES,Sittidae,brhlík škoricový
8324,Sitta neglecta,OR,PASSERIFORMES,Sittidae,brhlík mjanmarský
8325,Tichodroma muraria,PAL,PASSERIFORMES,Tichodromidae,murárik červenokrídly
8326,Certhia familiaris,PAL,PASSERIFORMES,Certhiidae,kôrovník dlhoprstý
8327,Certhia hodgsoni,OR,PASSERIFORMES,Certhiidae,kôrovník horský
8328,Certhia americana,"NA, MA",PASSERIFORMES,Certhiidae,kôrovník lesný
8329,Certhia brachydactyla,PAL,PASSERIFORMES,Certhiidae,kôrovník krátkoprstý
8330,Certhia himalayana,PAL,PASSERIFORMES,Certhiidae,kôrovník dlhozobý
8331,Certhia nipalensis,OR,PASSERIFORMES,Certhiidae,kôrovník hrdzavoboký
8332,Certhia discolor,OR,PASSERIFORMES,Certhiidae,kôrovník himalájsky
8333,Certhia manipurensis,OR,PASSERIFORMES,Certhiidae,kôrovník plavý
8334,Certhia tianquanensis,OR,PASSERIFORMES,Certhiidae,kôrovník krátkozobý
8335,Salpornis spilonota,OR,PASSERIFORMES,Certhiidae,kôrarka bodkovaná
8336,Salpornis salvadori,AF,PASSERIFORMES,Certhiidae,kôrarka africká
8337,Melanoptila glabrirostris,MA,PASSERIFORMES,Mimidae,drozdec čierny
8338,Mimus polyglottos,"NA, MA",PASSERIFORMES,Mimidae,spevák mnohohlasý
8339,Mimus gilvus,"MA, SA",PASSERIFORMES,Mimidae,spevák tropický
8340,Mimus thenca,SA,PASSERIFORMES,Mimidae,spevák tenka
8341,Mimus longicaudatus,SA,PASSERIFORMES,Mimidae,spevák dlhochvostý
8342,Mimus saturninus,SA,PASSERIFORMES,Mimidae,spevák obočnatý
8343,Mimus patagonicus,SA,PASSERIFORMES,Mimidae,spevák tmavochvostý
8344,Mimus triurus,SA,PASSERIFORMES,Mimidae,spevák bielokrídly
8345,Mimus dorsalis,SA,PASSERIFORMES,Mimidae,spevák hnedochrbtý
8346,Mimus parvulus,SA,PASSERIFORMES,Mimidae,spevák galapágsky
8347,Mimus trifasciatus,SA,PASSERIFORMES,Mimidae,spevák opunciový
8348,Mimus macdonaldi,SA,PASSERIFORMES,Mimidae,spevák hákozobý
8349,Mimus melanotis,SA,PASSERIFORMES,Mimidae,spevák ostrovný
8350,Mimus graysoni,MA,PASSERIFORMES,Mimidae,spevák plavý
8351,Toxostoma longirostre,"NA, MA",PASSERIFORMES,Mimidae,drozdec dlhozobý
8352,Toxostoma guttatum,MA,PASSERIFORMES,Mimidae,drozdec škvrnitý
8353,Toxostoma cinereum,MA,PASSERIFORMES,Mimidae,drozdec sivý
8354,Toxostoma bendirei,"NA, MA",PASSERIFORMES,Mimidae,drozdec kaktusový
8355,Toxostoma ocellatum,MA,PASSERIFORMES,Mimidae,drozdec očkatý
8356,Toxostoma curvirostre,"NA, MA",PASSERIFORMES,Mimidae,drozdec krivozobý
8357,Toxostoma redivivum,"NA, MA",PASSERIFORMES,Mimidae,drozdec kosákovitý
8358,Toxostoma crissale,"NA, MA",PASSERIFORMES,Mimidae,drozdec červenobruchý
8359,Toxostoma lecontei,"NA, MA",PASSERIFORMES,Mimidae,drozdec stepný
8360,Melanotis caerulescens,MA,PASSERIFORMES,Mimidae,drozdec modrý
8361,Melanotis hypoleucus,MA,PASSERIFORMES,Mimidae,drozdec modro-biely
8362,Aplonis metallica,AU,PASSERIFORMES,Sturnidae,majna družná
8363,Aplonis circumscripta,AU,PASSERIFORMES,Sturnidae,majna kapucňová
8364,Aplonis mystacea,AU,PASSERIFORMES,Sturnidae,majna žltooká
8365,Aplonis cantoroides,AU,PASSERIFORMES,Sturnidae,majna spevavá
8366,Aplonis crassa,AU,PASSERIFORMES,Sturnidae,majna tanimbarská
8367,Aplonis feadensis,AU,PASSERIFORMES,Sturnidae,majna atolová
8368,Aplonis insularis,AU,PASSERIFORMES,Sturnidae,majna ostrovná
8369,Aplonis magna,AU,PASSERIFORMES,Sturnidae,majna dlhochvostá
8370,Aplonis brunneicapillus,AU,PASSERIFORMES,Sturnidae,majna bielooká
8371,Aplonis grandis,AU,PASSERIFORMES,Sturnidae,majna šalamúnska
8372,Aplonis dichroa,AU,PASSERIFORMES,Sturnidae,majna hnedokrídla
8373,Aplonis zelandica,AU,PASSERIFORMES,Sturnidae,majna hrdzavokrídla
8374,Aplonis striata,AU,PASSERIFORMES,Sturnidae,majna flautová
8375,Aplonis santovestris,AU,PASSERIFORMES,Sturnidae,majna horská
8376,Aplonis panayensis,"OR, AU",PASSERIFORMES,Sturnidae,majna zelená
8377,Aplonis mysolensis,AU,PASSERIFORMES,Sturnidae,majna molucká
8378,Aplonis minor,AU,PASSERIFORMES,Sturnidae,majna krátkochvostá
8379,Aplonis opaca,PO,PASSERIFORMES,Sturnidae,majna mikronézska
8380,Aplonis pelzelni,PO,PASSERIFORMES,Sturnidae,majna tmavá
8381,Aplonis tabuensis,PO,PASSERIFORMES,Sturnidae,majna tichomorská
8382,Aplonis atrifusca,PO,PASSERIFORMES,Sturnidae,majna záhradná
8383,Aplonis cinerascens,PO,PASSERIFORMES,Sturnidae,majna popolavá
8384,Mino dumontii,AU,PASSERIFORMES,Sturnidae,majna žltolíca
8385,Mino kreffti,AU,PASSERIFORMES,Sturnidae,majna palmová
8386,Mino anais,AU,PASSERIFORMES,Sturnidae,majna zlatoprsá
8387,Basilornis celebensis,AU,PASSERIFORMES,Sturnidae,majna kráľovská
8388,Basilornis galeatus,AU,PASSERIFORMES,Sturnidae,majna prilbatá
8389,Basilornis corythaix,AU,PASSERIFORMES,Sturnidae,majna dlhochochlatá
8390,Goodfellowia miranda,OR,PASSERIFORMES,Sturnidae,majna páperová
8391,Sarcops calvus,OR,PASSERIFORMES,Sturnidae,majna koleto
8392,Streptocitta albicollis,AU,PASSERIFORMES,Sturnidae,majna bielokrká
8393,Streptocitta albertinae,AU,PASSERIFORMES,Sturnidae,majna okuliarnatá
8394,Enodes erythrophris,AU,PASSERIFORMES,Sturnidae,majna obočnatá
8395,Scissirostrum dubium,AU,PASSERIFORMES,Sturnidae,majna hrubozobá
