,IOC,Breeding Range,Order,Family,French
10085,Setophaga auduboni,"NA, MA",PASSERIFORMES,Parulidae,Paruline d’Audubon
10086,Setophaga goldmani,MA,PASSERIFORMES,Parulidae,Paruline de Goldman
10087,Myiothlypis luteoviridis,SA,PASSERIFORMES,Parulidae,Paruline citrine
10088,Myiothlypis basilica,SA,PASSERIFORMES,Parulidae,Paruline de Santa Marta
10089,Myiothlypis leucophrys,SA,PASSERIFORMES,Parulidae,Paruline bridée
10090,Myiothlypis flaveola,SA,PASSERIFORMES,Parulidae,Paruline flavescente
10091,Myiothlypis leucoblephara,SA,PASSERIFORMES,Parulidae,Paruline à paupières blanches
10092,Myiothlypis signata,SA,PASSERIFORMES,Parulidae,Paruline à pattes pâles
10093,Myiothlypis nigrocristata,SA,PASSERIFORMES,Parulidae,Paruline à cimier noir
10094,Myiothlypis fulvicauda,"MA, SA",PASSERIFORMES,Parulidae,Paruline à croupion fauve
10095,Myiothlypis rivularis,SA,PASSERIFORMES,Parulidae,Paruline des rives
10096,Myiothlypis bivittata,SA,PASSERIFORMES,Parulidae,Paruline rubanée
10097,Myiothlypis roraimae,SA,PASSERIFORMES,Parulidae,Paruline du Roraima
10098,Myiothlypis chrysogaster,SA,PASSERIFORMES,Parulidae,Paruline à ventre doré
10099,Myiothlypis chlorophrys,SA,PASSERIFORMES,Parulidae,Paruline du Choco
10100,Myiothlypis conspicillata,SA,PASSERIFORMES,Parulidae,Paruline à lores blancs
10101,Myiothlypis cinereicollis,SA,PASSERIFORMES,Parulidae,Paruline à cou gris
10102,Myiothlypis fraseri,SA,PASSERIFORMES,Parulidae,Paruline de Fraser
10103,Myiothlypis coronata,SA,PASSERIFORMES,Parulidae,Paruline à diadème
10104,Myiothlypis griseiceps,SA,PASSERIFORMES,Parulidae,Paruline à tête grise
10105,Basileuterus lachrymosus,MA,PASSERIFORMES,Parulidae,Paruline des rochers
10106,Basileuterus rufifrons,MA,PASSERIFORMES,Parulidae,Paruline à calotte rousse
10107,Basileuterus delattrii,"MA, SA",PASSERIFORMES,Parulidae,Paruline de Delattre
10108,Basileuterus melanogenys,MA,PASSERIFORMES,Parulidae,Paruline sombre
10109,Basileuterus ignotus,"MA, SA",PASSERIFORMES,Parulidae,Paruline du Pirré
10110,Basileuterus belli,MA,PASSERIFORMES,Parulidae,Paruline à sourcils dorés
10111,Basileuterus culicivorus,"MA, SA",PASSERIFORMES,Parulidae,Paruline à couronne dorée
10112,Basileuterus melanotis,MA,PASSERIFORMES,Parulidae,Paruline du Costa Rica
10113,Basileuterus tacarcunae,"MA, SA",PASSERIFORMES,Parulidae,Paruline du Tacarcuna
10114,Basileuterus trifasciatus,SA,PASSERIFORMES,Parulidae,Paruline trifasciée
10115,Basileuterus punctipectus,SA,PASSERIFORMES,Parulidae,Paruline des yungas
10116,Basileuterus tristriatus,SA,PASSERIFORMES,Parulidae,Paruline triligne
10117,Cardellina rubrifrons,"NA, MA",PASSERIFORMES,Parulidae,Paruline à face rouge
10118,Cardellina rubra,MA,PASSERIFORMES,Parulidae,Paruline rouge
10119,Cardellina versicolor,MA,PASSERIFORMES,Parulidae,Paruline à tête rose
10120,Myioborus pictus,"NA, MA",PASSERIFORMES,Parulidae,Paruline à ailes blanches
10121,Myioborus miniatus,"MA, SA",PASSERIFORMES,Parulidae,Paruline ardoisée
10122,Myioborus brunniceps,SA,PASSERIFORMES,Parulidae,Paruline basanée
10123,Myioborus flavivertex,SA,PASSERIFORMES,Parulidae,Paruline à cimier jaune
10124,Myioborus albifrons,SA,PASSERIFORMES,Parulidae,Paruline à front blanc
10125,Myioborus ornatus,SA,PASSERIFORMES,Parulidae,Paruline dorée
10126,Myioborus melanocephalus,SA,PASSERIFORMES,Parulidae,Paruline à lunettes
10127,Myioborus torquatus,MA,PASSERIFORMES,Parulidae,Paruline ceinturée
10128,Myioborus pariae,SA,PASSERIFORMES,Parulidae,Paruline de Paria
10129,Myioborus albifacies,SA,PASSERIFORMES,Parulidae,Paruline à face blanche
10130,Myioborus cardonai,SA,PASSERIFORMES,Parulidae,Paruline de Cardona
10131,Myioborus castaneocapilla,SA,PASSERIFORMES,Parulidae,Paruline des tépuis
10132,Mitrospingus cassinii,"MA, SA",PASSERIFORMES,Mitrospingidae,Mitrospin obscur
10133,Mitrospingus oleagineus,SA,PASSERIFORMES,Mitrospingidae,Mitrospin à dos olive
10134,Orthogonys chloricterus,SA,PASSERIFORMES,Mitrospingidae,Mitrospin viréon
10135,Lamprospiza melanoleuca,SA,PASSERIFORMES,Mitrospingidae,Lamprospize noir et blanc
10136,Piranga bidentata,MA,PASSERIFORMES,Cardinalidae,Piranga à dos rayé
10137,Piranga lutea,"MA, SA",PASSERIFORMES,Cardinalidae,Piranga des Andes
10138,Piranga flava,SA,PASSERIFORMES,Cardinalidae,Piranga orangé
10139,Piranga hepatica,"NA, MA",PASSERIFORMES,Cardinalidae,Piranga à joues grises
10140,Piranga rubra,"NA, MA",PASSERIFORMES,Cardinalidae,Piranga vermillon
10141,Piranga roseogularis,MA,PASSERIFORMES,Cardinalidae,Piranga à gorge rose
10142,Piranga leucoptera,"MA, SA",PASSERIFORMES,Cardinalidae,Piranga bifascié
10143,Piranga erythrocephala,MA,PASSERIFORMES,Cardinalidae,Piranga érythrocéphale
10144,Piranga rubriceps,SA,PASSERIFORMES,Cardinalidae,Piranga à capuchon
10145,Habia rubica,"MA, SA",PASSERIFORMES,Cardinalidae,Habia à couronne rouge
10146,Habia fuscicauda,"MA, SA",PASSERIFORMES,Cardinalidae,Habia à gorge rouge
10147,Habia atrimaxillaris,MA,PASSERIFORMES,Cardinalidae,Habia à joues noires
10148,Habia gutturalis,SA,PASSERIFORMES,Cardinalidae,Habia fuligineux
10149,Habia cristata,SA,PASSERIFORMES,Cardinalidae,Habia à crête rouge
10150,Chlorothraupis carmioli,"MA, SA",PASSERIFORMES,Cardinalidae,Habia de Carmiol
10151,Chlorothraupis frenata,SA,PASSERIFORMES,Cardinalidae,Habia bridé
10152,Chlorothraupis olivacea,"MA, SA",PASSERIFORMES,Cardinalidae,Habia à lunettes
10153,Chlorothraupis stolzmanni,SA,PASSERIFORMES,Cardinalidae,Habia de Stolzmann
10154,Pheucticus chrysopeplus,MA,PASSERIFORMES,Cardinalidae,Cardinal jaune
10155,Pheucticus tibialis,MA,PASSERIFORMES,Cardinalidae,Cardinal à cuisses noires
10156,Pheucticus chrysogaster,SA,PASSERIFORMES,Cardinalidae,Cardinal à tête jaune
10157,Pheucticus aureoventris,SA,PASSERIFORMES,Cardinalidae,Cardinal à dos noir
10158,Granatellus venustus,MA,PASSERIFORMES,Cardinalidae,Granatelle multicolore
10159,Granatellus sallaei,MA,PASSERIFORMES,Cardinalidae,Granatelle à plastron
10160,Granatellus pelzelni,SA,PASSERIFORMES,Cardinalidae,Granatelle de Pelzeln
10161,Cardinalis cardinalis,"NA, MA",PASSERIFORMES,Cardinalidae,Cardinal rouge
10162,Cardinalis phoeniceus,SA,PASSERIFORMES,Cardinalidae,Cardinal vermillon
10163,Cardinalis sinuatus,"NA, MA",PASSERIFORMES,Cardinalidae,Cardinal pyrrhuloxia
10164,Caryothraustes poliogaster,MA,PASSERIFORMES,Cardinalidae,Cardinal à ventre blanc
10165,Caryothraustes canadensis,SA,PASSERIFORMES,Cardinalidae,Cardinal flavert
10166,Periporphyrus celaeno,MA,PASSERIFORMES,Cardinalidae,Cardinal à collier
10167,Periporphyrus erythromelas,SA,PASSERIFORMES,Cardinalidae,Cardinal érythromèle
10168,Amaurospiza concolor,MA,PASSERIFORMES,Cardinalidae,Évêque bleu
10169,Amaurospiza aequatorialis,SA,PASSERIFORMES,Cardinalidae,Évêque équatorial
10170,Amaurospiza moesta,SA,PASSERIFORMES,Cardinalidae,Évêque noirâtre
10171,Amaurospiza carrizalensis,SA,PASSERIFORMES,Cardinalidae,Évêque du carrizal
10172,Spiza americana,"NA, MA, SA",PASSERIFORMES,Cardinalidae,Dickcissel d’Amérique
10173,Cyanoloxia glaucocaerulea,SA,PASSERIFORMES,Cardinalidae,Évêque indigo
10174,Cyanoloxia cyanoides,"MA, SA",PASSERIFORMES,Cardinalidae,Évêque bleu-noir
10175,Cyanoloxia rothschildii,SA,PASSERIFORMES,Cardinalidae,Évêque de Rothschild
10176,Cyanoloxia brissonii,SA,PASSERIFORMES,Cardinalidae,Évêque de Brisson
10177,Cyanocompsa parellina,MA,PASSERIFORMES,Cardinalidae,Évêque paré
10178,Passerina caerulea,"NA, MA",PASSERIFORMES,Cardinalidae,Guiraca bleu
10179,Passerina amoena,"NA, MA",PASSERIFORMES,Cardinalidae,Passerin azuré
10180,Passerina versicolor,"NA, MA",PASSERIFORMES,Cardinalidae,Passerin varié
10181,Passerina ciris,"NA, MA",PASSERIFORMES,Cardinalidae,Passerin nonpareil
10182,Passerina rositae,MA,PASSERIFORMES,Cardinalidae,Passerin à ventre rose
10183,Passerina leclancherii,MA,PASSERIFORMES,Cardinalidae,Passerin arc-en-ciel
10184,Catamblyrhynchus diadema,SA,PASSERIFORMES,Thraupidae,Tête-de-peluche couronné
10185,Charitospiza eucosma,SA,PASSERIFORMES,Thraupidae,Charitospize charbonnier
10186,Orchesticus abeillei,SA,PASSERIFORMES,Thraupidae,Tangara brun
10187,Parkerthraustes humeralis,SA,PASSERIFORMES,Thraupidae,Tangara de Parker
10188,Nemosia pileata,SA,PASSERIFORMES,Thraupidae,Tangara coiffe-noire
10189,Nemosia rourei,SA,PASSERIFORMES,Thraupidae,Tangara rougegorge
10190,Cyanicterus cyanicterus,SA,PASSERIFORMES,Thraupidae,Tangara cyanictère
10191,Sericossypha albocristata,SA,PASSERIFORMES,Thraupidae,Tangara à coiffe blanche
10192,Compsothraupis loricata,SA,PASSERIFORMES,Thraupidae,Tangara à gorge écarlate
10193,Coryphaspiza melanotis,SA,PASSERIFORMES,Thraupidae,Coryphaspize à joues noires
10194,Embernagra platensis,SA,PASSERIFORMES,Thraupidae,Embernagre à cinq couleurs
10195,Embernagra longicauda,SA,PASSERIFORMES,Thraupidae,Embernagre du Brésil
10196,Emberizoides ypiranganus,SA,PASSERIFORMES,Thraupidae,Petit Tardivole
10197,Emberizoides herbicola,"MA, SA",PASSERIFORMES,Thraupidae,Grand Tardivole
10198,Emberizoides duidae,SA,PASSERIFORMES,Thraupidae,Tardivole du Duida
10199,Incaspiza pulchra,SA,PASSERIFORMES,Thraupidae,Incaspize remarquable
10200,Incaspiza personata,SA,PASSERIFORMES,Thraupidae,Incaspize costumé
10201,Incaspiza ortizi,SA,PASSERIFORMES,Thraupidae,Incaspize d’Ortiz
10202,Incaspiza laeta,SA,PASSERIFORMES,Thraupidae,Incaspize à moustaches
10203,Incaspiza watkinsi,SA,PASSERIFORMES,Thraupidae,Incaspize de Watkins
10204,Rhopospina fruticeti,SA,PASSERIFORMES,Thraupidae,Incaspize petit-deuil
10205,Rhopospina caerulescens,SA,PASSERIFORMES,Thraupidae,Porphyrin à bec jaune
10206,Rhopospina alaudina,SA,PASSERIFORMES,Thraupidae,Incaspize à queue barrée
10207,Rhopospina carbonaria,SA,PASSERIFORMES,Thraupidae,Incaspize charbonnier
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,Tangara émeraude
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,Tangara sucrier
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,Tangara rouge
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,Tangara loriot
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,Tangara à croupion jaune
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à sourcils roux
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à dos jaune
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,Tangara guira
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,Tangara à tête rousse
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,Tersine hirondelle
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,Guit-guit céruléen
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,Guit-guit saï
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,Guit-guit à bec court
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,Guit-guit brillant
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,Dacnis à poitrine rouge
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis à cuisses rouges
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis bleu
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,Dacnis à ventre jaune
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,Dacnis de Hartlaub
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,Dacnis à coiffe bleue
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,Dacnis à plumets jaunes
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,Dacnis vert
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,Dacnis à pattes noires
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,Dacnis à ventre blanc
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,Saltator du Chaco
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,Saltator à gorge noire
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,Saltator de l’Orénoque
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,Saltator olive
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Saltator du Mexique
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Saltator de Cabanis
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,Saltator gris
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator strié
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator des grands-bois
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,Saltator à ailes noires
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,Saltator à tête noire
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,Saltator à capuchon
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,Saltator fuligineux
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,Saltator ardoisé
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,Saltator masqué
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,Saltator à bec épais
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Saltator à bec orange
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Sucrier à ventre jaune
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Tiaris grand-chanteur
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Cici verdinère
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Cici fuligineux
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Cici obscur
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Géospize olive
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Géospize gris
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Géospize crassirostre
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Spizin de Cocos
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Géospize des mangroves
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Géospize modeste
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Géospize pique-bois
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Géospize minuscule
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Géospize psittacin
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Géospize fuligineux
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Géospize à bec pointu
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Géospize de Genovesa
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Géospize vampire
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Géospize à bec conique
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Géospize voisin
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Géospize à gros bec
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Géospize des cactus
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Géospize à bec moyen
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Jacarini noir
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Tangara à miroir blanc
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Tangara de Berlioz
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Tangara à cimier roux
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Tangara ardoisé
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à tête grise
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Tangara à front noir
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Tangara inti
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Tangara à huppe ignée
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à épaulettes blanches
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Tangara à crête jaune
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Araguira gris
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Araguira rougeâtre
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Tangara à crête fauve
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Tangara de Delattre
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à galons blancs
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Tangara à galons rouges
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Tangara couronné
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Rhodospingue ponceau
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Tangara versicolore
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Tangara mordoré
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Tangara à gorge noire
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Tangara à gorge blanche
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Tangara ceinturé
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Tangara flamboyant
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à dos citron
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Tangara à croupion rouge
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Tangara du Brésil
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Tangara à dos rouge
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Tangara masqué
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Tangara du Huallaga
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Tangara à bec d’argent
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Sporophile faux-bouvron
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Sporophile bouveron
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Sporophile à col blanc
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Sporophile de Morelet
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Sporophile variable
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Sporophile intermédiaire
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Sporophile à ailes blanches
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Sporophile à nuque blanche
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Sporophile noir et blanc
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Sporophile à col double
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Sporophile à ventre jaune
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Sporophile de Dubois
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Sporophile à bec fort
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Sporophile curio
10318,Sporophila nuttingi,MA,PASSERIFORMES,Thraupidae,Sporophile de Nutting
10319,Sporophila maximiliani,SA,PASSERIFORMES,Thraupidae,Sporophile de Maximilien
10320,Sporophila crassirostris,SA,PASSERIFORMES,Thraupidae,Sporophile crassirostre
10321,Sporophila atrirostris,SA,PASSERIFORMES,Thraupidae,Sporophile à bec noir
10322,Sporophila schistacea,"MA, SA",PASSERIFORMES,Thraupidae,Sporophile ardoisé
10323,Sporophila falcirostris,SA,PASSERIFORMES,Thraupidae,Sporophile de Temminck
10324,Sporophila frontalis,SA,PASSERIFORMES,Thraupidae,Sporophile à front blanc
10325,Sporophila plumbea,SA,PASSERIFORMES,Thraupidae,Sporophile gris-de-plomb
10326,Sporophila beltoni,SA,PASSERIFORMES,Thraupidae,Sporophile de Belton
10327,Sporophila collaris,SA,PASSERIFORMES,Thraupidae,Sporophile à col fauve
10328,Sporophila albogularis,SA,PASSERIFORMES,Thraupidae,Sporophile à gorge blanche
10329,Sporophila leucoptera,SA,PASSERIFORMES,Thraupidae,Sporophile à ventre blanc
10330,Sporophila peruviana,SA,PASSERIFORMES,Thraupidae,Sporophile perroquet
10331,Sporophila telasco,SA,PASSERIFORMES,Thraupidae,Sporophile télasco
10332,Sporophila simplex,SA,PASSERIFORMES,Thraupidae,Sporophile simple
10333,Sporophila castaneiventris,SA,PASSERIFORMES,Thraupidae,Sporophile à ventre châtain
10334,Sporophila minuta,"MA, SA",PASSERIFORMES,Thraupidae,Sporophile petit-louis
10335,Sporophila bouvreuil,SA,PASSERIFORMES,Thraupidae,Sporophile bouvreuil
10336,Sporophila nigrorufa,SA,PASSERIFORMES,Thraupidae,Sporophile noir et roux
10337,Sporophila hypoxantha,SA,PASSERIFORMES,Thraupidae,Sporophile à ventre fauve
10338,Sporophila ruficollis,SA,PASSERIFORMES,Thraupidae,Sporophile à gorge sombre
10339,Sporophila iberaensis,SA,PASSERIFORMES,Thraupidae,Sporophile d’Ibera
10340,Sporophila pileata,SA,PASSERIFORMES,Thraupidae,Sporophile à ceinture perle
10341,Sporophila hypochroma,SA,PASSERIFORMES,Thraupidae,Sporophile à croupion roux
10342,Sporophila cinnamomea,SA,PASSERIFORMES,Thraupidae,Sporophile cannelle
10343,Sporophila palustris,SA,PASSERIFORMES,Thraupidae,Sporophile des marais
10344,Sporophila melanogaster,SA,PASSERIFORMES,Thraupidae,Sporophile à ventre noir
10345,Piezorina cinerea,SA,PASSERIFORMES,Thraupidae,Piézorhin cendré
10346,Xenospingus concolor,SA,PASSERIFORMES,Thraupidae,Xénospingue uniforme
10347,Cnemoscopus rubrirostris,SA,PASSERIFORMES,Thraupidae,Tangara capucin
10348,Pseudospingus verticalis,SA,PASSERIFORMES,Thraupidae,Tangara à tête noire
10349,Pseudospingus xanthophthalmus,SA,PASSERIFORMES,Thraupidae,Tangara aux yeux jaunes
10350,Poospiza boliviana,SA,PASSERIFORMES,Thraupidae,Chipiu de Bolivie
10351,Poospiza ornata,SA,PASSERIFORMES,Thraupidae,Chipiu cannelle
10352,Poospiza nigrorufa,SA,PASSERIFORMES,Thraupidae,Chipiu noiroux
10353,Poospiza whitii,SA,PASSERIFORMES,Thraupidae,Chipiu noiron
10354,Poospiza hispaniolensis,SA,PASSERIFORMES,Thraupidae,Chipiu à col noir
10355,Poospiza rubecula,SA,PASSERIFORMES,Thraupidae,Chipiu rougegorge
10356,Poospiza baeri,SA,PASSERIFORMES,Thraupidae,Chipiu du Tucuman
10357,Poospiza garleppi,SA,PASSERIFORMES,Thraupidae,Chipiu de Cochabamba
10358,Poospiza goeringi,SA,PASSERIFORMES,Thraupidae,Chipiu de Goering
10359,Poospiza rufosuperciliaris,SA,PASSERIFORMES,Thraupidae,Chipiu à sourcils fauves
10360,Kleinothraupis reyi,SA,PASSERIFORMES,Thraupidae,Tangara à calotte grise
10361,Kleinothraupis atropileus,SA,PASSERIFORMES,Thraupidae,Tangara à calotte noire
