,IOC,Breeding Range,Order,Family,Estonian
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,Seychelles Sunbird
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,Humblot's Sunbird
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,Anjouan Sunbird
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,Mayotte Sunbird
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,Loten's Sunbird
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,Grey-hooded Sunbird
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,Apo Sunbird
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,Lina's Sunbird
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,Flaming Sunbird
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,Maroon-naped Sunbird
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,Metallic-winged Sunbird
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,Luzon Sunbird
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,Bohol Sunbird
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,Elegant Sunbird
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,Lovely Sunbird
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,Handsome Sunbird
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,Mrs. Gould's Sunbird
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,Green-tailed Sunbird
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,White-flanked Sunbird
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,Fork-tailed Sunbird
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,Black-throated Sunbird
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,karmiin-nektarilind
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,Magnificent Sunbird
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,Vigors's Sunbird
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,Javan Sunbird
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,Temminck's Sunbird
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,Fire-tailed Sunbird
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,Purple-naped Sunbird
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,Little Spiderhunter
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,Orange-tufted Spiderhunter
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,Pale Spiderhunter
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,Thick-billed Spiderhunter
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,Long-billed Spiderhunter
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,Spectacled Spiderhunter
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,Yellow-eared Spiderhunter
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,Naked-faced Spiderhunter
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,Grey-breasted Spiderhunter
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,Streaky-breasted Spiderhunter
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,Bornean Spiderhunter
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,Streaked Spiderhunter
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,Whitehead's Spiderhunter
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,Cinnamon Ibon
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,kõnnuvarblane
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,kaljuvarblane
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,hele-lumevarblane
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,pruun-lumevarblane
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,lumevarblane
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,tuhkrind-lumevarblane
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,hindukuši lumevarblane
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,punakael-lumevarblane
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,mongoolia lumevarblane
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,liiv-lumevarblane
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,aafrika tuhkvarblane
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,valgekulm-varblane
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,punakulm-varblane
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,tuhkvarblane
9224,Passer melanurus,AF,PASSERIFORMES,Passeridae,mustpea-varblane
9225,Passer eminibey,AF,PASSERIFORMES,Passeridae,ruskevarblane
9226,Passer cordofanicus,AF,PASSERIFORMES,Passeridae,darfuri savannivarblane
9227,Passer shelleyi,AF,PASSERIFORMES,Passeridae,niiluse savannivarblane
9228,Passer rufocinctus,AF,PASSERIFORMES,Passeridae,põhja-savannivarblane
9229,Passer motitensis,AF,PASSERIFORMES,Passeridae,savannivarblane (lõuna-savannivarblane)
9230,Passer griseus,AF,PASSERIFORMES,Passeridae,hallvarblane
9231,Passer swainsonii,AF,PASSERIFORMES,Passeridae,etioopia varblane
9232,Passer suahelicus,AF,PASSERIFORMES,Passeridae,akaatsiavarblane
9233,Passer gongonensis,AF,PASSERIFORMES,Passeridae,suurvarblane
9234,Passer diffusus,AF,PASSERIFORMES,Passeridae,hallpea-varblane
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,induse varblane
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,punavarblane
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,põldvarblane
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,saksauulivarblane
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,punaselg-varblane
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,Abd al-Kuri Sparrow
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,socotra varblane
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,pajuvarblane
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,itaalia varblane
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,koduvarblane
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,somaali varblane
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,kapverdi varblane
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,kõrbevarblane
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,turkmeenia kõrbevarblane
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,araabia kuldvarblane
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,kuldvarblane e. aafrika kuldvarblane
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,tamariskivarblane
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,White-billed Buffalo Weaver
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,Red-billed Buffalo Weaver
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,White-headed Buffalo Weaver
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,White-browed Sparrow-Weaver
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,Chestnut-crowned Sparrow-Weaver
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,Donaldson Smith's Sparrow-Weaver
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,Chestnut-backed Sparrow-Weaver
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,Rufous-tailed Weaver
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,Grey-capped Social Weaver
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,Black-capped Social Weaver
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,Sociable Weaver
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,Scaly-feathered Weaver
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,Speckle-fronted Weaver
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,Thick-billed Weaver
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,Baglafecht Weaver
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,Bannerman's Weaver
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,Bates's Weaver
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,Black-chinned Weaver
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,Bertram's Weaver
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,Slender-billed Weaver
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,Loango Weaver
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,Little Weaver
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,Spectacled Weaver
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,Olive-naped Weaver
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,Black-necked Weaver
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,Strange Weaver
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,Black-billed Weaver
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,Cape Weaver
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,Bocage's Weaver
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,Eastern Golden Weaver
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,Holub's Golden Weaver
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,Orange Weaver
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,Heuglin's Masked Weaver
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,Golden Palm Weaver
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,Taveta Weaver
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,Principe Weaver
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,Northern Brown-throated Weaver
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,Southern Brown-throated Weaver
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,Ruvu Weaver
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,Kilombero Weaver
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,Rüppell's Weaver
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,Northern Masked Weaver
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,Lesser Masked Weaver
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,Southern Masked Weaver
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,Katanga Masked Weaver
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,Lufira Masked Weaver
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,Tanzanian Masked Weaver
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,Vitelline Masked Weaver
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,Speke's Weaver
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,Fox's Weaver
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,Village Weaver
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,Giant Weaver
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,Chestnut-and-black Weaver
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,Vieillot's Black Weaver
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,Weyns's Weaver
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,Clarke's Weaver
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,Juba Weaver
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,mustpea-kangurlind
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,Golden-backed Weaver
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,Cinnamon Weaver
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,Chestnut Weaver
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,Golden-naped Weaver
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,Yellow-mantled Weaver
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,Maxwell's Black Weaver
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,Nelicourvi Weaver
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,Sakalava Weaver
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,Asian Golden Weaver
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,Compact Weaver
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,Black-breasted Weaver
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,triip-kangurlind
9322,Ploceus philippinus,OR,PASSERIFORMES,Ploceidae,Baya Weaver
9323,Ploceus megarhynchus,OR,PASSERIFORMES,Ploceidae,Finn's Weaver
9324,Ploceus bicolor,AF,PASSERIFORMES,Ploceidae,Dark-backed Weaver
9325,Ploceus preussi,AF,PASSERIFORMES,Ploceidae,Preuss's Weaver
9326,Ploceus dorsomaculatus,AF,PASSERIFORMES,Ploceidae,Yellow-capped Weaver
9327,Ploceus olivaceiceps,AF,PASSERIFORMES,Ploceidae,Olive-headed Weaver
9328,Ploceus nicolli,AF,PASSERIFORMES,Ploceidae,Usambara Weaver
9329,Ploceus insignis,AF,PASSERIFORMES,Ploceidae,Brown-capped Weaver
9330,Ploceus angolensis,AF,PASSERIFORMES,Ploceidae,Bar-winged Weaver
9331,Ploceus sanctithomae,AF,PASSERIFORMES,Ploceidae,Sao Tome Weaver
9332,Ploceus flavipes,AF,PASSERIFORMES,Ploceidae,Yellow-legged Weaver
9333,Malimbus coronatus,AF,PASSERIFORMES,Ploceidae,Red-crowned Malimbe
9334,Malimbus cassini,AF,PASSERIFORMES,Ploceidae,Cassin's Malimbe
9335,Malimbus racheliae,AF,PASSERIFORMES,Ploceidae,Rachel's Malimbe
9336,Malimbus ballmanni,AF,PASSERIFORMES,Ploceidae,Gola Malimbe
9337,Malimbus scutatus,AF,PASSERIFORMES,Ploceidae,Red-vented Malimbe
9338,Malimbus ibadanensis,AF,PASSERIFORMES,Ploceidae,Ibadan Malimbe
9339,Malimbus nitens,AF,PASSERIFORMES,Ploceidae,Blue-billed Malimbe
9340,Malimbus rubricollis,AF,PASSERIFORMES,Ploceidae,Red-headed Malimbe
9341,Malimbus erythrogaster,AF,PASSERIFORMES,Ploceidae,Red-bellied Malimbe
9342,Malimbus malimbicus,AF,PASSERIFORMES,Ploceidae,Crested Malimbe
9343,Anaplectes rubriceps,AF,PASSERIFORMES,Ploceidae,kapuuts-kangurlind
9344,Anaplectes jubaensis,AF,PASSERIFORMES,Ploceidae,Red Weaver
9345,Quelea cardinalis,AF,PASSERIFORMES,Ploceidae,Cardinal Quelea
9346,Quelea erythrops,AF,PASSERIFORMES,Ploceidae,Red-headed Quelea
9347,Quelea quelea,AF,PASSERIFORMES,Ploceidae,vilja-kangurlind
9348,Foudia madagascariensis,AF,PASSERIFORMES,Ploceidae,Red Fody
9349,Foudia eminentissima,AF,PASSERIFORMES,Ploceidae,Comoro Fody
9350,Foudia aldabrana,AF,PASSERIFORMES,Ploceidae,Aldabra Fody
9351,Foudia omissa,AF,PASSERIFORMES,Ploceidae,Forest Fody
9352,Foudia rubra,IO,PASSERIFORMES,Ploceidae,Mauritius Fody
9353,Foudia sechellarum,IO,PASSERIFORMES,Ploceidae,Seychelles Fody
9354,Foudia flavicans,IO,PASSERIFORMES,Ploceidae,Rodrigues Fody
9355,Brachycope anomala,AF,PASSERIFORMES,Ploceidae,Bob-tailed Weaver
9356,Euplectes afer,AF,PASSERIFORMES,Ploceidae,väike-kangurlind
9357,Euplectes diadematus,AF,PASSERIFORMES,Ploceidae,Fire-fronted Bishop
9358,Euplectes gierowii,AF,PASSERIFORMES,Ploceidae,Black Bishop
9359,Euplectes nigroventris,AF,PASSERIFORMES,Ploceidae,Zanzibar Red Bishop
9360,Euplectes hordeaceus,AF,PASSERIFORMES,Ploceidae,Black-winged Red Bishop
9361,Euplectes orix,AF,PASSERIFORMES,Ploceidae,Southern Red Bishop
9362,Euplectes franciscanus,AF,PASSERIFORMES,Ploceidae,Northern Red Bishop
9363,Euplectes aureus,AF,PASSERIFORMES,Ploceidae,Golden-backed Bishop
9364,Euplectes capensis,AF,PASSERIFORMES,Ploceidae,Yellow Bishop
9365,Euplectes axillaris,AF,PASSERIFORMES,Ploceidae,Fan-tailed Widowbird
9366,Euplectes macroura,AF,PASSERIFORMES,Ploceidae,Yellow-mantled Widowbird
9367,Euplectes hartlaubi,AF,PASSERIFORMES,Ploceidae,Marsh Widowbird
9368,Euplectes psammacromius,AF,PASSERIFORMES,Ploceidae,Montane Widowbird
9369,Euplectes albonotatus,AF,PASSERIFORMES,Ploceidae,White-winged Widowbird
9370,Euplectes ardens,AF,PASSERIFORMES,Ploceidae,Red-collared Widowbird
9371,Euplectes laticauda,AF,PASSERIFORMES,Ploceidae,Red-cowled Widowbird
9372,Euplectes progne,AF,PASSERIFORMES,Ploceidae,händ-kangurlind
9373,Euplectes jacksoni,AF,PASSERIFORMES,Ploceidae,Jackson's Widowbird
9374,Heteromunia pectoralis,AU,PASSERIFORMES,Estrildidae,pärlrind-amadiin
9375,Oreostruthus fuliginosus,AU,PASSERIFORMES,Estrildidae,pruunamadiin
9376,Stagonopleura guttata,AU,PASSERIFORMES,Estrildidae,teemantamadiin
9377,Stagonopleura oculata,AU,PASSERIFORMES,Estrildidae,pärlamadiin
9378,Stagonopleura bella,AU,PASSERIFORMES,Estrildidae,viiramadiin
9379,Neochmia phaeton,AU,PASSERIFORMES,Estrildidae,karmiinamadiin
9380,Neochmia temporalis,AU,PASSERIFORMES,Estrildidae,punakulm-amadiin
9381,Emblema pictum,AU,PASSERIFORMES,Estrildidae,helmes-amadiin
9382,Bathilda ruficauda,AU,PASSERIFORMES,Estrildidae,kõrkja-amadiin
9383,Aidemosyne modesta,AU,PASSERIFORMES,Estrildidae,vöötamadiin
9384,Stizoptera bichenovii,AU,PASSERIFORMES,Estrildidae,kiritiib-amadiin
9385,Taeniopygia guttata,AU,PASSERIFORMES,Estrildidae,sebra-amadiin
9386,Taeniopygia castanotis,AU,PASSERIFORMES,Estrildidae,austraalia sebra-amadiin
9387,Poephila personata,AU,PASSERIFORMES,Estrildidae,rohuamadiin
9388,Poephila acuticauda,AU,PASSERIFORMES,Estrildidae,pahlsaba-amadiin
9389,Poephila cincta,AU,PASSERIFORMES,Estrildidae,mustkurk-amadiin
9390,Spermestes griseicapilla,AF,PASSERIFORMES,Estrildidae,hallpea-amadiin
9391,Spermestes cucullata,AF,PASSERIFORMES,Estrildidae,pronksamadiin
9392,Spermestes fringilloides,AF,PASSERIFORMES,Estrildidae,karbus-amadiin
9393,Spermestes bicolor,AF,PASSERIFORMES,Estrildidae,eeben-amadiin
9394,Lepidopygia nana,AF,PASSERIFORMES,Estrildidae,madagaskari amadiin
9395,Euodice cantans,AF,PASSERIFORMES,Estrildidae,aafrika leetamadiin
9396,Euodice malabarica,OR,PASSERIFORMES,Estrildidae,india leetamadiin
9397,Padda oryzivora,OR,PASSERIFORMES,Estrildidae,riisiamadiin
9398,Padda fuscata,AU,PASSERIFORMES,Estrildidae,timori riisiamadiin
9399,Mayrimunia tristissima,AU,PASSERIFORMES,Estrildidae,tõmmuamadiin
9400,Mayrimunia leucosticta,AU,PASSERIFORMES,Estrildidae,tähnik-amadiin
9401,Lonchura punctulata,"OR, AU",PASSERIFORMES,Estrildidae,võrkamadiin
9402,Lonchura kelaarti,OR,PASSERIFORMES,Estrildidae,kirikõht-amadiin
9403,Lonchura molucca,AU,PASSERIFORMES,Estrildidae,maluku amadiin
9404,Lonchura striata,OR,PASSERIFORMES,Estrildidae,pugal-amadiin
9405,Lonchura fuscans,OR,PASSERIFORMES,Estrildidae,kalimantani amadiin
9406,Lonchura leucogastra,OR,PASSERIFORMES,Estrildidae,valgekõht-amadiin
9407,Lonchura leucogastroides,OR,PASSERIFORMES,Estrildidae,jaava pugal-amadiin
9408,Lonchura malacca,OR,PASSERIFORMES,Estrildidae,ruskeamadiin
9409,Lonchura atricapilla,"OR, AU",PASSERIFORMES,Estrildidae,põhja-ruskeamadiin
9410,Lonchura ferruginosa,OR,PASSERIFORMES,Estrildidae,jaava ruskeamadiin
9411,Lonchura maja,OR,PASSERIFORMES,Estrildidae,valgepea-amadiin
9412,Lonchura pallida,AU,PASSERIFORMES,Estrildidae,helepea-amadiin
9413,Lonchura grandis,AU,PASSERIFORMES,Estrildidae,sooamadiin
9414,Lonchura teerinki,AU,PASSERIFORMES,Estrildidae,mustpugu-amadiin
9415,Lonchura montana,AU,PASSERIFORMES,Estrildidae,ülanguamadiin
9416,Lonchura monticola,AU,PASSERIFORMES,Estrildidae,vööamadiin
9417,Lonchura vana,AU,PASSERIFORMES,Estrildidae,arfaki amadiin
9418,Lonchura nevermanni,AU,PASSERIFORMES,Estrildidae,habeamadiin
9419,Lonchura caniceps,AU,PASSERIFORMES,Estrildidae,tuhk-amadiin
9420,Lonchura spectabilis,AU,PASSERIFORMES,Estrildidae,tulisaba-amadiin
9421,Lonchura forbesi,AU,PASSERIFORMES,Estrildidae,uusiirimaa amadiin
9422,Lonchura hunsteini,AU,PASSERIFORMES,Estrildidae,süsiamadiin
9423,Lonchura nigerrima,AU,PASSERIFORMES,Estrildidae,uushannoveri amadiin
9424,Lonchura flaviprymna,AU,PASSERIFORMES,Estrildidae,koldamadiin
9425,Lonchura quinticolor,AU,PASSERIFORMES,Estrildidae,timori ruskeamadiin
9426,Lonchura castaneothorax,AU,PASSERIFORMES,Estrildidae,roostepugu-amadiin
9427,Lonchura stygia,AU,PASSERIFORMES,Estrildidae,mustamadiin
9428,Lonchura melaena,AU,PASSERIFORMES,Estrildidae,uusbritannia amadiin
9429,Chloebia gouldiae,AU,PASSERIFORMES,Estrildidae,ehisamadiin
9430,Erythrura prasina,OR,PASSERIFORMES,Estrildidae,malai roheamadiin
9431,Erythrura viridifacies,OR,PASSERIFORMES,Estrildidae,filipiini roheamadiin
9432,Erythrura hyperythra,"OR, AU",PASSERIFORMES,Estrildidae,bambuse-roheamadiin
9433,Erythrura psittacea,AU,PASSERIFORMES,Estrildidae,punakurk-roheamadiin
9434,Erythrura pealii,PO,PASSERIFORMES,Estrildidae,fidži roheamadiin
9435,Erythrura regia,PO,PASSERIFORMES,Estrildidae,vanuatu roheamadiin
9436,Erythrura cyaneovirens,PO,PASSERIFORMES,Estrildidae,punapea-roheamadiin
9437,Erythrura kleinschmidti,PO,PASSERIFORMES,Estrildidae,suurnokk-roheamadiin
9438,Erythrura tricolor,AU,PASSERIFORMES,Estrildidae,türkiis-roheamadiin
9439,Erythrura coloria,OR,PASSERIFORMES,Estrildidae,mindanao roheamadiin
9440,Erythrura papuana,AU,PASSERIFORMES,Estrildidae,suur-roheamadiin
9441,Erythrura trichroa,AU,PASSERIFORMES,Estrildidae,sinipõsk-roheamadiin
9442,Nesocharis shelleyi,AF,PASSERIFORMES,Estrildidae,väike-tihasamadiin
9443,Nesocharis ansorgei,AF,PASSERIFORMES,Estrildidae,kaelus-tihasamadiin
9444,Coccopygia quartinia,AF,PASSERIFORMES,Estrildidae,koldkõht-amadiin
9445,Coccopygia bocagei,AF,PASSERIFORMES,Estrildidae,manisk-amadiin
9446,Coccopygia melanotis,AF,PASSERIFORMES,Estrildidae,oliivselg-amadiin
9447,Mandingoa nitidula,AF,PASSERIFORMES,Estrildidae,rohe-täpikamadiin
9448,Cryptospiza shelleyi,AF,PASSERIFORMES,Estrildidae,suur-mägiamadiin
9449,Cryptospiza jacksoni,AF,PASSERIFORMES,Estrildidae,tõmmu-mägiamadiin
9450,Cryptospiza salvadorii,AF,PASSERIFORMES,Estrildidae,hall-mägiamadiin
9451,Cryptospiza reichenovii,AF,PASSERIFORMES,Estrildidae,väike-mägiamadiin
9452,Parmoptila rubrifrons,AF,PASSERIFORMES,Estrildidae,tanu-sipelgaamadiin
9453,Parmoptila woodhousei,AF,PASSERIFORMES,Estrildidae,sipelga-amadiin
9454,Parmoptila jamesoni,AF,PASSERIFORMES,Estrildidae,Jameson's Antpecker
9455,Nigrita fusconotus,AF,PASSERIFORMES,Estrildidae,sametpea-amadiin
9456,Nigrita bicolor,AF,PASSERIFORMES,Estrildidae,kastan-amadiin
9457,Nigrita canicapillus,AF,PASSERIFORMES,Estrildidae,suur-munkamadiin
9458,Nigrita luteifrons,AF,PASSERIFORMES,Estrildidae,väike-munkamadiin
9459,Delacourella capistrata,AF,PASSERIFORMES,Estrildidae,suur-tihasamadiin
9460,Brunhilda charmosyna,AF,PASSERIFORMES,Estrildidae,roosa-amadiin
9461,Brunhilda erythronotos,AF,PASSERIFORMES,Estrildidae,vööttiib-amadiin
9462,Glaucestrilda caerulescens,AF,PASSERIFORMES,Estrildidae,põhja-hõbeamadiin
9463,Glaucestrilda perreini,AF,PASSERIFORMES,Estrildidae,lõuna-hõbeamadiin
9464,Glaucestrilda thomensis,AF,PASSERIFORMES,Estrildidae,angoola hõbeamadiin
9465,Estrilda nonnula,AF,PASSERIFORMES,Estrildidae,hallselg-amadiin
9466,Estrilda atricapilla,AF,PASSERIFORMES,Estrildidae,husaaramadiin
9467,Estrilda kandti,AF,PASSERIFORMES,Estrildidae,mägi-husaaramadiin
9468,Estrilda melpoda,AF,PASSERIFORMES,Estrildidae,tulipõsk-amadiin
9469,Estrilda poliopareia,AF,PASSERIFORMES,Estrildidae,nigeeria amadiin
9470,Estrilda paludicola,AF,PASSERIFORMES,Estrildidae,pruunselg-amadiin
9471,Estrilda astrild,AF,PASSERIFORMES,Estrildidae,vahanokk-amadiin
9472,Estrilda nigriloris,AF,PASSERIFORMES,Estrildidae,upemba amadiin
9473,Estrilda troglodytes,AF,PASSERIFORMES,Estrildidae,savanniamadiin
9474,Estrilda rhodopyga,AF,PASSERIFORMES,Estrildidae,karmiintiib-amadiin
9475,Estrilda rufibarba,PAL,PASSERIFORMES,Estrildidae,araabia amadiin
9476,Ortygospiza atricollis,AF,PASSERIFORMES,Estrildidae,niidu-vuttamadiin
9477,Paludipasser locustella,AF,PASSERIFORMES,Estrildidae,puna-vuttamadiin
9478,Amadina fasciata,AF,PASSERIFORMES,Estrildidae,verikurk-amadiin
9479,Amadina erythrocephala,AF,PASSERIFORMES,Estrildidae,paradiisiamadiin
9480,Amandava formosa,OR,PASSERIFORMES,Estrildidae,viher-amadiin
9481,Amandava subflava,"AF, PAL",PASSERIFORMES,Estrildidae,kuldamadiin
