,IOC,Breeding Range,Order,Family,Scientific
4709,Hypoedaleus guttatus,SA,PASSERIFORMES,Thamnophilidae,Hypoedaleus guttatus
4710,Batara cinerea,SA,PASSERIFORMES,Thamnophilidae,Batara cinerea
4711,Xenornis setifrons,"MA, SA",PASSERIFORMES,Thamnophilidae,Xenornis setifrons
4712,Pithys albifrons,SA,PASSERIFORMES,Thamnophilidae,Pithys albifrons
4713,Pithys castaneus,SA,PASSERIFORMES,Thamnophilidae,Pithys castaneus
4714,Phaenostictus mcleannani,"MA, SA",PASSERIFORMES,Thamnophilidae,Phaenostictus mcleannani
4715,Gymnopithys bicolor,"MA, SA",PASSERIFORMES,Thamnophilidae,Gymnopithys bicolor
4716,Gymnopithys leucaspis,SA,PASSERIFORMES,Thamnophilidae,Gymnopithys leucaspis
4717,Gymnopithys rufigula,SA,PASSERIFORMES,Thamnophilidae,Gymnopithys rufigula
4718,Oneillornis salvini,SA,PASSERIFORMES,Thamnophilidae,Oneillornis salvini
4719,Oneillornis lunulatus,SA,PASSERIFORMES,Thamnophilidae,Oneillornis lunulatus
4720,Rhegmatorhina gymnops,SA,PASSERIFORMES,Thamnophilidae,Rhegmatorhina gymnops
4721,Rhegmatorhina berlepschi,SA,PASSERIFORMES,Thamnophilidae,Rhegmatorhina berlepschi
4722,Rhegmatorhina hoffmannsi,SA,PASSERIFORMES,Thamnophilidae,Rhegmatorhina hoffmannsi
4723,Rhegmatorhina cristata,SA,PASSERIFORMES,Thamnophilidae,Rhegmatorhina cristata
4724,Rhegmatorhina melanosticta,SA,PASSERIFORMES,Thamnophilidae,Rhegmatorhina melanosticta
4725,Phlegopsis nigromaculata,SA,PASSERIFORMES,Thamnophilidae,Phlegopsis nigromaculata
4726,Phlegopsis erythroptera,SA,PASSERIFORMES,Thamnophilidae,Phlegopsis erythroptera
4727,Phlegopsis borbae,SA,PASSERIFORMES,Thamnophilidae,Phlegopsis borbae
4728,Willisornis poecilinotus,SA,PASSERIFORMES,Thamnophilidae,Willisornis poecilinotus
4729,Willisornis vidua,SA,PASSERIFORMES,Thamnophilidae,Willisornis vidua
4730,Drymophila ferruginea,SA,PASSERIFORMES,Thamnophilidae,Drymophila ferruginea
4731,Drymophila rubricollis,SA,PASSERIFORMES,Thamnophilidae,Drymophila rubricollis
4732,Drymophila genei,SA,PASSERIFORMES,Thamnophilidae,Drymophila genei
4733,Drymophila ochropyga,SA,PASSERIFORMES,Thamnophilidae,Drymophila ochropyga
4734,Drymophila malura,SA,PASSERIFORMES,Thamnophilidae,Drymophila malura
4735,Drymophila squamata,SA,PASSERIFORMES,Thamnophilidae,Drymophila squamata
4736,Drymophila devillei,SA,PASSERIFORMES,Thamnophilidae,Drymophila devillei
4737,Drymophila hellmayri,SA,PASSERIFORMES,Thamnophilidae,Drymophila hellmayri
4738,Drymophila klagesi,SA,PASSERIFORMES,Thamnophilidae,Drymophila klagesi
4739,Drymophila caudata,SA,PASSERIFORMES,Thamnophilidae,Drymophila caudata
4740,Drymophila striaticeps,SA,PASSERIFORMES,Thamnophilidae,Drymophila striaticeps
4741,Hypocnemis cantator,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis cantator
4742,Hypocnemis flavescens,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis flavescens
4743,Hypocnemis peruviana,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis peruviana
4744,Hypocnemis subflava,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis subflava
4745,Hypocnemis ochrogyna,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis ochrogyna
4746,Hypocnemis striata,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis striata
4747,Hypocnemis rondoni,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis rondoni
4748,Hypocnemis hypoxantha,SA,PASSERIFORMES,Thamnophilidae,Hypocnemis hypoxantha
4749,Sciaphylax hemimelaena,SA,PASSERIFORMES,Thamnophilidae,Sciaphylax hemimelaena
4750,Sciaphylax castanea,SA,PASSERIFORMES,Thamnophilidae,Sciaphylax castanea
4751,Cercomacroides laeta,SA,PASSERIFORMES,Thamnophilidae,Cercomacroides laeta
4752,Cercomacroides parkeri,SA,PASSERIFORMES,Thamnophilidae,Cercomacroides parkeri
4753,Cercomacroides nigrescens,SA,PASSERIFORMES,Thamnophilidae,Cercomacroides nigrescens
4754,Cercomacroides fuscicauda,SA,PASSERIFORMES,Thamnophilidae,Cercomacroides fuscicauda
4755,Cercomacroides tyrannina,"MA, SA",PASSERIFORMES,Thamnophilidae,Cercomacroides tyrannina
4756,Cercomacroides serva,SA,PASSERIFORMES,Thamnophilidae,Cercomacroides serva
4757,Cercomacra manu,SA,PASSERIFORMES,Thamnophilidae,Cercomacra manu
4758,Cercomacra brasiliana,SA,PASSERIFORMES,Thamnophilidae,Cercomacra brasiliana
4759,Cercomacra cinerascens,SA,PASSERIFORMES,Thamnophilidae,Cercomacra cinerascens
4760,Cercomacra melanaria,SA,PASSERIFORMES,Thamnophilidae,Cercomacra melanaria
4761,Cercomacra ferdinandi,SA,PASSERIFORMES,Thamnophilidae,Cercomacra ferdinandi
4762,Cercomacra nigricans,"MA, SA",PASSERIFORMES,Thamnophilidae,Cercomacra nigricans
4763,Cercomacra carbonaria,SA,PASSERIFORMES,Thamnophilidae,Cercomacra carbonaria
4764,Myrmoderus ferrugineus,SA,PASSERIFORMES,Thamnophilidae,Myrmoderus ferrugineus
4765,Myrmoderus eowilsoni,SA,PASSERIFORMES,Thamnophilidae,Myrmoderus eowilsoni
4766,Myrmoderus ruficauda,SA,PASSERIFORMES,Thamnophilidae,Myrmoderus ruficauda
4767,Myrmoderus loricatus,SA,PASSERIFORMES,Thamnophilidae,Myrmoderus loricatus
4768,Myrmoderus squamosus,SA,PASSERIFORMES,Thamnophilidae,Myrmoderus squamosus
4769,Hypocnemoides melanopogon,SA,PASSERIFORMES,Thamnophilidae,Hypocnemoides melanopogon
4770,Hypocnemoides maculicauda,SA,PASSERIFORMES,Thamnophilidae,Hypocnemoides maculicauda
4771,Hylophylax naevioides,"MA, SA",PASSERIFORMES,Thamnophilidae,Hylophylax naevioides
4772,Hylophylax naevius,SA,PASSERIFORMES,Thamnophilidae,Hylophylax naevius
4773,Hylophylax punctulatus,SA,PASSERIFORMES,Thamnophilidae,Hylophylax punctulatus
4774,Sclateria naevia,SA,PASSERIFORMES,Thamnophilidae,Sclateria naevia
4775,Myrmelastes hyperythrus,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes hyperythrus
4776,Myrmelastes schistaceus,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes schistaceus
4777,Myrmelastes leucostigma,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes leucostigma
4778,Myrmelastes humaythae,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes humaythae
4779,Myrmelastes brunneiceps,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes brunneiceps
4780,Myrmelastes rufifacies,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes rufifacies
4781,Myrmelastes saturatus,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes saturatus
4782,Myrmelastes caurensis,SA,PASSERIFORMES,Thamnophilidae,Myrmelastes caurensis
4783,Poliocrania exsul,"MA, SA",PASSERIFORMES,Thamnophilidae,Poliocrania exsul
4784,Ampelornis griseiceps,SA,PASSERIFORMES,Thamnophilidae,Ampelornis griseiceps
4785,Sipia berlepschi,SA,PASSERIFORMES,Thamnophilidae,Sipia berlepschi
4786,Sipia nigricauda,SA,PASSERIFORMES,Thamnophilidae,Sipia nigricauda
4787,Sipia palliata,SA,PASSERIFORMES,Thamnophilidae,Sipia palliata
4788,Sipia laemosticta,MA,PASSERIFORMES,Thamnophilidae,Sipia laemosticta
4789,Myrmeciza longipes,SA,PASSERIFORMES,Thamnophilidae,Myrmeciza longipes
4790,Myrmoborus melanurus,SA,PASSERIFORMES,Thamnophilidae,Myrmoborus melanurus
4791,Myrmoborus lophotes,SA,PASSERIFORMES,Thamnophilidae,Myrmoborus lophotes
4792,Myrmoborus myotherinus,SA,PASSERIFORMES,Thamnophilidae,Myrmoborus myotherinus
4793,Myrmoborus leucophrys,SA,PASSERIFORMES,Thamnophilidae,Myrmoborus leucophrys
4794,Myrmoborus lugubris,SA,PASSERIFORMES,Thamnophilidae,Myrmoborus lugubris
4795,Gymnocichla nudiceps,"MA, SA",PASSERIFORMES,Thamnophilidae,Gymnocichla nudiceps
4796,Pyriglena maura,SA,PASSERIFORMES,Thamnophilidae,Pyriglena maura
4797,Pyriglena similis,SA,PASSERIFORMES,Thamnophilidae,Pyriglena similis
4798,Pyriglena leuconota,SA,PASSERIFORMES,Thamnophilidae,Pyriglena leuconota
4799,Pyriglena atra,SA,PASSERIFORMES,Thamnophilidae,Pyriglena atra
4800,Pyriglena leucoptera,SA,PASSERIFORMES,Thamnophilidae,Pyriglena leucoptera
4801,Rhopornis ardesiacus,SA,PASSERIFORMES,Thamnophilidae,Rhopornis ardesiacus
4802,Percnostola rufifrons,SA,PASSERIFORMES,Thamnophilidae,Percnostola rufifrons
4803,Percnostola arenarum,SA,PASSERIFORMES,Thamnophilidae,Percnostola arenarum
4804,Akletos melanoceps,SA,PASSERIFORMES,Thamnophilidae,Akletos melanoceps
4805,Akletos goeldii,SA,PASSERIFORMES,Thamnophilidae,Akletos goeldii
4806,Hafferia fortis,SA,PASSERIFORMES,Thamnophilidae,Hafferia fortis
4807,Hafferia immaculata,"MA, SA",PASSERIFORMES,Thamnophilidae,Hafferia immaculata
4808,Hafferia zeledoni,"MA, SA",PASSERIFORMES,Thamnophilidae,Hafferia zeledoni
4809,Formicarius colma,SA,PASSERIFORMES,Formicariidae,Formicarius colma
4810,Formicarius analis,"MA, SA",PASSERIFORMES,Formicariidae,Formicarius analis
4811,Formicarius moniliger,MA,PASSERIFORMES,Formicariidae,Formicarius moniliger
4812,Formicarius rufifrons,SA,PASSERIFORMES,Formicariidae,Formicarius rufifrons
4813,Formicarius nigricapillus,"MA, SA",PASSERIFORMES,Formicariidae,Formicarius nigricapillus
4814,Formicarius rufipectus,"MA, SA",PASSERIFORMES,Formicariidae,Formicarius rufipectus
4815,Chamaeza campanisona,SA,PASSERIFORMES,Formicariidae,Chamaeza campanisona
4816,Chamaeza nobilis,SA,PASSERIFORMES,Formicariidae,Chamaeza nobilis
4817,Chamaeza meruloides,SA,PASSERIFORMES,Formicariidae,Chamaeza meruloides
4818,Chamaeza ruficauda,SA,PASSERIFORMES,Formicariidae,Chamaeza ruficauda
4819,Chamaeza turdina,SA,PASSERIFORMES,Formicariidae,Chamaeza turdina
4820,Chamaeza mollissima,SA,PASSERIFORMES,Formicariidae,Chamaeza mollissima
4821,Grallaria squamigera,SA,PASSERIFORMES,Grallariidae,Grallaria squamigera
4822,Grallaria gigantea,SA,PASSERIFORMES,Grallariidae,Grallaria gigantea
4823,Grallaria excelsa,SA,PASSERIFORMES,Grallariidae,Grallaria excelsa
4824,Grallaria varia,SA,PASSERIFORMES,Grallariidae,Grallaria varia
4825,Grallaria alleni,SA,PASSERIFORMES,Grallariidae,Grallaria alleni
4826,Grallaria guatimalensis,"MA, SA",PASSERIFORMES,Grallariidae,Grallaria guatimalensis
4827,Grallaria chthonia,SA,PASSERIFORMES,Grallariidae,Grallaria chthonia
4828,Grallaria haplonota,SA,PASSERIFORMES,Grallariidae,Grallaria haplonota
4829,Grallaria dignissima,SA,PASSERIFORMES,Grallariidae,Grallaria dignissima
4830,Grallaria eludens,SA,PASSERIFORMES,Grallariidae,Grallaria eludens
4831,Grallaria ruficapilla,SA,PASSERIFORMES,Grallariidae,Grallaria ruficapilla
4832,Grallaria watkinsi,SA,PASSERIFORMES,Grallariidae,Grallaria watkinsi
4833,Grallaria bangsi,SA,PASSERIFORMES,Grallariidae,Grallaria bangsi
4834,Grallaria kaestneri,SA,PASSERIFORMES,Grallariidae,Grallaria kaestneri
4835,Grallaria andicolus,SA,PASSERIFORMES,Grallariidae,Grallaria andicolus
4836,Grallaria griseonucha,SA,PASSERIFORMES,Grallariidae,Grallaria griseonucha
4837,Grallaria ridgelyi,SA,PASSERIFORMES,Grallariidae,Grallaria ridgelyi
4838,Grallaria nuchalis,SA,PASSERIFORMES,Grallariidae,Grallaria nuchalis
4839,Grallaria carrikeri,SA,PASSERIFORMES,Grallariidae,Grallaria carrikeri
4840,Grallaria albigula,SA,PASSERIFORMES,Grallariidae,Grallaria albigula
4841,Grallaria flavotincta,SA,PASSERIFORMES,Grallariidae,Grallaria flavotincta
4842,Grallaria hypoleuca,SA,PASSERIFORMES,Grallariidae,Grallaria hypoleuca
4843,Grallaria przewalskii,SA,PASSERIFORMES,Grallariidae,Grallaria przewalskii
4844,Grallaria capitalis,SA,PASSERIFORMES,Grallariidae,Grallaria capitalis
4845,Grallaria erythroleuca,SA,PASSERIFORMES,Grallariidae,Grallaria erythroleuca
4846,Grallaria spatiator,SA,PASSERIFORMES,Grallariidae,Grallaria spatiator
4847,Grallaria saltuensis,SA,PASSERIFORMES,Grallariidae,Grallaria saltuensis
4848,Grallaria rufula,SA,PASSERIFORMES,Grallariidae,Grallaria rufula
4849,Grallaria rufocinerea,SA,PASSERIFORMES,Grallariidae,Grallaria rufocinerea
4850,Grallaria alvarezi,SA,PASSERIFORMES,Grallariidae,Grallaria alvarezi
4851,Grallaria saturata,SA,PASSERIFORMES,Grallariidae,Grallaria saturata
4852,Grallaria cajamarcae,SA,PASSERIFORMES,Grallariidae,Grallaria cajamarcae
4853,Grallaria blakei,SA,PASSERIFORMES,Grallariidae,Grallaria blakei
4854,Grallaria gravesi,SA,PASSERIFORMES,Grallariidae,Grallaria gravesi
4855,Grallaria oneilli,SA,PASSERIFORMES,Grallariidae,Grallaria oneilli
4856,Grallaria obscura,SA,PASSERIFORMES,Grallariidae,Grallaria obscura
4857,Grallaria centralis,SA,PASSERIFORMES,Grallariidae,Grallaria centralis
4858,Grallaria ayacuchensis,SA,PASSERIFORMES,Grallariidae,Grallaria ayacuchensis
4859,Grallaria occabambae,SA,PASSERIFORMES,Grallariidae,Grallaria occabambae
4860,Grallaria sinaensis,SA,PASSERIFORMES,Grallariidae,Grallaria sinaensis
4861,Grallaria cochabambae,SA,PASSERIFORMES,Grallariidae,Grallaria cochabambae
4862,Grallaria quitensis,SA,PASSERIFORMES,Grallariidae,Grallaria quitensis
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,Grallaria alticola
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,Grallaria atuensis
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,Grallaria milleri
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,Grallaria urraoensis
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,Grallaria erythrotis
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,Cryptopezus nattereri
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,Hylopezus perspicillatus
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,Hylopezus macularius
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,Hylopezus paraensis
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,Hylopezus whittakeri
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,Hylopezus auricularis
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,Hylopezus ochroleucus
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,Myrmothera fulviventris
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,Myrmothera berlepschi
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,Myrmothera dives
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,Myrmothera simplex
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,Myrmothera campanisona
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,Myrmothera subcanescens
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,Grallaricula flavirostris
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,Grallaricula loricata
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,Grallaricula cucullata
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,Grallaricula peruviana
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,Grallaricula ochraceifrons
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,Grallaricula ferrugineipectus
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,Grallaricula leymebambae
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,Grallaricula nana
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,Grallaricula cumanensis
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,Grallaricula lineifrons
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,Conopophaga lineata
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,Conopophaga aurita
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,Conopophaga snethlageae
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,Conopophaga roberti
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,Conopophaga peruviana
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,Conopophaga cearae
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,Conopophaga ardesiaca
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,Conopophaga castaneiceps
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,Conopophaga melanops
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,Conopophaga melanogaster
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,Pittasoma michleri
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,Pittasoma rufopileatum
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,Acropternis orthonyx
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,Pteroptochos castaneus
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,Pteroptochos tarnii
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,Pteroptochos megapodius
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,Scelorchilus albicollis
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,Scelorchilus rubecula
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,Rhinocrypta lanceolata
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,Teledromas fuscus
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,Liosceles thoracicus
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,Psilorhamphus guttatus
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,Merulaxis ater
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,Merulaxis stresemanni
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,Eugralla paradoxa
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,Myornis senilis
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,Eleoscytalopus indigoticus
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,Eleoscytalopus psychopompus
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus iraiensis
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus diamantinensis
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus novacapitalis
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus petrophilus
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus pachecoi
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus gonzagai
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus speluncae
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus fuscus
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus magellanicus
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus affinis
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus krabbei
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus androstictus
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus opacus
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus canus
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus superciliaris
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus zimmeri
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus simonsi
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus schulenbergi
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus urubambae
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus whitneyi
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus frankeae
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus altirostris
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus parvirostris
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus bolivianus
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus atratus
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus sanctaemartae
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus micropterus
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus femoralis
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus intermedius
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus macropus
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus gettyae
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus unicolor
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus acutirostris
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus latrans
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,Scytalopus argentifrons
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus vicinior
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,Scytalopus panamensis
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,Scytalopus chocoensis
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus rodriguezi
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus stilesi
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus alvarezlopezi
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus robbinsi
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus caracae
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus griseicollis
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus latebricola
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus perijanus
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus meridanus
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus parkeri
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,Scytalopus spillmanni
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,Melanopareia torquata
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,Melanopareia bitorquata
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,Melanopareia maximiliani
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,Melanopareia maranonica
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,Melanopareia elegans
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,Piprites griseiceps
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,Piprites chloris
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,Piprites pileata
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,Phyllomyias fasciatus
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,Phyllomyias weedeni
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,Phyllomyias burmeisteri
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,Phyllomyias zeledoni
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,Phyllomyias virescens
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,Phyllomyias reiseri
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,Phyllomyias urichi
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,Phyllomyias sclateri
